time_s,mode,linear_mps,angular_rps,x_m,y_m,yaw_rad
0.05,spin,0.0,1.0,0.0,0.0,0.05
0.1,spin,0.0,1.0,0.0,0.0,0.09999999999999999
0.15000000000000002,spin,0.0,1.0,0.0,0.0,0.15
0.2,spin,0.0,1.0,0.0,0.0,0.2
0.25,spin,0.0,1.0,0.0,0.0,0.25
0.3,spin,0.0,1.0,0.0,0.0,0.3
0.35,spin,0.0,1.0,0.0,0.0,0.35
0.39999999999999997,spin,0.0,1.0,0.0,0.0,0.39999999999999997
0.44999999999999996,spin,0.0,1.0,0.0,0.0,0.45
0.49999999999999994,spin,0.0,1.0,0.0,0.0,0.5
0.5499999999999999,spin,0.0,1.0,0.0,0.0,0.55
0.6,spin,0.0,1.0,0.0,0.0,0.6000000000000002
0.65,spin,0.0,1.0,0.0,0.0,0.6500000000000002
0.7000000000000001,spin,0.0,1.0,0.0,0.0,0.7000000000000003
0.7500000000000001,spin,0.0,1.0,0.0,0.0,0.7500000000000003
0.8000000000000002,spin,0.0,1.0,0.0,0.0,0.8000000000000004
0.8500000000000002,spin,0.0,1.0,0.0,0.0,0.8500000000000004
0.9000000000000002,spin,0.0,1.0,0.0,0.0,0.9000000000000005
0.9500000000000003,spin,0.0,1.0,0.0,0.0,0.9500000000000006
1.0000000000000002,spin,0.0,1.0,0.0,0.0,1.0000000000000007
1.0500000000000003,spin,0.0,1.0,0.0,0.0,1.0500000000000007
1.1000000000000003,spin,0.0,1.0,0.0,0.0,1.1000000000000008
1.1500000000000004,spin,0.0,1.0,0.0,0.0,1.1500000000000008
1.2000000000000004,spin,0.0,1.0,0.0,0.0,1.2000000000000008
1.2500000000000004,spin,0.0,1.0,0.0,0.0,1.2500000000000009
1.3000000000000005,spin,0.0,1.0,0.0,0.0,1.300000000000001
1.3500000000000005,spin,0.0,1.0,0.0,0.0,1.350000000000001
1.4000000000000006,spin,0.0,1.0,0.0,0.0,1.400000000000001
1.4500000000000006,spin,0.0,1.0,0.0,0.0,1.450000000000001
1.5000000000000007,spin,0.0,1.0,0.0,0.0,1.500000000000001
1.5500000000000007,spin,0.0,1.0,0.0,0.0,1.5500000000000012
1.6000000000000008,spin,0.0,1.0,0.0,0.0,1.6000000000000012
1.6500000000000008,spin,0.0,1.0,0.0,0.0,1.6500000000000012
1.7000000000000008,spin,0.0,1.0,0.0,0.0,1.7000000000000013
1.7500000000000009,spin,0.0,1.0,0.0,0.0,1.7500000000000013
1.800000000000001,spin,0.0,1.0,0.0,0.0,1.8000000000000014
1.850000000000001,spin,0.0,1.0,0.0,0.0,1.8500000000000014
1.900000000000001,spin,0.0,1.0,0.0,0.0,1.9000000000000015
1.950000000000001,spin,0.0,1.0,0.0,0.0,1.9500000000000015
2.000000000000001,spin,0.0,1.0,0.0,0.0,2.0000000000000013
2.0500000000000007,spin,0.0,1.0,0.0,0.0,2.050000000000001
2.1000000000000005,spin,0.0,1.0,0.0,0.0,2.100000000000001
2.1500000000000004,spin,0.0,1.0,0.0,0.0,2.150000000000001
2.2,spin,0.0,1.0,0.0,0.0,2.2000000000000006
2.25,spin,0.0,1.0,0.0,0.0,2.2500000000000004
2.3,spin,0.0,1.0,0.0,0.0,2.3000000000000003
2.3499999999999996,spin,0.0,1.0,0.0,0.0,2.35
2.3999999999999995,spin,0.0,1.0,0.0,0.0,2.4
2.4499999999999993,spin,0.0,1.0,0.0,0.0,2.4499999999999997
2.499999999999999,spin,0.0,1.0,0.0,0.0,2.4999999999999996
2.549999999999999,spin,0.0,1.0,0.0,0.0,2.5499999999999994
2.5999999999999988,spin,0.0,1.0,0.0,0.0,2.599999999999999
2.6499999999999986,spin,0.0,1.0,0.0,0.0,2.649999999999999
2.6999999999999984,spin,0.0,1.0,0.0,0.0,2.699999999999999
2.7499999999999982,spin,0.0,1.0,0.0,0.0,2.7499999999999987
2.799999999999998,spin,0.0,1.0,0.0,0.0,2.7999999999999985
2.849999999999998,spin,0.0,1.0,0.0,0.0,2.8499999999999983
2.8999999999999977,spin,0.0,1.0,0.0,0.0,2.899999999999998
2.9499999999999975,spin,0.0,1.0,0.0,0.0,2.949999999999998
2.9999999999999973,spin,0.0,1.0,0.0,0.0,2.999999999999998
3.049999999999997,spin,0.0,1.0,0.0,0.0,3.0499999999999976
3.099999999999997,spin,0.0,1.0,0.0,0.0,3.0999999999999974
3.149999999999997,spin,0.0,1.0,0.0,0.0,-3.1331853071795894
