x_m,y_m
0.0,0.0
0.05,0.022219364536407007
0.1,0.0444215856037871
0.15000000000000002,0.06658953296024821
0.2,0.0887061028079624
0.25,0.11075423098969223
0.30000000000000004,0.13271690615473206
0.35000000000000003,0.15457718288410632
0.4,0.17631819476489785
0.45,0.19792316740361837
0.5,0.21937543136858131
0.55,0.24065843505129048
0.6000000000000001,0.2617557574369218
0.65,0.2826511207740447
0.7000000000000001,0.30332840313380804
0.75,0.32377165084889975
0.8,0.3439650908226845
0.8500000000000001,0.3638931426990196
0.9,0.3835404308833624
0.9500000000000001,0.4028917964058919
1.0,0.4219323086174924
1.05,0.4406472767095759
1.1,0.4590222610488529
1.1500000000000001,0.47704308431830916
1.2000000000000002,0.4946958424557897
1.25,0.5119669153817518
1.3,0.5288429775079108
1.35,0.5453110080186673
1.4000000000000001,0.5613583009173883
1.4500000000000002,0.5769724748297851
1.5,0.5921414825568296
1.55,0.6068536203698349
1.6,0.6210975370405285
1.6500000000000001,0.6348622425991537
1.7000000000000002,0.6481371168138395
1.75,0.6609119173846962
1.8,0.6731767878463173
1.85,0.6849222651725873
1.9000000000000001,0.6961392870779297
1.9500000000000002,0.706819199009363
2.0,0.7169537608239651
2.0500000000000003,0.7265351531466014
2.1,0.7355559834030041
2.15,0.7440092915235526
2.2,0.7518885553133524
2.25,0.759187695484469
2.3000000000000003,0.7659010803464354
2.35,0.7720235301514122
2.4000000000000004,0.7775503210906503
2.45,0.7824771889391701
2.5,0.7868003323458472
2.5500000000000003,0.7905164157663654
2.6,0.7936225720367736
2.6500000000000004,0.7961164045856606
2.7,0.7979959892832436
2.75,0.7992598759259405
2.8000000000000003,0.799907089355282
2.85,0.7999371302102999
2.9000000000000004,0.7993499753128128
2.95,0.7981460776853084
3.0,0.796326366201412
3.0500000000000003,0.7938922448692091
3.1,0.7908455917479751
3.1500000000000004,0.7871887574991495
3.2,0.7829245635726697
3.25,0.7780563000300664
3.3000000000000003,0.7725877230059998
3.35,0.7665230518101932
3.4000000000000004,0.7598669656720021
3.45,0.7526246001301303
3.5,0.7448015430702777
3.5500000000000003,0.7364038304137766
3.6,0.7274379414605454
3.6500000000000004,0.7179107938899494
3.7,0.7078297384234293
3.75,0.6972025531530124
3.8000000000000003,0.6860374375400837
3.85,0.6743430060890494
3.9000000000000004,0.6621282817007683
3.95,0.6494026887108865
4.0,0.6361760456184393
4.05,0.622458557510337
4.1000000000000005,0.6082608081875753
4.15,0.593593751999248
4.2,0.5784687053906596
4.25,0.5628973381720623
4.3,0.5468916645147518
4.3500000000000005,0.5304640336814685
4.4,0.5136271204982604
4.45,0.4963939155751508
4.5,0.47877771528316526
4.55,0.4607921114954461
4.6000000000000005,0.4424509811003692
4.65,0.4237684752947588
4.7,0.4047590086654538
4.75,0.3854372480676579
4.800000000000001,0.3658181013086493
4.8500000000000005,0.34591670564558297
4.9,0.32574841610625804
4.95,0.3053287936418654
5.0,0.28467359312085255
5.050000000000001,0.26379875117317086
5.1000000000000005,0.24272037389428489
5.15,0.22145472441842684
5.2,0.20001821037069015
5.25,0.17842737120763846
5.300000000000001,0.1566988654561996
5.3500000000000005,0.13484945786069177
5.4,0.11289600644789377
5.45,0.090855449520146
5.5,0.06874479258651271
5.550000000000001,0.04658109524209069
5.6000000000000005,0.02438145800558913
5.65,0.002163009125331301
5.7,-0.020057108636135274
5.75,-0.04226175122862888
5.800000000000001,-0.06443378654191718
5.8500000000000005,-0.0865561076240867
5.9,-0.10861164588050476
5.95,-0.13058338424318316
6.0,-0.15245437030038797
6.050000000000001,-0.1742077293763637
6.1000000000000005,-0.19582667755107655
6.15,-0.21729453460994144
6.2,-0.2385947369135275
6.25,-0.25971085017732326
6.300000000000001,-0.2806265821516962
6.3500000000000005,-0.30132579519226405
6.4,-0.3217925187109816
6.45,-0.342010961498332
6.5,-0.36196552390711884
6.550000000000001,-0.3816408098884572
6.6000000000000005,-0.4010216388706761
6.65,-0.42009305747197107
6.7,-0.4388403510377642
6.75,-0.457249054993875
6.800000000000001,-0.47530496600673944
6.8500000000000005,-0.4929941529420667
6.9,-0.5103029676134815
6.95,-0.5272180553128542
7.0,-0.5437263651141969
7.050000000000001,-0.5598151599431754
7.1000000000000005,-0.5754720264044656
7.15,-0.5906848843593759
7.2,-0.6054419962463427
7.25,-0.6197319761371071
7.300000000000001,-0.6335437985215904
7.3500000000000005,-0.6468668068146824
7.4,-0.6596907215783899
7.45,-0.6720056484529889
7.5,-0.683802085791072
7.550000000000001,-0.6950709319885946
7.6000000000000005,-0.705803492507266
7.65,-0.7159914865828668
7.7,-0.7256270536143167
7.75,-0.7347027592285627
7.800000000000001,-0.7432116010166099
7.8500000000000005,-0.7511470139362664
7.9,-0.7585028753774381
7.95,-0.7652735098860599
8.0,-0.7714536935430226
