time_s,true_accel_mps2,imu_ax_mps2,accel_calibrated
0.0,0.0276469544487234,0.0693519086606066,0.02447428006091116
0.01,0.0276466413264342,0.0492227772590617,0.004243997245288141
0.02,0.0276457019701387,0.0994562688540527,0.05472991844628412
0.03,0.0276441364115559,0.0916188323722456,0.046853097861553374
0.04,0.0276419447035741,0.0914853821697383,0.046718977055013364
0.05,0.0276391269202369,0.0949194627112251,0.050170314282638295
0.06,0.0276356831567042,0.0396600461481589,-0.005366787790795075
0.07,0.0276316135292969,0.0423658564064643,-0.002647380496015777
0.08,0.0276269181754884,0.0377004980836758,-0.00733618283047658
0.09,0.027621597253874,0.0206828930999989,-0.02443930341708653
0.1,0.0276156509441766,0.1237674203424625,0.07916323652508794
0.11,0.0276090794472411,0.0986858524932053,0.05395563064643749
0.12,0.0276018829850427,0.0592612673484422,0.014332932008484622
0.13,0.0275940618006537,0.0852438852941104,0.04044611587347779
0.14,0.0275856161582405,0.0887804972053469,0.04400049970386624
0.15,0.027576546343086,0.0611193510596998,0.0162003528238189
0.16,0.0275668526615313,0.056260964535157,0.011317552296640202
0.17,0.0275565354409923,0.0390846278439743,-0.005945097644246936
0.18,0.0275455950299541,0.0997807593543988,0.0550560395521596
0.19,0.0275340317979377,0.0617721139951416,0.01685639597501668
0.2,0.0275218461355086,0.0161771712500054,-0.028967667085421707
0.21,0.0275090384542459,0.1001146712330573,0.055391629379957084
0.22,0.0274956091867395,0.1294155336254359,0.08483973228687025
0.23,0.0274815587865712,0.0466302011562243,0.0016383931218334695
0.24,0.0274668877282974,0.0228095415439148,-0.022301968297573062
0.25,0.0274515965074384,0.1278559188236395,0.08327228022476332
0.26,0.0274356856404561,0.0986428893497402,0.053912451607779105
0.27,0.0274191556647318,0.0990272961809035,0.05429879013156131
0.28,0.027402007138555,0.0905828899266751,0.045811949675050354
0.29,0.0273842406411123,0.0886878249837927,0.043907361792756484
0.3,0.027365856772446,0.0627559611777357,0.017845187113302213
0.31,0.0273468561534484,0.021594877054177,-0.023522736628967835
0.32,0.0273272394258394,0.1235561514549451,0.07895090598486945
0.33,0.0273070072521336,0.0339951291139003,-0.01106017174482382
0.34,0.0272861603156343,0.1207675638302387,0.07614830535702383
0.35,0.0272646993203978,0.0396057890721904,-0.005421317515386529
0.36,0.0272426249912166,0.1020381979456619,0.0573248220559416
0.37,0.0272199380735777,0.0413834462758086,-0.0036347273609963777
0.38,0.0271966393336597,0.0285856407378002,-0.01649684347959779
0.39,0.0271727295582946,0.1453616875392094,0.10086601762734612
0.4,0.0271482095549391,0.0926999046887831,0.047939602702294574
0.41,0.0271230801516558,0.095323150051195,0.05057603020220603
0.42,0.0270973421970605,0.0618568018420775,0.016941509389022617
0.43,0.0270709965603327,0.0568278241511313,0.011887260453398295
0.44,0.0270440441311553,0.1206751585570748,0.07605543573575356
0.45,0.027016485819678,0.0830167661030728,0.03820780512871639
0.46,0.0269883225565259,0.0619765913994106,0.01706190090393025
0.47,0.0269595552927215,0.0517783912718845,0.006812453539582415
0.48,0.0269301849996711,0.0663267640191182,0.021433933687555987
0.49,0.0269002126691481,0.029871298491601,-0.015204725134069345
0.5,0.0268696393132289,0.1133619498665425,0.06870547725280653
0.51,0.0268384659642739,0.0899221263480859,0.045147865676468245
0.52,0.0268066936748856,0.1354976506175373,0.09095241268094201
0.53,0.026774323517878,0.0138592597048222,-0.03129722642731437
0.54,0.0267413565862545,0.105872114333951,0.06117800435572965
0.55,0.0267077939931248,-0.0131883017659529,-0.05848070529241497
0.56,0.0266736368717074,0.0348068187205044,-0.010244403295975472
0.5700000000000001,0.0266388863752825,0.0811975613294726,0.036379458622585535
0.58,0.0266035436771394,0.0406094120684818,-0.004412651187455475
0.59,0.0265676099705541,0.1171003613120753,0.07246267468550281
0.6,0.0265310864687201,0.0813298039856792,0.036512365814752964
0.61,0.0264939744047371,0.112581556224577,0.06792116203475075
0.62,0.0264562750315611,0.113173452621462,0.06851603278538895
0.63,0.0264179896219407,0.1123659308521387,0.06770445311772734
0.64,0.0263791194683893,0.0659260760595539,0.02103123222065719
0.65,0.0263396658831543,0.0683096201351983,0.02342675390472191
0.66,0.0262996301981455,0.0516313219581093,0.00666464518402945
0.67,0.0262590137648954,0.0795189554360532,0.034692417523671554
0.68,0.0262178179545241,0.0737230842685884,0.028867421375465725
0.6900000000000001,0.0261760441576802,0.1234776319271223,0.07887199188655508
0.7000000000000001,0.0261336937845052,0.1146653980606871,0.07001547543787648
0.71,0.0260907682645722,0.1042700098218212,0.059567849067156994
0.72,0.026047269046836,0.0900211368721298,0.04524737374083397
0.73,0.0260031975995944,0.0791548674415524,0.03432649994125869
0.74,0.0259585554104352,0.0902712017555298,0.045498695231688244
0.75,0.0259133439861752,0.0523548665270116,0.007391825655288043
0.76,0.0258675648528078,0.0994670923069364,0.054740796288378295
0.77,0.0258212195554718,0.1005642276658194,0.05584344489027076
0.78,0.0257743096583662,0.1620155561338674,0.11760357400388684
0.79,0.0257268367447244,0.0660329285598949,0.02113862166823608
0.8,0.0256788024167425,0.0712975239635453,0.02642967232517116
0.81,0.0256302082955267,0.090261846428142,0.045489292892605025
0.8200000000000001,0.0255810560210484,0.0863426052189855,0.04155035700400553
0.8300000000000001,0.0255313472520668,0.0569385378388808,0.011998530491337492
0.84,0.0254810836660901,0.1422092171616852,0.09769770569013587
0.85,0.0254302669593087,0.0463693388559797,0.001376219955758494
0.86,0.0253788988465425,0.1203523782902284,0.07573103345751599
0.87,0.0253269810611772,0.1233408896497084,0.07873456246201849
0.88,0.0252745153551003,0.0980447729550953,0.05331132960311085
0.89,0.0252215034986458,0.0108586624891933,-0.03431290202091125
0.9,0.0251679472805327,0.1086428112120407,0.06396262433370925
0.91,0.0251138485078128,0.0409990602156043,-0.004021045009442911
0.92,0.0250592090057816,0.0286201393416866,-0.016462171515892864
0.93,0.0250040306179422,0.0844515482528926,0.03964979723908804
0.94,0.0249483152059415,0.0997071838720929,0.05498209434381197
0.95,0.0248920646494676,0.0840197485429737,0.039215827681380606
0.96,0.0248352808462332,0.0414117231111827,-0.0036063084309721598
0.97,0.0247779657118973,0.0804459334433338,0.03562405371189326
0.98,0.0247201211799691,0.1366039730638674,0.09206429453655016
0.99,0.0246617492017764,0.0493502422811725,0.004372102795148241
1.0,0.0246028517463858,0.087258336332868,0.04247068978177689
1.01,0.0245434308005332,0.0845018133345806,0.039700314909126226
1.02,0.0244834883685513,0.0426644510846608,-0.002347285342049447
1.03,0.0244230264723088,0.0484242306798268,0.0034414378691726625
1.04,0.0243620471511413,0.0753579511604159,0.030510503678809947
1.05,0.0243005524617673,0.0399177809463703,-0.005107757842843916
1.06,0.0242385444782305,0.0684165366001311,0.023534207638322712
1.07,0.0241760252918221,0.0495712852410094,0.004594256523627539
1.08,0.0241129970110193,0.0900748794883382,0.045301386420440404
1.09,0.0240494617613939,0.0490531333778141,0.004073500882225226
1.1,0.0239854216855461,0.0500764782887301,0.005101988229879503
1.11,0.0239208789430428,0.0355946598607234,-0.009452603155051855
1.12,0.0238558357103207,0.1107812432115335,0.06611180222264673
1.13,0.0237902941806256,0.1104196893454769,0.06574843150299187
1.14,0.0237242565639533,0.0651066289538846,0.020207667290336278
1.15,0.0236577250869285,0.0717589465317473,0.026893413599746036
1.16,0.0235907019927622,0.0421705712597537,-0.0028436469751219064
1.17,0.0235231895411747,0.0668691068353351,0.021979001844557894
1.18,0.0234551900082952,0.0656267888871123,0.020730441092575182
1.19,0.0233867056865982,0.025995072939812,-0.019100429206219093
1.2,0.0233177388848287,0.0159048201996372,-0.029241386734032964
1.21,0.0232482919279214,0.0865720346722996,0.04178093936914533
1.22,0.0231783671568897,0.0687124033117334,0.023831561117319995
1.23,0.0231079669287925,0.1243746723878691,0.07977354008831065
1.24,0.0230370936166374,0.0681555545714155,0.02327191414212614
1.25,0.0229657496092605,0.0412688102213517,-0.0037499394760284435
1.26,0.0228939373112968,0.0631157066696733,0.018206740371530954
1.27,0.0228216591430741,0.0993870017187613,0.05466030323493599
1.28,0.0227489175405271,0.0415882935191187,-0.003428850734554071
1.29,0.0226757149551171,0.0368255640170407,-0.008215513550712863
1.3,0.0226020538537402,0.0452974772861021,0.0002989721468362861
1.31,0.0225279367186581,0.0325849317576123,-0.01247745551998764
1.32,0.0224533660474007,0.0498758012186176,0.0049003027322789975
1.33,0.0223783443526776,0.1042238008150232,0.05952140785429467
1.34,0.0223028741623027,0.040677973838403,-0.004343744886027135
1.35,0.022226958019092,0.018650949085062,-0.02648145820596784
1.36,0.0221505984807801,0.0416490284918837,-0.003367810560920905
1.37,0.0220737981199509,0.0699252748576713,0.02505052749514704
1.38,0.0219965595239179,0.0860693797305586,0.04127575852317448
1.39,0.0219188852946528,0.048128670892949,0.0031443928572351754
1.4,0.0218407780486984,0.008117160080179,-0.0370681808239407
1.41,0.0217622404170725,0.0806372890216818,0.03581637087606211
1.42,0.0216832750451645,0.0491106597599561,0.004131316341664423
1.43,0.0216038845926663,0.0905237552920269,0.04575251788143407
1.44,0.0215240717334752,0.0395160430337553,-0.005511514538939398
1.45,0.0214438391555799,0.0039478987092529,-0.04125839325703226
1.46,0.0213631895609994,0.0511490044751726,0.0061799039951483435
1.47,0.0212821256656697,0.0573306214396967,0.012392584361504224
1.48,0.0212006501993544,0.0882880582719889,0.043505586203003925
1.49,0.0211187659055478,0.0237266087359158,-0.02138029272772281
1.5,0.0210364755413888,0.0649461152398132,0.02004634697468663
1.51,0.0209537818775557,0.0804678053210618,0.03564603549855458
1.52,0.0208706876981767,0.0207692549284682,-0.024352507609579698
1.53,0.020787195800731,0.0285789268679099,-0.016503591087527737
1.54,0.0207033089959507,0.0995854146995049,0.05485971326583407
1.55,0.0206190301077269,0.0726543077688279,0.027793274139525533
1.56,0.0205343619730125,0.066043153465621,0.021148897955397986
1.57,0.0204493074417222,0.0621024391807175,0.01718838108614824
1.58,0.02036386937663,0.0949772990512136,0.05022844125750111
1.59,0.0202780506532829,0.0775737622353142,0.032737449482727846
1.6,0.0201918541598872,-0.0004109152491356,-0.045639110803151355
1.61,0.0201052827972114,0.1282079224441363,0.08362605270767469
1.62,0.0200183394784947,0.0050439999332585,-0.040156783986674875
1.63,0.019931027129344,0.1205510647160721,0.07593071830761015
1.64,0.0198433486876259,0.044107608890839,-0.0008968754865939689
1.65,0.019755307103364,0.1246911927896021,0.08009165104482623
1.66,0.0196669053386444,0.130711736570124,0.08614244881419497
1.67,0.0195781463675215,0.0286756645191344,-0.016406367317452864
1.68,0.0194890331758929,0.0854756100203989,0.040679005045627034
1.69,0.0193995687614051,0.1209406673501186,0.07632227874383779
1.7,0.0193097561333677,0.100088029149057,0.055364853416137685
1.71,0.0192195983126197,0.0262567725379945,-0.01883741453467889
1.72,0.0191290983314468,0.0918141239958328,0.04704937085008322
1.73,0.0190382592334698,0.0381882693141422,-0.006845960488299292
1.74,0.0189470840735339,0.0774296536547165,0.03259261673840855
1.75,0.0188555759176173,0.0260067356368633,-0.019088707902649948
1.76,0.0187637378427085,0.0790672490776388,0.034238441284059104
1.77,0.0186715729367098,0.1039994870520366,0.059295966886468945
1.78,0.0185790842983313,-0.001031160753731,-0.046262473119327636
1.79,0.0184862750369857,0.0632672225352675,0.01835901762338442
1.8,0.0183931482726634,0.0076065960940411,-0.037581310458250146
1.81,0.0182997071358409,0.0707828272094651,0.025912389155241314
1.82,0.0182059547673807,0.0775871868065558,0.03275094151412643
1.83,0.0181118943184011,0.1685967324921146,0.12421782160011517
1.84,0.0180175289501843,0.0315217194821049,-0.013546010570748841
1.85,0.0179228618340521,0.0539537566441988,0.008998750396179696
1.86,0.0178278961512678,0.0457778562339835,0.0007817650592798992
1.87,0.0177326350929291,0.0342125803822752,-0.010841627756507339
1.88,0.0176370818598475,0.0174883152239499,-0.027649934448291554
1.89,0.0175412396624413,0.0246987980119685,-0.020403218078423616
1.9,0.0174451117206236,0.1507297776831672,0.1062610830986605
1.91,0.0173487012637002,0.0405795446084224,-0.004442668735253869
1.92,0.0172520115302388,0.0808135319394729,0.03599349943665618
1.93,0.0171550457679831,0.0340695653412168,-0.010985361466113766
1.94,0.0170578072337196,0.0393241249225621,-0.005704397062751659
1.95,0.0169602991931694,0.0818404579518778,0.037025585881284226
1.96,0.0168625249208853,0.0756852290950484,0.030839426226179304
1.97,0.0167644877001216,0.1093816808506623,0.06470520688508774
1.98,0.0166661908227339,0.0557852642079133,0.010839461515490754
1.99,0.0165676375890683,0.0353770992931715,-0.009671256991787433
2.0,0.0164688313078337,0.0359498505488601,-0.009095627589085324
2.01,0.0163697752959962,0.0117394689565436,-0.03342766939040844
2.02,0.0162704728786655,0.0487251807871316,0.003743900288574477
2.03,0.0161709273889726,0.0996666095880727,0.054941316168917294
2.04,0.0160711421679615,0.0891116233275351,0.044333289776417185
2.05,0.0159711205644758,0.0918913953876095,0.04712703054031106
2.06,0.0158708659350331,0.0681601745786402,0.023276557365467535
2.07,0.0157703816437149,0.0912801200611291,0.04651268347852171
2.08,0.0156696710620546,0.0462260833902473,0.0012322446133138719
2.09,0.0155687375689161,0.0637777698953545,0.018872130548094973
2.1,0.0154675845503715,-0.0176847013821161,-0.06299969988152372
2.11,0.0153662153995953,0.0510235131921567,0.006053782102670052
2.12,0.0152646335167455,0.0238994083251149,-0.021206624798879494
2.13,0.0151628423088356,0.0510936301013221,0.006124251358112663
2.14,0.0150608451896211,0.1021929807462717,0.05748038265956955
2.15,0.0149586455794992,0.0629958711887699,0.018086302702281305
2.16,0.0148562469053648,0.0347143268036521,-0.010337359996329546
2.17,0.014753652600502,0.0509345898523665,0.005964411911926131
2.18,0.014650866104468,0.0776863443203619,0.03285059730689638
2.19,0.0145478908629731,0.0859239357244196,0.041129583642632764
2.2,0.01444473032777,0.0719359369029902,0.027071293369839402
2.21,0.0143413879565179,0.0767555230601036,0.031915098552867935
2.22,0.0142378672126658,0.0789931764911818,0.03416399647354955
2.23,0.0141341715653414,0.0663657351455504,0.021473100648794374
2.24,0.0140303044892375,0.0749650925124182,0.030115670866751963
2.25,0.0139262694644759,0.0398958509297458,-0.005129798060556985
2.26,0.0138220699764879,0.0807313428189591,0.03591089730548654
2.27,0.0137177095159091,0.0078131990699088,-0.037373669276473565
2.28,0.0136131915784432,0.0647826953774512,0.01988210590698613
2.29,0.0135085196647399,0.0146607549234831,-0.030491703594489345
2.3000000000000003,0.0134036972803064,0.015833387929271,-0.029313177960531657
2.31,0.0132987279353402,0.0925965393923439,0.04783571798225518
2.32,0.0131936151446271,0.0883445127138006,0.04356232433547799
2.33,0.0130883624274324,0.0259300989705866,-0.01916572967780241
2.34,0.0129829733073683,0.0958105699047581,0.05106589940176694
2.35,0.0128774513122625,0.0672099785830012,0.022321586515579105
2.36,0.0127717999740567,0.1347582119399256,0.090209258231081
2.37,0.0126660228286668,0.0333813441055932,-0.011677041099906329
2.38,0.0125601234158667,0.0296402053883991,-0.015436979509146631
2.39,0.0124541052791804,0.0444939615831284,-0.0005085813234890453
2.4,0.0123479719657315,0.0933283577551592,0.048571213824280604
2.41,0.0122417270261437,0.040901641298556,-0.004118953468787936
2.42,0.0121353740144047,0.0420580980186307,-0.0029566854084113517
2.43,0.0120289164877496,0.0491735912985462,0.004194564119141909
2.44,0.0119223580065414,0.0302473378475676,-0.01482679613309789
2.45,0.0118157021341436,0.0668211042749776,0.021930758065304125
2.46,0.0117089524367924,0.0354719492596831,-0.009575930392278293
2.47,0.0116021124834803,0.0108137094387248,-0.03435808096610573
2.48,0.0114951858458334,0.0061353927488734,-0.03905990678505186
2.49,0.0113881760979817,0.1317279082077366,0.08716372684194634
2.5,0.0112810868164447,0.0513102527669293,0.006341962579828443
2.51,0.011173921579996,0.0584458545896578,0.013513421698148545
2.52,0.0110666839695433,-0.0023838242842012,-0.04762193395397105
2.53,0.0109593775680205,0.1012449621931402,0.05652760019411076
2.54,0.0108520059602434,0.0640018741721479,0.01909736097703306
2.5500000000000003,0.0107445727327876,0.0157724925116362,-0.02937437938529025
2.56,0.0106370814738854,0.0863972850975737,0.04160531165585297
2.57,0.0105295357732737,0.0690627762840934,0.02418369475788281
2.58,0.0104219392220827,0.0785591859111002,0.033727825036281606
2.59,0.0103142954127277,0.0700997332343399,0.025225862547075283
2.6,0.010206607938748,0.0752533766739976,0.030405403692459906
2.61,0.0100988803947182,0.0582353710023721,0.013301880404394069
2.62,0.0099911163761123,0.060680646881828,0.015759444102339697
2.63,0.0098833194791675,0.0319604023056683,-0.013105123310886127
2.64,0.0097754933007759,0.1163444302680949,0.07170294499306021
2.65,0.0096676414383545,0.1371552575820978,0.0926183493287415
2.66,0.0095597674897196,0.0799167190047333,0.03509217990425457
2.67,0.009451875052957,0.0729565223509206,0.028097007387859894
2.68,0.0093439677263135,0.0383964105300143,-0.006636773336669041
2.69,0.0092360491080634,0.0124014708776464,-0.03276234082648603
2.7,0.0091281227963813,0.0778702973968026,0.033035474770655875
2.71,0.0090201923892169,0.13240012306052,0.08783931965881406
2.72,0.0089122614841785,0.0125956904358413,-0.032567145290611756
