timestamp,lot_id,recipe_id,temperature_c
2026-08-03 09:00:00,LOT_A,RCP_01,65.10665097791406
2026-08-03 09:00:01,LOT_A,RCP_01,64.63600556281582
2026-08-03 09:00:02,LOT_A,RCP_01,65.26265791853226
2026-08-03 09:00:03,LOT_A,RCP_01,65.32919765073693
2026-08-03 09:00:04,LOT_A,RCP_01,64.31713768397115
2026-08-03 09:00:05,LOT_A,RCP_01,64.54423717259819
2026-08-03 09:00:06,LOT_A,RCP_01,65.04474414110855
2026-08-03 09:00:07,LOT_A,RCP_01,64.88931509267975
2026-08-03 09:00:08,LOT_A,RCP_01,64.9941195948735
2026-08-03 09:00:09,LOT_A,RCP_01,64.70143462534925
2026-08-03 09:00:10,LOT_A,RCP_01,65.30778929120198
2026-08-03 09:00:11,LOT_A,RCP_01,65.27222717740013
2026-08-03 09:00:12,LOT_A,RCP_01,65.02311074414642
2026-08-03 09:00:13,LOT_A,RCP_01,65.39453442243881
2026-08-03 09:00:14,LOT_A,RCP_01,65.16362826978822
2026-08-03 09:00:15,LOT_A,RCP_01,64.69924763799087
2026-08-03 09:00:16,LOT_A,RCP_01,65.12906277442887
2026-08-03 09:00:17,LOT_A,RCP_01,64.66439108970985
2026-08-03 09:00:18,LOT_A,RCP_01,65.30745760545754
2026-08-03 09:00:19,LOT_A,RCP_01,64.98252593115481
2026-08-03 09:00:20,LOT_A,RCP_01,64.93529817275916
2026-08-03 09:00:21,LOT_A,RCP_01,64.76167465945862
2026-08-03 09:00:22,LOT_A,RCP_01,65.42788946853591
2026-08-03 09:00:23,LOT_A,RCP_01,64.94591468127592
2026-08-03 09:00:24,LOT_A,RCP_01,64.85008526224291
2026-08-03 09:00:25,LOT_A,RCP_01,64.87675325732911
2026-08-03 09:00:26,LOT_A,RCP_01,65.18630821494367
2026-08-03 09:00:27,LOT_A,RCP_01,65.12790542252743
2026-08-03 09:00:28,LOT_A,RCP_01,65.1444564140586
2026-08-03 09:00:29,LOT_A,RCP_01,65.15078735105276
2026-08-03 09:00:30,LOT_A,RCP_01,65.74957666030465
2026-08-03 09:00:31,LOT_A,RCP_01,64.85775474426538
2026-08-03 09:00:32,LOT_A,RCP_01,64.82071504482496
2026-08-03 09:00:33,LOT_A,RCP_01,64.71517954511324
2026-08-03 09:00:34,LOT_A,RCP_01,65.21559279790142
