timestamp_s,imu_ax_mps2,imu_gyroz_rps
0.0,0.6503450324356632,-0.004005049829585068
0.02,0.7248986726428885,-0.020605634372425154
0.04,0.9235645313740364,-0.013468428079529172
0.06,0.7922578128991015,-0.006427240742937308
0.08,0.8793629274024204,0.010043979408316809
0.1,0.8381289667230616,-0.022904179520990504
0.12,0.6924291235932922,-0.008886346050355303
0.14,0.8337542359768444,-0.024932166684977785
0.16,0.7306306850167356,0.025950597291077883
0.18,0.7298245787306091,0.012847861680041962
0.2,0.7800474512819181,0.01993200259007822
0.22,0.5851387948137285,-0.0046181583726658025
0.24,0.9111604204992636,0.05161772090903061
0.26,0.6874067492773033,-0.009663620591027872
0.28,0.8877938452009295,-0.014372076130027516
0.3,0.7839310412221295,0.02646924132228288
0.32,0.9512144594783664,-0.02073185807975471
0.34,0.6879591412961199,0.037294803575051355
0.36,0.7295120724366317,0.019964627062069827
0.38,0.8072187440128534,0.02095964555073438
0.4,0.501535926471077,0.03890434368484148
0.42,0.865516063301839,0.04337672502547812
0.44,0.9508811995296957,0.019429505509028295
0.46,0.9008094665128181,0.022109408008988272
0.48,0.8558591529522492,-0.0005018965030635092
0.5,0.7474506461390952,-0.03946434584913272
0.52,0.9184645201544743,0.005854906310516548
0.54,0.8931752579535231,-0.025646598978302487
0.56,0.8110484951365488,0.011807163394228853
0.58,0.7641772114495903,0.051171162191142136
0.6,0.7197680689644204,0.014470570850040738
0.62,0.6151559397529928,0.03261410380398462
0.64,0.9095221484423736,0.012479272420525676
0.66,0.5013073284720373,0.026424143611375912
0.68,0.7171000177403535,0.01681836440760463
0.7000000000000001,0.7807955664340397,0.048836451210567344
0.72,0.8637951255272475,0.02498235295547734
0.74,0.9715353358783833,-0.024089838561040473
0.76,0.8788486362526172,0.0007108381828941739
0.78,0.7241682122050653,0.016857950678735044
0.8,0.8460143084208624,-0.00020638740564285843
0.8200000000000001,0.6067224132439459,0.029587186276129027
0.84,0.9291697700058876,0.015145037198720818
0.86,0.738250063489254,-0.01900573818814559
0.88,0.6756132350212176,0.04484876517606294
0.9,0.6792016414937062,0.021327656825939123
0.92,0.7479373201619469,0.01181270901807744
0.9400000000000001,0.7075656358735479,0.030859401136076627
0.96,1.028875504648967,0.026740539421756703
0.98,0.6672784113469605,0.001601641501023595
1.0,0.7567342869114222,0.024852532066699067
1.02,0.7555359414860607,0.001137628229065265
1.04,0.7548986101331231,0.08240371385484666
1.06,0.7574708831315476,0.031059686620161713
1.08,0.692352702047174,0.041138319429059364
1.1,0.6794296698185918,0.0615603290019839
1.12,0.64526511278841,0.0712407476166655
1.1400000000000001,0.5694167200694065,0.026908221390647843
1.16,0.7732153111915514,0.07374616070753884
1.18,0.8646320076069751,-0.01820551149860781
1.2,0.6805726597959891,0.06614269045355448
1.22,0.6779324405909202,0.08576320588992131
1.24,0.706199392488437,0.05036936250295377
1.26,0.6880992691008218,0.05256141416502405
1.28,0.5702100149900321,0.0533579562082022
1.3,0.9055493581220395,0.016779168377282487
1.32,0.7935780748997922,0.027838223187468765
1.34,0.654644086413531,0.038613199518028433
1.36,0.7748452323022097,0.07326005554130854
1.3800000000000001,0.6856946325137311,0.06444643667158982
1.4000000000000001,0.7120256740440818,0.06423525313909931
1.42,0.7801982869385934,0.05936175009890057
1.44,0.8499666516578432,0.051407485366024464
1.46,0.9170299423910543,0.04855299167619832
1.48,0.9382201885488245,0.032577040471426004
1.5,0.702939916173036,0.03207456087257299
1.52,0.671872960503597,0.059010166328048966
1.54,0.7428222717404962,0.08639791777307765
1.56,0.7452875127814126,0.04777741347528093
1.58,0.640783458088846,0.08266963539126322
1.6,0.6534248372195958,0.05994705157756785
1.62,0.8244545606245794,0.025077992731473576
1.6400000000000001,0.9228457612386813,0.0423686376080257
1.6600000000000001,0.6976055738754761,0.0754040166039201
1.68,0.64597402507083,0.051826255279557795
1.7,0.688657647181338,0.04181075921632869
1.72,0.6021669658157642,0.05887352667663216
1.74,0.6877468780110231,0.05289149632952955
1.76,0.7700818022738599,0.04859729133368733
1.78,0.7085126478705748,0.016954212242653546
1.8,0.865296725748925,0.050508252396703965
1.82,0.7341159318203964,0.0462415564482626
1.84,0.7725940385441173,0.06963877622387012
1.86,0.6958475228970699,0.06785491483728895
1.8800000000000001,0.8704054783703803,0.05641948839165399
1.9000000000000001,0.5646597547598159,0.11233660106976256
1.92,0.6737143979503497,0.07547262569650642
1.94,0.5680953797686459,0.07257074568261722
1.96,0.8068720663433511,0.011369062703709819
1.98,0.8085277400856196,0.012978398873863164
2.0,0.6433554020673055,0.08310445870152183
2.02,0.9029682205860906,0.03167331082394398
2.04,0.6670589148308004,0.04100267415442002
2.06,0.53544970438242,0.04212405059204855
2.08,0.666423713308165,0.08200410867297316
2.1,0.7420728072277808,0.0798049568385391
2.12,0.6694342281110889,0.07493896695764356
2.14,0.9681035324578037,0.07824081198522767
2.16,0.7975561511203565,0.03966801728345212
2.18,0.9013209157793991,0.06624950170501002
2.2,0.8585202398262739,0.12436911999566785
2.22,0.48855543834624204,0.04710083657034324
2.24,0.644143226064533,0.02553128149604128
2.2600000000000002,0.36066971830782146,0.0420071066238214
2.2800000000000002,0.6091232540704586,0.05061484211740433
2.3000000000000003,0.8190953918103251,0.061310662510955606
2.32,0.5826787630287311,0.07879797812656082
2.34,0.6060319279821411,0.08109222184536892
2.36,0.7201303573764473,0.06677920053548123
2.38,0.7740212633404719,0.07545075730247522
2.4,0.6353240509475604,0.06783403202853366
2.42,0.6459119567709093,0.04794999109324394
2.44,0.7722044091317506,0.07785605423424045
2.46,0.7041202998216034,0.10025980126430463
2.48,0.6378950035581521,0.10913227882399307
2.5,0.7083555393888323,0.04680641748641367
2.52,0.6782249916953736,0.08968567280689069
2.54,0.6981112787830055,0.07077121785976967
2.56,0.9061576548187174,0.06700027977517883
2.58,0.6278292562124772,0.06355023174341438
2.6,0.598116708651692,0.09437289823877412
2.62,0.8309477837086281,0.057685771474082895
2.64,0.5750416822205653,0.035256596531968186
2.66,0.8645160442629372,0.06535831827636043
2.68,0.6332190372431634,0.11277080933485814
2.7,0.663766944918352,0.07261273560630224
2.72,0.7413150302976158,0.08668155117160915
2.74,0.797216282208612,0.07581509728953428
2.7600000000000002,0.7696365311560283,0.11161475731271345
2.7800000000000002,0.6239041603876894,0.09686607910624885
2.8000000000000003,0.6027028328122119,0.1462072820319489
2.82,0.686695125025203,0.10320481735014767
2.84,0.6594790796035864,0.05217838537552965
2.86,0.5645447154076573,0.08664929205518648
2.88,0.6891999136424872,0.12565743281296915
2.9,0.7574923599104966,0.04356101619491537
2.92,0.6564547210070459,0.1345771563201078
2.94,0.8224202893603357,0.08697948843460254
2.96,0.6822335278592884,0.07287824994487094
2.98,0.612547249799166,0.06949324636353511
3.0,0.6415087693890088,0.08453422072024486
3.02,0.5604986532681292,0.09126468287173684
3.04,0.5021756650339915,0.07170578766611263
3.06,0.681325202961129,0.08264311055149152
3.08,0.5199529279974137,0.1300455329219497
3.1,0.5775399858790368,0.07107394380696239
3.12,0.6080139925938725,0.09266839578450099
3.14,0.6631044447569976,0.11407930939812712
3.16,0.6703963439469268,0.13504847237141318
3.18,0.6197197580506555,0.08830539851833441
3.2,0.3796031564511274,0.10131971451718837
3.22,0.584707257068033,0.06887395679276098
3.24,0.5145631709850422,0.10258518651434827
3.2600000000000002,0.5923869762977285,0.10756925061213934
3.2800000000000002,0.7228199174237468,0.10534448033555716
3.3000000000000003,0.698543151342939,0.09047098593291918
3.3200000000000003,0.62649874053815,0.10536228862977656
3.34,0.6588366201240918,0.05903837703522576
3.36,0.4176143112977036,0.12546218563449496
3.38,0.6176768081332106,0.0664055560039814
3.4,0.6672950397426457,0.07481301092931761
3.42,0.5056711745680061,0.06291296535737781
3.44,0.6370493840386215,0.08516159747035715
3.46,0.5407879167278721,0.10738099209510908
3.48,0.7045758963808115,0.13303022922825453
3.5,0.7155452364388676,0.14772809453856972
3.52,0.5163728358370028,0.14046254635999061
3.54,0.7541013245252556,0.10833256775425816
3.56,0.5537368196771066,0.08796729125418215
3.58,0.8219677315637276,0.09800485130150544
3.6,0.5135279492547039,0.10517536017227005
3.62,0.5781374778642835,0.120520034381255
3.64,0.5940339639216761,0.10532969317926112
3.66,0.4763125238730235,0.1251010897355009
3.68,0.35731167856030466,0.07381794784253719
3.7,0.4663463314452104,0.1020655909294576
3.72,0.6897855337466949,0.0973768821408061
3.74,0.5187194288337316,0.09994336025653665
3.7600000000000002,0.516873772067492,0.11349853251606969
3.7800000000000002,0.7360065663973089,0.11575693330649474
3.8000000000000003,0.6111193312996362,0.11980774732121034
3.8200000000000003,0.6340689981356609,0.11049747279830495
3.84,0.6496158293311127,0.1300388199167491
3.86,0.43667468105041674,0.10947671843326334
3.88,0.5584077354668042,0.08897087613575065
3.9,0.5593353388630836,0.1355130836131001
3.92,0.5201070582158549,0.09271399945463224
3.94,0.4058620515655609,0.15355210581483453
3.96,0.5905273900178413,0.08874956792242195
3.98,0.33369942108130346,0.09598783846019672
4.0,0.41810133771203484,0.13078380913509577
4.0200000000000005,0.431256465861787,0.13433224351064513
4.04,0.47674229657900835,0.11775931700432449
4.0600000000000005,0.6249436862344889,0.12906058275123627
4.08,0.7206221794695743,0.1525852292904267
4.1,0.7262974548338426,0.15443056125646376
4.12,0.6141682227921843,0.08883975322176654
4.14,0.5679690944297282,0.15114004613508292
4.16,0.23260240896473355,0.10218041059193983
4.18,0.64637884143059,0.13576351031542402
4.2,0.8240081097400503,0.16737008869504894
4.22,0.5606436171032361,0.12236732776786513
4.24,0.5321410310256895,0.10535365145822267
4.26,0.5856516842316436,0.11604737158518104
4.28,0.5869895499372395,0.10183838793807916
4.3,0.5134841368248136,0.14080162313486486
