timestamp_s,wheel_left_mps,wheel_right_mps
0.03,8.067566048732765,8.010026163421102
0.08,8.048313319434905,8.141135145543423
0.13,7.982930261622527,8.114756730318902
0.18000000000000002,8.019699635797158,8.104195752161106
0.23,8.023411883550551,8.115250666477714
0.28,8.380525410584685,8.322162382739764
0.33000000000000007,8.215262349118822,8.009393845489015
0.38,8.27085387959554,8.064379924767039
0.43000000000000005,8.26950566117518,8.503189045439031
0.48,8.377764854260827,8.461535531265442
0.53,8.33279931903503,8.453740075482305
0.5800000000000001,8.353715125973036,8.342040529729948
0.6300000000000001,8.38571416508143,8.628281592140072
0.68,8.534211545729034,8.8579086259858
0.7300000000000001,8.704485087168253,8.561113575648955
0.78,8.650685873951605,8.606329689404838
0.8300000000000001,8.55761729889919,8.638725523563064
0.8800000000000001,8.647115558638461,8.63445037494562
0.93,8.744089854916032,8.767990947302204
0.9800000000000001,8.890811295798917,8.575898594475785
1.03,8.876834527460993,8.759669019212422
1.08,8.728648061525162,8.83079573170276
1.1300000000000001,8.948818082216976,8.711433601802435
1.1800000000000002,8.943981596004209,8.851761954011197
1.2300000000000002,9.070021303427515,8.919399528009984
1.28,9.021714484650621,8.875544382488082
1.33,8.995214671046748,8.758992022101467
1.3800000000000001,9.032744469083895,8.859133704441682
1.4300000000000002,9.156326707940769,9.298829855377566
1.4800000000000002,9.116638468418824,9.069403772827618
1.53,9.23451965421377,9.514685019355966
1.58,9.233399813614646,9.063786812834975
1.6300000000000001,9.087750942899577,9.124865122822333
1.6800000000000002,9.030537615975785,9.093425311062028
1.7300000000000002,9.266234388899667,9.22190236509467
1.78,9.467896336182557,9.12608171853071
1.83,9.285405927320523,9.416851759133705
1.8800000000000001,9.472617149721597,9.420366172098525
1.9300000000000002,9.393030812677866,9.555392949991452
1.9800000000000002,9.375240590231714,9.51134527388153
2.03,9.581367662235204,9.47267712461808
2.08,9.807773882324279,9.529440905202767
2.13,9.545740179742763,9.72212601520178
2.1799999999999997,9.56800975559807,9.411522297488665
2.23,9.703139883187077,9.68446013231999
2.28,9.649753753185582,9.76633717643315
2.33,9.72657421455776,9.718636344062368
2.38,9.78055914025691,9.896741433606485
2.43,9.633467958628517,9.836760690273987
2.48,9.703041722130584,9.8426655101391
2.53,9.946874624577054,9.624503394148098
2.58,9.872383850774373,9.928931736122129
2.63,9.985275920056631,10.062194922753923
2.68,9.921135766859624,9.9432534051604
2.73,9.792052081168068,9.955902512222877
2.78,10.220766084898713,10.200265820738016
2.83,10.081835991309623,9.94692083084469
2.88,10.095753288962191,9.982775935644666
2.93,10.141342273522412,10.119967144369788
2.98,10.072176744362059,10.113563773998159
3.03,10.19046603042652,10.289328993748848
3.08,10.064593635583355,10.331887808837564
3.13,10.269925645682509,10.364292682362576
3.18,10.328854667859153,10.265955043162329
3.23,10.132652248886275,10.366700617930178
3.28,10.354654554347203,10.368270651177697
3.33,10.398569253959169,10.211891568202116
3.38,10.408752371038942,10.401079410487013
3.43,10.40946496569705,10.274618373144767
3.48,10.414290821658684,10.490304558199599
3.53,10.4908614653584,10.43306735432577
3.58,10.293163218296023,10.419048021656154
3.63,10.579296879152823,10.52069978212106
3.68,10.580687042665488,10.56307771646508
3.73,10.721976161498358,10.443608145663703
3.78,10.767452439467416,10.6175966178366
3.83,10.52882780165506,10.558874511868057
3.88,10.657088927988518,10.843932552589918
3.93,10.783765790433755,10.821649047034857
3.98,10.657705479836856,10.75690815430878
4.03,10.770053718807537,10.666673401548051
4.08,10.80585323638922,10.941970321545641
4.130000000000001,10.843101546464403,10.693962743957792
4.180000000000001,10.69993659869733,10.856028814584503
4.23,10.820309319679943,10.857207844145844
4.28,10.85476792905481,10.827694806902088
4.33,11.038550951296408,10.889325979224308
4.380000000000001,11.000724037017035,11.233216863639388
4.430000000000001,10.86114058470497,10.960290541541957
4.48,11.071337463299743,11.138782416250892
4.53,10.94613651457007,10.915505664754516
4.58,10.957934604784207,10.922999603481312
4.630000000000001,11.05387446007935,10.88716079289839
4.680000000000001,11.26551836040622,11.163806745618405
4.73,11.033049101559977,11.084261613487357
4.78,11.13503538008706,11.181237462861391
4.830000000000001,11.226225679639729,11.199964241485306
4.880000000000001,11.187514277826097,11.14670901705356
4.930000000000001,11.014891663479176,11.19571904954703
4.98,11.101222631362704,11.247424992523284
5.03,11.20258563302013,11.16003119231502
5.080000000000001,11.092121327068664,11.302699423375413
5.130000000000001,11.25160565420369,11.271675806713109
5.180000000000001,11.305719157987276,11.173261782973574
5.23,11.215892071910886,11.257893126650938
5.28,11.242659607692453,11.416937431225508
5.330000000000001,11.363979019627422,11.31853022358776
5.380000000000001,11.401197864803624,11.359750012908298
5.430000000000001,11.535618939292174,11.33472959981271
5.48,11.41844533551835,11.293344419135696
5.53,11.52811869107087,11.608417918932213
5.580000000000001,11.474496808627894,11.307409628911671
5.630000000000001,11.33000796721767,11.60785226071788
5.680000000000001,11.261821900310258,11.48376116706827
5.73,11.46100503435456,11.386006863699247
5.78,11.54880017201136,11.529532750442673
5.830000000000001,11.45687800525809,11.522965230400267
5.880000000000001,11.675762509161421,11.598539631318792
5.930000000000001,11.669578774753413,11.62220735873822
5.98,11.521307711036954,11.625573701868543
6.03,11.6932118862202,11.494352768722797
6.080000000000001,11.650765390124365,11.462702021130106
6.130000000000001,11.62073049694919,11.465902888064889
6.180000000000001,11.629441908642887,11.695457891284569
6.23,11.746295674814263,11.734638705546363
6.28,11.767780163253159,11.62758228771563
6.330000000000001,11.696517365553419,11.604544991737715
6.380000000000001,11.676665600897772,11.82910733698028
6.430000000000001,11.694381245509765,11.599096816600404
6.48,11.760318563543029,11.42321367966469
6.53,11.736576627268528,11.750724474667066
6.580000000000001,11.745180106802527,11.749272204580702
6.630000000000001,11.613424293875154,11.763426145420233
6.680000000000001,11.563920232621191,11.58223141125354
6.73,11.789757458167093,11.81423716325772
6.78,11.745540198543836,11.80312765003072
6.830000000000001,11.84819479885698,11.738453557631475
6.880000000000001,11.738887875888972,11.784808550715068
6.930000000000001,11.824714455576556,11.889575350880612
6.98,11.87263797591756,11.938202279605276
7.03,11.828800151394857,11.94957719818189
7.080000000000001,11.884911994143474,11.926348664355757
7.130000000000001,11.731004870528258,11.739742518918693
7.180000000000001,11.74191807719098,11.93677531983994
7.23,11.68054314933634,11.782531517463271
7.28,11.893242294233199,11.860583938501241
7.330000000000001,11.971406219220032,11.8239582882809
7.380000000000001,11.966515837900221,11.900934911211634
7.430000000000001,11.937373742169681,11.754028860180203
7.48,11.75162590201083,11.769014977117155
7.53,11.489384329663244,11.786956646253014
7.580000000000001,11.688321814793731,11.94358189352062
7.630000000000001,11.930541518849855,12.069577183293962
7.680000000000001,11.786206339507658,11.802198058674803
7.73,11.995863834336673,11.71765353868162
7.78,11.901382189006032,12.033674652144883
7.830000000000001,12.051523875788536,11.992763204297257
7.880000000000001,11.869125402429612,11.92021917480492
7.930000000000001,11.796854121000333,11.957289424404143
7.98,11.975650795641307,11.922633186441768
8.03,12.018919179782426,11.939794164389726
8.08,11.908932376081397,11.850340978202762
8.129999999999999,11.94989851109473,11.9113178295739
8.18,11.847322287315135,11.809171763018416
8.23,12.129640106099703,11.87623541359098
8.28,11.891210162208221,12.083501529729764
8.33,11.81927937652713,11.97339379268898
8.379999999999999,11.818409264268718,12.038396542736304
8.43,12.056271283820013,11.938656500420816
8.48,12.115036954143585,12.101007909421186
8.53,11.924498968029848,12.088556186000174
8.58,11.90579381276469,11.916337081472156
8.629999999999999,11.816690198826409,11.921809735605173
8.68,11.993096813711569,11.939592919804037
8.73,11.998381953913384,11.979096804030375
8.78,12.152241172183105,12.046895153949514
8.83,11.808497943279903,12.085520863809057
8.879999999999999,11.786568472461916,11.89625114309495
8.93,12.029438808206299,12.01347957185659
8.98,11.953183560342765,11.766268620581863
9.03,11.97152969125516,11.826733111081746
9.08,11.85450443906462,11.871829613221536
9.129999999999999,11.656515873135533,11.786820385971986
9.18,11.981146930515619,11.79811801087253
9.23,11.858549261451493,12.015174395933624
9.28,11.764999534326119,11.99845192668171
9.33,11.815062940748879,11.878571228164803
9.379999999999999,11.843743208146,11.92924976799575
9.43,11.984976425586519,11.917718532641468
9.48,11.86856908852466,11.811263801235713
9.53,11.781937980618682,11.956655069429267
9.58,11.969454054574951,11.760965185165642
9.63,11.674815717847816,11.897734244370628
9.68,11.6279803238185,11.98162514949215
9.73,11.907226263222393,11.65722184850332
9.78,11.864279537755587,11.766709019599952
9.83,11.756382698696797,11.856934210377451
9.88,11.831996648861828,11.87064631007169
9.93,11.80741229568811,11.731670503227276
9.98,11.631595088013949,11.857320250701635
10.03,11.68532111938186,11.777757108307235
10.08,11.896085623672937,11.737434901020654
10.13,11.74478298869895,11.88840858917217
10.18,11.72400661630726,11.646087956146872
10.23,11.71882965605014,11.894532240665596
10.28,11.963512979340761,11.787597032434348
10.33,11.702069521101349,11.89940858666808
10.38,11.57535198694323,11.753830079733472
10.43,11.82381104747083,11.736044559428281
10.48,11.700225251032379,11.872601072754849
10.53,11.843318856854264,11.628224108011025
10.58,11.82940699177376,11.615012696955684
10.63,11.713304563979394,11.616203921969467
10.68,11.599261274135236,11.656844752974218
10.73,11.7525235890456,11.599872381883614
10.78,11.539903720058318,11.731341158758251
10.83,11.629957784574776,11.670773212685805
10.88,11.626652977067167,11.570901621370604
10.93,11.592434164581418,11.521945869859994
10.98,11.652133442855206,11.574465172904281
11.03,11.710714779041158,11.498165211469997
11.08,11.377563458017846,11.65749508735481
11.13,11.506186503850548,11.722867022650126
11.18,11.691205382859167,11.551033413288279
11.23,11.605798614976795,11.623148943511506
11.28,11.367326670645127,11.696292101385708
11.33,11.488553771394908,11.474191785092904
11.38,11.631543920170412,11.679743222130593
11.43,11.583718115080812,11.548681998171842
11.48,11.712754179587614,11.504500981716127
11.53,11.460839082164224,11.500306914555829
11.58,11.319869053110345,11.605899242163456
11.63,11.571515461367307,11.691423522942108
11.68,11.514101809346801,11.614983028395859
