timestamp,equipment_id,process_phase,temperature_c,pressure_pa,vibration_rms_g,gas_flow_sccm,particle_count,door_closed,cooling_ok,vacuum_ok,anomaly_type,severity_level
2026-01-09 08:00:00,EQ-SAFE-03,process,72.05595722456172,18.215820234377222,0.08904042177255374,120.74141294540159,3,1,1,1,normal,0
2026-01-09 08:00:01,EQ-SAFE-03,process,72.47732656437694,17.54729128615474,0.07349421210474039,117.84342394675429,4,1,1,1,normal,0
2026-01-09 08:00:02,EQ-SAFE-02,process,70.7699135809365,17.97829472753354,0.09491065737433592,121.95061618916093,6,1,1,1,normal,0
2026-01-09 08:00:03,EQ-SAFE-02,process,71.56690845490674,17.94171798094862,0.07881972990557086,121.12880145886267,1,1,1,1,normal,0
2026-01-09 08:00:04,EQ-SAFE-01,idle,72.37128922490292,17.7548302737202,0.06946403521945194,119.57085763158301,3,1,1,1,normal,0
2026-01-09 08:00:05,EQ-SAFE-02,ramp,72.49202468237976,17.97903798567568,0.07532440966736242,122.67805588911818,4,1,1,1,normal,0
2026-01-09 08:00:06,EQ-SAFE-02,ramp,72.77927728223742,18.317767969538405,0.10633489411583247,118.72028137032504,7,1,1,1,normal,0
2026-01-09 08:00:07,EQ-SAFE-01,cooldown,71.31812503773199,18.156183326176166,0.08421692509631888,120.50038257720874,6,1,1,1,normal,0
2026-01-09 08:00:08,EQ-SAFE-02,idle,71.94345102185254,18.30256265909584,0.06674340753050949,119.84918804053818,6,1,1,1,normal,0
2026-01-09 08:00:09,EQ-SAFE-02,cooldown,71.4813477749731,18.25679267683775,0.07485471418944058,120.35239377968442,1,1,1,1,normal,0
2026-01-09 08:00:10,EQ-SAFE-02,process,71.94316483438861,18.27961733236754,0.06767478796731341,118.69808153532598,11,1,1,1,normal,0
2026-01-09 08:00:11,EQ-SAFE-03,process,71.97993042652946,18.03331442248716,0.0827608133795228,120.06320437422316,0,1,1,1,normal,0
2026-01-09 08:00:12,EQ-SAFE-03,cooldown,72.80975854104692,18.025666297312416,0.0917505209974776,119.37766836323063,6,1,1,1,normal,0
2026-01-09 08:00:13,EQ-SAFE-03,process,71.73552718909905,17.446596356173966,0.07427270288358467,120.75330916405906,2,1,1,1,normal,0
2026-01-09 08:00:14,EQ-SAFE-02,process,71.14575314680569,18.03183489064869,0.07809368149817347,119.47111700834192,7,1,1,1,normal,0
2026-01-09 08:00:15,EQ-SAFE-02,ramp,72.59613082429614,18.007591190063284,0.08207875457560758,115.92104837746668,5,1,1,1,normal,0
2026-01-09 08:00:16,EQ-SAFE-03,cooldown,72.45471113401935,18.14772545838307,0.07892557545803806,122.43446644907058,6,1,1,1,normal,0
2026-01-09 08:00:17,EQ-SAFE-01,ramp,72.59004198510053,18.265022553458227,0.067001358712132,117.46610084403142,3,1,1,1,normal,0
2026-01-09 08:00:18,EQ-SAFE-03,process,71.04859972055526,17.945754285977983,0.07682962552048384,121.16500689331897,5,1,1,1,normal,0
2026-01-09 08:00:19,EQ-SAFE-01,process,71.7212466207579,18.139675600552067,0.08206966954093106,120.39339841925852,6,1,1,1,normal,0
2026-01-09 08:00:20,EQ-SAFE-01,cooldown,72.96779021132687,18.1654601464209,0.07110558690105173,120.91309277738569,4,1,1,1,normal,0
2026-01-09 08:00:21,EQ-SAFE-02,process,72.16376430540016,17.625022330247223,0.08891121407587815,118.61073513339507,9,1,1,1,normal,0
2026-01-09 08:00:22,EQ-SAFE-01,ramp,70.95308957529218,18.516091416809598,0.06693298682892392,120.30721337812783,3,1,1,1,normal,0
2026-01-09 08:00:23,EQ-SAFE-02,cooldown,72.15823123447387,17.943492312635733,0.07131386012438216,124.24970983589833,3,1,1,1,normal,0
2026-01-09 08:00:24,EQ-SAFE-03,idle,71.99511473590343,18.000588336571475,0.08379343031487295,119.41950052485495,5,1,1,1,normal,0
2026-01-09 08:00:25,EQ-SAFE-02,idle,71.0372304589916,18.077192144226927,0.082229478997248,120.13591799309616,4,1,1,1,normal,0
2026-01-09 08:00:26,EQ-SAFE-03,process,72.59085724593888,18.249442328225705,0.06729244195511457,119.27597996071452,5,1,1,1,normal,0
2026-01-09 08:00:27,EQ-SAFE-01,ramp,70.66888779025773,17.774070137444102,0.0788163006882005,120.18104347150059,4,1,1,1,normal,0
2026-01-09 08:00:28,EQ-SAFE-02,process,73.367284354037,17.590244275989882,0.06961799440531267,122.23512131553554,5,1,1,1,normal,0
2026-01-09 08:00:29,EQ-SAFE-02,process,71.82584494950865,17.80720968363702,0.08485068534939724,123.32748402705056,4,1,1,1,normal,0
2026-01-09 08:00:30,EQ-SAFE-03,ramp,71.48081654982371,18.67431085045471,0.06844761901410629,120.1746308412708,6,1,1,1,normal,0
2026-01-09 08:00:31,EQ-SAFE-01,ramp,71.186362671708,18.379629494372505,0.06334290207731454,120.8245785458872,4,1,1,1,normal,0
2026-01-09 08:00:32,EQ-SAFE-02,process,72.99699858468362,18.371316140967505,0.06608808137657746,122.84490875652364,3,1,1,1,normal,0
2026-01-09 08:00:33,EQ-SAFE-02,process,72.80348723342875,18.348976321976636,0.06099842346341992,116.69925435801615,7,1,1,1,normal,0
2026-01-09 08:00:34,EQ-SAFE-03,cooldown,72.59018633378524,18.128967266519126,0.08042448547343509,123.4342258255925,2,1,1,1,normal,0
2026-01-09 08:00:35,EQ-SAFE-02,idle,70.97425909802188,18.00763894383255,0.06964304959608011,118.89598957751406,3,1,1,1,normal,0
2026-01-09 08:00:36,EQ-SAFE-01,idle,73.20079781863765,17.92099875796402,0.07690076896026758,119.73708413799349,4,1,1,1,normal,0
2026-01-09 08:00:37,EQ-SAFE-01,cooldown,71.98658496684686,17.620093827265364,0.08066110268140889,120.22774493252538,3,1,1,1,normal,0
2026-01-09 08:00:38,EQ-SAFE-03,ramp,73.23842600894659,18.08700885148158,0.06624459521550657,119.24730435290371,2,1,1,1,normal,0
2026-01-09 08:00:39,EQ-SAFE-01,cooldown,71.6393303307616,17.73395433453217,0.07303008344241216,121.68924144558302,4,1,1,1,normal,0
2026-01-09 08:00:40,EQ-SAFE-01,process,72.53015206475352,17.663553257259206,0.05431220614688209,117.09696669550164,3,1,1,1,normal,0
2026-01-09 08:00:41,EQ-SAFE-03,process,70.93914989534146,18.171061821227937,0.08274886377205296,117.52202097292195,6,1,1,1,normal,0
2026-01-09 08:00:42,EQ-SAFE-03,cooldown,72.72823972260171,17.717799208984534,0.06618148506976791,118.19418640157491,3,1,1,1,normal,0
2026-01-09 08:00:43,EQ-SAFE-01,idle,72.15540970672538,18.08755171913386,0.06773374006563487,118.81013772286266,5,1,1,1,normal,0
2026-01-09 08:00:44,EQ-SAFE-03,idle,71.19100839164624,18.00723104586282,0.06381876157164494,117.50385363838771,6,1,1,1,normal,0
2026-01-09 08:00:45,EQ-SAFE-02,process,72.23696329405041,18.286952192876377,0.07031031218238573,118.08040869194878,7,1,1,1,normal,0
2026-01-09 08:00:46,EQ-SAFE-03,process,71.63471968900767,17.68604090991595,0.08929120862597754,120.86542275358568,5,1,1,1,normal,0
2026-01-09 08:00:47,EQ-SAFE-03,process,70.51933460792853,17.93900873103034,0.06393857683167767,120.38432432287777,3,1,1,1,normal,0
2026-01-09 08:00:48,EQ-SAFE-03,idle,72.02918177120743,17.923090982929214,0.0713698515036537,123.03915809839296,6,1,1,1,normal,0
2026-01-09 08:00:49,EQ-SAFE-02,process,72.89331743757084,18.472370558988718,0.08642167788595409,121.75588345672662,3,1,1,1,normal,0
2026-01-09 08:00:50,EQ-SAFE-01,process,72.16622475256432,17.809098798573224,0.09128236000726057,119.3256516089115,3,1,1,1,normal,0
2026-01-09 08:00:51,EQ-SAFE-03,process,73.16951063595305,18.05721657731394,0.0739099829555474,118.05410761217573,3,1,1,1,normal,0
2026-01-09 08:00:52,EQ-SAFE-02,cooldown,70.93541280730639,17.716434971603096,0.06490359513192558,123.0198907841477,8,1,1,1,normal,0
2026-01-09 08:00:53,EQ-SAFE-03,idle,71.69623313431796,18.232108762222182,0.06448911077217623,119.38166135900796,6,1,1,1,normal,0
2026-01-09 08:00:54,EQ-SAFE-01,process,72.08432823500488,17.966651712009003,0.09433497462230107,122.13769416322879,3,1,1,1,normal,0
2026-01-09 08:00:55,EQ-SAFE-02,cooldown,72.70023099524364,18.20277603140287,0.05836864227032927,121.5437226746729,6,1,1,1,normal,0
2026-01-09 08:00:56,EQ-SAFE-01,cooldown,72.79541224783625,18.11249887298177,0.06405793758440204,119.4298563150235,1,1,1,1,normal,0
2026-01-09 08:00:57,EQ-SAFE-03,process,72.33153136346039,17.899040944449634,0.06174513081115951,121.0888318937279,7,1,1,1,normal,0
2026-01-09 08:00:58,EQ-SAFE-02,process,71.61912997086074,18.074574897514424,0.08043788187007207,121.76977492688088,3,1,1,1,normal,0
2026-01-09 08:00:59,EQ-SAFE-02,ramp,72.55520893900776,17.648054558227198,0.06594241050011833,120.3217522219383,4,1,1,1,normal,0
2026-01-09 08:01:00,EQ-SAFE-01,ramp,72.14305491300505,17.78535966360835,0.06507252742363898,118.21456268148044,2,1,1,1,normal,0
2026-01-09 08:01:01,EQ-SAFE-01,process,73.1895697010458,18.23398818074168,0.07975337024223676,121.98625774670118,6,1,1,1,normal,0
2026-01-09 08:01:02,EQ-SAFE-03,cooldown,72.86361500170688,17.883699900872255,0.08715818295387849,121.61121003543792,4,1,1,1,normal,0
2026-01-09 08:01:03,EQ-SAFE-03,process,70.5373956112372,18.20336760545449,0.061699776174538805,117.3558382078011,2,1,1,1,normal,0
2026-01-09 08:01:04,EQ-SAFE-01,cooldown,72.99961660287383,17.98085846809981,0.06943365413370794,120.56256716883038,3,1,1,1,normal,0
2026-01-09 08:01:05,EQ-SAFE-03,ramp,72.53244236319392,18.19081842269416,0.07482872025644514,119.3868406856149,5,1,1,1,normal,0
2026-01-09 08:01:06,EQ-SAFE-03,cooldown,73.12534053937179,17.866684993573184,0.06631506333211787,120.61513543350999,4,1,1,1,normal,0
2026-01-09 08:01:07,EQ-SAFE-02,idle,73.04588634125649,18.020915254105756,0.07625879475661988,120.71124222445111,3,1,1,1,normal,0
2026-01-09 08:01:08,EQ-SAFE-01,idle,71.7877629325482,17.93349949177318,0.0857722621609095,119.57699410137157,3,1,1,1,normal,0
2026-01-09 08:01:09,EQ-SAFE-02,cooldown,71.59479899135394,18.182293072072614,0.07005779011670348,116.8679110722498,4,1,1,1,normal,0
2026-01-09 08:01:10,EQ-SAFE-03,process,71.51400141283203,18.193819162042125,0.06885614744812112,121.8336772769031,4,1,1,1,normal,0
2026-01-09 08:01:11,EQ-SAFE-02,process,71.38772236167189,18.115016887858655,0.0758762140745925,116.71324492792056,7,1,1,1,normal,0
2026-01-09 08:01:12,EQ-SAFE-01,cooldown,71.77252842311462,18.009312897350828,0.07811884266816928,119.16249797403464,6,1,1,1,normal,0
2026-01-09 08:01:13,EQ-SAFE-02,idle,73.06376269061694,17.9466857157342,0.06918992371863328,119.32188390788662,5,1,1,1,normal,0
2026-01-09 08:01:14,EQ-SAFE-03,process,72.10861122618742,18.504111338422945,0.06717272742782313,120.9385487770946,3,1,1,1,normal,0
2026-01-09 08:01:15,EQ-SAFE-03,ramp,72.1346623212427,18.24681270968866,0.06572184494008704,121.49701380849274,4,1,1,1,normal,0
2026-01-09 08:01:16,EQ-SAFE-02,cooldown,71.55893381918938,17.7310270557685,0.0973121928315534,120.28168079809089,7,1,1,1,normal,0
2026-01-09 08:01:17,EQ-SAFE-01,process,71.67548730152888,17.91650127489059,0.06864154945036428,123.08912399904654,2,1,1,1,normal,0
2026-01-09 08:01:18,EQ-SAFE-03,cooldown,72.77201864969412,18.029106155152594,0.06930336303595758,119.25110231041633,6,1,1,1,normal,0
2026-01-09 08:01:19,EQ-SAFE-03,process,72.46439444162756,17.625170834559135,0.08206060264621072,118.93101588064341,2,1,1,1,normal,0
2026-01-09 08:01:20,EQ-SAFE-03,idle,72.78966833567489,18.22388451068495,0.09588804219514266,118.7725192829393,0,1,1,1,normal,0
2026-01-09 08:01:21,EQ-SAFE-01,process,71.36641745224773,17.32588892839325,0.07778838348414745,119.04088823141535,2,1,1,1,normal,0
2026-01-09 08:01:22,EQ-SAFE-02,idle,72.81155964668827,18.51073311938022,0.07415004581317947,121.20196591795614,5,1,1,1,normal,0
2026-01-09 08:01:23,EQ-SAFE-02,idle,72.0880764788136,18.094270641589244,0.05002468142739008,116.84541964544752,3,1,1,1,normal,0
2026-01-09 08:01:24,EQ-SAFE-03,cooldown,72.73734165547333,18.24594364625846,0.07791035937817578,119.61564318960679,1,1,1,1,normal,0
2026-01-09 08:01:25,EQ-SAFE-02,process,72.5146044137585,17.994596153632124,0.0681066069785946,122.69223414219407,3,1,1,1,normal,0
2026-01-09 08:01:26,EQ-SAFE-01,process,72.11443613603555,18.220513339158362,0.0839132304699578,119.04802038487688,2,1,1,1,normal,0
2026-01-09 08:01:27,EQ-SAFE-02,ramp,71.98662056179877,17.96472548198547,0.06935798647206891,120.58481542827217,3,1,1,1,normal,0
2026-01-09 08:01:28,EQ-SAFE-01,process,72.78053726736707,18.004598531397985,0.07716223319033594,119.63199758190484,2,1,1,1,normal,0
2026-01-09 08:01:29,EQ-SAFE-02,process,72.79857793858041,18.30117008322236,0.08981187804446629,120.37482431237692,2,1,1,1,normal,0
2026-01-09 08:01:30,EQ-SAFE-03,cooldown,70.8902794551207,17.909580668383168,0.060926650894303505,121.60161577826537,5,1,1,1,normal,0
2026-01-09 08:01:31,EQ-SAFE-02,ramp,71.34644950245635,18.26765089778554,0.08468751313351426,118.74973526898496,4,1,1,1,normal,0
2026-01-09 08:01:32,EQ-SAFE-01,process,72.89289391143166,18.469361804340444,0.06824620958944744,119.8157683179757,6,1,1,1,normal,0
2026-01-09 08:01:33,EQ-SAFE-02,process,71.67509180185752,17.859516054729056,0.08258030020683088,118.4988604468881,0,1,1,1,normal,0
2026-01-09 08:01:34,EQ-SAFE-02,cooldown,71.13605020695199,17.366100811890504,0.07761796076473912,122.22135997736875,3,1,1,1,normal,0
2026-01-09 08:01:35,EQ-SAFE-03,process,72.29556402582298,17.865082711201854,0.08740498953660228,123.8559209926326,6,1,1,1,normal,0
2026-01-09 08:01:36,EQ-SAFE-01,process,73.11729613192571,18.22088601058506,0.06937094219919927,121.06921692318417,1,1,1,1,normal,0
2026-01-09 08:01:37,EQ-SAFE-01,ramp,72.18169263340035,17.80665880240589,0.07029114711811288,118.18841169504809,4,1,1,1,normal,0
2026-01-09 08:01:38,EQ-SAFE-01,process,72.97657021184685,18.112264139199553,0.07163024640675414,119.51472999511861,6,1,1,1,normal,0
2026-01-09 08:01:39,EQ-SAFE-03,cooldown,71.29542147675009,18.107867934655097,0.08291683701798538,120.58666293288847,3,1,1,1,normal,0
2026-01-09 08:01:40,EQ-SAFE-02,idle,73.05085851730026,17.944596306428263,0.08799211857418467,118.29827305235385,5,1,1,1,normal,0
2026-01-09 08:01:41,EQ-SAFE-03,cooldown,72.74203066476358,18.036706491964075,0.033101208788478165,120.64546007028396,7,1,1,1,normal,0
2026-01-09 08:01:42,EQ-SAFE-03,idle,72.20679630408819,17.86392263789832,0.10086581935808361,120.06149844831396,4,1,1,1,normal,0
2026-01-09 08:01:43,EQ-SAFE-01,process,72.57499154002303,17.720970062429537,0.08773584055875903,123.63059197182663,6,1,1,1,normal,0
2026-01-09 08:01:44,EQ-SAFE-01,idle,71.68481544888358,17.529845780960258,0.07750069386084102,119.69577470640117,3,1,1,1,normal,0
2026-01-09 08:01:45,EQ-SAFE-03,ramp,72.42397892045354,17.834072545053672,0.08141679010535367,118.52465029294058,2,1,1,1,normal,0
2026-01-09 08:01:46,EQ-SAFE-03,ramp,72.43033231907494,17.54625983129385,0.07238632515760127,120.25996749301444,3,1,1,1,normal,0
2026-01-09 08:01:47,EQ-SAFE-03,idle,72.68183917021842,18.380575219383484,0.05099731772684646,119.1786737738403,3,1,1,1,normal,0
2026-01-09 08:01:48,EQ-SAFE-03,process,71.97482564582234,18.1193778826191,0.07833281895898452,118.45454832335243,2,1,1,1,normal,0
2026-01-09 08:01:49,EQ-SAFE-03,process,71.0986304187286,18.418404993477978,0.062331918429688896,119.20204658645842,2,1,1,1,normal,0
2026-01-09 08:01:50,EQ-SAFE-03,cooldown,72.42763241929573,17.35892725435049,0.06516616882159003,120.30886016666298,5,1,1,1,normal,0
2026-01-09 08:01:51,EQ-SAFE-02,process,72.38418279983995,17.952892165383446,0.07449163937207699,121.32969911631494,5,1,1,1,normal,0
2026-01-09 08:01:52,EQ-SAFE-02,process,72.66600765361187,18.538536257787488,0.07465516937799051,120.84515681938257,5,1,1,1,normal,0
2026-01-09 08:01:53,EQ-SAFE-01,process,71.60927781761819,17.976079659588745,0.07903148916007632,120.62735275253286,7,1,1,1,normal,0
2026-01-09 08:01:54,EQ-SAFE-02,ramp,72.43617564799719,18.011363148530663,0.10399750597200084,119.04620119746697,4,1,1,1,normal,0
2026-01-09 08:01:55,EQ-SAFE-03,cooldown,72.7983538129463,17.554139308935525,0.0772465733395992,122.51297566828477,4,1,1,1,normal,0
2026-01-09 08:01:56,EQ-SAFE-01,process,73.69355933775036,18.078188381770016,0.07299513434828418,118.73695540956729,3,1,1,1,normal,0
2026-01-09 08:01:57,EQ-SAFE-03,idle,71.06110402715034,18.19335450639923,0.07016889733302233,119.07190982694763,4,1,1,1,normal,0
2026-01-09 08:01:58,EQ-SAFE-01,ramp,71.22078674465257,18.608830748029863,0.10440058380184178,119.13965063367462,3,1,1,1,normal,0
2026-01-09 08:01:59,EQ-SAFE-02,ramp,71.1619848508479,17.63196271221548,0.0922822898457722,120.50304437414673,5,1,1,1,normal,0
2026-01-09 08:02:00,EQ-SAFE-01,process,72.13984851574573,17.606691167942348,0.08781126857202581,121.97127076091911,1,1,1,1,normal,0
2026-01-09 08:02:01,EQ-SAFE-01,process,71.30305913675676,18.09082757061806,0.08864162350761386,119.52990627143916,4,1,1,1,normal,0
2026-01-09 08:02:02,EQ-SAFE-02,process,71.25417913983864,18.33457715584849,0.09676273250904092,118.15126407659066,3,1,1,1,normal,0
2026-01-09 08:02:03,EQ-SAFE-02,process,71.89725161446592,17.774376877473262,0.05078673769315713,121.46719753700116,5,1,1,1,normal,0
2026-01-09 08:02:04,EQ-SAFE-02,idle,73.26306343714876,18.1071274778038,0.06793969246227405,120.66679355423511,4,1,1,1,normal,0
2026-01-09 08:02:05,EQ-SAFE-01,idle,73.0413197823537,18.264075749949765,0.0688260593987942,120.64046147969762,3,1,1,1,normal,0
2026-01-09 08:02:06,EQ-SAFE-01,idle,69.97815266291175,17.885084509555345,0.05473983155528486,119.24425587644899,7,1,1,1,normal,0
2026-01-09 08:02:07,EQ-SAFE-02,cooldown,72.20124967681359,17.68928144598708,0.06724078947911293,121.99966830161999,3,1,1,1,normal,0
2026-01-09 08:02:08,EQ-SAFE-02,cooldown,72.80874100486726,17.9494317136433,0.07169975391426742,118.41439756908464,4,1,1,1,normal,0
2026-01-09 08:02:09,EQ-SAFE-02,idle,69.9608888757192,17.961705282394593,0.0672093155981715,117.69227179166411,3,1,1,1,normal,0
2026-01-09 08:02:10,EQ-SAFE-01,cooldown,71.90394193086138,18.69014749212142,0.07230888663873618,123.1756101134194,3,1,1,1,normal,0
2026-01-09 08:02:11,EQ-SAFE-02,process,71.61016924601128,17.99311688739969,0.07319066927088828,118.01851452271389,7,1,1,1,normal,0
2026-01-09 08:02:12,EQ-SAFE-02,idle,71.65171847369083,17.352046112638256,0.07963332531559458,116.57850694368376,1,1,1,1,normal,0
2026-01-09 08:02:13,EQ-SAFE-02,process,71.2601859561912,17.725110152595143,0.08407939001298047,123.70058230363176,2,1,1,1,normal,0
2026-01-09 08:02:14,EQ-SAFE-03,process,72.6094512329153,18.45966965857207,0.06686198381868713,115.23383434957472,7,1,1,1,normal,0
2026-01-09 08:02:15,EQ-SAFE-01,process,71.95922389944226,18.062342315247918,0.07729774899678091,120.18970367536953,6,1,1,1,normal,0
2026-01-09 08:02:16,EQ-SAFE-03,ramp,72.15173799324457,17.499461926346303,0.06983313707278693,122.81617709511585,4,1,1,1,normal,0
2026-01-09 08:02:17,EQ-SAFE-01,process,71.45915721571714,17.66301481089861,0.054711200438572395,120.4099801063589,1,1,1,1,normal,0
2026-01-09 08:02:18,EQ-SAFE-02,cooldown,71.88061905301932,18.27340118593988,0.08168191352314105,121.7988005282247,3,1,1,1,normal,0
2026-01-09 08:02:19,EQ-SAFE-02,ramp,73.19792945762245,18.220799766126078,0.06302081966265963,118.29910321325599,1,1,1,1,normal,0
2026-01-09 08:02:20,EQ-SAFE-03,cooldown,70.77447499778961,18.009383277459413,0.0860382665438923,118.9194672566743,2,1,1,1,normal,0
2026-01-09 08:02:21,EQ-SAFE-02,process,71.69852245572858,17.707831018182382,0.07001115169303104,118.32064696122922,2,1,1,1,normal,0
2026-01-09 08:02:22,EQ-SAFE-02,process,72.38307173985889,18.33861716285988,0.08537005332131362,118.46739107705845,5,1,1,1,normal,0
2026-01-09 08:02:23,EQ-SAFE-02,cooldown,71.11738113571715,18.301494094991703,0.08513933196739294,122.3106378023747,8,1,1,1,normal,0
2026-01-09 08:02:24,EQ-SAFE-01,idle,71.11163210504365,18.943706036921377,0.09386362287265637,121.49958595848227,4,1,1,1,normal,0
2026-01-09 08:02:25,EQ-SAFE-01,process,72.32563626336902,18.299883331732563,0.0890265861534364,119.03344746524061,6,1,1,1,normal,0
2026-01-09 08:02:26,EQ-SAFE-02,ramp,72.13001643407706,18.07734284650301,0.08222168146979182,121.38695913166276,5,1,1,1,normal,0
2026-01-09 08:02:27,EQ-SAFE-02,idle,73.21104059961124,17.991332088808107,0.07226991187065934,118.69561217785207,4,1,1,1,normal,0
2026-01-09 08:02:28,EQ-SAFE-02,process,70.71570064741996,17.48720426437838,0.0737825693107796,119.65672729780863,4,1,1,1,normal,0
2026-01-09 08:02:29,EQ-SAFE-03,process,72.69467020504723,18.04592478583127,0.0650601124120191,120.50844310778353,4,1,1,1,normal,0
2026-01-09 08:02:30,EQ-SAFE-01,cooldown,72.50875166534261,18.220489727107186,0.06852594928924073,122.25703465776586,2,1,1,1,normal,0
2026-01-09 08:02:31,EQ-SAFE-03,process,72.07560602363183,17.762681569797905,0.07570330047158884,119.55857275735092,4,1,1,1,normal,0
2026-01-09 08:02:32,EQ-SAFE-01,cooldown,72.63503919950112,17.87918604480528,0.08881099910099922,119.54896243103481,2,1,1,1,normal,0
2026-01-09 08:02:33,EQ-SAFE-01,idle,72.89784183016015,17.66430482132942,0.07473519402991757,118.637546113434,2,1,1,1,normal,0
2026-01-09 08:02:34,EQ-SAFE-02,process,72.900730794592,18.05380284945947,0.08253065709281365,117.93354130842653,8,1,1,1,normal,0
2026-01-09 08:02:35,EQ-SAFE-01,cooldown,72.78982965927807,17.870682793159855,0.08422288247470952,119.35460959983246,5,1,1,1,normal,0
2026-01-09 08:02:36,EQ-SAFE-02,process,72.95263082619897,18.49482346589832,0.07124266683326042,121.18816466661563,3,1,1,1,normal,0
2026-01-09 08:02:37,EQ-SAFE-03,process,71.46297210250972,18.172810929092382,0.07558391817966958,120.27679102209017,2,1,1,1,normal,0
2026-01-09 08:02:38,EQ-SAFE-03,cooldown,71.9585304716832,17.846592075740716,0.058989606810718104,121.69815924566943,2,1,1,1,normal,0
2026-01-09 08:02:39,EQ-SAFE-03,ramp,71.8843384413342,18.304941260835257,0.06469475400034438,118.0523940480516,5,1,1,1,normal,0
2026-01-09 08:02:40,EQ-SAFE-02,process,72.32061875395507,17.726247700452912,0.08848314579581959,120.45181986262276,1,1,1,1,normal,0
2026-01-09 08:02:41,EQ-SAFE-02,cooldown,71.43711194162246,17.929703784892027,0.04588370115775801,119.82343689679868,3,1,1,1,normal,0
2026-01-09 08:02:42,EQ-SAFE-03,idle,72.02332053613719,18.609086767320644,0.07798240117142538,116.29358896216642,1,1,1,1,normal,0
