timestamp,chamber_temp_c,chamber_pressure_pa,rf_power_w
2026-01-01 09:00:00,72.24377366380355,18.604572574957466,856.1849248348097
2026-01-01 09:00:01,71.1680127150076,17.463148508279353,843.0695333517322
2026-01-01 09:00:02,72.60036095664516,18.302339804794364,865.2933666032949
2026-01-01 09:00:03,72.75245177311297,17.885016171906987,842.468949562757
2026-01-01 09:00:04,70.43917184907693,17.978536478959903,842.3606166027731
2026-01-01 09:00:05,70.95825639451014,17.63148552125362,856.4935793296544
2026-01-01 09:00:06,72.10227232253384,17.882940339675443,859.1551177880432
2026-01-01 09:00:07,71.74700592612514,18.455015608144635,855.3771923672344
2026-01-01 09:00:08,71.98655907399657,18.203929334695697,829.7728321913823
2026-01-01 09:00:09,71.31756485794114,18.60630906189348,856.456413279139
2026-01-01 09:00:10,72.70351837989027,18.412094161142196,837.5883033799072
2026-01-01 09:00:11,72.62223354834316,18.153680337625357,852.8233133390592
2026-01-01 09:00:12,72.05282455804897,18.610377084158728,832.9151867752113
2026-01-01 09:00:13,72.90179296557443,18.153647605558405,855.3558657705167
2026-01-01 09:00:14,72.37400747380164,18.28979586187897,840.3208131483116
2026-01-01 09:00:15,71.31256602969341,17.89620016626285,834.6083841968738
2026-01-01 09:00:16,72.295000627266,18.02329103555072,858.5658416377888
2026-01-01 09:00:17,71.2328939193368,17.755901661844902,852.899734260121
2026-01-01 09:00:18,72.70276024104582,18.3463543771082,842.6322783832852
2026-01-01 09:00:19,71.960059271211,17.5875937319098,867.4141461882527
2026-01-01 09:00:20,71.85211010916379,18.273822619846182,844.7121709411631
2026-01-01 09:00:21,71.45525636447685,17.933272129873195,850.3852920876512
2026-01-01 09:00:22,72.97803307093922,18.40993648271356,853.2269613721433
2026-01-01 09:00:23,71.87637641434496,18.26280414605594,842.5640087904567
2026-01-01 09:00:24,71.65733774226952,18.637226155176386,855.6536355207992
2026-01-01 09:00:25,71.71829315960942,18.255771141898524,843.5985718340233
