timestamp,lot_id,rf_power_w,gas_flow_sccm,process_load
2026-01-01 09:00:00,LOT-A,856.1849248348097,120.77938341064,7.088833380808472
2026-01-01 09:00:01,LOT-A,843.0695333517322,120.20510636745252,7.013591675336738
2026-01-01 09:00:02,LOT-A,865.2933666032949,119.70511502016366,7.228541290466502
2026-01-01 09:00:03,LOT-A,842.468949562757,123.17655221429852,6.839523711437036
2026-01-01 09:00:04,LOT-A,842.3606166027731,118.75558510941056,7.093229474863847
2026-01-01 09:00:05,LOT-A,856.4935793296544,124.12059634104816,6.900495200460149
2026-01-01 09:00:06,LOT-A,859.1551177880432,119.5491371015438,7.1866275124870675
2026-01-01 09:00:07,LOT-A,855.3771923672344,117.44596711005954,7.283155083270366
2026-01-01 09:00:08,LOT-A,829.7728321913823,120.13983916198966,6.9067250129456585
2026-01-01 09:00:09,LOT-A,856.456413279139,117.84750959936248,7.267496922003452
2026-01-01 09:00:10,LOT-A,837.5883033799072,118.496488304373,7.068465195596828
2026-01-01 09:00:11,LOT-A,852.8233133390592,120.794066600031,7.06014241711803
2026-01-01 09:00:12,LOT-A,832.9151867752113,121.11116417730024,6.87727834533791
2026-01-01 09:00:13,LOT-A,855.3558657705167,118.75566459949148,7.202653184210123
2026-01-01 09:00:14,LOT-A,840.3208131483116,121.9748102900928,6.889297971849891
2026-01-01 09:00:15,LOT-A,834.6083841968738,122.31501551604228,6.823433579889547
2026-01-01 09:00:16,LOT-A,858.5658416377888,122.87260351312658,6.987447299804855
2026-01-01 09:00:17,LOT-A,852.899734260121,121.05882681425145,7.045332890667951
2026-01-01 09:00:18,LOT-A,842.6322783832852,122.7268574241714,6.865915872602849
2026-01-01 09:00:19,LOT-A,867.4141461882527,116.23840314405189,7.462371494498974
2026-01-01 09:00:20,LOT-A,844.7121709411631,119.36418690274309,7.076763917718698
2026-01-01 09:00:21,LOT-A,850.3852920876512,118.26598948735317,7.190446685254239
2026-01-01 09:00:22,LOT-A,853.2269613721433,120.23845172225478,7.096123986551804
2026-01-01 09:00:23,LOT-A,842.5640087904567,118.85710156160653,7.088882344600464
2026-01-01 09:00:24,LOT-A,855.6536355207992,119.66768431610052,7.150248125973609
2026-01-01 09:00:25,LOT-A,843.5985718340233,123.7643497604081,6.816167769370759
2026-01-01 09:00:26,LOT-A,845.0603401334055,119.66056040715924,7.062145933948392
2026-01-01 09:00:27,LOT-A,866.3517116776401,120.82758463438044,7.1701483920181515
2026-01-01 09:00:28,LOT-A,837.5129673698508,119.53546134015151,7.006397582610353
2026-01-01 09:00:29,LOT-A,821.0466360288461,120.15142657591366,6.833432273149876
2026-01-01 09:00:30,LOT-A,869.3312439401427,120.01203336087214,7.2437006489682
2026-01-01 09:00:31,LOT-A,880.591935431284,120.89664813194632,7.283840776712089
2026-01-01 09:00:32,LOT-A,845.136768814608,122.33061507109436,6.9086284600420225
2026-01-01 09:00:33,LOT-A,826.7579435125577,123.29478799520666,6.705538465621918
2026-01-01 09:00:34,LOT-A,846.2741922856487,120.61924016381832,7.016079616620751
2026-01-01 09:00:35,LOT-A,846.5653246019119,121.1790937720712,6.986067466342321
2026-01-01 09:00:36,LOT-A,847.7209139077329,117.69827098162888,7.202492499146829
2026-01-01 09:00:37,LOT-A,836.6393434969378,119.82424651516877,6.982220776084965
2026-01-01 09:00:38,LOT-A,856.9547337097177,121.88057892976718,7.031101601540077
2026-01-01 09:00:39,LOT-A,856.294088503433,121.7319372768343,7.0342599293076935
2026-01-01 09:00:40,LOT-A,832.0671325621684,120.4232194655901,6.909524062341851
2026-01-01 09:00:41,LOT-A,858.3903607803386,121.77278791913592,7.0491147936134855
2026-01-01 09:00:42,LOT-A,874.6322197833507,120.98153341798763,7.229468788112663
2026-01-01 09:00:43,LOT-A,852.0635239892447,122.40061251651863,6.96126846484738
2026-01-01 09:00:44,LOT-A,845.9520980551779,120.57871831391422,7.015766213842388
2026-01-01 09:00:45,LOT-A,848.2959614271098,119.28860336885792,7.111290915227281
2026-01-01 09:00:46,LOT-A,857.3830812036227,120.67168251386605,7.105089307966708
2026-01-01 09:00:47,LOT-A,829.2319407339133,114.13881124829445,7.26511807565636
2026-01-01 09:00:48,LOT-A,851.9726884357276,120.7657714727701,7.054752998682477
2026-01-01 09:00:49,LOT-A,845.3144326064463,112.70317434957045,7.500360459986175
2026-01-01 09:00:50,LOT-A,872.1739001554726,116.55307318518916,7.483062233543087
2026-01-01 09:00:51,LOT-A,847.9099271943405,120.90353720188196,7.013111004176164
2026-01-01 09:00:52,LOT-A,870.0146513334342,120.9550586745336,7.192875278366599
2026-01-01 09:00:53,LOT-A,836.7551116266159,117.67514243972012,7.110721043360957
2026-01-01 09:00:54,LOT-A,857.0471100016335,118.57579591624211,7.227841933332012
2026-01-01 09:00:55,LOT-A,853.8328031654947,122.74108197722826,6.956373444091876
2026-01-01 09:00:56,LOT-A,839.5714330256226,119.03193973685464,7.053329004649285
2026-01-01 09:00:57,LOT-A,852.1287533756433,124.48584062480596,6.845186160118534
2026-01-01 09:00:58,LOT-A,864.5502260419792,119.9961602936473,7.2048157534899815
2026-01-01 09:00:59,LOT-A,846.1144995485608,120.81607235376254,7.003327314523568
2026-01-01 09:01:00,LOT-A,829.6964482099628,123.23374879699722,6.732704768859386
2026-01-01 09:01:01,LOT-A,849.7892460822707,120.26205423238684,7.0661461049068
2026-01-01 09:01:02,LOT-A,839.1709228624899,117.9953120386184,7.111900535402963
2026-01-01 09:01:03,LOT-A,845.8919087360334,119.78054509661142,7.0620141864754595
2026-01-01 09:01:04,LOT-A,849.0209467637785,119.9287785276198,7.079376253033775
2026-01-01 09:01:05,LOT-A,829.5321734078138,117.27051669559688,7.073663498567667
2026-01-01 09:01:06,LOT-A,830.6120999281519,119.48833585731836,6.9514073818886395
2026-01-01 09:01:07,LOT-A,855.7848020263064,118.51561581200512,7.2208611174395045
2026-01-01 09:01:08,LOT-A,843.7273756459639,121.84871551437487,6.924384652593459
2026-01-01 09:01:09,LOT-A,819.2230678981532,120.0692237483705,6.82292299661237
2026-01-01 09:01:10,LOT-A,859.4181284392977,119.43440850170488,7.195733115947318
2026-01-01 09:01:11,LOT-A,853.2684370632909,119.78763613875483,7.123176185519813
2026-01-01 09:01:12,LOT-A,841.4335021115622,120.44624403681232,6.985967132809825
2026-01-01 09:01:13,LOT-A,834.1980374673011,121.23362839937955,6.8809128991768285
2026-01-01 09:01:14,LOT-A,860.0296947557721,118.00057554266124,7.2883516949020475
2026-01-01 09:01:15,LOT-A,854.1922074707252,117.91682473475744,7.244023144213291
2026-01-01 09:01:16,LOT-A,878.5912273922089,122.20935843080504,7.1892303394233705
2026-01-01 09:01:17,LOT-A,855.0422631846992,119.17532625559052,7.174658463706862
2026-01-01 09:01:18,LOT-A,854.6524376951442,117.16631581480624,7.294352747644748
2026-01-01 09:01:19,LOT-A,847.9968648386972,120.8876254187662,7.014753262802174
2026-01-01 09:01:20,LOT-A,859.8013104064095,120.92673961206538,7.110100819427231
2026-01-01 09:01:21,LOT-A,857.5010224149778,116.93856948548658,7.3329186955840395
2026-01-01 09:01:22,LOT-A,865.0207001027824,120.4589634309272,7.181040542481481
2026-01-01 09:01:23,LOT-A,843.7441249763526,121.47116618485674,6.946044493327161
2026-01-01 09:01:24,LOT-A,844.7751103246725,120.74877290341252,6.99613826303984
2026-01-01 09:01:25,LOT-A,844.2507619490563,121.2639629675228,6.962091138116321
2026-01-01 09:01:26,LOT-A,859.4896206541479,117.1914618038185,7.334063484018618
2026-01-01 09:01:27,LOT-A,867.9804932835608,120.6620803099924,7.193481921193768
2026-01-01 09:01:28,LOT-A,844.4939140822084,119.39476048105912,7.07312373407022
2026-01-01 09:01:29,LOT-A,844.9027152664829,119.0344196825507,7.097969793272639
2026-01-01 09:01:30,LOT-A,853.7689266864376,121.74111121883944,7.012987791377387
2026-01-01 09:01:31,LOT-A,847.0508619998452,122.95854902134846,6.888913936783505
2026-01-01 09:01:32,LOT-A,861.4246438376787,123.58874010920071,6.970090018528709
2026-01-01 09:01:33,LOT-A,822.9786725125714,122.6296157430118,6.711092320775456
2026-01-01 09:01:34,LOT-A,840.0795394369973,119.78053163673964,7.013489821407039
2026-01-01 09:01:35,LOT-A,840.6110039924627,120.70544032605268,6.964151754235619
2026-01-01 09:01:36,LOT-A,822.1557278513662,121.53364574356848,6.764840491875678
2026-01-01 09:01:37,LOT-A,838.4363386675743,120.24235589859892,6.972886820137095
2026-01-01 09:01:38,LOT-A,839.0181266098489,120.26152837582308,6.976612869810508
2026-01-01 09:01:39,LOT-A,847.586744145774,121.64750626375236,6.9675636614207495
2026-01-01 09:01:40,LOT-B,863.3555906999231,119.88143470794812,7.201745564717394
2026-01-01 09:01:41,LOT-B,847.0592721857116,118.54142612725268,7.145681470681857
2026-01-01 09:01:42,LOT-B,837.6302353567462,119.17105386832829,7.028806141818978
2026-01-01 09:01:43,LOT-B,849.3165455054376,121.26782075546748,7.0036431776741175
2026-01-01 09:01:44,LOT-B,862.5900834572961,120.00598658239991,7.18789210457442
2026-01-01 09:01:45,LOT-B,838.2884942066212,120.68041995373667,6.946350489399875
2026-01-01 09:01:46,LOT-B,839.0731013929426,121.34015848440438,6.9150486687454515
2026-01-01 09:01:47,LOT-B,856.7025875112906,119.2503170742048,7.184069682416007
2026-01-01 09:01:48,LOT-B,847.3415666112304,121.5124963272596,6.973287457852526
2026-01-01 09:01:49,LOT-B,857.7698162885137,120.7576852069168,7.103231689301891
2026-01-01 09:01:50,LOT-B,849.8362384984564,117.53037382617704,7.230779677050393
2026-01-01 09:01:51,LOT-B,858.4199637770748,122.88460958237248,6.985577499854898
2026-01-01 09:01:52,LOT-B,837.5790626315123,118.99851051248616,7.038567617563815
2026-01-01 09:01:53,LOT-B,849.8549841905408,116.68980931362964,7.283026591519811
2026-01-01 09:01:54,LOT-B,847.4717198276421,117.9099125808274,7.187451006264627
2026-01-01 09:01:55,LOT-B,835.4093089107504,117.95790967864336,7.082266133629221
