time_s,accel_mps2_mean_w,steering_deg_mean_w,motor_current_a_mean_w,anomaly_label
0.0,-0.2864546850397816,0.0034216681529601,6.455611916899659,0
0.1,0.42362096497854185,-0.14467178884455262,6.472078294453048,0
0.2,0.6983595020058807,-0.025441003388876116,6.546990118455461,0
0.3,0.590300584193307,0.12478524768414281,6.488984653179552,0
0.4,0.5383865678433502,0.1520199400530413,6.505822536947084,0
0.5,0.33283946436396333,0.2262351880003942,6.545312044678795,0
0.6000000000000001,0.18427965191429405,0.12851230233737207,6.5112001457636834,0
0.7000000000000001,0.19699536977880266,0.1625247068073885,6.479542509903314,0
0.8,0.17169316682540073,0.05275071697574388,6.4475996145629795,0
0.9,0.38378411272996654,0.07226599636442183,6.540704161017217,0
1.0,0.6207850703893708,0.17676225453924932,6.636056720800559,0
1.1,0.4223961845868235,0.22424006765533283,6.655803818531138,0
1.2000000000000002,0.3214400112793756,0.2736825721251524,6.629522417662945,0
1.3,0.40053550670660537,0.1925202587912745,6.6860331983203976,0
1.4,0.3673890324760737,0.2567465913147127,6.629137414529917,0
1.5,0.42579967644559824,0.2432456216871858,6.570293923668785,0
1.6,0.48032693771380297,0.29037312288390343,6.53984696147329,0
1.7000000000000002,0.5798117023373017,0.29891055499720764,6.595445138094246,0
1.8,0.6740249169922472,0.4707431842154023,6.673486295437369,0
1.9,0.31952275056782714,0.4139782603842791,6.6508972686825505,0
2.0,0.2241681562249999,0.37596360407671786,6.568256819319318,0
2.1,0.6103773098349521,0.4234963092080344,6.677456710308411,0
2.2,0.49341857247646576,0.4370280506246302,6.726531670069467,0
2.3000000000000003,0.1930483549150156,0.5501739808341211,6.7857895678183855,0
2.4000000000000004,0.4053838189090982,0.5545813536178307,6.929444481762694,0
2.5,0.6161242750677445,0.5867616152723649,7.0899548418545795,0
2.6,0.6098183274900685,0.7146626491125789,7.138203567668337,0
2.7,0.5152646057815037,0.7165191740465982,7.123361467718908,0
2.8000000000000003,0.4503141910670244,0.6752855169241545,7.096481948994682,0
2.9000000000000004,0.5634864557829891,0.8137942365920118,7.047351734262645,0
3.0,0.350491962393774,0.830674405665462,7.09816721349023,0
3.1,0.2127528372002109,0.9020640630933524,7.033352747157046,0
3.2,0.36546205840607177,1.0016721923708607,7.072144847161409,0
3.3000000000000003,0.6050987917144265,1.0813826119085455,7.001342370296269,0
3.4000000000000004,0.44359490349671676,1.0712347048418842,6.961047617931508,0
3.5,0.23283121863383943,1.1475067043043372,6.846689839664516,0
3.6,0.2831564457983532,1.1389676612421127,6.840254860870995,0
3.7,0.134434753503615,1.1798906844159334,6.914208814783987,0
3.8,0.35160535358367745,1.3291756224721987,7.007655280998208,0
3.9,0.5293316624009445,1.436451176995945,7.107228877868742,0
4.0,0.5578577039917623,1.5756607317521167,7.118698977242633,0
4.1000000000000005,0.3585279228601041,1.4771012563899755,7.12077593972069,0
4.2,0.2420805660795306,1.4704916296271018,7.059046334242249,0
4.3,0.35057093878468104,1.5158891436716049,7.130914461449834,0
4.4,0.38350868202885563,1.6164629987752046,7.148510497234673,0
4.5,0.29691710211045463,1.5861234712649495,7.1909834248056015,0
4.6000000000000005,0.22497122943047104,1.5610946897243638,7.262339410843403,0
4.7,0.3764890777444757,1.5557501054821918,7.21806323403497,0
4.800000000000001,0.11369547264310167,1.468794892692213,7.118794368483653,0
4.9,0.07576178409825707,1.3930498407448968,7.079779256778821,0
5.0,0.30323967231217097,1.3309161425470868,7.136437726401203,0
5.1000000000000005,0.40079987898643427,1.5067347288055213,7.142443473663432,0
5.2,0.3281998347417082,1.4807121982804534,7.2383762556978954,0
5.300000000000001,0.14756701410594758,1.3581058398013945,7.152378407942438,0
5.4,0.029810560337871946,1.5153595089533938,7.1448152132463445,0
5.5,0.014455277080888607,1.5598905083210957,7.187590006671694,0
5.6000000000000005,0.27456232854436247,1.6875379681053424,7.264667229162453,0
5.7,0.2643748289932377,1.7096414027613889,7.251649619060091,0
5.800000000000001,0.36642266554861475,1.7064284693304415,7.309590284702255,0
5.9,0.3506671431659528,1.6839714293375263,7.367601596753737,0
6.0,0.19077130041848187,1.7897984381320722,7.288917279711425,0
6.1000000000000005,0.21960150053139388,1.752255667466359,7.287804216814324,0
6.2,0.3821652913856527,1.7035439271899215,7.26478702079951,0
6.300000000000001,0.3078269919104991,1.7405630383953217,7.345238267192663,0
6.4,0.2836347716437869,1.628075154698541,7.35830935461488,0
6.5,0.3761093576591886,1.7834198929423217,7.351310119448749,0
6.6000000000000005,0.19117558925454095,1.8119907147977856,7.246666754926761,0
6.7,0.24004367840858434,1.9229898738607063,7.2875697937916915,0
6.800000000000001,0.2684224740257261,2.101887578159458,7.332942818958779,0
6.9,0.2641017257657182,2.1564958852346723,7.305595516088422,0
7.0,0.24042276541039084,2.163052884339158,7.34817143210001,0
7.1000000000000005,0.1219251965430439,2.1065657043359045,7.306782703930826,0
7.2,0.05434543237683444,2.1567848333278343,7.2479765505903755,0
7.300000000000001,0.1838609978876533,2.3213281954673834,7.197606655262372,0
7.4,0.18945581691882812,2.3306168892796473,7.193328527954934,0
7.5,0.24663737029176266,2.132065615398276,7.194660228023497,0
7.6,0.32516345499810606,2.0600765214589827,7.260976664174301,0
7.7,0.38439539705034287,2.148828163320933,7.2855763430979055,0
7.800000000000001,0.1942815330676821,2.1645824810082184,7.309086305929651,0
7.9,-0.10299623536213194,2.2224181627249955,7.392132727726209,0
8.0,0.0035186206700861256,2.102291853612205,7.384418160281845,0
8.1,0.07455345898208923,2.248975498106183,7.458023801024898,0
8.200000000000001,0.043774389967625574,2.3991383484600894,7.475058286581041,0
8.3,0.13454850806229,2.4126970638709526,7.5538673490073025,0
8.4,0.15181408281433215,2.453776472856638,7.572160898197771,0
8.5,0.06650583633745172,2.6498600104676626,7.5461432778474915,0
8.6,0.12421587218250493,2.7163251649694304,7.559500633032928,0
8.700000000000001,-0.06459851506446354,2.747039237105061,7.5472419883407,0
8.8,-0.21425308616621566,2.705883196052319,7.562833157899919,0
8.9,0.004713742175571911,2.7898745056060874,7.421736022271141,0
9.0,-0.00866274893759742,2.927621580568388,7.433079237266684,0
9.1,-0.21469920829351796,2.876454171382678,7.454137393983447,0
9.2,-0.06972539274976278,2.8015111211389954,7.521186457663937,0
9.3,-0.02690324582472874,2.7345668261934355,7.53746694571728,0
9.4,0.010987562289958262,2.7326686844697328,7.493586523660755,0
9.5,-0.0757677291954246,2.6946137970853927,7.570606489642292,0
9.6,-0.2484902512575399,2.635869152237464,7.5138793502154,0
9.7,0.013379713888002942,2.541668509497404,7.638832219365321,0
9.8,0.1851965117469919,2.624488927085883,7.541170384274478,0
9.9,0.052891107225529144,2.5672354407694584,7.585380678975104,0
10.0,0.0544097233060795,2.5317099148417403,7.593077814614015,0
10.1,0.11229990353404766,2.5475102439268626,7.570589126046469,0
10.2,-0.040166708108329174,2.6940301569035134,7.561525906086234,0
10.3,-0.13103270467733794,2.806855466967649,7.491716143047453,0
10.4,-0.15867044665276483,2.807448835601236,7.4922928711601156,0
10.5,-0.04263204597457373,2.8866146617250177,7.347822668340994,0
