equipment_id,cycle,temperature_c,vibration_rms_g,motor_current_a,pressure_deviation,particle_count,health_index,rul_cycles,failure_within_20,failed
EQ-PM-01,0,65.5998358475917,0.061375376502386364,4.795322250031785,0.08080192657638248,1.502741996065173,0.9957902284828443,136,0,0
EQ-PM-01,1,64.5890092075427,0.06467860845987881,4.998003123553156,0.11952290914303487,3.5422777073073144,0.9759550558937026,135,0,0
EQ-PM-01,2,65.56355800255425,0.057535588274805864,4.853201425045492,0.07364079074215965,4.169539558541451,0.993183823685569,134,0,0
EQ-PM-01,3,65.18053779159915,0.052426531189284635,5.0044956290587725,0.28048027410011467,1.898200691274804,0.969580363323697,133,0,0
EQ-PM-01,4,64.62783078209452,0.06522743625751698,5.000644204201132,0.21152309646405246,3.790716469466149,0.9562956779712195,132,0,0
EQ-PM-01,5,65.5739368089023,0.05783548154619581,4.737913036442481,0.26822336387671014,1.3766398766263848,0.982289033090095,131,0,0
EQ-PM-01,6,66.0382920111112,0.05524820058332456,5.015378503731993,0.08116683456604841,1.1581984190504107,0.9516606588679255,130,0,0
EQ-PM-01,7,66.39679419800017,0.061384955286404294,4.9942320225256776,0.12886214992514017,2.3842480756906768,0.9231851286712754,129,0,0
EQ-PM-01,8,66.05237003648787,0.06035755819622937,4.881986442528715,0.10685689766072656,2.8092879293060116,0.950828058248741,128,0,0
EQ-PM-01,9,64.76449399761482,0.06391520535312765,4.980087551510692,0.29937809431676793,0.580890001190344,0.9375900259036561,127,0,0
EQ-PM-01,10,65.86062158962645,0.04955231027679306,4.793605319044883,0.176557973993166,1.7497958326887728,0.9837748912846689,126,0,0
EQ-PM-01,11,66.03250454309236,0.060464719386738544,5.062937778323237,0.25107125114963014,4.849801092268001,0.9017720686539932,125,0,0
EQ-PM-01,12,65.31399842925879,0.0590973702681778,4.8568289456539695,0.1757030156635856,3.220653420380312,0.9590327133334642,124,0,0
EQ-PM-01,13,66.14979202345168,0.06452615890168285,5.0403509347175195,0.20139475468322224,3.4826596541264263,0.8918949002216184,123,0,0
EQ-PM-01,14,65.69011391808162,0.057546234424563775,5.027109593737559,0.22731001576977125,7.065280993290139,0.9176578096752419,122,0,0
