subgroup_id,subgroup_mean,subgroup_min,subgroup_max,subgroup_range,cl,ucl,lcl,out_of_control
0,71.84075419152924,70.43917184907693,72.75245177311297,2.3132799240360384,72.22476014856305,73.22651131942854,71.22300897769756,False
1,71.62233171502137,70.95825639451014,72.10227232253384,1.1440159280236912,72.22476014856305,73.22651131942854,71.22300897769756,False
2,72.5308753851317,72.05282455804897,72.90179296557443,0.8489684075254615,72.22476014856305,73.22651131942854,71.22300897769756,False
3,71.9006560177106,71.2328939193368,72.70276024104582,1.46986632170902,72.22476014856305,73.22651131942854,71.22300897769756,False
4,71.96382274023887,71.45525636447685,72.97803307093922,1.5227767064623663,72.22476014856305,73.22651131942854,71.22300897769756,False
5,72.22226773024529,71.71829315960942,72.42584734844267,0.7075541888332566,72.22476014856305,73.22651131942854,71.22300897769756,False
6,72.1640314479587,71.3489818174017,73.71331808069637,2.3643362632946747,72.22476014856305,73.22651131942854,71.22300897769756,False
7,72.00015678883791,71.32787481842998,72.90317783417672,1.5753030157467407,72.22476014856305,73.22651131942854,71.22300897769756,False
8,72.15515933830838,71.46759223416905,72.59460333696275,1.127011102793702,72.22476014856305,73.22651131942854,71.22300897769756,False
9,72.32963288896204,72.05406325559112,72.69714302235855,0.6430797667674284,72.22476014856305,73.22651131942854,71.22300897769756,False
10,71.78771326944363,70.83427534411547,72.50503058067083,1.6707552365553653,72.22476014856305,73.22651131942854,71.22300897769756,False
11,72.10933895210601,71.30733510744541,73.19595304898752,1.8886179415421083,72.22476014856305,73.22651131942854,71.22300897769756,False
12,71.9107915479449,70.65370418270736,72.56898126383429,1.9152770811269306,72.22476014856305,73.22651131942854,71.22300897769756,False
13,72.10383070826599,71.63011856586834,72.68638070500572,1.0562621391373739,72.22476014856305,73.22651131942854,71.22300897769756,False
14,71.56978570508501,70.97945094132966,72.39772859524301,1.41827765391335,72.22476014856305,73.22651131942854,71.22300897769756,False
15,72.1180826004888,71.65819788293078,72.55238828325422,0.8941904003234384,72.22476014856305,73.22651131942854,71.22300897769756,False
16,71.65667486565413,71.04332828352877,72.36542019004592,1.3220919065171586,72.22476014856305,73.22651131942854,71.22300897769756,False
17,72.15317473507942,71.62447812783782,72.38957798462846,0.7650998567906413,72.22476014856305,73.22651131942854,71.22300897769756,False
18,71.74024778680875,70.65013245283357,72.53230808717822,1.882175634344648,72.22476014856305,73.22651131942854,71.22300897769756,False
19,71.3163578014375,70.84231002206153,72.31981938137875,1.4775093593172244,72.22476014856305,73.22651131942854,71.22300897769756,False
20,72.0589919457828,71.2531058559921,73.03938263822886,1.7862767822367545,72.22476014856305,73.22651131942854,71.22300897769756,False
21,71.6189592040938,70.61814366144613,72.67224650996592,2.05410284851979,72.22476014856305,73.22651131942854,71.22300897769756,False
22,71.79265295096108,70.84315371648924,72.34753891483669,1.5043851983474497,72.22476014856305,73.22651131942854,71.22300897769756,False
23,72.17399342586596,71.57640583274896,73.28142311305673,1.7050172803077714,72.22476014856305,73.22651131942854,71.22300897769756,False
24,72.25121178359379,71.1812020059025,73.08735006019235,1.9061480542898437,72.22476014856305,73.22651131942854,71.22300897769756,False
25,71.85041334750255,71.04898955654171,73.17064231297564,2.1216527564339316,72.22476014856305,73.22651131942854,71.22300897769756,False
26,71.54810016072015,70.82335496439788,72.50812075745152,1.6847657930536428,72.22476014856305,73.22651131942854,71.22300897769756,False
27,72.8074647506938,71.18753673503397,74.33108997280587,3.143553237771897,72.22476014856305,73.22651131942854,71.22300897769756,False
28,71.47961526392741,70.29436297541496,72.33152754662079,2.0371645712058353,72.22476014856305,73.22651131942854,71.22300897769756,False
29,72.00876541641233,71.51032256075216,72.85278418463011,1.342461623877952,72.22476014856305,73.22651131942854,71.22300897769756,False
30,71.45455008088632,70.66025364423652,71.95697395934535,1.2967203151088285,72.22476014856305,73.22651131942854,71.22300897769756,False
31,72.19147273297914,71.05204498686638,73.41434393086391,2.36229894399753,72.22476014856305,73.22651131942854,71.22300897769756,False
32,72.07283670882865,71.2279065902141,73.70277578594813,2.47486919573403,72.22476014856305,73.22651131942854,71.22300897769756,False
33,72.03459142033593,71.27765825753038,72.7452584102994,1.4676001527690232,72.22476014856305,73.22651131942854,71.22300897769756,False
34,71.49324123002,70.97764994054431,72.35685776118567,1.379207820641355,72.22476014856305,73.22651131942854,71.22300897769756,False
35,72.33261737619179,71.9050893391121,73.26327300512835,1.3581836660162594,72.22476014856305,73.22651131942854,71.22300897769756,False
36,72.42392034572136,71.67125821533301,73.04480139336546,1.373543178032449,72.22476014856305,73.22651131942854,71.22300897769756,False
37,72.12436642087728,70.90547264060346,73.32074234578499,2.4152697051815295,72.22476014856305,73.22651131942854,71.22300897769756,False
38,72.24245724745015,71.1143634543652,73.37893257662664,2.2645691222614346,72.22476014856305,73.22651131942854,71.22300897769756,False
39,71.86966878202065,71.28421838483534,72.51466143575124,1.2304430509158948,72.22476014856305,73.22651131942854,71.22300897769756,False
40,72.06870528148163,70.35986231917518,73.12598548905098,2.7661231698757973,72.22476014856305,73.22651131942854,71.22300897769756,False
41,71.46831399355581,71.0249495516611,71.9610252784559,0.9360757267948117,72.22476014856305,73.22651131942854,71.22300897769756,False
42,71.80932780632244,70.93888582580834,72.73272203388481,1.7938362080764705,72.22476014856305,73.22651131942854,71.22300897769756,False
43,72.32445169261291,71.44324591066344,73.06991848595419,1.6266725752907547,72.22476014856305,73.22651131942854,71.22300897769756,False
44,76.94126323764533,76.42878369203801,77.28232157702072,0.853537884982714,72.22476014856305,73.22651131942854,71.22300897769756,True
45,77.5411533225865,75.65672328373032,78.91616806462329,3.259444780892977,72.22476014856305,73.22651131942854,71.22300897769756,True
46,77.20241319843164,75.93451373392503,78.65654307730708,2.7220293433820473,72.22476014856305,73.22651131942854,71.22300897769756,True
47,71.27104716326768,70.28216877620908,71.86986726356407,1.5876984873549986,72.22476014856305,73.22651131942854,71.22300897769756,False
48,71.66933602285768,70.5938172869147,73.70339768962263,3.109580402707934,72.22476014856305,73.22651131942854,71.22300897769756,False
49,72.18979294544123,70.97006193498078,74.32405373539233,3.353991800411549,72.22476014856305,73.22651131942854,71.22300897769756,False
50,72.07517909027004,71.21051433725741,73.38295811552447,2.1724437782670663,72.22476014856305,73.22651131942854,71.22300897769756,False
51,71.89235660902595,70.90008335330401,72.62187006084939,1.7217867075453768,72.22476014856305,73.22651131942854,71.22300897769756,False
52,71.943011193499,71.55573822494479,72.37723081803611,0.821492593091321,72.22476014856305,73.22651131942854,71.22300897769756,False
53,72.25170260712909,72.00006751447313,72.81017265425587,0.8101051397827348,72.22476014856305,73.22651131942854,71.22300897769756,False
54,72.50626765457964,71.42275357316572,73.67453464714447,2.251781073978748,72.22476014856305,73.22651131942854,71.22300897769756,False
55,71.99428320785829,71.11007082241326,72.95291436247109,1.842843540057828,72.22476014856305,73.22651131942854,71.22300897769756,False
56,71.84111768828407,70.60433121042064,72.74195078524654,2.137619574825905,72.22476014856305,73.22651131942854,71.22300897769756,False
57,71.91183995862293,71.62278015404004,72.21097376348521,0.5881936094451703,72.22476014856305,73.22651131942854,71.22300897769756,False
58,71.77097094423164,69.94667324725496,73.17719357839452,3.2305203311395587,72.22476014856305,73.22651131942854,71.22300897769756,False
59,71.7874984849558,70.59462257401714,72.26239638697129,1.6677738129541524,72.22476014856305,73.22651131942854,71.22300897769756,False
