timestamp,chamber_pressure_pa
2026-01-01 09:03:41,20.17749807703889
2026-01-01 09:03:42,21.44556905984244
2026-01-01 09:03:43,20.335950364073906
2026-01-01 09:03:44,20.83804512038376
2026-01-01 09:03:45,20.10310193089993
2026-01-01 09:03:46,21.475470886006363
2026-01-01 09:03:47,20.709909550405488
2026-01-01 09:03:48,20.523555941486883
2026-01-01 09:03:49,21.297455846959167
2026-01-01 09:03:50,20.5109187699181
2026-01-01 09:03:51,20.563832760701384
2026-01-01 09:03:52,20.03343596064209
2026-01-01 09:03:53,20.60524486106225
2026-01-01 09:03:54,19.859480047948253
2026-01-01 09:03:55,18.223114815927893
