timestamp,chamber_temp_c,temp_ewma_20
2026-01-01 09:00:00,72.24377366380355,72.24377366380355
2026-01-01 09:00:01,71.1680127150076,72.1413202401087
2026-01-01 09:00:02,72.60036095664516,72.18503840358836
2026-01-01 09:00:03,72.75245177311297,72.23907777211451
2026-01-01 09:00:04,70.43917184907693,72.06765816039665
2026-01-01 09:00:05,70.95825639451014,71.96200084935984
2026-01-01 09:00:06,72.10227232253384,71.97536003728118
2026-01-01 09:00:07,71.74700592612514,71.95361202669488
2026-01-01 09:00:08,71.98655907399657,71.95674984072362
2026-01-01 09:00:09,71.31756485794114,71.89587508045862
2026-01-01 09:00:10,72.70351837989027,71.9727934899283
2026-01-01 09:00:11,72.62223354834316,72.03464492406306
2026-01-01 09:00:12,72.05282455804897,72.036376317776
2026-01-01 09:00:13,72.90179296557443,72.11879695089966
2026-01-01 09:00:14,72.37400747380164,72.14310271498556
2026-01-01 09:00:15,71.31256602969341,72.06400398305297
2026-01-01 09:00:16,72.295000627266,72.0860036634542
2026-01-01 09:00:17,71.2328939193368,72.0047551163954
2026-01-01 09:00:18,72.70276024104582,72.07123179493354
2026-01-01 09:00:19,71.960059271211,72.06064393553139
2026-01-01 09:00:20,71.85211010916379,72.04078357111543
2026-01-01 09:00:21,71.45525636447685,71.98501907524508
2026-01-01 09:00:22,72.97803307093922,72.07959183673977
2026-01-01 09:00:23,71.87637641434496,72.06023798698787
2026-01-01 09:00:24,71.65733774226952,72.02186653510994
2026-01-01 09:00:25,71.71829315960942,71.99295478506227
2026-01-01 09:00:26,72.42584734844267,72.03418264824134
2026-01-01 09:00:27,72.29235525149126,72.05877051521753
2026-01-01 09:00:28,72.3301860892768,72.08461961750889
2026-01-01 09:00:29,72.3446568024063,72.1093850636896
2026-01-01 09:00:30,73.71331808069637,72.26214058911881
2026-01-01 09:00:31,71.67486798689231,72.20620986509725
2026-01-01 09:00:32,71.59020581674277,72.14754281287301
2026-01-01 09:00:33,71.3489818174017,72.07148938473289
2026-01-01 09:00:34,72.4927835380604,72.11161263743074
2026-01-01 09:00:35,72.90317783417672,72.18699979902559
2026-01-01 09:00:36,71.9088420338761,72.16050858329706
2026-01-01 09:00:37,71.32787481842998,72.08121012950019
2026-01-01 09:00:38,71.34041502744701,72.01065821501894
2026-01-01 09:00:39,72.52047423025977,72.05921212123235
2026-01-01 09:00:40,72.59460333696275,72.11020176082572
2026-01-01 09:00:41,72.43452341464416,72.14108953737986
2026-01-01 09:00:42,71.46759223416905,72.07694693707407
2026-01-01 09:00:43,72.18572905845338,72.0873071391102
2026-01-01 09:00:44,72.09334864731258,72.08788252084375
2026-01-01 09:00:45,72.17495087738321,72.09617474527609
2026-01-01 09:00:46,72.69714302235855,72.15340981928395
2026-01-01 09:00:47,72.17887643901975,72.15583521163974
2026-01-01 09:00:48,72.54313085045752,72.19272051057476
2026-01-01 09:00:49,72.05406325559112,72.17951505771919
2026-01-01 09:00:50,72.23129551895198,72.18444653021754
2026-01-01 09:00:51,72.50503058067083,72.21497834454642
2026-01-01 09:00:52,70.83427534411547,72.08348282069586
2026-01-01 09:00:53,71.74426302691415,72.05117617366903
2026-01-01 09:00:54,71.62370187656576,72.01046433584968
2026-01-01 09:00:55,71.48889772140532,71.96079132495021
2026-01-01 09:00:56,71.77988619901865,71.94356226533769
2026-01-01 09:00:57,73.19595304898752,72.06283757806625
2026-01-01 09:00:58,71.30733510744541,71.99088496181665
2026-01-01 09:00:59,72.77462268367319,72.06552664961251
2026-01-01 09:01:00,70.65370418270736,71.9310673670501
2026-01-01 09:01:01,71.73209197601138,71.91211732980831
2026-01-01 09:01:02,72.130202452084,71.93288734145362
2026-01-01 09:01:03,72.46897786508742,71.9839435817997
2026-01-01 09:01:04,72.56898126383429,72.03966145627919
2026-01-01 09:01:05,72.63467778815993,72.09632967836306
2026-01-01 09:01:06,71.72101994220125,72.0605858939667
2026-01-01 09:01:07,71.63011856586834,72.01958900557638
2026-01-01 09:01:08,72.68638070500572,72.08309297695061
2026-01-01 09:01:09,71.84695654009471,72.06060379248814
2026-01-01 09:01:10,70.97945094132966,71.95763685428257
2026-01-01 09:01:11,71.09337022879721,71.87532574709348
2026-01-01 09:01:12,71.2644381711987,71.81714597796065
2026-01-01 09:01:13,72.39772859524301,71.87243956055896
2026-01-01 09:01:14,72.11394058885645,71.89543965849205
2026-01-01 09:01:15,72.55238828325422,71.9580061941837
2026-01-01 09:01:16,71.65819788293078,71.92945302168343
2026-01-01 09:01:17,72.12683175286138,71.94825099608133
2026-01-01 09:01:18,72.50047231517387,72.00084350266157
2026-01-01 09:01:19,71.75252276822381,71.97719390890559
2026-01-01 09:01:20,72.36542019004592,72.01416784044277
2026-01-01 09:01:21,71.47045924714668,71.96238606965267
2026-01-01 09:01:22,71.70955692274794,71.93830710328079
