timestamp,lot_id,chamber_temp_c,chamber_pressure_pa,temp_ewma,temp_ucl,temp_lcl,pressure_ucl,pressure_lcl,spec_violation,risk_score
2026-01-01 09:00:00,LOT-A,72.24377366380355,18.604572574957466,72.24377366380355,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:01,LOT-A,71.1680127150076,17.463148508279353,72.1413202401087,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:02,LOT-A,72.60036095664516,18.302339804794364,72.18503840358836,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:03,LOT-A,72.75245177311297,17.885016171906987,72.23907777211451,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:04,LOT-A,70.43917184907693,17.978536478959903,72.06765816039665,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:05,LOT-A,70.95825639451014,17.63148552125362,71.96200084935984,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:06,LOT-A,72.10227232253384,17.882940339675443,71.97536003728118,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:07,LOT-A,71.74700592612514,18.455015608144635,71.95361202669488,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:08,LOT-A,71.98655907399657,18.203929334695697,71.95674984072362,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:09,LOT-A,71.31756485794114,18.60630906189348,71.89587508045862,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:10,LOT-A,72.70351837989027,18.412094161142196,71.9727934899283,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:11,LOT-A,72.62223354834316,18.153680337625357,72.03464492406306,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:12,LOT-A,72.05282455804897,18.610377084158728,72.036376317776,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:13,LOT-A,72.90179296557443,18.153647605558405,72.11879695089966,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:14,LOT-A,72.37400747380164,18.28979586187897,72.14310271498556,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
2026-01-01 09:00:15,LOT-A,71.31256602969341,17.89620016626285,72.06400398305297,76.34233839606742,68.10718190105868,20.148967257751067,16.101076656347438,False,0
