timestamp,time_s,speed_mps,accel_mps2,throttle_pct
2026-08-03 09:00:02.900,2.9000000000000004,0.1077052507519706,2.170229331147911,66.49566757304387
2026-08-03 09:00:05.600,5.6000000000000005,0.0,1.8105930232542733,56.29660465111967
2026-08-03 09:00:08.200,8.200000000000001,0.1692365383587334,1.500365438357726,47.81331612004681
2026-08-03 09:00:08.400,8.4,0.2210400886027405,2.430814342684635,73.92804970149307
2026-08-03 09:00:08.500,8.5,0.7717431201963955,2.2838844097842577,70.47485521819489
2026-08-03 09:00:08.700,8.700000000000001,0.9131235296819232,2.527411067485341,77.46325812520786
2026-08-03 09:00:08.800,8.8,1.1601866647264782,1.8062319504913629,57.566718611429934
2026-08-03 09:00:09.200,9.2,1.4541754219889629,1.5387834985558322,50.43094846595005
2026-08-03 09:00:09.500,9.5,1.5882218818942284,1.7981199465677022,57.853224762168736
2026-08-03 09:00:09.600,9.6,1.7493250969114014,1.954350800641121,62.42101253424507
2026-08-03 09:00:09.700,9.7,1.9606882930996308,3.467633652763231,100.0
2026-08-03 09:00:10.000,10.0,2.5054593614901526,4.048770273909551,100.0
2026-08-03 09:00:10.700,10.7,3.425241731024861,3.492931764912252,100.0
2026-08-03 09:00:11.000,11.0,4.008605910886465,3.608142461476416,100.0
2026-08-03 09:00:11.300,11.3,3.9284855364028872,1.9342378880811024,64.47284350995434
2026-08-03 09:00:11.400,11.4,4.438032376928469,2.320301186505453,75.89407207446686
2026-08-03 09:00:11.600,11.6,4.738169052838678,1.995441866472969,67.15817512464955
2026-08-03 09:00:11.700,11.7,4.815463036380862,2.97851628929221,94.77701174383893
2026-08-03 09:00:12.000,12.0,4.944125626844534,1.8640741213798075,63.72702615084805
2026-08-03 09:00:12.100,12.1,5.374818908739081,2.892293465219358,93.03399971662893
2026-08-03 09:00:12.200,12.2,5.514999170992943,2.8240693402345896,91.29194053176003
2026-08-03 09:00:12.300,12.3,5.92979689381011,2.1428293625887807,72.71497842505799
2026-08-03 09:00:12.500,12.5,5.939217764787378,2.0415069663595022,69.88925637581092
2026-08-03 09:00:12.800,12.8,6.080062116812564,1.6271779344797372,58.45705670560772
2026-08-03 09:00:12.900,12.9,6.13835601464862,1.737891034967233,61.62697619666086
2026-08-03 09:00:13.100,13.1,6.285828463110924,2.6055339432530085,86.09794456681735
2026-08-03 09:00:13.200,13.2,6.918787736703603,2.683035983784293,89.02755283000454
2026-08-03 09:00:13.500,13.5,6.896105229698115,3.5302330592678737,100.0
2026-08-03 09:00:13.600,13.6,7.358378461862551,3.735468419412703,100.0
2026-08-03 09:00:13.700,13.7,7.619531641973597,3.337088743783257,100.0
2026-08-03 09:00:13.800,13.8,8.039182722922948,3.991351309350277,100.0
2026-08-03 09:00:14.200,14.2,7.526988429817175,2.955389939414195,97.38330441937808
2026-08-03 09:00:14.300,14.3,8.25692786558596,2.961112588260934,98.41946591000932
2026-08-03 09:00:14.600,14.6,8.42697580023505,1.5786884579757603,59.91564778360335
2026-08-03 09:00:14.700,14.7,8.674802278395905,3.462707622904348,100.0
2026-08-03 09:00:14.800,14.8,9.106495057696913,1.5576242972389895,60.14127439192801
2026-08-03 09:00:15.200,15.2,8.941329263823912,1.999840035239476,72.32511610329402
2026-08-03 09:00:15.300,15.3,9.368423022731667,3.6195411097646177,100.0
2026-08-03 09:00:15.400,15.4,9.60655436229542,3.9525193996540655,100.0
2026-08-03 09:00:15.500,15.5,10.191982478394973,1.706713088342828,65.61834544767315
2026-08-03 09:00:16.000,16.0,10.158720809441908,1.8562049148281587,69.76420258651873
2026-08-03 09:00:16.100,16.1,10.348693483866064,5.341469140109311,100.0
2026-08-03 09:00:16.600,16.6,11.412893253218565,2.781212173966274,97.16941277491794
2026-08-03 09:00:17.000,17.0,11.536303076142651,1.884917125677412,72.22124321033871
2026-08-03 09:00:17.400,17.400000000000002,11.900515606420097,2.93819674345544,100.0
2026-08-03 09:00:17.500,17.5,12.39314697943053,4.898500363945669,100.0
2026-08-03 09:00:17.900,17.900000000000002,12.941456534900638,3.253036103568322,100.0
2026-08-03 09:00:18.200,18.2,13.157268192291566,2.4605440950771693,90.28395649291062
2026-08-03 09:00:18.300,18.3,13.666572177514972,2.3570345646607955,87.99685442352025
2026-08-03 09:00:18.400,18.4,13.627189109615406,1.850081589493597,73.7549114373592
2026-08-03 09:00:18.800,18.8,13.697960200188584,4.972635590933452,100.0
2026-08-03 09:00:18.900,18.9,14.582731983057815,5.131577139225916,100.0
2026-08-03 09:00:19.200,19.200000000000003,14.464203169716008,3.446596252255885,100.0
2026-08-03 09:00:19.500,19.5,14.726318245261044,3.635120750593535,100.0
2026-08-03 09:00:19.600,19.6,15.240831698672263,2.1146546304781118,83.09932769179385
2026-08-03 09:00:19.800,19.8,15.338719533319985,1.7057924017801216,71.76865068982738
2026-08-03 09:00:19.900,19.9,15.429139275368874,1.877405719016407,76.68232726290205
2026-08-03 09:00:20.000,20.0,15.684393637199731,2.9367483371266627,100.0
2026-08-03 09:00:20.500,20.5,15.774832499595313,1.9647994359466212,79.54418320601977
2026-08-03 09:00:20.800,20.8,15.678465904460404,1.6297765168266052,70.04790155649744
2026-08-03 09:00:20.900,20.9,15.851128683022417,2.7089047695752138,100.0
2026-08-03 09:00:21.400,21.4,16.03242843759269,2.2231309031844435,87.08657941427565
2026-08-03 09:00:22.000,22.0,16.26317360368618,1.556146508253969,68.68791055553454
2026-08-03 09:00:22.400,22.4,16.469586155499524,1.928138030309655,79.35136823526977
2026-08-03 09:00:22.500,22.5,16.53470299194542,3.3053911969196266,100.0
2026-08-03 09:00:22.600,22.6,17.13714811798754,2.571831628904865,98.17586335092128
2026-08-03 09:00:23.100,23.1,16.501897359529035,2.4601199274208327,94.28563479921816
2026-08-03 09:00:23.200,23.200000000000003,16.754935387246867,2.424636274173255,93.59573814154736
2026-08-03 09:00:23.700,23.700000000000003,16.757264664661992,1.5862250764336323,70.12301973773609
2026-08-03 09:00:24.300,24.3,16.552623914302934,4.971919888010059,100.0
2026-08-03 09:00:24.600,24.6,16.69494951577712,4.115357435047028,100.0
2026-08-03 09:00:24.700,24.700000000000003,17.44326314008688,5.100770017873438,100.0
2026-08-03 09:00:25.000,25.0,16.93141468983637,2.0317232334632584,82.80594816477489
2026-08-03 09:00:25.100,25.1,17.120244360296606,2.8460039056525,100.0
2026-08-03 09:00:25.400,25.4,17.00226557525446,2.371100291770992,92.39352685989311
2026-08-03 09:00:26.400,26.4,17.217245035198545,1.8308861516289607,77.52550628784915
2026-08-03 09:00:27.200,27.200000000000003,17.03644979671392,2.1216250259971647,85.44924048397732
2026-08-03 09:00:27.300,27.3,17.575087865177508,1.874266428849917,79.1695654460107
2026-08-03 09:00:27.700,27.700000000000003,16.728781612524735,2.3305326597892857,90.92945240912968
2026-08-03 09:00:27.800,27.8,17.29122531077802,1.6240926711273904,71.82406516450055
2026-08-03 09:00:28.200,28.200000000000003,17.162903173339608,2.4798482537163764,95.63123491206608
2026-08-03 09:00:29.100,29.1,16.781331663416417,2.032478096184449,82.64698468926429
2026-08-03 09:00:29.400,29.4,16.607997463058844,3.397528841183944,100.0
2026-08-03 09:00:29.900,29.9,16.6094663240913,3.93340208447385,100.0
2026-08-03 09:00:30.600,30.6,16.224431768845854,2.525139546298158,95.77322541896343
2026-08-03 09:00:32.900,32.9,15.345464031096476,3.0483296300994493,100.0
2026-08-03 09:00:33.600,33.6,15.048903277610608,1.5513907092815344,67.09762379301569
2026-08-03 09:00:33.700,33.7,15.258559337716164,1.991526756103719,79.67302037616354
2026-08-03 09:00:34.100,34.1,15.114967793943466,2.486261833385007,93.35329268751236
2026-08-03 09:00:34.300,34.300000000000004,15.073524264814624,1.526210884909906,66.42213389525492
2026-08-03 09:00:34.600,34.6,14.722044170718672,2.940686608295066,100.0
2026-08-03 09:00:34.900,34.9,15.142680960004586,1.937373943202708,78.01768756168133
2026-08-03 09:00:35.300,35.300000000000004,14.856282679950509,1.79475116507249,73.68057183797033
2026-08-03 09:00:36.400,36.4,14.341332075823493,2.953505949949301,100.0
2026-08-03 09:00:36.800,36.8,14.343212889337414,1.9774952326010835,78.18172198003522
2026-08-03 09:00:37.400,37.4,14.33595025899335,1.6495321572935957,68.9900407150127
2026-08-03 09:00:37.700,37.7,13.66063857424656,2.3498960995918803,87.78985707766853
2026-08-03 09:00:37.800,37.8,14.552403999448329,1.87866179792892,75.66541514134775
2026-08-03 09:00:37.900,37.9,14.027642178224111,7.3466670628146336,100.0
2026-08-03 09:00:38.000,38.0,16.02697011108576,10.641961693577842,100.0
2026-08-03 09:00:41.200,41.2,9.4304338899612,1.772798850212809,66.55488847391209
2026-08-03 09:00:46.600,46.6,0.0,2.2863004038127923,69.6164113067582
2026-08-03 09:00:46.700,46.7,0.4843077906073792,1.5419274404060548,49.35513768009839
