timestamp,time_s,speed_mps,accel_mps2,brake_pct
2026-08-03 09:00:03.100,3.1,0.0,-2.623260613171297,81.3141214609954
2026-08-03 09:00:11.900,11.9,5.010161093131744,-1.907231244070582,56.25309354247037
2026-08-03 09:00:14.000,14.0,7.903602358319,-3.6938257506046783,100.0
2026-08-03 09:00:18.600,18.6,13.82580860930548,-2.3180544388214805,70.63190535875182
2026-08-03 09:00:20.300,20.3,15.873379259228328,-2.23968013579326,67.88880475276409
2026-08-03 09:00:21.800,21.8,16.21382188135437,-2.161799271508972,65.16297450281401
2026-08-03 09:00:22.700,22.700000000000003,17.006557127911968,-3.932475644130481,100.0
2026-08-03 09:00:22.800,22.8,16.353015693216832,-2.447766554742466,75.17182941598631
2026-08-03 09:00:23.400,23.4,16.54464964827454,-2.0973247093217147,62.90636482626001
2026-08-03 09:00:24.500,24.5,16.631545745830135,-3.788053980638841,100.0
2026-08-03 09:00:24.800,24.8,17.724325421260943,-3.502444949473031,100.0
2026-08-03 09:00:24.900,24.9,16.718317101554472,-3.840930208744539,100.0
2026-08-03 09:00:25.300,25.3,16.80820152533197,-2.443608533077579,75.02629865771527
2026-08-03 09:00:27.400,27.4,17.43525153008176,-2.247669836918661,68.16844429215314
2026-08-03 09:00:27.500,27.5,17.127590310553664,-3.2248532067568627,100.0
2026-08-03 09:00:27.600,27.6,16.82868582910743,-2.085480425141879,62.491814879965766
2026-08-03 09:00:28.000,28.0,17.083981991086425,-2.823666501727859,88.32832756047507
2026-08-03 09:00:28.300,28.3,17.026944283139315,-2.6525410225967168,82.33893579088509
2026-08-03 09:00:29.200,29.200000000000003,17.08643081151337,-3.67965216764632,100.0
2026-08-03 09:00:29.300,29.3,16.051560928680747,-2.302152124816199,70.07532436856698
2026-08-03 09:00:29.700,29.700000000000003,16.49225013464237,-2.959817276670827,93.09360468347894
2026-08-03 09:00:30.000,30.0,16.929545769696983,-2.7864236089183665,87.02482631214284
2026-08-03 09:00:31.000,31.0,16.466844460322918,-1.856697359125692,54.48440756939921
2026-08-03 09:00:32.500,32.5,15.80758151112868,-4.552893225625242,100.0
2026-08-03 09:00:33.100,33.1,15.55986548510182,-3.269059986290408,100.0
2026-08-03 09:00:33.200,33.2,15.18864885164044,-2.5764257129931307,79.67489995475958
2026-08-03 09:00:33.900,33.9,15.261293415449575,-4.476339178825208,100.0
2026-08-03 09:00:34.400,34.4,15.340271755470525,-3.307275342821585,100.0
2026-08-03 09:00:34.500,34.5,14.3869922487514,-3.0829795286331176,97.40428350215912
2026-08-03 09:00:36.200,36.2,14.66716818008828,-1.937520940163055,57.313232905706926
2026-08-03 09:00:36.600,36.6,14.145127391183689,-3.179891265665906,100.0
2026-08-03 09:00:37.600,37.6,14.121306466949216,-5.601176995836844,100.0
2026-08-03 09:00:38.100,38.1,16.12738767121513,-4.398148830927935,100.0
2026-08-03 09:00:38.200,38.2,15.199435114735262,-5.443189685092198,100.0
2026-08-03 09:00:38.300,38.3,15.087088196473456,-1.9032723564485603,56.11453247569962
2026-08-03 09:00:38.700,38.7,14.731046960703187,-2.2069910786626274,66.74468775319195
2026-08-03 09:00:38.800,38.8,14.46906854483213,-4.180771029133294,100.0
2026-08-03 09:00:38.900,38.900000000000006,13.846808529026896,-5.13406806557595,100.0
2026-08-03 09:00:39.400,39.400000000000006,13.375488406555306,-2.370513574061827,72.46797509216394
2026-08-03 09:00:39.500,39.5,13.034560358014671,-1.825817703038901,53.40361960636153
2026-08-03 09:00:39.600,39.6,12.99003327134396,-2.075361891690024,62.13766620915085
2026-08-03 09:00:39.700,39.7,12.65730284352876,-2.3669555017948305,72.34344256281908
2026-08-03 09:00:39.800,39.8,12.53251617640036,-3.306251552099225,100.0
2026-08-03 09:00:39.900,39.900000000000006,12.023831684282518,-3.002937292668169,94.6028052433859
2026-08-03 09:00:40.200,40.2,11.805132118854347,-2.664434133499089,82.75519467246814
2026-08-03 09:00:40.300,40.3,11.301564706943848,-2.2837389162146238,69.43086206751181
2026-08-03 09:00:40.400,40.400000000000006,11.330291813933016,-1.8702543351778935,54.95890173122628
2026-08-03 09:00:40.500,40.5,10.933540302021155,-3.096071800023404,97.86251300081916
2026-08-03 09:00:40.700,40.7,10.807379760506011,-4.196449522565235,100.0
2026-08-03 09:00:40.800,40.8,9.901734907236452,-4.990848526311004,100.0
2026-08-03 09:00:41.000,41.0,9.629453650639295,-3.438029833132951,100.0
2026-08-03 09:00:41.400,41.400000000000006,9.128778983404343,-2.621699521932025,81.25948326762088
2026-08-03 09:00:41.700,41.7,8.931921533066918,-3.4028189649414786,100.0
2026-08-03 09:00:41.800,41.8,8.382715516318457,-2.145831960868194,64.6041186303868
2026-08-03 09:00:42.000,42.0,8.023031664608528,-4.829991203514594,100.0
2026-08-03 09:00:42.100,42.1,7.590650444043131,-2.9254492629816173,91.89072420435662
2026-08-03 09:00:42.200,42.2,7.45139991195031,-2.806592596303876,87.73074087063564
2026-08-03 09:00:42.300,42.3,7.029865871858737,-2.554712998359456,78.91495494258096
2026-08-03 09:00:42.700,42.7,7.0301924577914905,-4.92287587614603,100.0
2026-08-03 09:00:42.800,42.8,6.054454621155731,-3.674785068952168,100.0
