timestamp_s,front_distance_m
0.0,25.88716650919801
0.05,25.88716650919801
0.1,25.851143047217153
0.15000000000000002,25.761084392265005
0.2,25.528958800820654
0.25,25.083732804637993
0.30000000000000004,24.819260479247006
0.35000000000000003,24.825918660043527
0.4,24.75363810205184
0.45,24.562949435877847
0.5,24.561983991832513
0.55,24.845603380980165
0.6000000000000001,24.969655803859425
0.65,24.854357777336098
0.7000000000000001,24.881917316118184
0.75,25.12376320285838
0.8,25.15729058149428
0.8500000000000001,24.878340197973728
0.9,24.45353641501461
0.9500000000000001,23.809952532897647
1.0,23.757071519607734
1.05,24.590244809558396
1.1,24.903662089148966
1.1500000000000001,24.43744535319941
1.2000000000000002,24.178082641217234
1.25,24.229000965186117
1.3,24.45843632923459
1.35,24.95564725340244
1.4000000000000001,24.898765784652337
1.4500000000000002,24.010745726525325
1.5,23.720469608881245
1.55,24.32680940196156
1.6,24.65684240270703
1.6500000000000001,24.572415214950237
1.7000000000000002,24.780206010436153
1.75,25.426323780786124
1.8,25.469257345257642
1.85,24.607414600911476
1.9000000000000001,24.223046889311682
1.9500000000000002,24.55489172683144
2.0,24.740191545457133
2.0500000000000003,24.70567383574174
2.1,24.622009994971588
2.15,24.464626957619288
2.2,24.43757071492633
2.25,24.60600466422238
2.3000000000000003,24.63953535783916
2.35,24.47071116793705
2.4000000000000004,24.563048824593988
2.45,25.047129251089487
2.5,25.11415980362518
2.5500000000000003,24.55561554522117
2.6,24.30692029817975
2.6500000000000004,24.52299856818221
2.7,24.82284956646574
2.75,25.24835965717088
2.8000000000000003,25.25786168115213
2.85,24.643351605047563
2.9000000000000004,24.337372985277607
2.95,24.494191550009567
3.0,24.636259699894655
3.0500000000000003,24.756202227509434
3.1,24.84560329479547
3.1500000000000004,24.889192171588398
3.2,24.561066827406055
3.25,23.675370151760813
3.3000000000000003,23.3054440175371
3.35,23.709173695445653
3.4000000000000004,23.98283831907344
3.45,24.061405361280073
3.5,24.375220857114968
3.5500000000000003,25.041909033392255
3.6,25.447593940553908
3.6500000000000004,25.461773944042115
3.7,25.327703406402758
3.75,24.97125705707206
3.8000000000000003,24.131459238515585
3.85,22.56663421612049
3.9000000000000004,22.232911512001273
3.95,23.745842285295822
4.0,24.411328880832343
4.05,23.80564920973184
4.1000000000000005,23.66701900010266
4.15,24.228962982680407
4.2,24.43994860521144
4.25,24.124496687672433
4.3,23.984192911235354
4.3500000000000005,24.10661134645116
4.4,24.075565563692805
4.45,23.814323453973223
4.5,23.816593271447005
4.55,24.214130979710845
4.6000000000000005,24.461459301542334
4.65,24.483473543725285
4.7,24.50770622066865
4.75,24.535266549752624
4.800000000000001,24.536725714067472
4.8500000000000005,24.49903313122863
4.9,24.334338324345886
4.95,23.979140181397305
5.0,24.070217458097915
5.050000000000001,24.83070786427233
5.1000000000000005,25.022469156275356
5.15,24.361136777021347
5.2,24.262466205011748
5.25,25.00778834386873
5.300000000000001,25.333049347177383
5.3500000000000005,25.028218647163587
5.4,24.76279113465371
5.45,24.556468403399705
5.5,24.357975068647818
5.550000000000001,24.171225828649103
5.6000000000000005,24.022887075872266
5.65,23.93216405392824
5.7,24.062337670124258
5.75,24.523856243530332
5.800000000000001,24.6505367182372
5.8500000000000005,24.27496004489529
5.9,23.90723262731842
5.95,23.55127909338911
6.0,23.46443312324965
6.050000000000001,23.781248498794987
6.1000000000000005,24.22784376907978
6.15,24.86910888147374
6.2,25.1286065591117
6.25,24.815453084615687
6.300000000000001,24.413083213622343
6.3500000000000005,23.876888747883037
6.4,23.67792283746041
6.45,23.98479976001278
6.5,24.505891227339994
6.550000000000001,25.348304511829493
6.6000000000000005,25.459209583083066
6.65,24.47285233448291
6.7,23.90294256055295
6.75,23.957703998628272
6.800000000000001,24.220169294571658
6.8500000000000005,24.7941903773171
6.9,25.02807270366973
6.95,24.751746895433158
7.0,24.81163691711038
7.050000000000001,25.375850683658314
7.1000000000000005,25.32427289665647
7.15,24.349007779330087
7.2,23.672102042444237
7.25,23.44273537621917
7.300000000000001,23.406714680092524
7.3500000000000005,23.6607129391135
7.4,24.12818301559392
7.45,24.915860818263493
7.5,24.97945079058994
7.550000000000001,23.95690901740181
7.6000000000000005,23.670218821319573
7.65,24.487305990896022
7.7,25.10905756693146
7.75,25.4378057526554
7.800000000000001,25.75145902240382
7.8500000000000005,26.042469918188953
7.9,25.911543810274168
7.95,25.14771219680958
8.0,24.47989346330031
8.05,23.956094049723998
8.1,23.845780276211734
8.15,24.35569496279545
8.200000000000001,24.726496951228807
8.25,24.888629892436636
8.3,24.725736364722195
8.35,24.075303133624406
8.4,23.766765224935344
8.450000000000001,23.971070299859363
8.5,24.27180433217985
8.55,24.717181800595053
8.6,25.107535674982394
8.65,25.415354158327983
8.700000000000001,25.6101357649876
8.75,25.635362056618284
8.8,25.423701998759057
8.85,24.856712416665026
8.9,24.562737937383183
8.950000000000001,24.678286112319615
9.0,24.79390356376092
9.05,24.90962492995955
9.1,24.877878089828656
9.15,24.624928940203482
9.200000000000001,24.62114965303867
9.25,24.99112515956436
9.3,25.12073923312586
9.35,24.889811157241116
9.4,24.971473150539193
9.450000000000001,25.52202024761155
9.5,25.848223047841838
9.55,25.837909402809053
9.600000000000001,25.767838086329945
9.65,25.608130262681364
9.700000000000001,25.637739550492366
9.75,25.951324505492714
9.8,26.156102233254423
9.850000000000001,26.19766912015817
9.9,26.020681466618445
9.950000000000001,25.515862002413492
10.0,25.40734899484907
10.05,25.893295672245436
10.100000000000001,26.08856185934161
10.15,25.84780731098754
10.200000000000001,25.427409648374717
10.25,24.737547314373828
10.3,24.575358863362442
