timestamp_s,imu_ax_mps2,imu_gyroz_rps,imu_speed_est_mps
0.0,0.6503450324356632,-0.004005049829585,0.0
0.02,0.7248986726428885,-0.0206056343724251,0.014497973452857771
0.04,0.9235645313740364,-0.0134684280795291,0.0329692640803385
0.06,0.7922578128991015,-0.0064272407429373,0.04881442033832052
0.08,0.8793629274024204,0.0100439794083168,0.06640167888636893
0.1,0.8381289667230616,-0.0229041795209905,0.08316425822083016
0.12,0.6924291235932922,-0.0088863460503553,0.097012840692696
0.14,0.8337542359768444,-0.0249321666849777,0.11368792541223291
0.16,0.7306306850167356,0.0259505972910778,0.1283005391125676
0.18,0.7298245787306091,0.0128478616800419,0.1428970306871798
0.2,0.7800474512819181,0.0199320025900782,0.15849797971281818
0.22,0.5851387948137285,-0.0046181583726658,0.17020075560909273
0.24,0.9111604204992636,0.0516177209090306,0.188423964019078
0.26,0.6874067492773033,-0.0096636205910278,0.20217209900462407
0.28,0.8877938452009295,-0.0143720761300275,0.2199279759086427
0.3,0.7839310412221295,0.0264692413222828,0.23560659673308526
0.32,0.9512144594783664,-0.0207318580797547,0.2546308859226526
0.34,0.6879591412961199,0.0372948035750513,0.268390068748575
0.36,0.7295120724366317,0.0199646270620698,0.2829803101973076
0.38,0.8072187440128534,0.0209596455507343,0.29912468507756473
0.4,0.501535926471077,0.0389043436848414,0.3091554036069863
0.42,0.865516063301839,0.0433767250254781,0.32646572487302306
0.44,0.9508811995296956,0.0194295055090282,0.345483348863617
0.46,0.900809466512818,0.0221094080089882,0.3634995381938734
0.48,0.8558591529522492,-0.0005018965030635,0.38061672125291834
0.5,0.7474506461390952,-0.0394643458491327,0.39556573417570023
0.52,0.9184645201544744,0.0058549063105165,0.4139350245787897
0.54,0.8931752579535231,-0.0256465989783024,0.4317985297378602
0.56,0.8110484951365488,0.0118071633942288,0.4480194996405912
0.58,0.7641772114495903,0.0511711621911421,0.46330304386958293
0.6,0.7197680689644204,0.0144705708500407,0.47769840524887136
0.62,0.6151559397529928,0.0326141038039846,0.4900015240439312
0.64,0.9095221484423736,0.0124792724205256,0.5081919670127787
0.66,0.5013073284720373,0.0264241436113759,0.5182181135822195
0.68,0.7171000177403535,0.0168183644076046,0.5325601139370265
0.7000000000000001,0.7807955664340397,0.0488364512105673,0.5481760252657073
0.72,0.8637951255272475,0.0249823529554773,0.5654519277762522
0.74,0.9715353358783833,-0.0240898385610404,0.5848826344938198
0.76,0.8788486362526172,0.0007108381828941,0.6024596072188722
0.78,0.7241682122050653,0.016857950678735,0.6169429714629735
0.8,0.8460143084208624,-0.0002063874056428,0.6338632576313907
0.8200000000000001,0.6067224132439459,0.029587186276129,0.6459977058962697
0.84,0.9291697700058876,0.0151450371987208,0.6645811012963874
0.86,0.738250063489254,-0.0190057381881455,0.6793461025661724
0.88,0.6756132350212176,0.0448487651760629,0.6928583672665968
0.9,0.6792016414937062,0.0213276568259391,0.7064424000964709
0.92,0.7479373201619469,0.0118127090180774,0.7214011464997098
0.94,0.7075656358735479,0.0308594011360766,0.7355524592171807
0.96,1.028875504648967,0.0267405394217567,0.7561299693101601
0.98,0.6672784113469605,0.0016016415010235,0.7694755375370993
1.0,0.7567342869114222,0.024852532066699,0.7846102232753277
1.02,0.7555359414860607,0.0011376282290652,0.799720942105049
1.04,0.7548986101331231,0.0824037138548466,0.8148189143077115
1.06,0.7574708831315476,0.0310596866201617,0.8299683319703425
1.08,0.692352702047174,0.0411383194290593,0.8438153860112859
1.1,0.6794296698185918,0.0615603290019839,0.8574039794076578
1.12,0.64526511278841,0.0712407476166655,0.870309281663426
1.14,0.5694167200694065,0.0269082213906478,0.881697616064814
1.16,0.7732153111915514,0.0737461607075388,0.897161922288645
1.18,0.8646320076069751,-0.0182055114986078,0.9144545624407845
1.2,0.6805726597959891,0.0661426904535544,0.9280660156367043
1.22,0.6779324405909202,0.0857632058899213,0.9416246644485228
1.24,0.706199392488437,0.0503693625029537,0.9557486522982915
1.26,0.6880992691008218,0.052561414165024,0.969510637680308
1.28,0.5702100149900321,0.0533579562082022,0.9809148379801086
1.3,0.9055493581220396,0.0167791683772824,0.9990258251425495
1.32,0.7935780748997922,0.0278382231874687,1.0148973866405453
1.34,0.654644086413531,0.0386131995180284,1.027990268368816
1.36,0.7748452323022097,0.0732600555413085,1.0434871730148603
1.38,0.6856946325137311,0.0644464366715898,1.0572010656651347
1.4,0.7120256740440818,0.0642352531390993,1.0714415791460163
1.42,0.7801982869385934,0.0593617500989005,1.0870455448847882
1.44,0.8499666516578432,0.0514074853660244,1.104044877917945
1.46,0.9170299423910544,0.0485529916761983,1.1223854767657662
1.48,0.9382201885488244,0.032577040471426,1.1411498805367426
1.5,0.702939916173036,0.0320745608725729,1.1552086788602034
1.52,0.671872960503597,0.0590101663280489,1.1686461380702753
1.54,0.7428222717404962,0.0863979177730776,1.1835025835050852
1.56,0.7452875127814126,0.0477774134752809,1.1984083337607134
1.58,0.640783458088846,0.0826696353912632,1.2112240029224903
1.6,0.6534248372195958,0.0599470515775678,1.2242924996668823
1.62,0.8244545606245794,0.0250779927314735,1.2407815908793738
1.64,0.9228457612386812,0.0423686376080257,1.2592385061041471
1.66,0.6976055738754761,0.0754040166039201,1.2731906175816567
1.68,0.64597402507083,0.0518262552795577,1.2861100980830733
1.7,0.688657647181338,0.0418107592163286,1.2998832510267
1.72,0.6021669658157642,0.0588735266766321,1.3119265903430153
1.74,0.6877468780110231,0.0528914963295295,1.3256815279032357
1.76,0.7700818022738599,0.0485972913336873,1.3410831639487129
1.78,0.7085126478705748,0.0169542122426535,1.3552534169061243
1.8,0.865296725748925,0.0505082523967039,1.3725593514211027
1.82,0.7341159318203964,0.0462415564482626,1.3872416700575108
1.84,0.7725940385441173,0.0696387762238701,1.402693550828393
