timestamp_s,wheel_left_mps,wheel_right_mps,wheel_speed_mps,gps_speed_mps,fused_speed_mps
0.03,8.067566048732765,8.010026163421102,8.038796106076934,7.997545160473317,8.03054591695621
0.08,8.048313319434905,8.141135145543423,8.094724232489163,7.997545160473317,8.075288418085995
0.13,7.982930261622527,8.114756730318902,8.048843495970715,7.997545160473317,8.038583828871236
0.18,8.019699635797158,8.104195752161106,8.061947693979132,7.997545160473317,8.04906718727797
0.23,8.023411883550551,8.115250666477714,8.069331275014132,7.997545160473317,8.05497405210597
0.28,8.380525410584685,8.322162382739764,8.351343896662225,7.997545160473317,8.280584149424444
0.33,8.215262349118822,8.009393845489015,8.11232809730392,7.997545160473317,8.0893715099378
0.38,8.27085387959554,8.064379924767039,8.16761690218129,7.997545160473317,8.133602553839696
0.43,8.26950566117518,8.503189045439031,8.386347353307105,7.997545160473317,8.308586914740347
0.48,8.377764854260827,8.461535531265442,8.419650192763134,8.975629819482474,8.530846118107004
0.53,8.33279931903503,8.453740075482305,8.393269697258667,8.975629819482474,8.50974172170343
0.5800000000000001,8.353715125973036,8.342040529729948,8.347877827851491,8.975629819482474,8.473428226177688
0.6300000000000001,8.38571416508143,8.628281592140072,8.50699787861075,8.975629819482474,8.600724266785097
0.68,8.534211545729034,8.8579086259858,8.696060085857418,8.975629819482474,8.75197403258243
0.7300000000000001,8.704485087168253,8.561113575648955,8.632799331408604,8.975629819482474,8.70136542902338
0.78,8.650685873951605,8.606329689404838,8.628507781678222,8.975629819482474,8.697932189239072
0.8300000000000001,8.55761729889919,8.638725523563064,8.598171411231128,8.975629819482474,8.673663092881398
0.8800000000000001,8.647115558638461,8.63445037494562,8.640782966792042,8.975629819482474,8.70775233733013
0.93,8.744089854916032,8.767990947302204,8.756040401109118,8.975629819482474,8.79995828478379
0.98,8.890811295798917,8.575898594475785,8.73335494513735,8.382451424391624,8.663174240988205
1.03,8.876834527460993,8.759669019212422,8.818251773336709,8.382451424391624,8.731091703547692
1.08,8.728648061525162,8.83079573170276,8.77972189661396,8.382451424391624,8.700267802169494
1.13,8.948818082216976,8.711433601802435,8.830125842009705,8.382451424391624,8.74059095848609
1.1800000000000002,8.943981596004209,8.851761954011197,8.897871775007703,8.382451424391624,8.794787704884488
1.2300000000000002,9.070021303427517,8.919399528009984,8.99471041571875,8.382451424391624,8.872258617453324
1.28,9.02171448465062,8.875544382488082,8.948629433569351,8.382451424391624,8.835393831733807
1.33,8.995214671046748,8.758992022101467,8.877103346574106,8.382451424391624,8.77817296213761
1.38,9.032744469083896,8.859133704441682,8.945939086762788,8.382451424391624,8.833241554288556
1.4300000000000002,9.156326707940767,9.298829855377566,9.227578281659166,8.382451424391624,9.058552910205659
1.4800000000000002,9.116638468418824,9.069403772827618,9.09302112062322,9.889287969166295,9.252274490331835
1.53,9.23451965421377,9.514685019355966,9.374602336784868,9.889287969166295,9.477539463261154
1.58,9.233399813614646,9.063786812834977,9.148593313224811,9.889287969166295,9.296732244413109
1.63,9.087750942899577,9.124865122822332,9.106308032860955,9.889287969166295,9.262904020122024
1.6800000000000002,9.030537615975785,9.093425311062028,9.061981463518906,9.889287969166295,9.227442764648384
1.7300000000000002,9.266234388899669,9.22190236509467,9.24406837699717,9.889287969166295,9.373112295430996
1.78,9.467896336182555,9.12608171853071,9.296989027356632,9.889287969166295,9.415448815718566
1.83,9.285405927320523,9.416851759133705,9.351128843227114,9.889287969166295,9.45876066841495
1.88,9.472617149721597,9.420366172098523,9.446491660910059,9.889287969166295,9.535050922561307
1.93,9.393030812677866,9.555392949991452,9.474211881334659,9.889287969166295,9.557227098900988
1.98,9.375240590231714,9.51134527388153,9.443292932056622,9.480820009707484,9.450798347586794
2.03,9.581367662235204,9.47267712461808,9.527022393426641,9.480820009707484,9.51778191668281
2.08,9.80777388232428,9.529440905202769,9.668607393763525,9.480820009707484,9.631049916952318
2.13,9.545740179742763,9.72212601520178,9.633933097472273,9.480820009707484,9.603310479919315
2.18,9.56800975559807,9.411522297488665,9.489766026543368,9.480820009707484,9.487976823176192
2.23,9.703139883187076,9.68446013231999,9.693800007753532,9.480820009707484,9.651204008144322
2.28,9.649753753185582,9.76633717643315,9.708045464809366,9.480820009707484,9.66260037378899
2.33,9.72657421455776,9.718636344062368,9.722605279310063,9.480820009707484,9.674248225389547
2.38,9.78055914025691,9.896741433606485,9.838650286931697,9.480820009707484,9.767084231486855
2.43,9.633467958628517,9.836760690273987,9.735114324451253,9.480820009707484,9.684255461502499
2.48,9.703041722130584,9.8426655101391,9.772853616134842,9.774938808508448,9.773270654609563
2.53,9.946874624577054,9.624503394148098,9.785689009362576,9.774938808508448,9.783538969191751
2.58,9.872383850774373,9.928931736122127,9.90065779344825,9.774938808508448,9.87551399646029
2.63,9.985275920056631,10.062194922753925,10.023735421405277,9.774938808508448,9.973976098825911
2.68,9.921135766859624,9.9432534051604,9.932194586010013,9.774938808508448,9.900743430509701
2.73,9.792052081168068,9.955902512222876,9.873977296695472,9.774938808508448,9.854169599058068
2.78,10.220766084898711,10.200265820738016,10.210515952818364,9.774938808508448,10.12340052395638
2.83,10.081835991309624,9.94692083084469,10.014378411077157,9.774938808508448,9.966490490563416
2.88,10.095753288962191,9.982775935644666,10.039264612303429,9.774938808508448,9.986399451544433
2.93,10.141342273522412,10.119967144369788,10.1306547089461,9.774938808508448,10.05951152885857
2.98,10.07217674436206,10.11356377399816,10.09287025918011,10.43731729518814,10.161759666381718
3.03,10.19046603042652,10.289328993748848,10.239897512087683,10.43731729518814,10.279381468707776
3.08,10.064593635583355,10.331887808837564,10.19824072221046,10.43731729518814,10.246056036805998
3.13,10.269925645682507,10.364292682362576,10.317109164022542,10.43731729518814,10.341150790255663
3.18,10.328854667859153,10.265955043162329,10.297404855510742,10.43731729518814,10.325387343446222
3.23,10.132652248886275,10.366700617930178,10.249676433408226,10.43731729518814,10.28720460576421
3.28,10.354654554347205,10.368270651177696,10.361462602762451,10.43731729518814,10.37663354124759
3.33,10.398569253959169,10.211891568202116,10.305230411080643,10.43731729518814,10.331647787902144
3.38,10.408752371038942,10.401079410487013,10.404915890762977,10.43731729518814,10.411396171648011
3.43,10.40946496569705,10.274618373144769,10.342041669420908,10.43731729518814,10.361096794574356
3.48,10.414290821658684,10.4903045581996,10.452297689929143,10.277418786497565,10.417321909242828
3.53,10.4908614653584,10.43306735432577,10.461964409842086,10.277418786497565,10.425055285173181
3.58,10.293163218296025,10.419048021656154,10.35610561997609,10.277418786497565,10.340368253280385
3.63,10.579296879152825,10.52069978212106,10.549998330636942,10.277418786497565,10.495482421809067
3.68,10.580687042665488,10.56307771646508,10.571882379565285,10.277418786497565,10.51298966095174
3.73,10.721976161498358,10.443608145663704,10.582792153581032,10.277418786497565,10.52171748016434
3.78,10.767452439467416,10.6175966178366,10.692524528652008,10.277418786497565,10.609503380221119
3.83,10.52882780165506,10.558874511868057,10.543851156761558,10.277418786497565,10.49056468270876
3.88,10.657088927988518,10.843932552589918,10.750510740289219,10.277418786497565,10.655892349530887
3.93,10.783765790433756,10.821649047034857,10.802707418734308,10.277418786497565,10.697649692286959
3.98,10.657705479836856,10.75690815430878,10.70730681707282,10.499505730586778,10.665746599775611
4.03,10.770053718807535,10.666673401548053,10.718363560177794,10.499505730586778,10.674591994259591
4.08,10.80585323638922,10.94197032154564,10.873911778967429,10.499505730586778,10.799030569291299
4.130000000000001,10.843101546464403,10.693962743957792,10.768532145211097,10.499505730586778,10.714726862286234
4.180000000000001,10.69993659869733,10.856028814584503,10.777982706640916,10.499505730586778,10.722287311430089
4.23,10.820309319679945,10.857207844145844,10.838758581912895,10.499505730586778,10.770908011647672
4.28,10.85476792905481,10.827694806902088,10.841231367978448,10.499505730586778,10.772886240500114
4.33,11.038550951296408,10.889325979224308,10.963938465260359,10.499505730586778,10.871051918325643
4.380000000000001,11.000724037017036,11.233216863639388,11.116970450328212,10.499505730586778,10.993477506379925
4.430000000000001,10.86114058470497,10.960290541541957,10.910715563123464,10.499505730586778,10.828473596616128
4.48,11.071337463299743,11.138782416250892,11.105059939775318,10.636049229588304,11.011257797737915
4.53,10.94613651457007,10.915505664754516,10.930821089662292,10.636049229588304,10.871866717647496
4.58,10.957934604784208,10.922999603481312,10.940467104132761,10.636049229588304,10.879583529223869
4.630000000000001,11.05387446007935,10.88716079289839,10.97051762648887,10.636049229588304,10.903623947108759
4.680000000000001,11.26551836040622,11.163806745618404,11.214662553012312,10.636049229588304,11.09893988832751
4.73,11.033049101559977,11.084261613487357,11.058655357523666,10.636049229588304,10.974134131936594
4.78,11.13503538008706,11.181237462861391,11.158136421474225,10.636049229588304,11.053718983097042
4.830000000000001,11.226225679639729,11.199964241485306,11.213094960562518,10.636049229588304,11.097685814367676
4.880000000000001,11.187514277826097,11.14670901705356,11.167111647439828,10.636049229588304,11.060899163869525
4.930000000000001,11.014891663479176,11.19571904954703,11.105305356513103,10.636049229588304,11.011454131128144
4.98,11.101222631362704,11.247424992523284,11.174323811942994,11.031172294144913,11.145693508383378
5.03,11.20258563302013,11.16003119231502,11.181308412667576,11.031172294144913,11.151281188963043
5.080000000000001,11.092121327068664,11.302699423375412,11.197410375222038,11.031172294144913,11.164162759006613
5.130000000000001,11.25160565420369,11.271675806713109,11.2616407304584,11.031172294144913,11.215547043195702
5.180000000000001,11.305719157987276,11.173261782973574,11.239490470480426,11.031172294144913,11.197826835213323
5.23,11.215892071910886,11.257893126650938,11.236892599280912,11.031172294144913,11.195748538253712
5.28,11.242659607692453,11.416937431225508,11.32979851945898,11.031172294144913,11.270073274396166
5.330000000000001,11.363979019627422,11.31853022358776,11.341254621607591,11.031172294144913,11.279238156115056
5.380000000000001,11.401197864803624,11.359750012908298,11.38047393885596,11.031172294144913,11.310613609913752
5.430000000000001,11.535618939292174,11.33472959981271,11.435174269552443,11.031172294144913,11.354373874470937
5.48,11.41844533551835,11.293344419135696,11.355894877327023,11.329048516069902,11.3505256050756
5.53,11.52811869107087,11.608417918932211,11.568268305001542,11.329048516069902,11.520424347215215
5.580000000000001,11.474496808627894,11.307409628911673,11.390953218769784,11.329048516069902,11.378572278229807
5.630000000000001,11.33000796721767,11.60785226071788,11.468930113967776,11.329048516069902,11.440953794388202
5.680000000000001,11.261821900310258,11.48376116706827,11.372791533689263,11.329048516069902,11.364042930165391
5.73,11.46100503435456,11.386006863699247,11.423505949026904,11.329048516069902,11.404614462435504
5.78,11.54880017201136,11.529532750442671,11.539166461227016,11.329048516069902,11.497142872195592
5.830000000000001,11.45687800525809,11.522965230400269,11.489921617829179,11.329048516069902,11.457746997477324
5.880000000000001,11.67576250916142,11.598539631318792,11.637151070240105,11.329048516069902,11.575530559406065
5.930000000000001,11.669578774753411,11.62220735873822,11.645893066745817,11.329048516069902,11.582524156610635
5.98,11.521307711036954,11.625573701868545,11.57344070645275,10.437729854059633,11.346298535974128
6.03,11.6932118862202,11.494352768722797,11.593782327471498,10.437729854059633,11.362571832789126
