timestamp_s,imu_ax_mps2,imu_gyroz_rps,wheel_left_mps,wheel_right_mps,front_distance_m,gps_speed_mps
0.0,0.6503450324356632,-0.004005049829585,8.067566048732765,8.010026163421102,,7.997545160473317
0.1,0.8381289667230616,-0.0229041795209905,8.048313319434905,8.141135145543423,25.88716650919801,7.997545160473317
0.2,0.7800474512819181,0.0199320025900782,8.019699635797158,8.104195752161106,25.707049199293717,7.997545160473317
0.30000000000000004,0.7839310412221295,0.0264692413222828,8.380525410584685,8.322162382739764,24.8165972069284,7.997545160473317
0.4,0.501535926471077,0.0389043436848414,8.27085387959554,8.064379924767039,24.829913568521437,7.997545160473317
0.5,0.7474506461390952,-0.0394643458491327,8.377764854260827,8.461535531265442,24.448536236173453,8.975629819482474
0.6000000000000001,0.7197680689644204,0.0144705708500407,8.353715125973036,8.342040529729948,25.015775014468755,8.975629819482474
0.7000000000000001,0.7807955664340397,0.0488364512105673,8.534211545729034,8.8579086259858,24.785178961422105,8.975629819482474
0.8,0.8460143084208624,-0.0002063874056428,8.650685873951605,8.606329689404838,25.2688707349025,8.975629819482474
0.9,0.6792016414937062,0.0213276568259391,8.647115558638461,8.63445037494562,24.7109699678614,8.975629819482474
1.0,0.7567342869114222,0.024852532066699,8.890811295798917,8.575898594475785,23.42380220362747,8.382451424391624
1.1,0.6794296698185918,0.0615603290019839,8.728648061525162,8.83079573170276,25.09014878352879,8.382451424391624
1.2000000000000002,0.6805726597959891,0.0661426904535544,8.943981596004209,8.851761954011197,24.15771531162968,8.382451424391624
1.3,0.9055493581220396,0.0167791683772824,9.02171448465062,8.875544382488082,24.25955195956745,8.382451424391624
1.4000000000000001,0.7120256740440818,0.0642352531390993,9.032744469083896,8.859133704441682,25.253973807903147,8.382451424391624
1.5,0.702939916173036,0.0320745608725729,9.116638468418824,9.069403772827618,23.47793369164912,9.889287969166295
1.6,0.6534248372195958,0.0599470515775678,9.233399813614646,9.063786812834977,24.69061327780975,9.889287969166295
1.7000000000000002,0.688657647181338,0.0418107592163286,9.030537615975785,9.093425311062028,24.52175890229616,9.889287969166295
1.8,0.865296725748925,0.0505082523967039,9.467896336182555,9.12608171853071,25.81399444299611,9.889287969166295
1.9000000000000001,0.5646597547598159,0.1123366010697625,9.472617149721597,9.420366172098523,24.09030895430378,9.889287969166295
2.0,0.6433554020673055,0.0831044587015218,9.375240590231714,9.51134527388153,24.75399862934329,9.480820009707484
2.1,0.7420728072277808,0.0798049568385391,9.80777388232428,9.529440905202769,24.684963209912507,9.480820009707484
2.2,0.8585202398262739,0.1243691199956678,9.56800975559807,9.411522297488665,24.37019713520791,9.480820009707484
2.3000000000000003,0.8190953918103251,0.0613106625109556,9.649753753185582,9.76633717643315,24.707065033800006,9.480820009707484
2.4000000000000004,0.6353240509475604,0.0678340320285336,9.78055914025691,9.896741433606485,24.369416653995785,9.480820009707484
2.5,0.7083555393888323,0.0468064174864136,9.703041722130584,9.8426655101391,25.337577506986783,9.774938808508448
2.6,0.598116708651692,0.0943728982387741,9.872383850774373,9.928931736122127,24.22048899017877,9.774938808508448
2.7,0.663766944918352,0.0726127356063022,9.921135766859624,9.9432534051604,24.652645530183683,9.774938808508448
2.8000000000000003,0.6027028328122119,0.1462072820319489,10.220766084898711,10.200265820738016,25.503665711593964,9.774938808508448
2.9000000000000004,0.7574923599104966,0.0435610161949153,10.095753288962191,9.982775935644666,24.274645559384822,9.774938808508448
3.0,0.6415087693890088,0.0845342207202448,10.07217674436206,10.11356377399816,24.588282688848743,10.43731729518814
3.1,0.5775399858790368,0.0710739438069623,10.064593635583355,10.331887808837564,24.8281677440783,10.43731729518814
