timestamp,vehicle_speed_kmh,steering_deg,yaw_rate_dps,front_distance_m,imu_ax_mps2,imu_ay_mps2,battery_v,gear
2026-08-03 09:00:17.700,39.79471939967217,-0.9216003289541657,-0.9959756510059955,21.54212138082615,-3.231354488769793,-0.008339236333686441,12.598990510947381,D
2026-08-03 09:00:01.400,37.150365857062944,2.076705772886045,1.7448077362452241,24.88347284147955,-2.8823932853831695,0.04890469126670516,12.605300847350748,D
2026-08-03 09:00:16.200,43.44305340670429,-2.423165782063834,-2.2718640959263348,23.5520131591864,-0.2739735800876375,-0.06866377810628133,12.606605065618886,D
2026-08-03 09:00:29.500,28.183892302267715,-1.4294359265202348,-1.4498622894196844,20.08242081266281,0.8095789554605927,0.018140176221457378,12.572291855347368,D
2026-08-03 09:00:35.800,26.601419964949216,-2.5418611644599824,-2.2094644570892563,20.294288671597595,-0.617355883522013,-0.0015299972144655824,12.575304801485588,D
2026-08-03 09:00:03.000,40.89455196098897,2.2108322209152638,1.7721011642334075,26.720463749570175,-1.0978950402117529,0.08470268786341477,12.611521967228926,D
2026-08-03 09:00:35.200,26.7114326271269,-3.4774500632817924,-2.8507478466911267,20.48548285596673,0.06591481801518839,-0.09097307653682835,12.569124093526455,D
2026-08-03 09:00:28.500,28.02199554144916,-0.37160608905099785,-0.1952218781802969,19.887492364791488,2.1082309381398336,0.03340133841170986,12.623572525975009,D
2026-08-03 09:00:10.200,42.520870383382494,-1.8169481547618094,-1.8021823776297337,24.693709114285465,-0.8812298348660543,-0.010305460628897128,12.592564102587065,D
2026-08-03 09:00:08.400,41.02130511303096,1.168559525191429,1.3210469536346627,25.038475781778573,1.5289239029394532,-0.07529550707106104,12.60144593823876,D
2026-08-03 09:00:32.300,27.939508924256764,-4.156320866935513,-3.294478927336613,20.16263072175313,0.9666664793825845,-0.05741964019874629,12.56698350506668,D
2026-08-03 09:00:06.500,42.35813727942993,3.1316330644666275,2.5799426445136273,26.435189468169195,-1.5365430806577236,0.07731709476227035,12.598185967207536,D
2026-08-03 09:00:35.600,27.832323379827287,-3.357703876793227,-2.2904591421121627,20.83703515042081,0.15203578635504272,-0.03230510370043495,12.564619657851647,D
2026-08-03 09:00:14.100,41.03863337877301,-3.5521005392705605,-3.274370172084272,24.42055056205893,-4.392550577516389,-0.0715854055076083,12.56809958500473,D
2026-08-03 09:00:10.400,41.85072043239967,-1.8362077506084993,-2.027519746459553,25.1788188853823,-1.435503839491821,-0.009281543765435298,12.599152214595135,D
2026-08-03 09:00:28.400,27.32429937202007,-0.33616840852824,-0.2680367394626053,19.33968232854227,-1.6464927939932366,0.04631081003470257,12.587986861941195,D
2026-08-03 09:00:26.500,31.411288556436986,1.963517193016555,1.7604081995416627,20.97735621101525,-0.6284574370403466,0.023650240809766715,12.59617578545128,D
2026-08-03 09:00:21.600,36.092532871499685,3.8427645054026978,2.7289522515664886,18.80907015353419,0.27185769200919285,0.07121643300041322,12.588488892953249,D
2026-08-03 09:00:31.300,27.757917909030912,-4.042665588121001,-3.08858413673308,20.582182282322677,-1.6475830413847181,-0.04882721844972934,12.580383381467046,D
2026-08-03 09:00:02.800,38.61062587238439,3.352570144441921,2.5705411065778287,26.554867943307425,0.28718102230042986,0.023971659099884662,12.637418522248009,D
2026-08-03 09:00:00.300,36.471429855896794,-0.1299343744018921,-0.5529391064925115,25.118269551534862,-4.070222839897648,-0.022963724688182467,12.612368430820547,D
2026-08-03 09:00:11.100,43.28439255731416,-2.3228836818091345,-1.3898754849062358,25.633388484162765,-1.776972256866658,-0.027153998854308917,12.567091054948989,D
2026-08-03 09:00:08.600,41.97280005498619,1.6195140249351216,1.2559426229887458,27.40797639646253,-0.5883847676566004,-0.017586077818502376,12.559756659677461,D
2026-08-03 09:00:28.800,28.038153727629986,-0.6151117734032675,-0.2652149696336722,20.552660705886506,-0.43281129650973243,-0.040497522054850285,12.586579317431474,D
2026-08-03 09:00:21.200,35.939003873371135,2.9540182979172775,2.7128068989979752,19.76283138652745,1.1311850725130412,0.08852745756697517,12.57650444101996,D
2026-08-03 09:00:32.700,26.926366274694647,-3.2325577930771434,-2.423267895474127,21.059225706922177,0.7210927019806704,-0.07176321835344328,12.584259174869274,D
