sample_id,accel_measurement_mps2,gyro_measurement_rps,temperature_c,accel_temp_measurement_mps2,sensor_a_mps2,sensor_b_mps2,device_id,hier_measurement_mps2,outlier_measurement_mps2,outlier_true
0,0.04361081004650841,-0.004331849165424699,20.0,-0.024369210376965295,-0.0032139797375155543,0.03765135230071458,0,0.0554645298651879,0.04361081004650841,0
1,0.022905648387845423,-0.017038540819557028,20.14644351464435,0.033866429331220894,0.051405965827525525,0.11052670643943684,0,0.01829873137920068,0.022905648387845423,0
2,0.0745741145091687,-0.016732149884687977,20.292887029288703,0.007826693853649112,0.018628538886176896,0.11025525058582894,0,0.08180065947597565,0.0745741145091687,0
3,0.0665131272738523,-0.014978538974520807,20.439330543933053,0.07276338616349062,0.041196024000529935,0.1454640474535929,0,0.02771818508566029,0.0665131272738523,0
4,0.06637688425091175,-0.019549327752893628,20.585774058577407,0.0681287588857307,0.03628136086822557,0.037165930198823464,0,0.055011659845510194,0.28036147181094817,1
5,0.06991074538501639,-0.0106415166229403,20.732217573221757,-0.006830847162168516,0.03130016112484195,0.009585766456947205,0,-0.014004842619879498,0.06991074538501639,0
6,0.013074796219781921,-0.01822924934301226,20.87866108786611,0.07246521556717682,0.05254002212904432,-0.0662494457664318,0,0.03133373681997351,0.013074796219781921,0
7,0.015860866959372125,-0.024192023596583477,21.02510460251046,0.0026418191519920337,0.034090189268625906,0.055405810995728555,0,0.05005879744380805,0.015860866959372125,0
8,0.011065807905564155,-0.02530250975211884,21.171548117154813,0.03066083945724881,0.015887007241073187,-0.027565606103241436,0,0.0515299519611688,0.011065807905564155,0
9,-0.0064337757011286995,0.005224226369511911,21.317991631799163,-0.033929314415627715,0.1258464022048597,0.020227078625529485,0,0.10361467214814382,-0.0064337757011286995,0
10,0.09960090566680835,-0.014280059697739475,21.464435146443513,0.021914491212018484,0.07892149963042737,0.07346505172258377,0,0.04501505677138157,0.09960090566680835,0
11,0.07380824656156318,-0.012521393411939287,21.610878661087867,0.047990561706516055,0.08305170546354776,0.1697147796042095,0,0.00886763701909913,0.07380824656156318,0
12,0.03326341248806811,-0.027268563433052256,21.757322175732217,0.0968868543686088,0.10730915876633407,0.05083934767951679,0,0.08958610471747888,0.03326341248806811,0
13,0.05999520130755548,-0.0020758037338995047,21.90376569037657,0.054364830779751065,0.0623423060070874,-0.007368414287810696,0,-0.0041161005111713875,0.05999520130755548,0
14,0.06364031193416667,-0.01109476914853748,22.05020920502092,-0.015257722882211416,0.08785409492200347,0.0738435004358713,0,0.019100017322781344,0.06364031193416667,0
15,0.03519694199423136,-0.02278181948227961,22.196652719665273,0.04705469391405978,0.13530032132073871,0.13213712045928558,0,0.06362997879908329,0.03519694199423136,0
16,0.03020848078430073,-0.005604270548532835,22.343096234309623,0.022701662156576402,0.06729201869732397,0.0790143290872531,0,0.07024301203761485,0.03020848078430073,0
17,0.01255076932878154,-0.009788253018800945,22.489539748953973,0.030089042183857034,-0.006232897299870449,0.13005722083278587,0,0.025991930849975274,0.01255076932878154,0
18,0.07499109473371454,-0.007456142946952915,22.635983263598327,0.03410080810974299,0.13731668911372907,0.13556612753998531,0,-0.007053668475284831,0.07499109473371454,0
19,0.03590714740283826,-0.009484730814751317,22.782426778242677,0.03751731620160358,0.017118605590301414,0.0258054011154931,0,0.05352846031067728,0.03590714740283826,0
20,-0.010979208453660398,-0.008207270450010823,22.92887029288703,0.07850223140527669,0.07005780716552794,-0.033294962530687866,0,0.07644707587552457,-0.010979208453660398,0
21,0.07536844514392031,-0.012314343709569783,23.07531380753138,0.09116087491515984,0.009986247619755764,0.04757833668233716,0,0.0598066756828808,0.07536844514392031,0
22,0.10551905370837339,-0.011694611162897633,23.221757322175733,0.041404672976438336,0.0009643412754829633,0.11778958285390781,0,0.03772474558218209,0.10551905370837339,0
23,0.020381643580214673,-0.018643639884992656,23.368200836820083,-0.00750020704589037,0.09289855850392831,0.07482759240363461,0,0.02197846133154813,0.020381643580214673,0
24,-0.00410575036107922,0.0018755189777774645,23.514644351464433,0.030328499476962544,0.04408450158520537,0.06940027927166827,0,0.05919277224012984,-0.00410575036107922,0
25,0.10395644581094972,0.0069554782063376685,23.661087866108787,-0.012446942029568267,0.004996100484704072,0.0028486468475978494,0,-0.01502002467872448,0.10395644581094972,0
26,0.07392388952954934,-0.006919403203496672,23.807531380753137,0.08923055353051107,0.05995656292057009,0.0868982652383749,0,0.019240602072235526,0.07392388952954934,0
27,0.07433504738806235,-0.008583825656208851,23.95397489539749,0.012441691474249603,0.061491269819127725,0.07325584260502596,0,-0.035256813984336034,0.07433504738806235,0
28,0.06566577658206646,-0.01695108103338695,24.10041841004184,0.06097287839677344,0.08270381311641932,0.13490551944983964,0,-0.00540450940641278,0.06566577658206646,0
29,0.0637336067524713,-0.023238220427386963,24.246861924686193,0.039079984525020386,0.09599567164581004,0.1420857384572743,0,0.013498317902686362,0.0637336067524713,0
30,0.037078507388297995,-0.007312729025611963,24.393305439330543,0.06150121575701421,0.10366647895035436,0.14564072980712867,0,0.004571748722731701,0.037078507388297995,0
31,-0.005240298502107693,0.005956148877316462,24.539748953974893,0.05036333272034185,0.12787136431805451,0.08277299096925493,0,0.08438457757206112,-0.005240298502107693,0
32,0.09965309808708012,-0.0231132929688819,24.686192468619247,0.007730834471363475,0.08879401629902786,0.10637348411051128,0,0.010324825684489346,0.09965309808708012,0
33,0.007552765343531505,-0.0015069989228021184,24.8326359832636,0.05202516511811504,-0.028062929826673744,0.11420867895458418,0,0.0904408687064154,0.007552765343531505,0
34,0.09682462075787883,-0.008561987547799875,24.97907949790795,0.039023649707225334,0.008530730942935445,0.0027423208042344077,0,0.059467422743270715,0.09682462075787883,0
35,0.013364778030415199,-0.0006536009156516611,25.1255230125523,-0.005064998145162779,0.06494960864839618,0.042768015142733554,0,0.09379688363811202,0.013364778030415199,0
36,0.07760244075314376,-0.00577964241295667,25.271966527196653,0.0566403237393326,0.04250303308673435,0.09692424548498807,0,0.05291701489102911,0.07760244075314376,0
37,0.015236797008008993,-0.020944111328156087,25.418410041841003,0.054923609176081675,0.04111951362266555,0.011016447740666332,0,0.029737571778243783,0.015236797008008993,0
38,0.0020960700156873666,-0.013194526937512762,25.564853556485353,0.08588334090634395,0.11746050738033141,0.08524616204167731,0,-0.0024751560804566197,0.0020960700156873666,0
39,0.12223193392322663,-0.005800686021618381,25.711297071129707,0.014226593853758657,0.02988098063788912,0.034177888120438565,0,0.025197383501223396,0.12223193392322663,0
40,0.068089514994811,-0.009067621458760673,25.85774058577406,0.060486664196672354,0.001892155376298707,-0.00017755034830219812,0,-0.025722590810366437,0.068089514994811,0
41,0.07081232332524026,-0.004539444657660249,26.00418410041841,0.02456803437011286,0.020963629372033103,0.11183780054825737,0,-0.0038450833226092926,0.07081232332524026,0
42,0.036415032777731775,-0.03154154346688835,26.15062761506276,0.03965275055641227,0.0810148944163642,0.05715388935017752,0,0.053762757682134496,0.036415032777731775,0
43,0.031268234093392855,0.002430444206048616,26.297071129707113,0.03654560230832793,0.02630754356765993,0.08372365720726134,0,0.05573968991965121,0.031268234093392855,0
44,0.09696626626666001,-0.02456652874085255,26.443514644351463,0.048693742902410624,0.04345095226949047,0.08419444082857197,0,0.05623054692098254,0.09696626626666001,0
45,0.058259031148634635,0.0027883174885796457,26.589958158995817,0.09671327947119539,0.09556647300835547,0.06440530321954234,0,-0.02265265692734255,0.058259031148634635,0
46,0.03664544223839568,-0.02437887511835267,26.736401673640167,0.06804231217259442,0.08741635031146285,0.05215431536929728,0,-0.01945865863495433,0.03664544223839568,0
47,0.026184219864281984,-0.011884738756723854,26.88284518828452,0.06999986610216423,0.10455502293275223,0.13023549944920487,0,-0.0026094225524954592,0.026184219864281984,0
48,0.04117723556285984,-0.013306178440395267,27.02928870292887,0.06107733557825329,0.03356125036093126,0.1350013796527189,0,0.12690194968808313,0.04117723556285984,0
49,0.0037097797030945165,-0.025063720919389257,27.17573221757322,0.08113009245901553,0.032973716453283654,-0.023874571842224815,0,0.11961887014700923,0.2300977345307077,1
50,0.0896160908548368,-0.015238937980241134,27.322175732217573,0.0706205191761824,0.03182638226724262,0.022289440062838742,0,0.056812399082092874,0.0896160908548368,0
51,0.06553738782334945,-0.007809879934587399,27.468619246861923,0.024057566712834932,0.1163740638365668,0.039529928406016296,0,0.04588750266198892,0.06553738782334945,0
52,0.11244651571244177,0.00881876527936372,27.615062761506277,0.09472761363105484,0.042003382548107926,-0.008465008055100864,0,0.06464954319499192,0.11244651571244177,0
