x_m,y_m
3.0,0.0
2.998971974926672,0.07853084492361945
2.9958886042637216,0.1570078687288315
2.990752001199384,0.23537728718353484
2.9835656861048196,0.31358538980296036
2.974334584121431,0.3915785766601547
2.9630650217854133,0.46930339512069263
2.9497647226918637,0.5467065764764423
2.934442802201417,0.623735072453278
2.9171097611930294,0.7003360915677161
2.897777478867205,0.7764571353075622
2.876459204604579,0.8520460341117677
2.8531695488854605,0.9270509831248421
2.827924473276535,1.0014205777013128
2.8007412794916053,1.0751038486359006
2.77163859753386,1.1480502970952693
2.7406363729278027,1.2202099292274005
2.7077558530495818,1.2915332904248853
2.673019572565104,1.3619714992186402
2.6364513379858963,1.4314762807788253
2.598076211353316,1.4999999999999998
2.5579204930622765,1.5674956941478464
2.516011703836272,1.633917105045081
2.4723785658660473,1.6992187107744985
2.4270509831248424,1.7633557568774194
2.3800600208737057,1.8262842870261617
2.3314378843709127,1.8879611731495123
2.2812178968000927,1.948344144990551
2.229434476432183,2.0073918190765743
2.176123113036863,2.0650637270812617
2.121320343559643,2.1213203435596424
2.065063727081262,2.1761231130368626
2.0073918190765747,2.2294344764321825
1.948344144990551,2.2812178968000927
1.8879611731495125,2.3314378843709123
1.826284287026162,2.3800600208737057
1.7633557568774194,2.4270509831248424
1.699218710774499,2.472378565866047
1.6339171050450816,2.5160117038362717
1.5674956941478468,2.5579204930622765
1.5000000000000004,2.598076211353316
1.4314762807788257,2.636451337985896
1.3619714992186405,2.6730195725651034
1.2915332904248857,2.7077558530495818
1.2202099292274011,2.7406363729278027
1.1480502970952695,2.77163859753386
1.075103848635901,2.8007412794916053
1.0014205777013134,2.8279244732765347
0.9270509831248424,2.8531695488854605
0.8520460341117683,2.876459204604579
0.7764571353075629,2.8977774788672046
0.7003360915677164,2.9171097611930294
0.6237350724532784,2.9344428022014166
0.5467065764764429,2.9497647226918637
0.46930339512069275,2.9630650217854133
0.39157857666015516,2.974334584121431
0.313585389802961,2.9835656861048196
0.235377287183535,2.990752001199384
0.1570078687288319,2.9958886042637216
0.07853084492362009,2.998971974926672
1.8369701987210297e-16,3.0
-0.07853084492361906,2.998971974926672
-0.15700786872883085,2.9958886042637216
-0.23537728718353462,2.990752001199384
-0.31358538980296,2.98356568610482
-0.39157857666015417,2.9743345841214315
-0.4693033951206924,2.9630650217854133
-0.5467065764764419,2.9497647226918637
-0.6237350724532773,2.934442802201417
-0.700336091567716,2.91710976119303
-0.7764571353075619,2.897777478867205
-0.8520460341117673,2.8764592046045796
-0.927050983124842,2.853169548885461
-1.0014205777013123,2.827924473276535
-1.0751038486359001,2.8007412794916053
-1.1480502970952693,2.77163859753386
-1.2202099292274,2.7406363729278027
-1.2915332904248849,2.707755853049582
-1.36197149921864,2.673019572565104
-1.4314762807788242,2.6364513379858967
-1.4999999999999993,2.598076211353316
-1.5674956941478464,2.557920493062277
-1.6339171050450803,2.5160117038362726
-1.6992187107744978,2.4723785658660473
-1.7633557568774192,2.4270509831248424
-1.8262842870261609,2.380060020873706
-1.8879611731495118,2.331437884370913
-1.9483441449905508,2.281217896800093
-2.007391819076574,2.2294344764321834
-2.0650637270812613,2.1761231130368635
-2.1213203435596424,2.121320343559643
-2.176123113036862,2.0650637270812626
-2.229434476432182,2.007391819076575
-2.2812178968000927,1.9483441449905512
-2.331437884370912,1.8879611731495132
-2.3800600208737053,1.8262842870261626
-2.427050983124842,1.7633557568774196
-2.4723785658660464,1.6992187107744994
-2.5160117038362717,1.6339171050450818
-2.5579204930622765,1.5674956941478468
-2.5980762113533156,1.5000000000000009
-2.636451337985896,1.431476280778826
-2.6730195725651034,1.3619714992186407
-2.7077558530495813,1.2915332904248866
-2.7406363729278023,1.2202099292274013
-2.77163859753386,1.1480502970952697
-2.800741279491605,1.075103848635902
-2.8279244732765347,1.0014205777013134
-2.8531695488854605,0.9270509831248426
-2.8764592046045787,0.852046034111769
-2.8977774788672046,0.7764571353075631
-2.9171097611930294,0.7003360915677166
-2.9344428022014166,0.6237350724532792
-2.9497647226918637,0.5467065764764432
-2.963065021785413,0.46930339512069297
-2.974334584121431,0.39157857666015594
-2.9835656861048196,0.3135853898029612
-2.990752001199384,0.2353772871835352
-2.9958886042637216,0.15700786872883277
-2.998971974926672,0.07853084492362027
-3.0,3.6739403974420594e-16
-2.998971974926672,-0.0785308449236182
-2.9958886042637216,-0.15700786872883069
-2.990752001199384,-0.23537728718353446
-2.98356568610482,-0.31358538980295914
-2.9743345841214315,-0.39157857666015394
-2.9630650217854133,-0.4693033951206922
-2.9497647226918637,-0.546706576476441
-2.934442802201417,-0.6237350724532772
-2.91710976119303,-0.7003360915677158
-2.897777478867205,-0.7764571353075611
-2.8764592046045796,-0.852046034111767
-2.853169548885461,-0.9270509831248419
-2.8279244732765356,-1.0014205777013117
-2.8007412794916053,-1.0751038486359
-2.7716385975338604,-1.148050297095269
-2.740636372927803,-1.2202099292273996
-2.707755853049582,-1.2915332904248846
-2.673019572565104,-1.36197149921864
-2.6364513379858967,-1.4314762807788242
-2.5980762113533165,-1.4999999999999991
-2.557920493062277,-1.567495694147846
-2.5160117038362726,-1.6339171050450803
-2.4723785658660473,-1.6992187107744978
-2.427050983124843,-1.7633557568774192
-2.380060020873706,-1.8262842870261609
-2.331437884370913,-1.8879611731495114
-2.281217896800093,-1.9483441449905508
-2.229434476432184,-2.007391819076574
-2.1761231130368635,-2.0650637270812613
-2.121320343559643,-2.1213203435596424
-2.065063727081263,-2.176123113036862
-2.0073918190765756,-2.229434476432182
-1.9483441449905523,-2.281217896800092
-1.8879611731495136,-2.331437884370912
-1.8262842870261626,-2.380060020873705
-1.7633557568774196,-2.427050983124842
-1.6992187107744985,-2.4723785658660473
-1.6339171050450831,-2.516011703836271
-1.5674956941478482,-2.5579204930622756
-1.5000000000000013,-2.598076211353315
-1.431476280778826,-2.636451337985896
-1.3619714992186407,-2.6730195725651034
-1.2915332904248853,-2.7077558530495818
-1.2202099292274027,-2.740636372927802
-1.148050297095271,-2.7716385975338595
-1.0751038486359021,-2.800741279491605
-1.0014205777013137,-2.8279244732765347
-0.9270509831248427,-2.8531695488854605
-0.8520460341117679,-2.876459204604579
-0.7764571353075645,-2.897777478867204
-0.700336091567718,-2.9171097611930294
-0.6237350724532793,-2.9344428022014166
-0.5467065764764434,-2.9497647226918637
-0.4693033951206931,-2.963065021785413
-0.3915785766601549,-2.974334584121431
-0.3135853898029627,-2.9835656861048196
-0.2353772871835367,-2.990752001199384
-0.15700786872883293,-2.9958886042637216
-0.07853084492362045,-2.998971974926672
-5.51091059616309e-16,-3.0
0.07853084492361934,-2.998971974926672
0.15700786872882916,-2.9958886042637216
0.23537728718353296,-2.9907520011993842
0.31358538980295897,-2.98356568610482
0.39157857666015383,-2.9743345841214315
0.469303395120692,-2.9630650217854133
0.5467065764764423,-2.9497647226918637
0.6237350724532758,-2.9344428022014175
0.7003360915677144,-2.9171097611930303
0.7764571353075609,-2.897777478867205
0.8520460341117669,-2.8764592046045796
0.9270509831248417,-2.853169548885461
1.0014205777013128,-2.827924473276535
1.0751038486358986,-2.8007412794916062
1.1480502970952675,-2.771638597533861
1.2202099292273993,-2.740636372927803
1.2915332904248844,-2.707755853049582
1.3619714992186398,-2.673019572565104
1.431476280778825,-2.6364513379858963
1.499999999999998,-2.598076211353317
1.567495694147845,-2.5579204930622774
1.63391710504508,-2.5160117038362726
1.6992187107744976,-2.4723785658660473
1.7633557568774187,-2.427050983124843
1.8262842870261617,-2.3800600208737057
1.8879611731495105,-2.331437884370914
1.9483441449905494,-2.281217896800094
2.0073918190765734,-2.229434476432184
2.0650637270812613,-2.1761231130368635
2.121320343559642,-2.121320343559643
2.176123113036863,-2.065063727081262
2.229434476432181,-2.0073918190765765
2.2812178968000913,-1.9483441449905525
2.331437884370912,-1.8879611731495136
2.380060020873705,-1.8262842870261626
2.427050983124842,-1.76335575687742
2.472378565866047,-1.699218710774499
2.516011703836271,-1.6339171050450831
2.5579204930622756,-1.5674956941478484
2.598076211353315,-1.5000000000000013
2.6364513379858954,-1.4314762807788262
2.6730195725651034,-1.361971499218641
2.7077558530495818,-1.2915332904248855
2.740636372927802,-1.2202099292274027
2.7716385975338595,-1.148050297095271
2.8007412794916045,-1.0751038486359024
2.8279244732765347,-1.0014205777013139
2.8531695488854605,-0.9270509831248428
2.876459204604579,-0.8520460341117682
2.897777478867204,-0.7764571353075647
2.9171097611930294,-0.7003360915677183
2.9344428022014166,-0.6237350724532796
2.9497647226918637,-0.5467065764764435
2.963065021785413,-0.46930339512069336
2.974334584121431,-0.39157857666015505
2.9835656861048196,-0.3135853898029629
2.990752001199384,-0.23537728718353687
2.9958886042637216,-0.1570078687288331
2.998971974926672,-0.07853084492362064
3.0,-7.347880794884119e-16
