timestamp,lot_id,recipe_id,temperature_c,pressure_kpa,gas_flow_sccm,vibration_rms,motor_current_a
2026-08-03 09:00:00,LOT_A,RCP_01,64.95454281887962,101.34825689041145,499.18827012583586,1.7983834079484735,8.051758320188252
2026-08-03 09:00:01,LOT_A,RCP_01,64.44093977389137,101.24872563933906,502.2281717991604,1.7737409451354245,7.928915011384712
2026-08-03 09:00:02,LOT_A,RCP_01,65.32468680138732,101.58682599236573,499.3806317306757,1.8402835005475902,8.106453418888988
2026-08-03 09:00:03,LOT_A,RCP_01,65.39746805692266,101.29869001102907,498.17376513373426,1.9100193311556075,8.247197665951813
2026-08-03 09:00:04,LOT_A,RCP_01,64.54885728406006,100.91133101304361,501.4753023425523,1.6805861524393195,7.851663024509765
2026-08-03 09:00:05,LOT_A,RCP_01,64.74223350965977,101.22858222026886,499.91511910918734,1.6951336484032444,7.825286793293501
2026-08-03 09:00:06,LOT_A,RCP_01,65.02094298293294,101.383980765194,500.1373246940661,1.8281364494456114,7.996259202351649
2026-08-03 09:00:07,LOT_A,RCP_01,64.6653580344848,101.26650789715573,500.02490356356094,1.7906809990897907,7.990232692087892
2026-08-03 09:00:08,LOT_A,RCP_01,64.93668040741153,101.27085362843707,497.6479658609416,1.8396592318147986,7.947702710273944
2026-08-03 09:00:09,LOT_A,RCP_01,64.74053624041514,101.10039598195183,500.48793784031886,1.7183531035552486,7.96761202708312
2026-08-03 09:00:10,LOT_A,RCP_01,65.27141430703189,101.49287792304614,498.0436884009097,1.8632061009116627,8.127223788294154
2026-08-03 09:00:11,LOT_A,RCP_01,65.16820623794615,101.40971765337908,500.64232726965594,1.8519848082958408,8.108722566902985
2026-08-03 09:00:12,LOT_A,RCP_01,65.068630010841,101.30677609103567,498.2179845510332,1.8327880744948764,8.049140903773596
2026-08-03 09:00:13,LOT_A,RCP_01,65.3038220289849,101.51233526198806,497.20595975190435,1.8378997167099953,8.238638737838308
2026-08-03 09:00:14,LOT_A,RCP_01,65.05057637471765,101.30278309818614,500.5489584324032,1.8734047358871575,8.066358442201496
2026-08-03 09:00:15,LOT_A,RCP_01,64.75530914816548,101.20918288154678,502.38791411292385,1.75850267848499,7.890102482201728
2026-08-03 09:00:16,LOT_A,RCP_01,65.05670411000561,101.71608449894471,498.8125161203754,1.773135551940457,8.134773271489255
2026-08-03 09:00:17,LOT_A,RCP_01,64.70832987972595,100.91416273513164,500.5185732981859,1.7812087309611901,7.9429871128599885
2026-08-03 09:00:18,LOT_A,RCP_01,65.35663432957092,101.4970025571381,499.56209503498457,1.9508552443234184,8.086155245733849
2026-08-03 09:00:19,LOT_A,RCP_01,64.77742871095833,101.19979052538821,497.7328112962382,1.8365785450129388,7.9943200776011905
