x_m,y_m
0.0,0.0
0.05,0.027270379474610557
0.1,0.054526673615715684
0.15000000000000002,0.081754804364979
0.2,0.10894070821064443
0.25,0.13607034345143426
0.30000000000000004,0.16312969744918185
0.35000000000000003,0.1901047938664527
0.4,0.21698169988541685
0.45,0.24374653340424185
0.5,0.270385470207292
0.55,0.2968847511054275
0.6000000000000001,0.3232306890427184
0.65,0.34940967616589985
0.7000000000000001,0.3754081908529204
0.75,0.40121280469694914
0.8,0.4268101894422386
0.8500000000000001,0.4521871238682574
0.9,0.47733050061853965
0.9500000000000001,0.5022273329707221
1.0,0.5268647615442728
1.05,0.5512300609424479
1.1,0.5753106463250436
1.1500000000000001,0.5990940799085506
1.2000000000000002,0.6225680773903529
1.25,0.645720514293651
1.3,0.6685394322298374
1.35,0.6910130450750827
1.4000000000000001,0.7131297450579474
1.4500000000000002,0.7348781087548747
1.5,0.7562469029904645
1.55,0.7772250906394836
1.6,0.797801836327615
1.6500000000000001,0.817966512028001
1.7000000000000002,0.8377087025506904
1.75,0.8570182109221537
1.8,0.8758850636520885
1.85,0.8942995158847935
1.9000000000000001,0.9122520564324518
1.9500000000000002,0.9297334126877236
2.0,0.9467345554131088
2.0500000000000003,0.9632467034046102
2.1,0.9792613280272822
2.15,0.9947701576203299
2.2,1.0097651817694757
2.25,1.0242386554443925
2.3000000000000003,1.0381831029990636
2.35,1.0515913220330035
2.4000000000000004,1.0644563871113475
2.45,1.076771653341883
2.5,1.0885307598071816
2.5500000000000003,1.0997276328500571
2.6,1.1103564892106472
2.6500000000000004,1.1204118390135085
2.7,1.1298884886031724
2.75,1.1387815432267034
2.8000000000000003,1.1470864095618718
2.85,1.154798798089635
2.9000000000000004,1.1619147253097037
2.95,1.168430515798045
3.0,1.1743428041052653
3.0500000000000003,1.1796485364948859
3.1,1.1843449725206183
3.1500000000000004,1.1884296864418253
3.2,1.1919005684764292
3.25,1.1947558258906301
3.3000000000000003,1.1969939839248653
3.35,1.1986138865555307
3.4000000000000004,1.199614697092077
3.45,1.1999958986091634
3.5,1.1997572942136558
3.5500000000000003,1.1988990071463212
3.6,1.1974214807181736
3.6500000000000004,1.195325478081502
3.7,1.1926120818356951
3.75,1.1892826934680738
3.8000000000000003,1.1853390326300115
3.85,1.1807831362487242
3.9000000000000004,1.1756173574751831
3.95,1.1698443644686967
4.0,1.1634671390187883
4.05,1.1564889750050829
4.1000000000000005,1.1489134766959939
4.15,1.1407445568870977
4.2,1.131986434880146
4.25,1.122643634303769
4.3,1.1127209807769904
4.3500000000000005,1.1022235994167646
4.4,1.091156912190818
4.45,1.0795266351171662
