timestamp,lot_id,chamber_temp_c,chamber_pressure_pa,rf_power_w,gas_flow_sccm,vibration_g,particle_count,process_state,true_anomaly,contextual_anomaly
2026-01-02 08:06:25,LOT-J,72.15772837241316,17.811427545608492,917.7113327260556,119.49466221003355,0.060882731889783,2,purge,1,True
2026-01-02 08:06:26,LOT-J,71.67064692929883,17.8380752339781,939.3550700223124,121.84098476895592,0.0576932534060937,6,purge,1,True
2026-01-02 08:06:27,LOT-J,71.87205884615913,18.17807491855256,935.2050300654032,118.39923201226104,0.0698653339074558,4,purge,1,True
2026-01-02 08:06:28,LOT-J,72.30730518370804,18.131516019744968,929.6999345543384,121.24955718561878,0.0901249391590891,4,purge,1,True
2026-01-02 08:06:29,LOT-J,72.33690715305883,17.947603143827774,937.3508802981416,120.38948527373532,0.0905503187514044,5,purge,1,True
2026-01-02 08:06:30,LOT-J,72.732038363584,18.298963939620105,928.1212879734628,121.41523234546275,0.0826419640281044,5,purge,1,True
2026-01-02 08:06:31,LOT-J,70.80854632225596,17.97522054974784,937.7963506530187,119.20144290332304,0.0666774260872316,5,purge,1,True
2026-01-02 08:06:32,LOT-J,71.09323783279712,17.517158909443697,916.0489569762374,120.6505186840657,0.0854652647150318,5,purge,1,True
2026-01-02 08:06:33,LOT-J,72.80406765938903,17.801026668145354,922.9789811121626,118.72357961302995,0.0732470694916151,4,purge,1,True
2026-01-02 08:06:34,LOT-J,72.33450919566515,17.631312002132958,928.218493688781,119.40295828727444,0.0829156816458731,4,purge,1,True
