timestamp,lot_id,chamber_temp_c,chamber_pressure_pa,rf_power_w,gas_flow_sccm,vibration_g,particle_count,iforest_score,lof_score,ocsvm_score,iforest_anomaly,lof_anomaly,ocsvm_anomaly,ensemble_vote_count,true_anomaly
2026-01-02 08:00:00,LOT-G,71.56378263866316,17.827740140467967,848.0759412553928,118.73952866910786,0.0789277374857382,4,0.37368191163284825,0.9811244661025321,-1.54472125067469,0,0,0,0,0
2026-01-02 08:00:01,LOT-G,72.13231420594605,18.36403684232772,851.554681268894,117.61649687616767,0.0765598946739837,2,0.3893638465372917,1.039859557177103,-1.122250866020213,0,0,0,0,0
2026-01-02 08:00:02,LOT-G,70.95702050772051,18.24524808654632,862.4577330430144,121.16153068174636,0.078534934887009,1,0.42045494898852104,1.1821933242508562,-0.2937386772088866,0,0,0,0,0
2026-01-02 08:00:03,LOT-G,72.76767444055979,17.824530329128187,863.7210249089659,121.0092992179616,0.0794310032270224,1,0.41051289564104376,1.052340102462008,-0.8666156204285178,0,0,0,0,0
2026-01-02 08:00:04,LOT-G,72.35106210751051,18.126440789283407,856.4760787743601,120.72898427230189,0.0877125758418814,3,0.3739716658542056,0.9966515306017085,-1.526044356623827,0,0,0,0,0
2026-01-02 08:00:05,LOT-G,71.83937388312935,17.731709805023506,862.4860160318335,119.08032623297284,0.0764954988492162,4,0.3828918541776659,1.0080900453946358,-1.33764087960133,0,0,0,0,0
2026-01-02 08:00:06,LOT-G,71.8284278694954,18.02372508492632,867.2964178405465,121.820374198351,0.0730879551683609,2,0.4134189798939246,1.0261669728324896,-1.125202836063587,0,0,0,0,0
2026-01-02 08:00:07,LOT-G,72.16710945227835,17.70722840233191,853.7042034901979,125.33364396452464,0.0792119094381588,1,0.4841303344105928,1.4853296985256867,6.589325781991562e-05,0,1,1,2,0
2026-01-02 08:00:08,LOT-G,71.85278683378762,18.179591639392477,836.0169746004514,120.16016589430296,0.0820018531814555,5,0.38724597624118856,1.0328990996890508,-1.2490823679582101,0,0,0,0,0
2026-01-02 08:00:09,LOT-G,71.87575012636023,18.74109274750284,860.0527938283577,120.74266640050088,0.0540295273718697,5,0.470069688143907,1.4383068662660115,9.643054752572766e-05,0,1,1,2,0
2026-01-02 08:00:10,LOT-G,72.39603730100501,18.36771000337184,840.0508337962738,118.61515554870788,0.0886679429404437,3,0.39253217571945964,1.025270444054696,-1.104652689350532,0,0,0,0,0
2026-01-02 08:00:11,LOT-G,72.28308786317557,18.182694855460703,868.6185431138018,118.62873500599272,0.095264048866887,2,0.42282057618280405,1.194384931095294,-0.5740064156896216,0,0,0,0,0
2026-01-02 08:00:12,LOT-G,71.9647296354012,17.774282121471636,867.250455175235,122.6723562485747,0.0752312428157908,4,0.43589421316240035,1.1389825078837719,-0.8016417778825793,0,0,0,0,0
2026-01-02 08:00:13,LOT-G,71.95298789024777,18.09506450312965,844.8177374032746,123.48632124573692,0.0822901614261785,3,0.41292303623832616,1.1001441279960278,-0.8459608408056103,0,0,0,0,0
2026-01-02 08:00:14,LOT-G,72.0885039774661,18.296139023797547,839.0021754931538,119.5056847603228,0.0660707729594191,1,0.3889951469394282,0.9993088924013013,-0.9209861384207425,0,0,0,0,0
