timestamp,lot_id,recipe,chamber_id,chamber_temp_c,chamber_pressure_pa,rf_power_w,gas_flow_sccm,vibration_g,particle_count,etch_rate_nm_min,uniformity_percent,defect,defect_type
2026-01-03 08:00:00,LOT-01,ETCH-B,CH-03,73.37190102405147,18.496278530820042,851.7024774431634,121.15016887858654,0.07431451257176636,2,517.6568746949785,98.14864323480485,0,normal
2026-01-03 08:01:00,LOT-01,ETCH-A,CH-01,73.14490377013237,18.247253170248047,848.4486109969087,120.09312897350827,0.06984825410333374,4,522.3070881142718,95.70535706016398,0,normal
2026-01-03 08:02:00,LOT-01,ETCH-B,CH-01,69.8620232840336,17.728834488952195,850.737151708377,119.46685715734199,0.08484964264288086,3,501.7388782044971,96.77796900519722,0,normal
2026-01-03 08:03:00,LOT-01,ETCH-A,CH-03,70.7963580180688,17.89985836545652,843.2906621352435,125.04111338422946,0.1357685478771145,5,523.3678080598156,95.10751251272502,0,normal
2026-01-03 08:04:00,LOT-01,ETCH-A,CH-03,72.15318547593334,18.039807735689948,854.857970189739,122.46812709688659,0.08121402663841804,3,519.5304734457999,95.37390197773101,0,normal
2026-01-03 08:05:00,LOT-01,ETCH-B,CH-01,71.76271609248963,17.500614244311187,868.1543832945437,117.31027055768499,0.05270483198945266,6,511.67592074439614,97.63154817183515,0,normal
2026-01-03 08:06:00,LOT-01,ETCH-C,CH-01,74.39330221585,18.264130394302605,843.7768949925639,119.16501274890588,0.06368710285945162,3,524.2901863869133,95.52977862865426,1,etch_rate
2026-01-03 08:07:00,LOT-01,ETCH-B,CH-02,73.57467612133881,18.25022315243214,859.3727894861777,120.29106155152596,0.06971635402163312,1,511.7186391503564,96.59295038327109,0,normal
2026-01-03 08:08:00,LOT-01,ETCH-A,CH-03,72.02252413135346,18.99414441896153,822.7500406774499,116.25170834559135,0.10075599002871222,3,521.4039239948033,96.35962559828931,0,normal
2026-01-03 08:09:00,LOT-01,ETCH-A,CH-01,69.82794025455443,17.353858581473002,874.897945713644,122.23884510684951,0.06701407658107494,0,520.7967770905852,95.55434121545363,0,normal
2026-01-03 08:10:00,LOT-01,ETCH-A,CH-01,70.1826430176824,18.118090924124882,822.6291267481838,113.25888928393253,0.0767993133461384,0,510.0170480909554,98.17741303248164,0,normal
2026-01-03 08:11:00,LOT-01,ETCH-B,CH-01,73.90001051834702,18.07317829527685,879.9964664727427,125.1073311938022,0.07441984962182566,6,519.7124884463826,96.55766998591946,0,normal
2026-01-03 08:12:00,LOT-01,ETCH-B,CH-03,72.9608593985164,18.062737292438573,848.7994570009157,120.94270641589245,0.11249376369129821,7,536.1402140856487,97.05600551775208,0,normal
2026-01-03 08:13:00,LOT-01,ETCH-A,CH-01,71.15752271530327,17.83161758534572,873.582028476687,122.45943646258462,0.09267702020800526,3,565.6828818653773,94.45976203549115,0,normal
2026-01-03 08:14:00,LOT-01,ETCH-A,CH-01,72.22070640534123,17.915030343654827,871.2813329715541,119.94596153632125,0.0638253641891171,3,544.523667721273,97.34875514053923,0,normal
2026-01-03 08:15:00,LOT-01,ETCH-A,CH-01,71.58359188925922,18.85261811251562,883.4704899132583,122.20513339158362,0.04817655063159403,5,511.24200532527504,94.82073031596939,0,normal
2026-01-03 08:16:00,LOT-01,ETCH-B,CH-01,72.44062202417989,17.82623728592416,839.2625021449874,119.64725481985471,0.06276905720101807,1,499.8716395720256,96.2844300502958,0,normal
2026-01-03 08:17:00,LOT-01,ETCH-B,CH-02,69.73316246710188,19.03484747123888,855.3101207755186,120.04598531397986,0.06067508156511177,1,556.5635938145325,97.21766183885843,0,normal
