component_id,component,load_index,temperature_c,observed_time_h,failure_event,true_failure_time_h
0,motor,1.3163172534004461,40.82941755554839,1226.415730841806,1,1226.415730841806
0,motor,1.3051104408068732,49.82744527680727,882.037248221171,1,882.037248221171
0,motor,0.8234569784940724,46.16363922052355,710.2884571537711,0,1189.7592980651505
0,motor,1.352108516771986,54.86184153846886,477.5384289089782,1,477.5384289089782
0,motor,1.3130619669592232,41.84111844989055,916.887580250147,1,916.887580250147
0,motor,0.8509327307658681,41.373576253611304,1189.4271452198,0,1447.707249283545
0,motor,1.31252905025374,43.296821524793316,1298.660030690798,1,1298.660030690798
0,motor,0.727292257610309,49.589021030069276,1098.2705770091868,1,1098.2705770091868
0,motor,1.0537116470597656,42.861948977881575,717.3277299895353,1,717.3277299895353
0,motor,0.8412422363886628,43.02415594340048,835.4186200911927,1,835.4186200911927
0,motor,0.9852307561898233,43.952538189959576,957.1449786086839,1,957.1449786086839
0,motor,0.9409125798207578,41.53270883670337,1143.9852280512714,1,1143.9852280512714
0,motor,1.2136491934608884,46.248608846678664,1044.2517668641808,0,1141.4825098210779
0,motor,1.217556547577469,42.231573877228804,582.2741432979667,1,582.2741432979667
0,motor,0.7243295097388156,39.07481103710286,1075.6326208154642,1,1075.6326208154642
0,motor,1.3873651411009413,38.486906601819435,638.650021167611,1,638.650021167611
0,motor,0.9485880629544955,54.648119842682775,743.2208623148379,0,1003.9751958986975
0,motor,0.770059928004882,44.322321336490866,1271.9008932514128,1,1271.9008932514128
0,motor,0.8218098519043235,45.25337995838508,534.6729677841118,1,534.6729677841118
0,motor,1.3194825820779432,37.44605465308998,669.5491868494906,1,669.5491868494906
0,motor,0.7869480673878402,50.78339802322967,922.9706276872195,0,1342.2712231598089
0,motor,1.11438394161789,46.008651627244866,528.5448484519568,1,528.5448484519568
0,motor,0.9111617337793512,39.82138968585197,881.9607134896592,0,974.5216094017946
0,motor,1.3456920437646707,48.9153861801885,1104.3427054391152,1,1104.3427054391152
0,motor,0.7662166839453496,46.70033663710538,1117.1610879898426,1,1117.1610879898426
0,motor,0.801433191619353,47.93498314573081,1104.798752201956,0,1496.1394524411223
0,motor,1.1121940187151198,46.86102486277871,1223.2407376978329,1,1223.2407376978329
0,motor,1.2777448450872844,47.5373274088178,1035.0517534437138,1,1035.0517534437138
0,motor,0.935763876831587,45.36299450669835,1484.372526056965,0,1576.0784043708934
0,motor,1.2037126605916542,45.691088207877726,939.6415126988575,1,939.6415126988575
0,motor,0.8325409160176525,42.012190649121536,898.4264005716468,1,898.4264005716468
0,motor,0.9950688645022894,52.87527475294101,1451.3110596101642,0,1605.8551069301022
0,motor,1.291432636897487,55.564664932767,1102.5128821743945,0,1485.8874482096512
0,motor,0.8556111135800146,48.21913948050176,943.6668229885746,1,943.6668229885746
0,motor,1.226742631067853,47.337974652595314,973.3130916599596,1,973.3130916599596
0,motor,1.2051191758928887,42.90825121761867,1014.4683132142767,1,1014.4683132142767
0,motor,0.9539184623229701,39.57976565608925,1020.2702488012493,1,1020.2702488012493
0,motor,1.1167190219786254,48.01090816291131,1160.0668404824155,0,1324.818004296159
0,motor,0.8325481172737516,55.035608229167536,539.0301626040427,1,539.0301626040427
