timestamp,temperature_c,pressure_kpa,gas_flow_sccm,vibration_rms,motor_current_a
2026-08-03 09:00:00,65.10665097791406,101.40308208058016,497.35491773341664,1.796823497412242,7.94647167458494
2026-08-03 09:00:01,64.65378187743815,101.19591923911324,499.1275932211122,1.842059606238145,8.125953826877822
2026-08-03 09:00:02,65.29820176971117,101.57773414901472,501.0403053037193,1.788951774392661,8.05038816311728
2026-08-03 09:00:03,65.38249148667565,101.20872623991049,500.0947068367183,1.7871356216537695,7.941228081885489
2026-08-03 09:00:04,64.38815518780902,101.21829177997108,499.09768862705573,1.8338360522750914,7.929266440478809
2026-08-03 09:00:05,64.63294327540615,101.4651750140778,499.1492634746312,1.6792330406336728,7.843666356024037
2026-08-03 09:00:06,65.15109503920641,101.52082135814399,499.17133386355977,1.8774261737936548,8.084368773194923
2026-08-03 09:00:07,65.0132582692667,101.46908760510526,498.934646159585,1.8454542127002347,8.014959274396942
2026-08-03 09:00:08,65.13559384596134,101.05351507227716,505.35381792798273,1.8547702457512076,7.780775475991609
2026-08-03 09:00:09,64.8603700899853,101.5093342448328,501.4815827623552,1.9343898092400615,8.00896872108488
2026-08-03 09:00:10,65.48410748596689,101.20587553051399,502.75510219919795,1.707064603888764,7.97281882920163
2026-08-03 09:00:11,65.4658410351635,101.47071012310961,500.097362076548,1.7109466295686109,8.277572125107131
2026-08-03 09:00:12,65.23392465706125,101.14972483774574,500.79634167255387,1.89610868399425,7.891551674293644
2026-08-03 09:00:13,65.6224442891532,101.53444321299848,499.8325871373707,1.8787570982159054,7.930150862308441
2026-08-03 09:00:14,65.40852154685136,101.29444755606198,496.04631897182963,1.897817900592963,8.243358176350078
2026-08-03 09:00:15,64.96100339542778,101.20970181194511,498.68225806211683,1.851851056369729,8.279831033483768
2026-08-03 09:00:16,65.40755175545648,101.61931848666605,497.9039822928331,1.9463129244952737,8.03427600796687
2026-08-03 09:00:17,64.95947577456481,101.53506496479221,497.11090060227866,1.9718316749613656,8.054263487227377
2026-08-03 09:00:18,65.61899227930446,101.37396987403484,499.3032094715889,1.9396951016930697,8.210275999591063
2026-08-03 09:00:19,65.31035675604124,101.79686956421966,504.4254160736395,1.8835546163893229,7.863053096526375
2026-08-03 09:00:20,65.27926326358184,101.42820320102958,501.7662370738005,1.7389279131144426,7.92469212849854
2026-08-03 09:00:21,65.12160416390341,101.53227852415219,504.51378058635544,1.9718722941534208,8.119820692345119
2026-08-03 09:00:22,65.80360565095206,101.58897862239772,502.8300146745531,2.01052157659441,8.344702428585284
2026-08-03 09:00:23,65.33723201044315,101.42040970592102,503.6463326716677,1.9664498350106838,8.111359302286845
2026-08-03 09:00:24,65.25681050298796,101.64751766129413,500.3502742820894,1.846261153974197,8.180406611969797
2026-08-03 09:00:25,65.29868556594661,101.45534068943846,503.2684324679734,1.9719236013452979,8.308704058607299
2026-08-03 09:00:26,65.62323923837414,101.48823036224941,503.7439542868902,1.9878857624424318,8.429530967745718
2026-08-03 09:00:27,65.57961940124346,101.85139257380364,501.196686144415,2.0444046982164137,8.111231702042021
2026-08-03 09:00:28,65.61073028860835,101.37882522585731,503.5299055323156,1.8498972694650557,8.18186858900274
2026-08-03 09:00:29,65.63139087220826,101.11223053790137,503.6013659242394,1.9017861295333909,8.405651893899282
2026-08-03 09:00:30,66.24427250276044,101.92457754506107,501.4253077121635,1.9792307190216882,8.007133010848147
2026-08-03 09:00:31,65.36629862383137,102.1196124462447,500.3314939936366,1.923219644477249,8.315568847991358
2026-08-03 09:00:32,65.34285583905563,101.53579687492245,500.2585289956335,1.8280524763717985,8.072189716389312
2026-08-03 09:00:33,65.25065941731361,101.23632835611681,502.84663316402725,1.9490574612530362,8.20847529545701
2026-08-03 09:00:34,65.76414732444861,101.56818018160185,503.37150782237075,1.9602729755560138,8.168514818253557
