timestamp,temperature_c,pressure_kpa,gas_flow_sccm,vibration_rms,motor_current_a
2026-08-03 09:00:00,65.0,101.3,500.0,1.8,8.0
2026-08-03 09:00:01,65.01777631462232,101.31142701658436,500.09998148251026,1.806663237840568,8.008330922277203
2026-08-03 09:00:02,65.03554385117891,101.32284470562647,500.19985188477017,1.8133059154211943,8.016647383240063
2026-08-03 09:00:03,65.05329383593872,101.33424374719787,500.2995002499405,1.8199075359232098,8.024934946677046
2026-08-03 09:00:04,65.07101750383787,101.34561483659152,500.3988158678669,1.8264477292147347,8.033179226538683
2026-08-03 09:00:05,65.08870610280796,101.3569486919169,500.49768839808024,1.8329063147052873,8.041365911909729
2026-08-03 09:00:06,65.10635089809786,101.3682360616766,500.5960079923852,1.8392633636155382,8.049480791850904
2026-08-03 09:00:07,65.12394317658695,101.37946773231802,500.6936654169029,1.8454992604700713,8.057509780067106
2026-08-03 09:00:08,65.14147425108784,101.39063453575413,500.7905521734306,1.8515947636234027,8.06543893935923
2026-08-03 09:00:09,65.15893546463604,101.40172735684715,500.88656061998404,1.8575310646325045,8.073254505817209
2026-08-03 09:00:10,65.1763181947649,101.41273714084888,500.9815840903885,1.863289846292624,8.080942912712224
2026-08-03 09:00:11,65.19361385776338,101.42365490079196,501.07551701278584,1.8688533391573279,8.088490814046652
2026-08-03 09:00:12,65.21081391291483,101.43447172482554,501.168255026926,1.8742043763683685,8.095885107720841
2026-08-03 09:00:13,65.22790986671438,101.44517878348987,501.2596951001114,1.8793264466261868,8.103112958276528
2026-08-03 09:00:14,65.24489327706314,101.45576733692346,501.349735641668,1.8842037451376084,8.110161819177394
2026-08-03 09:00:15,65.26175575743692,101.46622874199721,501.4382766158126,1.8888212223835246,8.117019454588092
2026-08-03 09:00:16,65.2784889810276,101.47655445936957,501.5252196527939,1.8931646305560792,8.123673960613948
2026-08-03 09:00:17,65.29508468485496,101.48673606045686,501.6104681581819,1.897220567522076,8.130113785964447
2026-08-03 09:00:18,65.31153467384692,101.49676523431341,501.6939274201851,1.9009765181769476,8.136327752004666
2026-08-03 09:00:19,65.32783082488643,101.50663379441545,501.77550471487626,1.9044208930616895,8.142305072159813
2026-08-03 09:00:20,65.34396509082268,101.51633368534353,501.8551094092092,1.9075430641235949,8.148035370639207
2026-08-03 09:00:21,65.35992950444479,101.525856989358,501.9326530617131,1.9103333975104506,8.153508700447205
2026-08-03 09:00:22,65.37571618241616,101.535195932862,502.0080495207514,1.9127832832970029,8.158715560649789
2026-08-03 09:00:23,65.39131732916722,101.54434289274674,502.0812150202374,1.9148851620519654,8.163646912866854
2026-08-03 09:00:24,65.40672524074505,101.55329040261415,502.15206827269856,1.9166325481635975,8.168294196961579
2026-08-03 09:00:25,65.4219323086175,101.5620311588714,502.2205305595881,1.9180200498518771,8.172649345899618
2026-08-03 09:00:26,65.43693102343047,101.57055802669265,502.2865258187415,1.919043385805516,8.17670479975234
2026-08-03 09:00:27,65.45171397871603,101.57886404584296,502.34998072888243,1.9196993983924866,8.180453518819819
2026-08-03 09:00:28,65.46627387454976,101.5869424363598,502.41082479108326,1.9199860634032924,8.18388899585075
2026-08-03 09:00:29,65.4806035211555,101.59478660408726,502.46899040708973,1.919902496296922,8.187005267338142
2026-08-03 09:00:30,65.49469584245578,101.6023901460587,502.52441295442367,1.9194489549302118,8.189796923871118
2026-08-03 09:00:31,65.50854387956599,101.6097468557233,502.5770308581786,1.9186268387621963,8.1922591195249
2026-08-03 09:00:32,65.52214079423067,101.61685072801232,502.6267856594301,1.9174386845359004,8.194387580272663
2026-08-03 09:00:33,65.53547987220037,101.62369596424085,502.6736220801843,1.9158881584509,8.196178611404632
2026-08-03 09:00:34,65.54855452654719,101.63027697684103,502.71748808479214,1.9139800448508004,8.19762910394159
2026-08-03 09:00:35,65.56135830091739,101.63658839392316,502.7583349377613,1.9117202314605417,8.198736540031637
2026-08-03 09:00:36,65.57388487271962,101.64262506366047,502.7961172579017,1.9091156912190819,8.199498997320811
2026-08-03 09:00:37,65.58612805624706,101.64838205849456,502.8307930687446,1.9061744607635145,8.199915152290039
