timestamp,wafer_id,lot_id,recipe_id,tool_id,temperature_c,pressure_kpa,gas_flow_sccm,vibration_rms,motor_current_a,defect_flag
2026-08-03 09:00:00,WAFER_00001,LOT_001,RCP_03,TOOL_B,65.13824374295262,101.25676383010988,499.8635731338994,1.9842546730117836,7.832008515321854,0
2026-08-03 09:00:01,WAFER_00002,LOT_001,RCP_02,TOOL_B,64.73901431271021,101.5802371084035,500.41616240701967,2.14467171733711,7.730100627821687,0
2026-08-03 09:00:02,WAFER_00003,LOT_001,RCP_03,TOOL_B,65.12736828891194,101.57778172750267,498.65897693713356,2.0049580286676196,7.886547296032195,0
2026-08-03 09:00:03,WAFER_00004,LOT_001,RCP_02,TOOL_C,64.70223721116075,101.27204119344218,501.69618942646764,2.2236837230058355,8.230605257610968,0
2026-08-03 09:00:04,WAFER_00005,LOT_001,RCP_01,TOOL_B,64.46107792290647,101.07821422336377,496.9489680318067,1.8361791368232965,8.450812127886275,0
2026-08-03 09:00:05,WAFER_00006,LOT_001,RCP_03,TOOL_A,64.7698234310674,101.09672511004085,496.93315944005036,1.665120420683658,7.95858117728749,0
2026-08-03 09:00:06,WAFER_00007,LOT_001,RCP_02,TOOL_B,64.91809816138515,101.5681130716378,501.18462546256063,1.8116044884217548,7.738298607490737,0
2026-08-03 09:00:07,WAFER_00008,LOT_001,RCP_03,TOOL_A,65.15097113446544,101.28651301961193,496.2603463885939,2.1368940858946406,7.987107480005782,0
2026-08-03 09:00:08,WAFER_00009,LOT_001,RCP_01,TOOL_A,65.46500689988618,100.9652216896862,502.33285520916013,1.7436819019988712,8.05815446304316,0
2026-08-03 09:00:09,WAFER_00010,LOT_001,RCP_02,TOOL_C,65.1230921943721,100.76084389263708,499.9543020403298,1.9772068403481693,8.018279752930779,0
2026-08-03 09:00:10,WAFER_00011,LOT_001,RCP_01,TOOL_B,65.11143342563275,101.56618606467084,494.15069050010493,1.9771685854566263,8.088476417579574,0
2026-08-03 09:00:11,WAFER_00012,LOT_001,RCP_03,TOOL_C,65.08788942882714,101.12503090487544,500.35039720179503,2.2377897681192955,8.565961509499747,0
2026-08-03 09:00:12,WAFER_00013,LOT_001,RCP_02,TOOL_A,64.9491680653724,101.40572408180991,494.6075308013152,1.6643357110760315,8.030507682315168,0
2026-08-03 09:00:13,WAFER_00014,LOT_001,RCP_03,TOOL_B,65.55162046352521,101.69670621026212,502.2187584308981,1.7581624618820124,7.824645666593071,1
2026-08-03 09:00:14,WAFER_00015,LOT_001,RCP_02,TOOL_B,65.30080221067932,100.88114416740689,499.20411414639807,1.7196951206557705,7.883648503734567,0
2026-08-03 09:00:15,WAFER_00016,LOT_001,RCP_01,TOOL_A,64.96056543286228,101.28555603823588,505.9234694928218,1.8111503006497744,7.635056085134391,0
2026-08-03 09:00:16,WAFER_00017,LOT_001,RCP_02,TOOL_A,65.45323198731617,101.24537787320996,503.42820110199233,1.9765898673522388,7.970556248497442,0
2026-08-03 09:00:17,WAFER_00018,LOT_001,RCP_01,TOOL_B,65.00335550974134,101.42151772020094,496.60578398005816,1.6713555966195055,8.068371590502581,0
2026-08-03 09:00:18,WAFER_00019,LOT_001,RCP_03,TOOL_A,65.73299578977743,101.69653119949453,493.5336324357075,1.9743463699579098,7.8027408313295945,0
2026-08-03 09:00:19,WAFER_00020,LOT_001,RCP_02,TOOL_C,64.79426207239256,100.87457541930803,497.5836759782676,2.066264199827409,8.726734033226078,0
