time_s,obstacle_angle_deg,avoidance_yaw_rate_rps
0.0,0.3458918905899988,0.0
0.1,2.855241399666747,0.0
0.2,1.8202880000060595,0.0
0.3,-0.2469375514996505,0.0
0.4,-1.2713600359080537,0.0
0.5,3.3177906007945053,0.0
0.6000000000000001,0.163303238466582,0.0
0.7000000000000001,2.7636198912143097,0.0
0.8,2.3488953608170395,0.0
0.9,0.5662228001511567,0.0
1.0,2.179060012976181,0.0
1.1,2.911614641166387,0.0
1.2000000000000002,1.7280414911895745,0.0
1.3,-0.0488457422693624,0.0
1.4,3.46519392306803,0.0
1.5,3.247090531537035,0.0
1.6,-0.463384431167684,0.0
1.7000000000000002,2.5419461446344696,0.0
1.8,1.6029763482539572,0.0
1.9,2.8275298904618404,0.0
2.0,3.0330132092076525,0.0
2.1,2.131070754830668,0.0
2.2,-0.1883347490625757,0.0
2.3000000000000003,4.399507144750944,0.0
2.4000000000000004,-0.0903518458150767,0.0
2.5,2.232378565112638,0.0
2.6,2.4940958585898505,0.0
2.7,4.067226221049971,0.0
2.8000000000000003,4.687833506352943,0.0
2.9000000000000004,3.711874086982309,0.0
3.0,6.356259553452981,0.0
3.1,3.0195676844203967,0.0
3.2,2.848853390051586,0.0
3.3000000000000003,2.8234005701010245,0.0
3.4000000000000004,3.1819521586607413,0.0
3.5,5.2437618275779,0.0
3.6,1.4395249565911894,0.0
3.7,4.049190759208744,0.0
3.8,6.934391891828817,0.0
3.9,3.770668280447981,0.0
4.0,5.26964692602858,0.0
4.1000000000000005,4.527763157690709,0.0
4.2,5.311743555293272,0.0
4.3,6.531071131070565,0.0
4.4,4.079367724836747,0.0
4.5,5.153555206082236,0.0
4.6000000000000005,4.082859443967518,0.0
4.7,7.547388838156817,0.0
4.800000000000001,9.132526984459467,0.0
4.9,6.738274902204608,0.0
5.0,4.259075067874023,0.0
5.1000000000000005,5.56602465414141,0.0
5.2,6.643760625652596,0.0
5.300000000000001,4.696934249963754,0.0
5.4,6.921850262207184,0.0
5.5,6.50845068019767,0.0
5.6000000000000005,9.83251392564807,0.0
5.7,6.402765685194733,0.0
5.800000000000001,5.460044276233291,0.0
5.9,7.1328186379474126,0.0
6.0,6.2703365580119845,0.0
6.1000000000000005,5.728994386374161,0.0
6.2,6.511797118103046,0.0
6.300000000000001,7.617662305068942,0.0
6.4,8.645824117383247,0.0
6.5,8.318811738112817,0.0
6.6000000000000005,8.231527848467566,0.0
6.7,6.916890469117741,0.0
6.800000000000001,10.14504094503684,0.0
6.9,6.854325793989915,0.0
7.0,7.263132694260864,0.0
7.1000000000000005,7.431087416772413,0.0
7.2,8.76476509647875,0.0
7.300000000000001,10.192422735883122,0.0
7.4,8.101074442310525,0.0
7.5,6.96579736380725,0.0
7.6,10.0552548360267,0.0
7.7,9.439620398511636,0.0
7.800000000000001,9.520257812915116,0.0
7.9,8.367611548840534,0.0
8.0,10.951019388221413,0.0
8.1,7.827405661932216,0.0
8.200000000000001,7.2802110879763955,0.0
8.3,12.317518330753495,0.0
8.4,7.778014633018404,0.0
8.5,6.583465198406696,0.0
8.6,13.094360952290364,0.0
8.700000000000001,5.57488177687098,0.0
8.8,10.135319735792583,0.0
8.9,12.598858510402907,0.0
9.0,10.532546616833647,0.0
9.1,11.881298680519157,0.0
9.2,8.829928677044858,0.0
9.3,9.486153420678356,0.0
9.4,9.04464743292796,0.0
9.5,9.273680258610158,0.0
9.6,12.829091966660284,0.0
9.7,12.195157207838983,0.0
9.8,10.07116244283996,0.0
9.9,12.284366554018298,0.0
10.0,9.956707415322132,0.0
10.1,10.915769449006238,0.0
10.2,11.775873229337613,0.0
10.3,13.442662143119538,0.0
10.4,11.106595783157832,0.0
10.5,11.189984558209764,0.0
10.6,10.461232568864467,0.0
10.7,9.918631500951838,0.0
10.8,11.288072735335726,0.0
10.9,13.028224561775302,0.0
11.0,12.29740904438954,0.0
11.1,13.665525730409096,0.0
11.2,10.472682909019849,0.0
11.3,12.71996864380132,0.0
11.4,12.241679219108734,0.0
11.5,9.151520187373954,0.0
11.6,11.572625208674747,0.0
11.7,11.957617638884544,0.0
11.8,13.741805833200337,0.0
11.9,12.844341080915608,0.0
12.0,12.646555163899098,0.0
12.1,11.624081106729342,0.0
12.2,16.898725234059768,0.0
12.3,12.984346631897282,0.0
12.4,15.513011311809247,0.0
12.5,12.002696379162089,0.0
12.6,15.872524030902383,0.0
12.7,13.060167850438113,0.0
12.8,15.461005732041682,0.0
12.9,13.578232235885816,0.0
13.0,12.105650167969763,0.0
13.1,13.949254223011032,0.0
13.2,18.19752213413489,0.0
13.3,11.651227546196036,0.0
13.4,14.9789488411973,0.0
13.5,12.71762029155646,0.0
13.6,15.413147787439147,0.0
13.7,16.046860635373445,0.0
13.8,16.222790775375177,0.0
13.9,13.352534575895822,0.0
14.0,16.15977765512934,0.0
14.1,12.559173366969022,0.0
14.2,17.83080545851089,0.0
14.3,17.175313349092878,0.0
14.4,13.06166159134926,0.0
14.5,16.89870581826312,0.0
14.6,17.62484732234152,0.0
14.7,18.61552027148025,0.0
14.8,12.661717754776802,0.0
14.9,15.716689626123472,0.0
15.0,17.613611953842838,0.0
15.1,11.788620875630158,0.0
15.2,16.715700144544105,0.0
15.3,15.140093018438224,0.0
15.4,15.186961624189804,0.0
15.5,14.015424922283907,0.0
15.6,15.738398240202262,0.0
15.7,15.851547323573564,0.0
15.8,16.084666838969074,0.0
15.9,14.003070836399685,0.0
16.0,16.049236230545986,0.0
16.1,16.430213799056325,0.0
16.2,16.563616955591797,0.0
16.3,14.010009421934631,0.0
16.400000000000002,14.514787033838216,0.0
16.5,16.35020703495863,0.0
16.6,14.871985295117009,0.0
16.7,18.234682826196355,0.0
16.8,15.603447222690209,0.0
16.900000000000002,14.881721892886734,0.0
17.0,15.383403628901211,0.0
17.1,11.334840225909524,0.0
17.2,13.74392118216237,0.0
17.3,15.063599574718271,0.0
17.400000000000002,18.771385994784616,0.0
17.5,17.054207746719243,0.0
17.6,17.305736425848714,0.0
17.7,16.155682495745705,0.0
17.8,14.270269104928978,0.0
17.900000000000002,18.10877749730469,0.0
18.0,18.37419356030461,0.0
18.1,19.18517360216734,0.0
18.2,14.903060831332734,0.0
18.3,15.427645215274518,0.0
18.4,18.40019584301477,0.0
18.5,14.229689975806052,0.0
18.6,18.95792321151058,0.0
18.7,19.03493073422323,0.0
18.8,18.628213803813235,0.0
18.9,21.306163007702303,0.0
19.0,18.239853659418426,0.0
19.1,16.93969631262094,0.0
19.200000000000003,15.420318636435333,0.0
19.3,17.16573590999896,0.0
19.4,16.283549444284002,0.0
19.5,16.873683253732967,0.0
19.6,18.113340721839577,0.0
19.700000000000003,17.715935253172947,0.0
19.8,18.598017345455485,0.0
19.9,18.411599093833672,0.0
20.0,18.659695204093357,0.0
20.1,14.29465513477516,0.0
20.200000000000003,18.26611191777824,0.0
20.3,19.550588859237,0.0
20.4,16.56543168969138,0.0
20.5,16.844183223840826,0.0
20.6,20.05008695903163,0.0
20.700000000000003,20.715525862890345,0.0
20.8,19.231083619529358,0.0
20.9,18.15258270808608,0.0
21.0,16.75809974670308,0.0
21.1,15.2014195730455,0.0
21.200000000000003,19.031898144074763,0.0
21.3,14.427887866543108,0.0
21.4,15.749989491221246,0.0
21.5,18.14244275565763,0.0
21.6,19.766025864352528,0.0
