time_s,relative_speed_check,closing_speed_check
0.0,0.22102965943672448,0.22102965943672448
0.1,0.18559287702699656,0.18559287702699656
0.2,0.07317486341555934,0.07317486341555934
0.3,0.33346859443127297,0.33346859443127297
0.4,0.2361595088241515,0.2361595088241515
0.5,0.16181151115145198,0.16181151115145198
0.6000000000000001,-0.04288859858791394,0.0
0.7000000000000001,0.1529755992014108,0.1529755992014108
0.8,0.003072009279122767,0.003072009279122767
0.9,0.027816384324138355,0.027816384324138355
1.0,0.2346175702340645,0.2346175702340645
1.1,0.17921968021306434,0.17921968021306434
1.2000000000000002,0.206305110132317,0.206305110132317
1.3,0.027834338063447817,0.027834338063447817
1.4,0.14890550809942837,0.14890550809942837
1.5,0.1110694861376853,0.1110694861376853
1.6,0.19071639691254383,0.19071639691254383
1.7000000000000002,0.07414499747442171,0.07414499747442171
1.8,0.29614915141358367,0.29614915141358367
1.9,0.03991771198291438,0.03991771198291438
2.0,-0.05756123171039107,0.0
2.1,0.45699703019478743,0.45699703019478743
2.2,0.2546661102701755,0.2546661102701755
2.3000000000000003,0.08569631901577424,0.08569631901577424
2.4000000000000004,0.07426190881889205,0.07426190881889205
2.5,0.2988436394316256,0.2988436394316256
2.6,0.2583404715973341,0.2583404715973341
2.7,0.2452448834418952,0.2452448834418952
2.8000000000000003,0.2360243740588217,0.2360243740588217
2.9000000000000004,0.38223655356525654,0.38223655356525654
3.0,0.3495314205320499,0.3495314205320499
3.1,0.1438388776933177,0.1438388776933177
3.2,0.42433639546575463,0.42433639546575463
3.3000000000000003,0.07156852054027851,0.07156852054027851
3.4000000000000004,0.4075212932632031,0.4075212932632031
3.5,0.04329659905858918,0.04329659905858918
3.6,0.2972714845452913,0.2972714845452913
3.7,0.1236902037769525,0.1236902037769525
3.8,0.08932866017415897,0.08932866017415897
3.9,0.6552994905172493,0.6552994905172493
4.0,0.14163387615483103,0.14163387615483103
4.1000000000000005,0.3904857041967862,0.3904857041967862
4.2,0.1699322857431298,0.1699322857431298
4.3,0.2742021309571623,0.2742021309571623
4.4,0.36858468880641304,0.36858468880641304
4.5,0.19254026704331828,0.19254026704331828
4.6000000000000005,0.26893130424105216,0.26893130424105216
4.7,0.09620677785197707,0.09620677785197707
4.800000000000001,0.18660315717810327,0.18660315717810327
4.9,0.13285495317839313,0.13285495317839313
5.0,0.26692056926029295,0.26692056926029295
5.1000000000000005,0.15246208843972475,0.15246208843972475
5.2,0.48738188766818347,0.48738188766818347
5.300000000000001,-0.052643240757761944,0.0
5.4,0.5160960843904263,0.5160960843904263
5.5,-0.033787033965122504,0.0
5.6000000000000005,-0.01178781141234353,0.0
5.7,0.29204762913464855,0.29204762913464855
5.800000000000001,0.4038781834854053,0.4038781834854053
5.9,0.42726899028940757,0.42726899028940757
6.0,0.42250907383531455,0.42250907383531455
6.1000000000000005,0.4458701182819631,0.4458701182819631
6.2,0.44628561550891455,0.44628561550891455
6.300000000000001,0.6360405320633316,0.6360405320633316
6.4,0.3569992164459279,0.3569992164459279
6.5,0.35075251522718,0.35075251522718
6.6000000000000005,0.1472592137616946,0.1472592137616946
6.7,0.47114757012669983,0.47114757012669983
6.800000000000001,0.15213129496948596,0.15213129496948596
6.9,0.3869536396045614,0.3869536396045614
7.0,0.4726756731132511,0.4726756731132511
7.1000000000000005,0.4351593987261353,0.4351593987261353
7.2,0.46317159933626506,0.46317159933626506
7.300000000000001,0.2589089508293849,0.2589089508293849
7.4,0.4669654631237279,0.4669654631237279
7.5,0.30412433360200986,0.30412433360200986
7.6,0.4624821131700223,0.4624821131700223
7.7,0.3912515020874725,0.3912515020874725
7.800000000000001,0.7688323446408933,0.7688323446408933
7.9,0.18849127961152767,0.18849127961152767
8.0,0.3718362272475435,0.3718362272475435
8.1,0.47745612779730706,0.47745612779730706
8.200000000000001,0.4879175250705998,0.4879175250705998
8.3,0.36600683418569524,0.36600683418569524
8.4,0.5713743868590715,0.5713743868590715
8.5,0.33264266962067346,0.33264266962067346
8.6,0.6287885949276752,0.6287885949276752
8.700000000000001,0.6067993628042192,0.6067993628042192
8.8,0.43054869808201346,0.43054869808201346
8.9,0.31532219248321347,0.31532219248321347
9.0,0.5942474678107015,0.5942474678107015
9.1,0.260791449034663,0.260791449034663
9.2,0.2207861761890637,0.2207861761890637
9.3,0.5350774437317156,0.5350774437317156
9.4,0.5005378971635697,0.5005378971635697
9.5,0.4383395533774088,0.4383395533774088
9.6,0.4165573177570483,0.4165573177570483
9.7,0.3845627921772863,0.3845627921772863
9.8,0.5621710491568663,0.5621710491568663
9.9,0.3044023441438597,0.3044023441438597
10.0,0.49892596298257175,0.49892596298257175
10.1,0.5056681241264922,0.5056681241264922
10.2,0.27086331907616135,0.27086331907616135
10.3,0.30087642274459725,0.30087642274459725
10.4,0.49425956175332253,0.49425956175332253
10.5,0.44793188396586103,0.44793188396586103
10.6,0.3806886652748407,0.3806886652748407
10.7,0.4003338531712668,0.4003338531712668
10.8,0.4636743867122366,0.4636743867122366
10.9,0.44191833122159707,0.44191833122159707
11.0,0.41629708212156125,0.41629708212156125
11.1,0.30702325170160627,0.30702325170160627
11.2,0.6249780436849868,0.6249780436849868
11.3,0.5391816592858873,0.5391816592858873
11.4,0.3599536816173803,0.3599536816173803
11.5,0.4992164007230393,0.4992164007230393
11.6,0.4451314430562583,0.4451314430562583
11.7,0.5475736882312567,0.5475736882312567
11.8,0.4188730935281111,0.4188730935281111
11.9,0.43685563260965665,0.43685563260965665
12.0,0.23340985687864624,0.23340985687864624
12.1,0.2720503537314798,0.2720503537314798
12.2,0.3719400461518205,0.3719400461518205
12.3,0.6899721725593935,0.6899721725593935
12.4,0.5214108869531522,0.5214108869531522
12.5,0.3664188854894821,0.3664188854894821
12.6,0.39375334587694866,0.39375334587694866
12.7,0.554711339931556,0.554711339931556
12.8,0.4532760240252447,0.4532760240252447
12.9,0.3101480372834189,0.3101480372834189
13.0,0.34215126354509984,0.34215126354509984
13.1,0.5476269382973005,0.5476269382973005
13.2,0.47485806552410104,0.47485806552410104
13.3,0.6379429071706237,0.6379429071706237
