time_s,ego_speed_mps,lead_speed_mps,distance_m,relative_speed_mps,closing_speed_mps,ttc_s,reaction_time_s,friction_coeff,braking_distance_m,safe_distance_m,obstacle_angle_deg,obstacle_width_m,risk_label,unsafe_distance
87.4,6.416698937392168,3.862086481241005,12.265651893522906,2.554612456151163,2.554612456151163,4.801374808922138,1.2,0.7660869970023035,2.7393418503834965,12.439380575254098,-4.790513754553903,1.2168520320536995,1,True
87.5,6.615010143181071,3.680028171222834,11.94874179212376,2.934981971958237,2.934981971958237,4.0711465713540615,1.2,0.78552729022262,2.839231131344718,12.777243303162004,-9.39653945452915,1.325858116875823,1,True
87.60000000000001,6.621012227911735,4.056881323462691,12.441392133198825,2.564130904449044,2.564130904449044,4.85208930308966,1.2,0.7918912738448912,2.8215270585499024,12.766741732043984,-10.744104777803242,1.4695863887473426,1,True
87.7,6.601082169022789,4.050019976504387,11.132460543426127,2.551062192518402,2.551062192518402,4.363853055434995,1.2,0.7697018971987961,2.8854178725500392,12.806716475377389,-7.404072720044772,1.2797918586471315,1,True
87.80000000000001,6.638166877707218,3.8429141244079874,11.675156910680968,2.7952527532992306,2.7952527532992306,4.176780399160973,1.2,0.7839304144581847,2.8649682583057627,12.830768511554425,-7.864554308185321,1.210657022500491,1,True
87.9,6.511963164308605,3.976187059719829,10.79901368695904,2.535776104588776,2.535776104588776,4.258662137961231,1.2,0.7635845959007369,2.8305296521705765,12.6448854493409,-5.957065965146088,1.3644280418091332,1,True
88.0,6.451025423044721,4.028156999850474,10.76860526227022,2.422868423194247,2.422868423194247,4.444568743057524,1.2,0.7951242322017147,2.667617234565382,12.408847742219049,-7.617658505038279,1.4188043064236642,1,True
88.10000000000001,6.759382408056112,4.266299158571073,9.933338562883382,2.4930832494850392,2.4930832494850392,3.984358951886252,1.2,0.7798166327114172,2.9862250698753154,13.09748395954265,-6.76287123400266,1.441472699418985,1,True
88.2,6.816436293158015,4.329414919030594,9.943045415667502,2.487021374127421,2.487021374127421,3.9979734469133983,1.2,0.7832077989285444,3.0237003752629925,13.20342392705261,-5.693441192750058,1.404179163063957,1,True
88.30000000000001,6.6615063756826505,4.271609035175871,10.230977312346976,2.38989734050678,2.38989734050678,4.280927527279264,1.2,0.7940674003253742,2.8483183376526484,12.842125988471828,-12.676380836494534,1.4617136891950993,1,True
88.4,6.54777337696502,4.545070017936938,9.310687709606936,2.0027033590280814,2.0027033590280814,4.649059815890778,1.2,0.7630415366285745,2.863782934740929,12.721110987098951,-6.024249331624485,1.5089448197698638,1,True
88.5,6.629459259202295,4.6389092689646265,8.777348662775797,1.9905499902376684,1.9905499902376684,4.4095092842796655,1.2,0.7834925867765813,2.859053731913316,12.814404842956067,-6.872424971107667,1.2829025949987125,1,True
88.60000000000001,6.6911306343198085,4.576217174902924,9.074054740201902,2.1149134594168846,2.1149134594168846,4.2905087675331,1.2,0.7781062369202446,2.9326559665902074,12.962012727773978,-8.291324116414932,1.3773724291296134,1,True
88.7,6.786920409520083,4.792978880969902,8.788984477536236,1.993941528550181,1.993941528550181,4.407844639219091,1.2,0.7711391946753005,3.044484251366265,13.188788742790363,-6.264786309912611,1.415003685148277,1,True
88.80000000000001,6.721041862204654,4.982804318264551,8.214504581614833,1.7382375439401034,1.7382375439401034,4.725766400715764,1.2,0.7901049669828822,2.9139990497775097,12.979249284423094,-7.177690331851369,1.6465766330967375,1,True
88.9,6.507790072682952,4.913904598457012,7.821541561138016,1.5938854742259403,1.5938854742259403,4.907216790426234,1.2,0.774403589531419,2.787409075794224,12.596757163013766,-9.243430736615675,1.624381318153877,1,True
89.0,6.767225161825851,5.115300493438129,6.945997812386448,1.6519246683877222,1.6519246683877222,4.204790899554602,1.2,0.793918224208239,2.939994238018905,13.060664432209926,-6.031143071040365,1.3381765752243462,1,True
89.10000000000001,6.763988456654847,5.028504273489927,7.094667594343576,1.73548418316492,1.73548418316492,4.08800475577102,1.2,0.7958146230668246,2.930183358065652,13.046969506051466,-5.662669112287439,1.5100126216806304,1,True
89.2,6.55788307381793,5.132649825864221,7.102533412009585,1.4252332479537086,1.4252332479537086,4.98341827361038,1.2,0.7819003083881935,2.8033475950984696,12.672807283679983,-4.432231801630919,1.2844421191833078,1,True
89.30000000000001,6.697766772048577,5.265553371252028,6.606603598402636,1.4322134007965488,1.4322134007965488,4.612862576713963,1.2,0.7454533694595021,3.067189127090995,13.104509253549288,-5.216782422325704,1.345305536411194,1,True
89.4,6.671468501180382,5.448694689057422,6.278640780387963,1.2227738121229592,1.2227738121229592,5.134752411394135,1.2,0.8186671137390956,2.7710000383661297,12.776762239782588,-5.758605934788985,1.5129040819764796,1,True
89.5,6.6434021872647655,5.6207068639978015,7.110723592689425,1.022695323266964,1.022695323266964,6.952924718551044,1.2,0.7752225795280617,2.901721138767934,12.873803763485652,-5.13396726096363,1.3231868582601043,1,True
89.60000000000001,6.629449203926409,5.66285919515244,6.114590800487786,0.9665900087739692,0.9665900087739692,6.325940414223383,1.2,0.7787612990448501,2.876414906196968,12.83175395090866,-4.614384718861137,1.5804022609551234,1,True
89.7,6.69244359593139,5.752767047004098,5.508862378759762,0.9396765489272924,0.9396765489272924,5.862509163444081,1.2,0.7768463424879165,2.9385650627212416,12.96949737783891,-6.529196225742786,1.3525003957025274,1,True
