timestamp,vehicle_speed_kmh,steering_deg,yaw_rate_dps,front_distance_m,imu_ax_mps2,imu_ay_mps2,battery_v,gear
2026-08-03 09:00:00.000,35.36566049570532,-0.0762612662261794,-0.0898626940579432,25.170626736281157,-4.218057847054305,-0.0033974757494522,12.589569227104272,D
2026-08-03 09:00:00.100,33.86630089956759,0.325005575523762,0.5984101176238004,24.919123980664203,1.0891546549758724,0.0278858440632884,12.58102092950556,D
2026-08-03 09:00:00.200,36.12908176665492,0.7663813031487192,-0.0711163110926014,25.35279478458157,3.506979827170313,-0.0007235934566439,12.62582316697304,D
2026-08-03 09:00:00.300,36.4714298558968,-0.1299343744018921,-0.5529391064925115,25.118269551534866,-4.070222839897648,-0.0229637246881824,12.612368430820547,D
2026-08-03 09:00:00.400,33.11565188614472,0.4692499753294674,0.0985340476949936,25.1771063958669,-3.432497875875132,0.0127541749458079,12.611699867513575,D
2026-08-03 09:00:00.500,34.008327378485845,1.4043123046031467,1.561803503698616,24.838833619314983,3.804635928404097,-0.0710396022945491,12.624444228422847,D
2026-08-03 09:00:00.600,35.83828342775822,0.4228832087739627,0.4230826618949591,24.17074765271865,2.1455746665123185,0.0317871095871677,12.655652984964776,D
2026-08-03 09:00:00.700,35.41917622236233,0.5137622138920339,0.6412049432519952,25.029369083791646,0.1961095345292228,0.0094997900700981,12.565115477921797,D
2026-08-03 09:00:00.800,35.892135342825306,1.155222660489737,0.5821298526539205,25.65590783152535,-0.6038155063758577,0.0236948660334298,12.584432468382458,D
2026-08-03 09:00:00.900,35.002087237557845,1.6042734218880184,0.9475579749292568,25.029369083791646,1.7610369204162024,0.0774383146299778,12.58677649831651,D
2026-08-03 09:00:01.000,37.19425140817351,1.3144918149649385,1.185937566988764,24.830076431830808,3.0062319147723184,-0.0720412265240607,12.581983607552344,D
2026-08-03 09:00:01.100,37.18532560885744,2.0985029789329634,1.6962846824270048,25.277413184867942,-1.00128222007735,-0.0578334397650472,12.577348335047926,D
2026-08-03 09:00:01.200,36.44395807060557,1.9860703605178651,1.7534779340735305,25.85185782989521,0.8867938892944663,0.0515884103683272,12.592806938718892,D
2026-08-03 09:00:01.300,37.82987811928231,2.1005035002602543,1.624101502929668,25.445415863902788,0.9495023940349688,0.041250253929541,12.574367925694212,D
2026-08-03 09:00:01.400,37.150365857062944,2.076705772886045,1.744807736245224,24.88347284147955,-2.882393285383169,0.0489046912667051,12.605300847350748,D
