time_s,speed_mps,accel_mps2,steering_deg,yaw_rate_rps,front_distance_m,ttc_s,throttle_pct,brake_pct,motor_current_a,battery_voltage_v,event_label,risk_score,risk_level
0.0,10.0,0.5457970898187029,-0.903300282519008,0.0273083911699898,26.399749774908784,2.6399749774908785,33.89492724546757,0.0,6.065910686179,12.400214282741814,NORMAL,0,LOW
0.1,10.055709438966367,0.4766345047534969,-1.0746557838013948,-0.0195776554338854,25.77149980931076,2.562872362783766,32.24385583339034,0.0,6.313294477057268,12.425751005495629,NORMAL,0,LOW
0.2,10.111389802025467,0.6484267010348074,0.9816542261683888,0.0257631395184356,25.90397325779114,2.561860808946577,36.61661324870584,0.0,6.311428083144244,12.388693315654889,NORMAL,0,LOW
0.3,10.167012036167216,0.6208304182384444,-0.964633110538401,-0.0288742875895679,26.62879268743146,2.619136536152862,36.00457730659521,0.0,6.075208467024448,12.384311415533745,NORMAL,0,LOW
0.4,10.222547134157256,0.6193602202246876,-0.2227247236538431,-0.0166440359724177,26.355739494129757,2.5781969159198708,36.04557149343735,0.0,5.970496689698433,12.377534826612456,NORMAL,0,LOW
0.5,10.277966157378213,0.6298347735724501,0.4441503181300494,-0.0445281770658247,27.107198531715195,2.6374088138299454,36.38502195964075,0.0,6.496635728657091,12.32077618161349,NORMAL,0,LOW
0.6000000000000001,10.333240258615067,0.438788724338758,0.6149129423429571,0.0285411969180548,25.788307484830558,2.4956651388542164,31.686254470530045,0.0,6.04140027912238,12.356234574659018,NORMAL,0,LOW
0.7000000000000001,10.38834070476611,0.4461960940937981,-0.627049217498048,-0.0079266902387805,25.17204083597902,2.4231050512648507,31.948579339017503,0.0,6.344590168780924,12.302281712652984,NORMAL,0,LOW
0.8,10.443238899460914,0.4280478636897843,0.3745082134129379,-0.0356644650372405,25.04530298736499,2.398231356045857,31.571731051489884,0.0,6.297361323454745,12.390019621415156,NORMAL,0,LOW
0.9,10.497906405567024,0.3672677548594417,-0.142877707742851,-0.027652294360661,24.770395775817047,2.359555783682863,30.12876283927988,0.0,6.072466974756165,12.39375654465577,NORMAL,0,LOW
1.0,10.552314967566888,0.7179869933223035,0.9478293936983936,-0.0048948992570136,26.46693456788052,2.508163815165495,38.97291578765123,0.0,6.471647671744265,12.419861537349318,NORMAL,0,LOW
1.1,10.606436533786946,0.6290023763407921,0.7979764758904246,0.0223310364724315,26.63625782858601,2.511329582158518,36.82407055582153,0.0,6.509082262683081,12.364689370001178,NORMAL,0,LOW
1.2000000000000002,10.66024327846067,0.4905668240637409,-0.2734661546484666,0.0046560771428434,27.13056567363504,2.5450231261094323,33.43851119143846,0.0,6.303817493585556,12.337923605334115,NORMAL,0,LOW
1.3,10.713707623607649,0.5761122489428205,1.6637766603885793,0.0716652183473568,26.023638880068525,2.42900401936725,35.65199689662122,0.0,6.1668808194289495,12.38395937082771,NORMAL,0,LOW
1.4,10.766802260710865,0.5844304492817645,0.9655341146794632,0.0299861416981694,25.534851708828278,2.371628185464824,35.93428439703932,0.0,6.57134099373774,12.290523063048708,NORMAL,0,LOW
1.5,10.819500172174555,0.4855184324854544,0.630901326247952,0.0332449667121572,25.13958268937705,2.32354381342224,33.53526105318074,0.0,6.496622135348378,12.345882938365316,NORMAL,0,LOW
1.6,10.871774652545136,0.4645240557977549,0.0211530813296353,-0.0373973218123687,27.57019858158696,2.5359427933996628,33.08358590850706,0.0,6.080443608327719,12.42237000527437,NORMAL,0,LOW
1.7000000000000002,10.923599329477907,0.4010368905330443,0.4892942887671184,0.0583387912355801,25.980874349728616,2.378417000302992,31.56896132459518,0.0,6.384790569583586,12.393720457092794,NORMAL,0,LOW
1.8,10.974948184432556,0.6042848671252333,0.4563311961018171,0.0194694277375187,26.356705634787065,2.4015334917182387,36.72204913633641,0.0,6.410733226298304,12.415791203060284,NORMAL,0,LOW
1.9,11.025795573080478,0.4688641295502864,1.402081210158196,0.0113401039542183,25.922346977524622,2.351063631255248,33.40771704106983,0.0,6.473666161774972,12.388609832292737,NORMAL,0,LOW
2.0,11.076116245407388,0.3071849338929431,1.0544644863068096,0.0218129433089193,26.08690612545917,2.3552394672885337,29.43618609089392,0.0,6.40740400585198,12.452519762494012,NORMAL,0,LOW
2.1,11.12588536549484,0.5893729115987185,-0.4686688992955843,0.0142614286128166,26.942746323998428,2.421627172931069,36.56056230166074,0.0,6.48419501060422,12.381578883599069,NORMAL,0,LOW
2.2,11.175078530964518,0.6839956452346033,1.7151011318116351,0.0387257520647842,26.088591721723773,2.334533189134741,38.99500107421541,0.0,6.290721477370838,12.440297898031057,NORMAL,0,LOW
2.3000000000000003,11.223671792069512,0.3940878425298242,0.975226338140054,0.0217043047998658,25.41822608249717,2.264697912893117,31.81533657214292,0.0,6.633762585877401,12.323546078542572,NORMAL,0,LOW
2.4000000000000004,11.271641670417006,0.3061144249846241,0.5477010978622526,0.050271064156189,25.87852313585149,2.295896542184355,29.68315896319941,0.0,6.089082649357971,12.4468844874566,NORMAL,0,LOW
2.5,11.318965177307156,0.659745625650856,1.5608101630489248,0.043927163853515,26.5639068744324,2.346849421154602,38.59019188950142,0.0,6.566062547262982,12.416091917234626,NORMAL,0,LOW
2.6,11.36561983167321,0.5528387999375619,1.207219509069844,0.0268001957460837,28.03537560221405,2.466682505435057,35.98283776278154,0.0,6.537452000053946,12.39202671057392,NORMAL,0,LOW
2.7,11.411583677608302,0.547194173583877,1.3720393858206288,0.064912335051967,26.023210097378765,2.280420564977432,35.90607148824855,0.0,6.715036526455272,12.383709833523737,NORMAL,0,LOW
