time_s,speed_mps,accel_mps2,steering_deg,yaw_rate_rps,front_distance_m,ttc_s,throttle_pct,brake_pct,motor_current_a,battery_voltage_v,event_label,anomaly_score
60.5,6.026398529539048,-3.0721059081765096,0.7687578661824582,-0.0102755563771503,26.611718809282607,4.415857776222793,0.0,84.66317724529529,3.922336513681538,12.38855015062735,HARD_BRAKE,0.6421390797948977
26.4,13.99485329873014,2.4485797120383546,-0.6671513359258014,0.0140163455068026,25.748057225370427,1.8398233033072768,87.05728741918107,0.0,8.8428977314157,12.347028752247562,HARD_ACCEL,0.6382919280207259
26.5,13.998171521530702,2.50947725205655,1.1716830716369433,0.0141684707939448,25.72231583321306,1.8375482679040869,88.58437143155673,0.0,8.825308594527637,12.28244013942068,HARD_ACCEL,0.6370290245767098
60.1,6.06706612107556,-2.768395856942038,1.5632620843120903,-0.013469548935577,25.448430765614862,4.194520095505966,0.0,75.55187570826115,3.8577891741065207,12.458141319689949,HARD_BRAKE,0.6339365363913314
60.900000000000006,6.003651010759892,-2.8206298987356586,2.555442993439777,0.0801791953243088,26.11127001033457,4.349231819693934,0.0,77.11889696206975,3.955742051844288,12.462346083229717,HARD_BRAKE,0.6337976669977656
25.9,13.962275323899853,2.340911406507233,3.1752783749102256,0.0713068898037073,25.80106653660852,1.847912746172801,84.31997061614061,0.0,8.263729253442534,12.283703661259256,HARD_ACCEL,0.6328938096593295
25.6,13.930316667893107,2.425944746544853,1.927396546020484,0.0548692483339061,26.94806598266952,1.9344905521623927,86.40106199867166,0.0,8.668729667622312,12.301975575275858,HARD_ACCEL,0.6328015429962656
60.6,6.019031591841302,-2.846511257910778,1.4745992687943446,0.0447440032202934,25.197262150964253,4.186265143568731,0.0,77.89533773732335,4.013695250486765,12.488821060485568,HARD_BRAKE,0.6319913336150784
27.200000000000003,13.990653747199534,2.007592109628324,1.1253481629135096,0.0855672790428853,26.66104552614772,1.905632574995602,76.02671798678745,0.0,9.00259148370929,12.358592778339986,HARD_ACCEL,0.6305523172726257
60.7,6.012785485447966,-3.0036847024427678,1.8540912369683111,0.0483406443236241,26.333544249015244,4.379591507587824,0.0,82.61054107328302,4.052140738123176,12.443815487370522,HARD_BRAKE,0.6301216739550293
25.4,13.904047618307212,2.3679055408879925,0.6702128328166267,0.0196754805623118,23.391191530164857,1.6823296476175824,84.9133051878299,0.0,8.320660933402035,12.401103075984306,HARD_ACCEL,0.6299637113756381
150.8,6.137609099570274,0.1636831102117121,-3.70591671836414,-0.0885719602903758,33.92887189340831,5.528027501097103,18.934730494691188,0.0,8.691735710532791,12.400908824958083,MOTOR_OVERLOAD,0.6281516715700802
25.1,13.857494744812955,2.3757995402140084,2.0852652987051745,0.0376263574141831,26.09208149290426,1.8828859020618336,85.04548114808836,0.0,8.439434576323974,12.38467280899363,HARD_ACCEL,0.6278539972311488
152.0,6.397667181314147,0.3422134528598481,-3.3686719315381666,-0.051191731081332,35.22103584962316,5.505293547075138,23.76207037533601,0.0,8.756740776862028,12.431359854004,MOTOR_OVERLOAD,0.627076984788003
153.9,6.986969036482834,0.4299287001116502,-4.594991431497992,-0.1200606593999636,33.60306724208332,4.809391177579735,26.779974153867222,0.0,8.926187237345271,12.429069207579886,MOTOR_OVERLOAD,0.6257388269120577
150.4,6.078537973792742,0.3396423975420585,-3.503357867243917,-0.0780604298641672,34.42828837115356,5.663909400515237,23.251013101861304,0.0,8.497262254121033,12.448366468234346,MOTOR_OVERLOAD,0.6256300447377343
25.700000000000003,13.941975960857883,2.3569249505373557,-0.3044926809195207,-0.025206437104307,26.223881351817923,1.8809300364196224,84.69189010863491,0.0,8.418800444715922,12.314121797432724,HARD_ACCEL,0.6255990773812683
153.20000000000002,6.752996499024163,0.563178024577605,-4.803377525584487,-0.1204054915047926,34.727965165238885,5.142600795107361,29.783645713073952,0.0,8.495445828661598,12.43398480377728,MOTOR_OVERLOAD,0.6251370493462914
27.1,13.995057557388035,2.42916044512532,-0.2635892403094766,0.0220177441704055,27.500500012433758,1.965015141928884,86.57209170847625,0.0,8.383961762336659,12.338953821799205,HARD_ACCEL,0.6239803624288272
152.1,6.424202102928916,0.2573494340702156,-4.930674530863614,-0.0698755067656423,33.908606601995544,5.278259627998933,21.67761879585587,0.0,8.773208192654069,12.42314546437477,MOTOR_OVERLOAD,0.6239423394675003
150.20000000000002,6.0548091901370364,0.1387154469800261,-4.097698706431741,-0.0931334496190757,35.366889079866766,5.841123637302651,18.194619040692505,0.0,8.270283539075084,12.422003765074605,MOTOR_OVERLOAD,0.6228925257754502
25.8,13.952633195936016,2.379763032429327,2.2187031888303927,0.0496814840587834,26.44371684179121,1.8952491956495692,85.2777622850436,0.0,8.380475408142669,12.35853301145394,HARD_ACCEL,0.6227901363203006
153.3,6.785568021274924,0.3791464636491114,-4.545509354558368,-0.1299307068664258,32.277236940435415,4.756747974412159,25.22845682101268,0.0,8.950982767067336,12.433091043170286,MOTOR_OVERLOAD,0.6225355313369514
60.3,6.044494817547999,-3.0460506189169827,1.76484634096017,0.0633465710228963,26.59572146962904,4.39999078044008,0.0,83.88151856750949,4.393479714565356,12.404461760457083,HARD_BRAKE,0.6224188511731413
150.0,6.035103458807304,0.0998342951309621,-2.546662267155213,-0.0655627486881353,33.362826865565495,5.528128406295602,17.195002220604277,0.0,8.433103678119819,12.44622456464399,MOTOR_OVERLOAD,0.6217687347662147
60.8,6.007659222699829,-2.736400386433417,2.432695118890222,0.0721838982457245,24.68981824620735,4.109723493123133,0.0,74.59201159300251,4.271143266302919,12.443844672784728,HARD_BRAKE,0.6213508838601262
25.3,13.889467438344294,2.5047403925543343,2.1869164247546093,0.046443249780299,27.09414660465271,1.950697298145111,88.31376422754036,0.0,8.225790883301045,12.375725218421504,HARD_ACCEL,0.620995076638804
27.700000000000003,13.951834963850768,1.9822093949821051,2.077300003372589,0.0509878415939624,24.891700267316978,1.7841165933951644,75.3378038239437,0.0,8.415537382746734,12.364487795107888,HARD_ACCEL,0.620466908346676
60.400000000000006,6.034886479905912,-2.807173248152925,2.683259941849636,0.0645826843519543,26.170162546416,4.336479672576046,0.0,76.71519744458774,4.454835929080008,12.438330440186476,HARD_BRAKE,0.6202851089827368
60.0,6.080023807344066,-2.9865925428233697,0.2010227042223358,-0.0160850109767101,25.847477005999725,4.251213124326673,0.0,82.0977762847011,4.29166955746915,12.43270828924088,HARD_BRAKE,0.6185060298526521
27.9,13.928473287246645,2.17368829701281,0.367671213595805,0.0713546911465296,23.958448287617134,1.7201058431547025,80.09207002746557,0.0,8.476839019215202,12.365216628956643,HARD_ACCEL,0.6183321292268357
25.0,13.840135780988822,2.35997648406846,1.6300971770116837,0.0334977478311645,26.047938334941964,1.8820580048587456,84.62560219509584,0.0,8.278837623642897,12.340769664992909,HARD_ACCEL,0.6181840510737753
26.1,13.978465650773668,2.2801866506309616,1.5066008774398978,0.0101034007622011,26.11817002254716,1.868457574319081,82.82451817685717,0.0,8.580332008775263,12.357772155918637,HARD_ACCEL,0.6170872924570877
27.8,13.94071199178503,2.080445354332144,0.4792608656295058,0.0525820471887583,24.9237777812148,1.7878410941924534,77.77813064680264,0.0,8.530927557957677,12.373442085041995,HARD_ACCEL,0.6167739181824023
150.70000000000002,6.121428201867803,-0.0100273771610414,-3.647250395646376,-0.1033611522732218,35.56343050202341,5.809662276390354,14.569315053588888,0.0,8.064320108573963,12.497397697220649,MOTOR_OVERLOAD,0.6166577463692887
153.8,6.952830088337233,0.3331060353255902,-4.350515590148557,-0.1416092971211784,33.400525514767466,4.803874838074059,24.31161300681188,0.0,8.680966519191085,12.424482060569224,MOTOR_OVERLOAD,0.616518179455633
150.6,6.106178649125557,0.1162243030328309,-4.476437526716145,-0.1310048315746575,34.57002479266287,5.66148270123304,17.704257684596552,0.0,8.219033976386672,12.438626753062673,MOTOR_OVERLOAD,0.6162582770844287
151.70000000000002,6.322155850063496,0.1699677892111024,-3.4035657799007226,-0.0967392434477052,33.30319733972745,5.267696356993947,19.350212920366456,0.0,8.826031795835156,12.405181302737876,MOTOR_OVERLOAD,0.6162393409439397
27.4,13.978488286246057,2.1906206225135176,-0.3003075784753399,-0.0161274057232368,26.35745429695276,1.8855725853336245,80.58539916358242,0.0,8.456043685281045,12.35420160525608,HARD_ACCEL,0.6160175151052742
151.0,6.172696657791998,0.1284187127791225,-4.593653373847655,-0.0935267374915673,33.90493254253783,5.49272618147184,18.10224314038686,0.0,8.394862608514845,12.44532342729226,MOTOR_OVERLOAD,0.615786853085932
153.70000000000002,6.918882815791514,0.2923519885222866,-3.754908537511104,-0.1265044256678972,34.03724089067547,4.9194706424264885,23.24523565516529,0.0,8.819662377264752,12.45514109521312,MOTOR_OVERLOAD,0.6152680653103768
58.2,6.49552394477643,-3.147986647546856,0.5774287115198019,-0.0189776220662283,22.66321026799915,3.4890503769483368,0.0,86.93959942640568,4.309573214627812,12.406433043104244,HARD_BRAKE,0.6151159667418874
26.700000000000003,14.00154327452503,2.26824389218765,-0.348025821416158,-0.0168891654081679,27.60729684814564,1.971732423123347,82.5582578890263,0.0,8.478369226013456,12.396757162423194,HARD_ACCEL,0.6147531758566809
152.20000000000002,6.451379849424805,0.450073150135023,-4.716683488937995,-0.1503953599759305,33.532747335721275,5.197763597614083,26.533760542570302,0.0,8.49815246304178,12.485146297232196,MOTOR_OVERLOAD,0.614662104281646
59.3,6.201487409913616,-3.2404991621902832,1.667739897045528,0.0413591277443161,25.26312663651486,4.073720539386979,0.0,89.7149748657085,4.242489717963365,12.431562146409734,HARD_BRAKE,0.6145339376344181
26.8,14.00158344979038,2.139098135762457,1.5914442821399222,0.0897395208507686,25.789387624685684,1.8418907916498384,79.32967022376796,0.0,8.637918422733602,12.338444531863994,HARD_ACCEL,0.6144499521176844
27.3,13.985131159461131,2.3014268280871706,0.4020586795305076,0.024469915918827,26.33215988212366,1.8828682821690657,83.36485432542486,0.0,8.516604487334714,12.335444809196282,HARD_ACCEL,0.61424008778638
26.200000000000003,13.984991370726444,2.2783859873686514,-0.3097083956248335,-0.0350879041252973,25.01275877804344,1.788543025518089,82.78863760323331,0.0,8.39450488880303,12.327666186613344,HARD_ACCEL,0.6142232597976586
59.8,6.10926403161268,-3.0250483169207563,1.6211523874061886,0.0321096698005869,26.77735473643523,4.383073738158069,0.0,83.25144950762268,4.420639337505413,12.485247814922404,HARD_BRAKE,0.6136684186043547
