timestamp,lot_id,recipe,chamber_id,temp_mean_c,temp_std_c,pressure_mean_pa,pressure_std_pa,rf_power_mean_w,gas_flow_mean_sccm,vibration_rms_g,particle_mean,downtime_min,maintenance_age_hours,yield_percent
2026-01-05 08:00:00,LOT-Y001,ETCH-B,CH-02,71.89876526786573,0.5425501677474328,18.299591456310708,0.06699071129364015,823.7719336534312,116.13829393493029,0.08507749891222328,4.867724694338479,4.584028014757949,405.7529055388271,91.60640527441616
2026-01-05 08:30:00,LOT-Y001,ETCH-A,CH-01,71.01926833684485,0.3695819412873442,18.326220221095465,0.15933066617721126,883.4365728261535,123.72895813791273,0.09488202729223656,5.02346804561348,0.7315660324285594,33.33706442909279,93.37728443670497
2026-01-05 09:00:00,LOT-Y001,ETCH-B,CH-03,72.22458205432551,0.688297387736525,18.03886682623502,0.26918995616535746,853.0304982251013,120.6369448828241,0.0912593395894979,3.6253689488909036,4.857419803934477,371.4626078956915,91.25835939890494
2026-01-05 09:30:00,LOT-Y001,ETCH-A,CH-01,71.51673345779761,0.6046579961727332,18.02994401353115,0.12119464132565899,856.46195433224,123.1578063613588,0.07397388831372531,5.43883315248942,4.500826761486467,185.23733053875148,92.17603786278289
2026-01-05 10:00:00,LOT-Y001,ETCH-A,CH-01,72.40757459922834,0.44281562663581825,17.354362415536293,0.2662033946644316,848.598881283656,117.86060458181058,0.08309460220948943,4.6409741413258665,4.358508690479881,94.50787986999771,93.34015266961605
2026-01-05 10:30:00,LOT-Y001,ETCH-B,CH-02,72.05707187378555,0.484242637429615,18.037140705756805,0.18350177364413253,870.1056746160627,120.62476143435899,0.06937030717694512,3.125543833391321,5.10574097241697,484.0170638047898,92.5947050959603
2026-01-05 11:00:00,LOT-Y001,ETCH-C,CH-01,70.57554626065783,0.3973058482308838,18.008856388407168,0.20023637713849896,850.8139588623195,117.08271766522827,0.0738931452688075,5.157141330108274,4.620529033467076,248.95289578021206,91.13397115946523
2026-01-05 11:30:00,LOT-Y001,ETCH-B,CH-02,71.94533679493598,0.31956535905709615,18.172346368113583,0.1412266275683908,862.6470548242498,119.68933724794215,0.08258521365206936,2.7448910483016493,2.8989302344243164,371.2040535367971,94.34960294066019
2026-01-05 12:00:00,LOT-Y001,ETCH-A,CH-02,72.96840103348079,0.3887535660962853,18.3091929790346,0.17050245727709396,850.9681077920711,118.86700874248844,0.11328719251278341,3.6776076597376233,1.1601376881563723,299.0784109042942,92.74465752532522
2026-01-05 12:30:00,LOT-Y001,ETCH-A,CH-02,73.75634460945416,0.46332390014474617,17.93671333364098,0.22399109833449538,841.5730010602081,116.7225743035828,0.10803060271968239,2.385332065115876,1.2709762573910488,452.9402031652341,91.98372572976265
2026-01-05 13:00:00,LOT-Y002,ETCH-A,CH-03,71.84142441959261,0.5390122896227459,18.162954867310745,0.1864728222754765,806.2696102226137,120.45505804319244,0.08333985569808762,7.642691068238117,1.3034269733452681,372.184751148532,90.95475049683355
2026-01-05 13:30:00,LOT-Y002,ETCH-B,CH-02,71.27902429600638,0.39295067203852335,18.193036837491054,0.3675134458475039,855.9178035663889,125.68763773717009,0.05949728351886819,1.4139360274953439,4.774637724040329,399.0658307788356,92.71663908285967
2026-01-05 14:00:00,LOT-Y002,ETCH-B,CH-03,75.09393700967472,0.46517776673143246,17.562526051955093,0.1722351410652113,840.4080956784005,122.8645829532673,0.12982662033041487,7.2658350335070585,8.138750750284082,269.1945187629075,86.84854675546288
2026-01-05 14:30:00,LOT-Y002,ETCH-A,CH-03,73.46135098263595,0.34117592322389767,18.60210665294453,0.19231243631219527,839.9817106430776,119.13525521978978,0.07255795106049175,4.0250267781284865,8.891775613949273,177.31679367708225,90.87100902678706
2026-01-05 15:00:00,LOT-Y002,ETCH-A,CH-02,71.74849429502642,0.16161855039977024,17.93407436474169,0.16454906241686135,850.4919361183465,119.62023678578105,0.07402260355593987,2.3627371002069975,6.886080591060988,228.80743311469303,94.66677820874797
2026-01-05 15:30:00,LOT-Y002,ETCH-A,CH-03,72.21846358502653,0.4515842738873158,18.00068639266672,0.28347340319881265,854.0444847944451,120.07718313895174,0.09113857041691659,3.1962917769697605,2.374871985998437,208.2408020309775,94.21221035463742
2026-01-05 16:00:00,LOT-Y002,ETCH-B,CH-03,72.27409290736895,0.5133772865381507,18.090057501598086,0.29884577279882474,857.6838382113768,121.6324796519494,0.06684175243368179,7.355787163391087,2.12352618939228,149.97995738102887,91.61988705394377
2026-01-05 16:30:00,LOT-Y002,ETCH-B,CH-03,72.32144121539866,0.636593559197628,18.291016049596657,0.2270811024313486,855.1695303569504,118.99624537082816,0.1044142786220209,3.621966231288931,5.836489816491267,396.1060205306804,91.88778198633574
2026-01-05 17:00:00,LOT-Y002,ETCH-A,CH-01,72.3421210305473,0.49358144996107434,17.736415160351452,0.1422279582971823,836.9639886834584,119.73954289414588,0.08584573353751247,5.6845098269504835,5.492104349089863,480.0434566218171,93.53311633822607
2026-01-05 17:30:00,LOT-Y002,ETCH-A,CH-01,72.08681564779087,0.5551901105823389,17.52195165532153,0.21342317568249383,837.2621818129992,114.19094378361699,0.1029671442730762,3.80053950185086,4.018399334728475,70.88977449672085,93.31662624241564
2026-01-05 18:00:00,LOT-Y003,ETCH-B,CH-02,72.32464722545787,0.470103892340168,17.77507796424319,0.1806024060292759,806.791479266713,120.26880767628732,0.08659455981934291,3.840960950461876,9.166718200013117,153.30215587764528,91.79392992096187
2026-01-05 18:30:00,LOT-Y003,ETCH-A,CH-01,73.22108456800758,0.48868887125737226,18.78669599219716,0.2368032366886701,845.382558788183,122.65220131545034,0.08007407200376793,2.8935858647066017,0.27685595523865547,387.02911691742656,91.91710310111607
2026-01-05 19:00:00,LOT-Y003,ETCH-A,CH-02,72.63177573136748,0.5043994293570293,18.442901076767924,0.30532575403776646,841.6417447571446,117.93764116922054,0.06243606585752631,4.641379351142188,6.053248454256227,139.57477304912646,92.29733422604852
2026-01-05 19:30:00,LOT-Y003,ETCH-B,CH-01,73.55694228371512,0.5594932992011833,18.433202164462088,0.17635632710978355,860.0948366214476,113.16918636051086,0.06371947240493159,5.4754520185430575,9.321974945957912,320.38320680338444,89.91275549057922
2026-01-05 20:00:00,LOT-Y003,ETCH-B,CH-02,72.52809503734922,0.47883916647268226,18.407139042306078,0.2139018822378873,857.9264529795889,117.10789310836026,0.07442578910483894,1.2981011093506196,1.3456023286201315,115.9309060610253,93.17377669628223
2026-01-05 20:30:00,LOT-Y003,ETCH-C,CH-02,71.92281133799204,0.6050339868360989,18.150461810938978,0.2852792240151341,846.7479222979747,121.61898099674077,0.07280199078548148,1.3878123939939853,2.0327497260380296,193.29074199023864,94.3346812903597
2026-01-05 21:00:00,LOT-Y003,ETCH-B,CH-02,72.1593476936915,0.42698847413886204,18.008912101137977,0.17234390722430057,828.6351370466471,121.11052540240588,0.0858871956901572,0.0,3.6759451010949986,180.6952919393184,95.23866427318427
2026-01-05 21:30:00,LOT-Y003,ETCH-B,CH-01,71.7203469656459,0.45984770057541696,17.907831884291358,0.26174310286061553,832.7158672528909,119.65512065876133,0.08772531929962224,0.22197640049677236,4.410343756157887,390.32045592940653,94.41203694016234
2026-01-05 22:00:00,LOT-Y003,ETCH-C,CH-01,72.45176187989387,0.5155996443386561,17.556776131809592,0.24071799567316882,828.9680528723131,118.2414093350356,0.058815953983940975,3.762391156735675,3.14107181469172,438.710712590165,91.2828723977271
2026-01-05 22:30:00,LOT-Y003,ETCH-A,CH-02,72.111522560618,0.4854532897026128,18.101510326728512,0.21682930311747292,851.5921670791951,119.43384270738312,0.059760306014350006,4.423564142606428,0.21589356795653292,254.9015764290235,96.26929053649532
2026-01-05 23:00:00,LOT-Y004,ETCH-A,CH-01,72.97909926032852,0.5234656904148557,17.689613390287533,0.1129433671196656,843.3696176678725,122.35597295790934,0.07438203666207696,5.827350503610767,1.5302491501828868,171.6653323288644,93.37969266053489
2026-01-05 23:30:00,LOT-Y004,ETCH-C,CH-01,71.06334089210519,0.27160680150855837,17.60747880013574,0.19301478745866227,845.0683255194032,122.39704165386526,0.0780770917651287,4.27938265728879,7.145028890974219,39.25565283662857,92.32832293245107
2026-01-06 00:00:00,LOT-Y004,ETCH-C,CH-02,72.77420590017236,0.49252800115119677,18.199572124765925,0.14120799253220603,834.47089875099,121.01374962051682,0.08715855874259501,2.6596264873536564,1.594411381082632,214.5718526001106,91.986408767888
2026-01-06 00:30:00,LOT-Y004,ETCH-A,CH-02,72.24791167226886,0.4186360008056908,17.670765743815288,0.2425611004010281,854.4407228217169,120.56607923956253,0.1087981765179551,4.642884311961989,0.15679065527340405,185.7177162542986,93.37214439219858
2026-01-06 01:00:00,LOT-Y004,ETCH-B,CH-01,71.93754635504757,0.4677765009317488,18.10214367232284,0.17605640536698744,856.3225657200935,117.18189233718542,0.08495951164430703,3.585320737149944,0.4696286558719063,319.3636071892423,95.40578873596681
