timestamp,lot_id,recipe_id,temperature_c,film_thickness_nm
2026-08-03 09:00:00,LOT_A,RCP_01,65.09750946552141,99.87614718023215
2026-08-03 09:00:01,LOT_A,RCP_01,64.66720508600304,99.93237801972815
2026-08-03 09:00:02,LOT_A,RCP_01,65.24014438265807,100.0226724690458
2026-08-03 09:00:03,LOT_A,RCP_01,65.3009807092452,99.96617653167252
2026-08-03 09:00:04,LOT_A,RCP_01,64.37566873963077,99.91959565279576
2026-08-03 09:00:05,LOT_A,RCP_01,64.58330255780406,99.91783314703362
2026-08-03 09:00:06,LOT_A,RCP_01,65.04090892901353,99.91503098650294
2026-08-03 09:00:07,LOT_A,RCP_01,64.89880237045006,99.90329582977903
2026-08-03 09:00:08,LOT_A,RCP_01,64.99462362959862,100.37605943285735
2026-08-03 09:00:09,LOT_A,RCP_01,64.72702594317646,100.00818940228207
2026-08-03 09:00:10,LOT_A,RCP_01,65.2814073519561,100.08564680151203
2026-08-03 09:00:11,LOT_A,RCP_01,65.24889341933726,99.93214555000519
2026-08-03 09:00:12,LOT_A,RCP_01,65.0211298232196,99.95831299637143
2026-08-03 09:00:13,LOT_A,RCP_01,65.36071718622978,99.91494233236699
2026-08-03 09:00:14,LOT_A,RCP_01,65.14960298952066,99.82075401287202
2026-08-03 09:00:15,LOT_A,RCP_01,64.72502641187737,99.87311372203736
2026-08-03 09:00:16,LOT_A,RCP_01,65.1180002509064,99.85188266954115
2026-08-03 09:00:17,LOT_A,RCP_01,64.69315756773472,99.83416780754709
2026-08-03 09:00:18,LOT_A,RCP_01,65.28110409641833,99.88339515173163
2026-08-03 09:00:19,LOT_A,RCP_01,64.9840237084844,100.15813439745172
2026-08-03 09:00:20,LOT_A,RCP_01,64.94084404366552,99.97180729867267
2026-08-03 09:00:21,LOT_A,RCP_01,64.78210254579074,100.15191411245164
2026-08-03 09:00:22,LOT_A,RCP_01,65.39121322837569,100.02155339214681
2026-08-03 09:00:23,LOT_A,RCP_01,64.95055056573798,100.07041333486096
2026-08-03 09:00:24,LOT_A,RCP_01,64.8629350969078,99.90185717991851
2026-08-03 09:00:25,LOT_A,RCP_01,64.88731726384377,100.03555354092647
2026-08-03 09:00:26,LOT_A,RCP_01,65.17033893937707,100.06281708133052
2026-08-03 09:00:27,LOT_A,RCP_01,65.1169421005965,99.92522700561241
2026-08-03 09:00:28,LOT_A,RCP_01,65.13207443571072,100.04011360575869
2026-08-03 09:00:29,LOT_A,RCP_01,65.13786272096252,100.04097345818224
2026-08-03 09:00:30,LOT_A,RCP_01,65.68532723227855,99.92733859428108
2026-08-03 09:00:31,LOT_A,RCP_01,64.86994719475692,99.8877217981192
2026-08-03 09:00:32,LOT_A,RCP_01,64.83608232669711,99.88405533004749
2026-08-03 09:00:33,LOT_A,RCP_01,64.73959272696068,99.98508193053895
2026-08-03 09:00:34,LOT_A,RCP_01,65.19711341522415,100.01159822286283
2026-08-03 09:00:35,LOT_A,RCP_01,65.36127113367068,99.90929169461762
2026-08-03 09:00:36,LOT_A,RCP_01,64.96353681355043,99.97891018482623
2026-08-03 09:00:37,LOT_A,RCP_01,64.73114992737199,100.04153743918911
2026-08-03 09:00:38,LOT_A,RCP_01,64.7361660109788,100.04778964939474
2026-08-03 09:00:39,LOT_A,RCP_01,65.2081896921039,100.20168100965775
2026-08-03 09:00:40,LOT_A,RCP_01,65.2378413347851,100.14948383540789
2026-08-03 09:00:41,LOT_A,RCP_01,65.17380936585766,99.89528601089779
2026-08-03 09:00:42,LOT_A,RCP_01,64.78703689366762,100.22907137795
2026-08-03 09:00:43,LOT_A,RCP_01,65.07429162338136,99.92880124867423
2026-08-03 09:00:44,LOT_A,RCP_01,65.03733945892503,100.11017038298436
2026-08-03 09:00:45,LOT_A,RCP_01,65.06998035095329,99.9831566944104
2026-08-03 09:00:46,LOT_A,RCP_01,65.27885720894342,99.9384524059087
2026-08-03 09:00:47,LOT_A,RCP_01,65.0715505756079,99.85201264341221
2026-08-03 09:00:48,LOT_A,RCP_01,65.21725234018301,99.95964640145337
2026-08-03 09:00:49,LOT_A,RCP_01,65.02162530223644,99.86370706620322
2026-08-03 09:00:50,LOT_A,RCP_01,65.0925182075808,100.09792059475112
2026-08-03 09:00:51,LOT_A,RCP_01,65.20201223226833,100.19465374205889
2026-08-03 09:00:52,LOT_A,RCP_01,64.53371013764618,99.90898377144605
2026-08-03 09:00:53,LOT_A,RCP_01,64.89770521076566,100.00870185386283
2026-08-03 09:00:54,LOT_A,RCP_01,64.8494807506263,99.91408247895951
2026-08-03 09:00:55,LOT_A,RCP_01,64.79555908856213,99.92125816942921
2026-08-03 09:00:56,LOT_A,RCP_01,64.91195447960746,100.06926391802088
2026-08-03 09:00:57,LOT_A,RCP_01,65.47838121959501,99.9723885457791
2026-08-03 09:00:58,LOT_A,RCP_01,64.72293404297817,100.24123198455011
2026-08-03 09:00:59,LOT_A,RCP_01,65.30984907346928,99.93269792113256
2026-08-03 09:01:00,LOT_A,RCP_01,64.46148167308294,100.1029278527907
2026-08-03 09:01:01,LOT_A,RCP_01,64.89283679040456,99.98622344940537
2026-08-03 09:01:02,LOT_A,RCP_01,65.05208098083361,100.07230657302296
2026-08-03 09:01:03,LOT_A,RCP_01,65.18759114603498,99.93555521059943
2026-08-03 09:01:04,LOT_A,RCP_01,65.2275925055337,99.97130370250832
2026-08-03 09:01:05,LOT_A,RCP_01,65.25387111526398,99.96492390170398
2026-08-03 09:01:06,LOT_A,RCP_01,64.8884079768805,99.90626171167257
