timestamp,equipment_id,operation_mode,temperature_c,pressure_pa,vibration_rms_g,vibration_peak_g,motor_current_a,pump_speed_rpm,gas_flow_sccm,particle_count,maintenance_age_hours,fault_type
2026-01-06 08:00:00,EQ-04,process,63.905420190197816,17.966418186752787,0.07276843245358997,0.16958454361834494,5.2971231590168735,3273.683084105463,122.18754027422861,5,620.0394296773343,normal
2026-01-06 08:01:00,EQ-04,process,71.23657249194646,18.048407239727766,0.06900062574657538,0.21467032877220293,5.523135840267403,3252.78105307845,118.20582459841602,5,594.6722206572767,normal
2026-01-06 08:02:00,EQ-03,idle,74.09204872805745,17.75055251073194,0.0914716845206966,0.30078638588250073,5.741078018242672,3346.1434002316378,120.1014404810037,8,89.39536974505137,normal
2026-01-06 08:03:00,EQ-02,process,65.55508630345643,18.697709282670296,0.10076665383392659,0.25354278454863843,5.301230494058443,3036.568650834648,119.48957715855983,6,263.8720891673253,normal
2026-01-06 08:04:00,EQ-01,process,69.57029588738277,17.73561809290822,0.07586723936172252,0.18787003290606755,5.03065906219762,3062.857039582843,115.29624960214768,1,398.8575425615726,normal
2026-01-06 08:05:00,EQ-03,process,64.50430334033757,18.015125900854088,0.043766616028581215,0.11332201651328083,5.9447100563556905,3476.216632111779,120.6645713608371,3,353.3710479626639,normal
2026-01-06 08:06:00,EQ-02,process,68.17976966094432,17.99318194103033,0.07188062000392516,0.1681171861647674,5.6584797780510865,3235.1133731522154,121.58414933971017,3,678.2422019109625,normal
2026-01-06 08:07:00,EQ-01,clean,63.73091451117333,17.60702188503915,0.05126959050316965,0.12643536147130902,5.00058317491495,2985.453392031007,117.36973578122142,6,545.5296821937966,normal
2026-01-06 08:08:00,EQ-03,process,69.10911069815984,18.07737681566475,0.047057735611499375,0.1446593603894936,5.374497782473405,3148.132620276947,114.97848021723047,3,439.4103394262729,normal
2026-01-06 08:09:00,EQ-02,idle,70.60676165516784,17.914631622232218,0.05968754816506904,0.19010155283528565,4.830266119717878,3268.2963469742,120.28880702733132,3,485.34671576009646,normal
2026-01-06 08:10:00,EQ-02,process,65.0166661733737,17.99613716725757,0.06313477385262144,0.18960014642912926,5.437308173265885,3220.4007523543246,120.17589610050828,3,330.312663742546,normal
2026-01-06 08:11:00,EQ-04,process,70.68317580424015,18.043477665506394,0.056475864615232164,0.13267191661689778,4.771442147820792,3124.085925539253,123.69856119080748,1,667.2705227063939,normal
2026-01-06 08:12:00,EQ-03,idle,68.26567014948134,18.973830358461868,0.07645826349938281,0.2197954167307001,6.161546286598352,3282.4005105875613,121.89378609476819,6,466.12524292601233,normal
2026-01-06 08:13:00,EQ-04,clean,69.11288706010765,17.791816609613637,0.05945449133141368,0.19804589325014857,5.528933055326472,3214.231745462427,122.15586879981082,5,99.49361214176533,normal
2026-01-06 08:14:00,EQ-03,process,65.75989809347783,17.41337711303959,0.12807130878483172,0.35759631706282713,5.548079670345875,3129.389737071141,121.1609600790456,5,124.45564802893796,bearing_wear
2026-01-06 08:15:00,EQ-02,process,69.8542845519734,17.823887802758478,0.07149398118797663,0.26680342021446096,4.860682156474068,3170.710186226006,117.2700023418897,6,466.3355734456728,normal
2026-01-06 08:16:00,EQ-03,idle,67.91390507119576,17.16067572730899,0.0727310880947595,0.21141260835112552,3.669945666149119,3275.7164853679383,125.09198621778084,0,529.2908765962063,normal
2026-01-06 08:17:00,EQ-01,process,66.03345868142807,19.142549854002933,0.05830662586652893,0.13701254452680714,4.638849987186752,3128.814943920461,115.74472250333721,3,593.946071544341,normal
2026-01-06 08:18:00,EQ-04,clean,71.80275064679155,18.28447106633507,0.06485767191206694,0.18200122429298496,5.682353536665953,3415.784437248357,120.409592629608,5,626.9197590680807,normal
2026-01-06 08:19:00,EQ-01,process,69.77885541942346,18.07125397902222,0.057904642263411,0.1712448761554547,5.181682924237149,3230.4314243389963,112.55526970444261,3,574.3037524077392,normal
2026-01-06 08:20:00,EQ-02,process,73.2063249010371,18.056674318602333,0.07358980473899837,0.17972993690415906,5.443786873610376,3170.502281038531,123.74179645001988,4,647.1051390250857,normal
2026-01-06 08:21:00,EQ-02,clean,68.76726682754382,17.78680105595629,0.0690815412246232,0.19184238245580695,5.062526032750232,3233.8968605485697,116.76951566107078,4,308.1031465871408,normal
2026-01-06 08:22:00,EQ-02,clean,78.58098252340106,18.65416821903846,0.07062809162848141,0.1628005055410705,5.649856957788089,3226.311532449652,121.08833547207087,3,653.1224626265147,overheating
2026-01-06 08:23:00,EQ-03,process,66.12586665849037,17.849946291734913,0.08401071097189883,0.2557038600401448,4.689686491848391,3233.2728281250183,121.61067205783841,3,285.43532938242276,normal
2026-01-06 08:24:00,EQ-04,idle,75.51520082356174,17.689014615284655,0.06975407494545573,0.18758818249748566,6.300072766291999,3212.7606103090498,119.01414685063634,4,142.1761580118102,overheating
2026-01-06 08:25:00,EQ-03,process,74.58447875560705,17.619858021479512,0.06519649659932732,0.18067037165221173,4.993298234839724,3133.8476223386615,115.05980176009719,4,662.2870840631196,normal
2026-01-06 08:26:00,EQ-04,idle,69.82197946830361,17.963940111675818,0.0989653397486537,0.29960048843790554,5.676218215830378,3225.2518122513334,122.12624931250475,5,251.71807819837287,normal
2026-01-06 08:27:00,EQ-01,process,66.84338261854197,17.952084014000963,0.06559389125408847,0.15127065529493974,4.002829310161182,3030.3245050341334,121.32514434241286,5,387.8841227307647,normal
2026-01-06 08:28:00,EQ-02,process,65.25928163295316,17.41059704793313,0.06331544360999265,0.17640630065193943,4.111139688903179,3083.920674776363,121.82399302187996,6,355.29912207993874,normal
2026-01-06 08:29:00,EQ-02,idle,70.21989186415776,17.988360655079937,0.07132704319527228,0.18996289630507002,5.130922165145992,3104.591186866682,115.77159253030665,2,70.88698162602893,normal
2026-01-06 08:30:00,EQ-04,process,70.76496764631304,18.2796259862504,0.09709259036462556,0.24307218027295732,5.2023602498483505,3174.3574198876977,121.76093725331947,6,177.9819181259202,normal
2026-01-06 08:31:00,EQ-01,idle,68.73048719671452,17.927175898782234,0.0826586153637499,0.2437487132744514,6.125129851904735,3224.600460350086,118.64133720242869,7,696.4701856436409,normal
2026-01-06 08:32:00,EQ-02,idle,64.56640652179362,18.70958022996539,0.08377316203580308,0.21658049509682314,5.1269871192684295,3270.796373404396,124.00008095205547,5,270.4280240204823,normal
2026-01-06 08:33:00,EQ-02,process,67.80550761808028,18.119180784584124,0.05862279353441476,0.17841831975314668,5.656150997447171,3184.3459441289706,123.77694355327273,4,235.32661405943193,normal
2026-01-06 08:34:00,EQ-04,process,67.73947513607399,17.867703694640255,0.05890612691054744,0.18205475325330248,4.511600575779989,3316.677771027171,123.07880135936966,3,655.4495783335433,normal
2026-01-06 08:35:00,EQ-03,process,65.12240779328464,17.72307395376478,0.08525430837058436,0.23605020630613252,4.552467677590474,3164.8716922378608,119.15205842033473,4,138.28685616428393,normal
2026-01-06 08:36:00,EQ-02,process,66.494056852027,18.11455913311333,0.04503180823094477,0.08651563935872843,5.19016535808388,3056.8171963946074,118.65024449385871,4,633.4072225947659,normal
2026-01-06 08:37:00,EQ-01,process,70.33957870904653,18.66928401217074,0.05363662350657594,0.19482991492334614,4.794806803719225,3492.1903177953677,123.46238430506968,4,516.3819172758106,normal
2026-01-06 08:38:00,EQ-03,process,64.38349209845357,18.040452380919422,0.07688154465735395,0.2015511213418078,5.615181489440576,3230.879051883166,118.79803844276466,7,641.837069227088,normal
