timestamp,lot_id,yield_percent,prediction,residual,absolute_residual
2026-01-05 22:30:00,LOT-Y003,96.26929053649532,93.04038875849469,3.2289017780006333,3.2289017780006333
2026-01-18 21:00:00,LOT-Y066,88.07245381108937,91.18783356994498,-3.1153797588556102,3.1153797588556102
2026-01-24 01:30:00,LOT-Y090,94.84892354175652,92.191590515159,2.657333026597513,2.657333026597513
2026-01-19 18:00:00,LOT-Y070,90.81542858881836,93.42447918825052,-2.609050599432152,2.609050599432152
2026-01-06 20:00:00,LOT-Y008,89.59283588601922,92.16280742555345,-2.5699715395342366,2.5699715395342366
2026-01-06 22:30:00,LOT-Y008,95.73018959033294,93.28198075184777,2.448208838485172,2.448208838485172
2026-01-21 17:30:00,LOT-Y079,88.00599964393172,90.33655618983762,-2.3305565459059068,2.3305565459059068
2026-01-08 04:30:00,LOT-Y014,95.6720697088036,93.37306334502681,2.2990063637767975,2.2990063637767975
2026-01-23 15:30:00,LOT-Y088,89.21254156716957,91.38061473700014,-2.1680731698305777,2.1680731698305777
2026-01-19 16:30:00,LOT-Y069,94.96185539726464,92.81534638704835,2.146509010216292,2.146509010216292
2026-01-22 05:30:00,LOT-Y082,89.85860636765045,91.97363133687018,-2.115024969219732,2.115024969219732
2026-01-06 17:00:00,LOT-Y007,90.48823175081723,92.59221732054625,-2.1039855697290193,2.1039855697290193
2026-01-12 05:30:00,LOT-Y034,91.1393614680718,93.18218820264846,-2.042826734576664,2.042826734576664
2026-01-11 17:00:00,LOT-Y031,89.84288912991148,91.75197387160961,-1.9090847416981234,1.9090847416981234
2026-01-11 08:30:00,LOT-Y029,94.29631645232216,92.40802528119576,1.8882911711263972,1.8882911711263972
2026-01-22 13:30:00,LOT-Y083,93.18546487522616,91.32348479226538,1.861980082960784,1.861980082960784
2026-01-16 21:00:00,LOT-Y056,94.8991425893206,93.06225749867177,1.8368850906488348,1.8368850906488348
2026-01-07 20:00:00,LOT-Y013,89.55193098962894,91.33824807333706,-1.7863170837081128,1.7863170837081128
2026-01-21 23:30:00,LOT-Y080,89.45895300608277,91.20809315058274,-1.7491401444999752,1.7491401444999752
2026-01-06 03:30:00,LOT-Y004,92.56549048901245,90.8315038416867,1.7339866473257501,1.7339866473257501
