timestamp,process_phase,true_temperature_c,true_pressure_pa,true_rf_power_w,true_gas_flow_sccm,temp_sensor_a_c,temp_sensor_b_c,pressure_sensor_a_pa,pressure_sensor_b_pa,rf_sensor_w,gas_sensor_sccm
2026-01-07 08:00:00,idle,25.0,1.0,0.0,0.0,24.957635125581355,24.382178268729636,1.3592144672773483,1.029906165590794,0.9608108071944411,0.5008462703232186
2026-01-07 08:00:01,idle,25.01,1.0,0.0,0.0,24.708820604848068,24.16096502097492,1.052478921960276,0.7960691443821339,7.597895245982391,1.8686524877053117
2026-01-07 08:00:02,idle,25.02,1.0,0.0,0.0,25.364676431364607,26.326542128275136,1.0087968438224268,0.8474949990203207,4.389708641816558,0.38373194259743215
2026-01-07 08:00:03,idle,25.03,1.0,0.0,0.0,25.273914090923157,24.203633835122773,0.9657390892520232,1.1210337953397507,-1.6858709777212388,-0.1222515248159759
2026-01-07 08:00:04,idle,25.04,1.0,0.0,0.0,25.282211053136397,24.960952879055295,0.9202533912562837,1.0203451751974892,-4.864730969560685,-0.5399115699239276
2026-01-07 08:00:05,idle,25.05,1.0,0.0,0.0,25.336384317312707,25.63790256083334,0.5994500678626528,1.3038150999837903,7.549726960369277,-2.0736627153403986
2026-01-07 08:00:06,idle,25.06,1.0,0.0,0.0,24.635934952747274,25.783332602838627,1.0948122881882625,0.8108618730267164,-1.5458466024800919,-1.2926566228679401
2026-01-07 08:00:07,idle,25.07,1.0,0.0,0.0,24.680760836992153,24.415164194526664,1.055796689430429,0.5813426347833296,5.344235408071965,-3.0263052575873433
2026-01-07 08:00:08,idle,25.08,1.0,0.0,0.0,24.63082259881955,25.450807886668127,0.6758043733175392,0.5353382910472698,3.859306686682279,0.4170907094428665
2026-01-07 08:00:09,idle,25.09,1.0,0.0,0.0,24.422077803735892,24.85905924178911,0.8266214679969538,0.43370383852465905,-1.4253592124412393,0.2517155508893764
2026-01-07 08:00:10,idle,25.1,1.0,0.0,0.0,25.757511320835107,25.990320228205626,0.7941474344837907,1.0712869079298881,2.7220797343197427,1.8547682344146796
2026-01-07 08:00:11,idle,25.11,1.0,0.0,0.0,25.44510308201954,25.792468432880383,1.0171476969412308,1.1360813596600443,4.424437317202211,-0.29971003219648334
2026-01-07 08:00:12,idle,25.12,1.0,0.0,0.0,24.948292656100854,24.6072635944953,1.0827476632651971,1.322654248194833,0.8043805548457382,-1.6577112956156068
2026-01-07 08:00:13,idle,25.13,1.0,0.0,0.0,25.292440016344443,26.6457206421135,1.216509773231025,0.9086654583655356,-4.463593296298881,-0.007992019690982474
2026-01-07 08:00:14,idle,25.14,1.0,0.0,0.0,25.348003899177083,25.860519534012166,1.0421040795845167,0.7263725210158921,4.9656443667529535,-3.179200086818842
2026-01-07 08:00:15,idle,25.15,1.0,0.0,0.0,25.00246177492789,25.464982280865314,1.125801521602901,0.579034664360961,4.0280250885947995,-1.0694114758995452
2026-01-07 08:00:16,idle,25.16,1.0,0.0,0.0,24.950106009803758,24.77476624202543,0.726931728311611,1.4912818067417888,-6.610404480497262,1.4074212626335993
2026-01-07 08:00:17,idle,25.17,1.0,0.0,0.0,24.739384616609772,25.2395253259448,1.3319663249180957,0.8959220538322135,1.4064179220759576,0.6875250811288313
2026-01-07 08:00:18,idle,25.18,1.0,0.0,0.0,25.529888684171432,25.167486292415973,1.0580402644118079,1.0373588826267732,-1.532898285962754,1.606674639229033
2026-01-07 08:00:19,idle,25.19,1.0,0.0,0.0,25.051339342535478,26.144173559626978,0.8292741306418965,0.8748304818616583,1.53783858377499,0.6075259181943723
2026-01-07 08:00:20,idle,25.2,1.0,0.0,0.0,24.475259894329245,25.73522162051677,0.9672495842889938,0.9367451238012179,1.7781055611277752,3.071156107953256
2026-01-07 08:00:21,idle,25.21,1.0,0.0,0.0,25.564605564299004,24.066904155179166,1.1870426878854854,1.2577320299748405,-1.05751474657108,0.34102835880855814
2026-01-07 08:00:22,idle,25.22,1.0,0.0,0.0,25.951488171354665,26.3703912603515,0.9701072111403519,0.9373059046061993,-7.830222319375503,2.4189259895613966
2026-01-07 08:00:23,idle,25.23,1.0,0.0,0.0,24.897270544752683,25.54152981772238,0.9807302536938243,0.6856289579822767,4.5841931922577706,-1.7708892380688086
2026-01-07 08:00:24,idle,25.24,1.0,0.0,0.0,24.60117812048651,25.047462357094407,1.2633654643093555,0.857772294054413,-8.216887680198624,2.400095207365216
2026-01-07 08:00:25,idle,25.25,1.0,0.0,0.0,25.96195557263687,26.097071078077878,1.035329750396502,1.1141385280544207,-2.093755064913423,1.836164255553232
2026-01-07 08:00:26,idle,25.26,1.0,0.0,0.0,25.596548619119368,25.682503759462083,0.9756618977392313,1.665095810516469,-1.695290230283478,0.8335012230323289
2026-01-07 08:00:27,idle,25.27,1.0,0.0,0.0,25.61168809235078,25.823527027687792,1.2204017229264492,0.9094933941587122,2.3463719427364875,0.7494444779867584
2026-01-07 08:00:28,idle,25.28,1.0,0.0,0.0,25.51332220727583,25.708529616087038,1.174082979219257,0.5154151071303077,3.742534521231829,-1.5994532299373077
2026-01-07 08:00:29,idle,25.29,1.0,0.0,0.0,25.49917008440589,24.596266235614934,1.3118959031386432,1.0614233567837021,0.704201995227205,0.41556458479845954
