timestamp,lot_id,chamber_temp_c,chamber_pressure_pa,rf_power_w,gas_flow_sccm,vibration_g,particle_count,process_state,chamber_temp_c_z,chamber_pressure_pa_z,vibration_g_z,change_score,change_alarm
2026-01-01 10:04:58,LOT-F,74.46128678522358,18.81584308133726,841.9912893469152,120.78859978635442,0.1373541082305016,6,purge,5.608223652809413,3.996803068150167,5.907166809218804,15.512193530178385,True
2026-01-01 10:04:52,LOT-F,74.39144057198807,18.898460665595486,848.6140571754033,119.34508444414264,0.1339236176576698,8,purge,5.446849796491017,4.39471611923927,5.58455461960994,15.426120535340228,True
2026-01-01 10:04:22,LOT-F,75.1500356708684,18.781013009262225,851.8314186414349,119.81299322009168,0.1181435104072131,9,purge,7.199520568745871,3.829050157272111,4.100552595919736,15.129123321937719,True
2026-01-01 10:04:56,LOT-F,74.42659998653743,19.14886406325983,865.0841351167487,120.56421555993995,0.1160750721289801,13,purge,5.528082694437762,5.6007400046178235,3.9060313203633092,15.034854019418896,True
2026-01-01 10:04:47,LOT-F,74.34048399385371,19.01488614788305,850.3265162537001,119.98019338067591,0.1236163460679493,13,purge,5.329118868250069,4.955458959852549,4.615232190104457,14.899810018207075,True
2026-01-01 10:04:30,LOT-F,74.63918854491587,18.81745145642384,859.5575958804658,120.02748589059117,0.1259404366010433,12,purge,6.0192508463749865,4.004549523626235,4.833795663698776,14.857596033699998,True
2026-01-01 10:04:41,LOT-F,74.551308231331,19.18660180102589,836.3031532621847,121.00562227712982,0.108299352916322,10,purge,5.816210703742752,5.78249717544915,3.174782611841543,14.773490491033446,True
2026-01-01 10:04:21,LOT-F,73.99005586671932,18.902136079547773,853.4177125078287,119.744428274018,0.1359238453680181,5,purge,4.519483877052554,4.412418103543227,5.77266119727038,14.704563177866163,True
2026-01-01 10:04:33,LOT-F,74.23080266506437,19.007846634370114,851.8366481171719,120.56589750454036,0.123696059086129,10,purge,5.075709296378491,4.921554382210092,4.6227286081208625,14.619992286709445,True
2026-01-01 10:04:32,LOT-F,74.25238946350903,18.82389734506436,846.1525246219653,120.72697603965884,0.1316631261109753,12,purge,5.125583795642134,4.03559501156877,5.371972158883499,14.533150966094404,True
2026-01-01 10:04:35,LOT-F,74.38338783514396,18.86719472818403,840.0261934871723,119.74206714184534,0.1259234304470664,15,purge,5.428244618940889,4.244129235560037,4.832196361075774,14.504570215576699,True
2026-01-01 10:04:51,LOT-F,74.63967087583345,18.875662983434417,860.2965563424485,119.65502979093456,0.119185187218814,13,purge,6.020365231773787,4.284915096274022,4.198514572471078,14.503794900518887,True
2026-01-01 10:04:54,LOT-F,73.85987407612505,19.03772535374504,858.6937020174628,120.39447295884668,0.1290444956782314,8,purge,4.218709696213349,5.065459974413694,5.1257093927431585,14.409879063370202,True
2026-01-01 10:04:23,LOT-F,74.20801289454934,18.97606052894307,846.4600229505216,119.7746930482059,0.123173491493136,4,purge,5.023055430374021,4.76846220085094,4.573585002617542,14.365102633842504,True
2026-01-01 10:04:28,LOT-F,74.44075268803631,19.03069677414521,840.9655384764015,120.14588537127882,0.1144620825231909,9,purge,5.560781332093288,5.031608058038976,3.7543416137478385,14.346731003880103,True
2026-01-01 10:04:34,LOT-F,74.16116035754995,19.059245431916978,849.2070129346288,121.44250496927089,0.1176297525358889,11,purge,4.91480654723988,5.16910764266683,4.0522374793852896,14.136151669292001,True
2026-01-01 10:04:31,LOT-F,74.35065098191342,19.20102460101491,859.8827654728744,120.0302369642156,0.1051458429528743,13,purge,5.352608847081223,5.851962052695395,2.8782183937911126,14.08278929356773,True
2026-01-01 10:04:53,LOT-F,74.24887445342232,18.97912876243892,847.2017382170003,119.38265222878316,0.1186420742514283,9,purge,5.117462657696134,4.783239807370771,4.147438826920016,14.048141291986921,True
2026-01-01 10:04:24,LOT-F,74.09253684793337,19.09582382163796,852.4123245113414,119.81472145546564,0.1121115786818253,8,purge,4.756257645761296,5.345281017723525,3.5332941644551723,13.634832827939993,True
2026-01-01 10:04:44,LOT-F,74.16635553583987,19.031778391752447,858.2558515166219,120.86395772076318,0.1122190881448199,9,purge,4.926809573833173,5.036817478842933,3.543404631901154,13.50703168457726,True
