timestamp,lot_id,chamber_temp_c,chamber_pressure_pa,rf_power_w,gas_flow_sccm,vibration_g,particle_count,process_state,temp_ewma,ewma_ucl,ewma_lcl,ewma_alarm
2026-01-01 10:00:00,LOT-D,71.55489539234347,18.031280478328867,839.7491064085909,120.10031298647856,0.0791864203582485,0,stabilize,71.55489539234347,72.29361560746439,71.774228776197,True
2026-01-01 10:00:01,LOT-D,71.83449600683946,18.004043408825105,852.9016595404269,121.37373537474232,0.0707673335001372,3,stabilize,71.61081551524268,72.36649203261986,71.70135235104154,True
2026-01-01 10:00:02,LOT-D,72.57956636758016,18.11466442439986,843.6304886470953,120.44659446902487,0.0937262488149037,5,stabilize,71.80456568571017,72.4057103001466,71.6621340835148,False
2026-01-01 10:00:03,LOT-D,72.08728848860967,17.728760807447834,840.4846031909765,119.76635595328568,0.074185470204289,1,stabilize,71.86111024629008,72.42877097872761,71.63907340493378,False
2026-01-01 10:00:04,LOT-D,72.41410390483793,18.34652082723605,844.7652048213689,117.96572763880738,0.0732311917276406,2,stabilize,71.97170897799965,72.4428478958558,71.62499648780559,False
2026-01-01 10:00:05,LOT-D,72.25969670606577,18.061421826710447,833.8897302315695,122.01083232789296,0.0724663815837468,4,stabilize,72.02930652361289,72.45160822011923,71.61623616354217,False
2026-01-01 10:00:06,LOT-D,71.71359135913306,18.218640735534184,855.4199623474434,118.88412092879508,0.0815491057817163,3,stabilize,71.96616349071692,72.45711967030742,71.61072471335397,False
2026-01-01 10:00:07,LOT-D,72.24387849918463,18.06904950567197,843.1567944643548,121.2679090969686,0.072283673658552,3,stabilize,72.02170649241047,72.46060963930073,71.60723474436067,False
2026-01-01 10:00:08,LOT-D,71.85753204697538,17.82469703391792,861.9909990090554,118.13777915188156,0.0824130074132145,2,stabilize,71.98887160332346,72.46282831668056,71.60501606698084,False
2026-01-01 10:00:09,LOT-D,71.85492489772847,17.934826942788863,856.7255591085138,119.33295026582331,0.0896116885813747,5,stabilize,71.96208226220446,72.46424226693884,71.60360211672256,False
2026-01-01 10:00:10,LOT-D,72.0437252934017,17.34034372690004,859.9188619232847,118.956898773839,0.0773447424997227,1,stabilize,71.97841086844392,72.46514476200738,71.60269962165401,False
2026-01-01 10:00:11,LOT-D,71.31333131706647,18.04277033980737,846.7915885205265,121.02377698056809,0.0835985929362439,3,stabilize,71.84539495816843,72.46572136892875,71.60212301473264,False
2026-01-01 10:00:12,LOT-D,72.53647474684574,17.98613878802215,860.685660153729,119.3030155019467,0.0828084619140941,1,stabilize,71.9836109159039,72.46608999361922,71.60175439004217,False
2026-01-01 10:00:13,LOT-D,71.69800964617166,18.242602902361224,860.6465292508606,120.67844055041724,0.0829821678445607,3,stabilize,71.92649066195744,72.46632574850113,71.60151863516026,False
2026-01-01 10:00:14,LOT-D,72.45012123884676,17.64880795054337,846.9147487634373,122.08938545252072,0.0605714804695264,5,stabilize,72.03121677733532,72.46647656419223,71.60136781946916,False
2026-01-01 10:00:15,LOT-D,72.0613445057339,17.984282949383562,850.627126098686,120.1476046507535,0.0682071823701901,2,stabilize,72.03724232301504,72.4665730586447,71.6012713250167,False
2026-01-01 10:00:16,LOT-D,72.68941488583296,17.9389184888988,861.7601697581447,118.93149970995616,0.0798257955642147,4,stabilize,72.16767683557862,72.46663480380154,71.60120957985986,False
2026-01-01 10:00:17,LOT-D,71.70301376379368,17.747362514805378,851.4076737810902,119.62016800375216,0.0804528167400413,4,stabilize,72.07474422122164,72.46667431607854,71.60117006758286,False
2026-01-01 10:00:18,LOT-D,71.85969231458854,17.70636808216561,844.3994935909648,118.7901019081715,0.0771577391907668,5,stabilize,72.03173383989503,72.46669960204262,71.60114478161877,False
2026-01-01 10:00:19,LOT-D,72.15199610695147,17.76489875533698,858.8368449275499,121.0056323087769,0.0512731937694663,3,stabilize,72.05578629330631,72.46671578428433,71.60112859937706,False
2026-01-01 10:00:20,LOT-D,71.00663800581009,18.196777542068677,859.8609402053852,120.83558459204669,0.0658201621181227,4,stabilize,71.84595663580707,72.46672614060151,71.60111824305989,False
2026-01-01 10:00:21,LOT-D,72.37256464870143,18.19705900932436,842.9412502377921,120.3634543081908,0.055696698765024,5,stabilize,71.95127823838595,72.46673276851445,71.60111161514695,False
2026-01-01 10:00:22,LOT-D,72.69373367761078,17.712010797798463,853.6828026530546,118.72705825134705,0.0924858159773354,3,stabilize,72.09976932623093,72.46673701032546,71.60110737333594,False
