timestamp,lot_id,chamber_temp_c,cusum_upper,temp_ewma,ewma_ucl,ewma_lcl,variance_ratio,change_score,severity
2026-01-01 10:00:00,LOT-D,71.55489539234347,0.0,71.55489539234347,72.29361560746439,71.774228776197,,1.7617741858269327,normal
2026-01-01 10:00:01,LOT-D,71.83449600683946,0.0,71.61081551524268,72.36649203261986,71.70135235104154,,0.9024958211391552,normal
2026-01-01 10:00:02,LOT-D,72.57956636758016,0.7606654067481984,71.80456568571017,72.4057103001466,71.6621340835148,,3.6846551852122644,normal
2026-01-01 10:00:03,LOT-D,72.08728848860967,0.38396378914750606,71.86111024629008,72.42877097872761,71.63907340493378,,1.395610709821461,normal
2026-01-01 10:00:04,LOT-D,72.41410390483793,0.7623419615309666,71.97170897799965,72.4428478958558,71.62499648780559,,2.737891018410649,normal
2026-01-01 10:00:05,LOT-D,72.25969670606577,0.7839751658634215,72.02930652361289,72.45160822011923,71.61623616354217,,1.0799416217624183,normal
2026-01-01 10:00:06,LOT-D,71.71359135913306,0.0,71.96616349071692,72.45711967030742,71.61072471335397,,2.5197011104032936,normal
2026-01-01 10:00:07,LOT-D,72.24387849918463,0.0,72.02170649241047,72.46060963930073,71.60723474436067,,1.0973146706376362,normal
2026-01-01 10:00:08,LOT-D,71.85753204697538,0.0,71.98887160332346,72.46282831668056,71.60501606698084,,1.9247759800782376,normal
2026-01-01 10:00:09,LOT-D,71.85492489772847,0.0,71.96208226220446,72.46424226693884,71.60360211672256,,2.0773608228460816,normal
2026-01-01 10:00:10,LOT-D,72.0437252934017,0.0,71.97841086844392,72.46514476200738,71.60269962165401,,3.396060220070556,normal
2026-01-01 10:00:11,LOT-D,71.31333131706647,0.0,71.84539495816843,72.46572136892875,71.60212301473264,,2.790158850298498,normal
2026-01-01 10:00:12,LOT-D,72.53647474684574,0.661105807296825,71.9836109159039,72.46608999361922,71.60175439004217,,1.9393376175450099,normal
2026-01-01 10:00:13,LOT-D,71.69800964617166,0.0,71.92649066195744,72.46632574850113,71.60151863516026,,2.805879774329279,normal
2026-01-01 10:00:14,LOT-D,72.45012123884676,0.46159322176223205,72.03121677733532,72.46647656419223,71.60136781946916,0.7750951895954367,3.8992791505309086,normal
2026-01-01 10:00:15,LOT-D,72.0613445057339,0.024950193296424894,72.03724232301504,72.4665730586447,71.6012713250167,0.7237617236461341,0.667205504307792,normal
2026-01-01 10:00:16,LOT-D,72.68941488583296,1.0394114492418556,72.16767683557862,72.46663480380154,71.60120957985986,0.8144691161348393,2.2382668901070386,normal
2026-01-01 10:00:17,LOT-D,71.70301376379368,0.0,72.07474422122164,72.46667431607854,71.60117006758286,0.8065298072176336,2.4699043058904055,normal
2026-01-01 10:00:18,LOT-D,71.85969231458854,0.0,72.03173383989503,72.46669960204262,71.60114478161877,0.7718704636462878,1.995476437342871,normal
2026-01-01 10:00:19,LOT-D,72.15199610695147,0.0,72.05578629330631,72.46671578428433,71.60112859937706,0.7346089104162118,3.525789832428246,normal
2026-01-01 10:00:20,LOT-D,71.00663800581009,0.0,71.84595663580707,72.46672614060151,71.60111824305989,0.9721341874029944,4.208707551445805,caution
2026-01-01 10:00:21,LOT-D,72.37256464870143,0.2824051819975305,71.95127823838595,72.46673276851445,71.60111161514695,0.960268017189838,3.5710504775672343,normal
