timestamp,lot_id,chamber_temp_c,chamber_pressure_pa,rf_power_w,gas_flow_sccm,vibration_g,particle_count,process_state,change_score,severity
2026-01-01 10:00:00,LOT-D,71.55489539234347,18.031280478328867,839.7491064085909,120.10031298647856,0.0791864203582485,0,stabilize,1.7617741858269327,normal
2026-01-01 10:00:01,LOT-D,71.83449600683946,18.004043408825105,852.9016595404269,121.37373537474232,0.0707673335001372,3,stabilize,0.9024958211391552,normal
2026-01-01 10:00:02,LOT-D,72.57956636758016,18.11466442439986,843.6304886470953,120.44659446902487,0.0937262488149037,5,stabilize,3.6846551852122644,normal
2026-01-01 10:00:03,LOT-D,72.08728848860967,17.728760807447834,840.4846031909765,119.76635595328568,0.074185470204289,1,stabilize,1.395610709821461,normal
2026-01-01 10:00:04,LOT-D,72.41410390483793,18.34652082723605,844.7652048213689,117.96572763880738,0.0732311917276406,2,stabilize,2.737891018410649,normal
2026-01-01 10:00:05,LOT-D,72.25969670606577,18.061421826710447,833.8897302315695,122.01083232789296,0.0724663815837468,4,stabilize,1.0799416217624183,normal
2026-01-01 10:00:06,LOT-D,71.71359135913306,18.218640735534184,855.4199623474434,118.88412092879508,0.0815491057817163,3,stabilize,2.5197011104032936,normal
2026-01-01 10:00:07,LOT-D,72.24387849918463,18.06904950567197,843.1567944643548,121.2679090969686,0.072283673658552,3,stabilize,1.0973146706376362,normal
2026-01-01 10:00:08,LOT-D,71.85753204697538,17.82469703391792,861.9909990090554,118.13777915188156,0.0824130074132145,2,stabilize,1.9247759800782376,normal
2026-01-01 10:00:09,LOT-D,71.85492489772847,17.934826942788863,856.7255591085138,119.33295026582331,0.0896116885813747,5,stabilize,2.0773608228460816,normal
2026-01-01 10:00:10,LOT-D,72.0437252934017,17.34034372690004,859.9188619232847,118.956898773839,0.0773447424997227,1,stabilize,3.396060220070556,normal
2026-01-01 10:00:11,LOT-D,71.31333131706647,18.04277033980737,846.7915885205265,121.02377698056809,0.0835985929362439,3,stabilize,2.790158850298498,normal
2026-01-01 10:00:12,LOT-D,72.53647474684574,17.98613878802215,860.685660153729,119.3030155019467,0.0828084619140941,1,stabilize,1.9393376175450099,normal
2026-01-01 10:00:13,LOT-D,71.69800964617166,18.242602902361224,860.6465292508606,120.67844055041724,0.0829821678445607,3,stabilize,2.805879774329279,normal
2026-01-01 10:00:14,LOT-D,72.45012123884676,17.64880795054337,846.9147487634373,122.08938545252072,0.0605714804695264,5,stabilize,3.8992791505309086,normal
2026-01-01 10:00:15,LOT-D,72.0613445057339,17.984282949383562,850.627126098686,120.1476046507535,0.0682071823701901,2,stabilize,0.667205504307792,normal
2026-01-01 10:00:16,LOT-D,72.68941488583296,17.9389184888988,861.7601697581447,118.93149970995616,0.0798257955642147,4,stabilize,2.2382668901070386,normal
2026-01-01 10:00:17,LOT-D,71.70301376379368,17.747362514805378,851.4076737810902,119.62016800375216,0.0804528167400413,4,stabilize,2.4699043058904055,normal
2026-01-01 10:00:18,LOT-D,71.85969231458854,17.70636808216561,844.3994935909648,118.7901019081715,0.0771577391907668,5,stabilize,1.995476437342871,normal
2026-01-01 10:00:19,LOT-D,72.15199610695147,17.76489875533698,858.8368449275499,121.0056323087769,0.0512731937694663,3,stabilize,3.525789832428246,normal
2026-01-01 10:00:20,LOT-D,71.00663800581009,18.196777542068677,859.8609402053852,120.83558459204669,0.0658201621181227,4,stabilize,4.208707551445805,caution
2026-01-01 10:00:21,LOT-D,72.37256464870143,18.19705900932436,842.9412502377921,120.3634543081908,0.055696698765024,5,stabilize,3.5710504775672343,normal
2026-01-01 10:00:22,LOT-D,72.69373367761078,17.712010797798463,853.6828026530546,118.72705825134705,0.0924858159773354,3,stabilize,4.531687052138624,caution
2026-01-01 10:00:23,LOT-D,72.50706305696926,17.966653658646084,850.3065700443294,117.36199119394053,0.0597605541705825,3,stabilize,2.576252178253958,normal
2026-01-01 10:00:24,LOT-D,72.33964633994051,18.09467762435335,859.2298350888188,119.57106035945333,0.0766597993555838,3,stabilize,1.4291040808192301,normal
2026-01-01 10:00:25,LOT-D,71.93430994809815,18.065131979004967,844.1697226518348,119.60481732324254,0.0836160210644427,0,stabilize,1.4647793462038892,normal
2026-01-01 10:00:26,LOT-D,72.57685600217687,17.6963045352203,860.7768852586332,118.82454645805994,0.0664290474706951,2,stabilize,3.4124696003215327,normal
2026-01-01 10:00:27,LOT-D,72.48331377988737,17.87966512592542,857.6156939033386,118.92213915556285,0.0624086569517308,1,stabilize,2.691311985323379,normal
2026-01-01 10:00:28,LOT-D,72.17667938005977,17.71285288057454,847.1174488691832,119.54491503474844,0.0737175135881694,3,stabilize,1.722766494461256,normal
2026-01-01 10:00:29,LOT-D,72.00230144077304,18.20328221584421,845.71504310007,120.94109623070678,0.053152676178257,5,stabilize,3.1309218367542666,normal
2026-01-01 10:00:30,LOT-D,71.83720490752758,18.519061157854196,840.6648563360601,117.48933124986924,0.0740145596097314,4,stabilize,3.071351933071271,normal
2026-01-01 10:00:31,LOT-D,71.4463955120293,17.990025802268427,861.5963534226946,119.40106610133192,0.0684706391994432,3,stabilize,1.9476434058771113,normal
2026-01-01 10:00:32,LOT-D,72.55180318176951,17.57086351210564,842.3358159825152,121.07762789477522,0.0789749556850121,2,stabilize,3.6129833400622258,normal
2026-01-01 10:00:33,LOT-D,71.02258025099167,18.163712584235743,848.597043741218,117.38351229515828,0.0548020675734721,7,stabilize,5.048792828604244,caution
2026-01-01 10:00:34,LOT-D,71.83343369436646,18.31136720676285,865.4974694112441,119.80631741549828,0.0815104479696748,4,stabilize,2.68578062495794,normal
2026-01-01 10:00:35,LOT-D,72.0739710313536,18.2957344485128,856.6068393146227,120.03753535880988,0.0849292286965583,5,stabilize,2.56131669985059,normal
2026-01-01 10:00:36,LOT-D,72.38694653307573,18.03292806710676,852.6745477663582,120.12386241047086,0.0663436222713085,3,stabilize,1.8125066599875579,normal
2026-01-01 10:00:37,LOT-D,72.79274755643031,18.105963034330216,852.2241718806542,122.18054107451138,0.0787971912811865,3,stabilize,2.731316735685276,normal
2026-01-01 10:00:38,LOT-D,72.44699569917832,18.018970685216708,848.5528097702884,119.96638992038991,0.074508385854152,2,stabilize,1.1161865368126769,normal
2026-01-01 10:00:39,LOT-D,71.8688153582557,18.14411116764209,839.0245745468497,119.17153575317668,0.0909344316050326,4,stabilize,2.6847307187110836,normal
2026-01-01 10:00:40,LOT-D,72.32765740105012,18.18828285931334,854.8305759797164,119.45997628002443,0.0826559781521499,1,stabilize,2.4161339066272283,normal
2026-01-01 10:00:41,LOT-D,71.43227985738613,17.84928448720436,841.0423191474634,120.04803045282334,0.0742862338594578,2,stabilize,2.072399652684396,normal
2026-01-01 10:00:42,LOT-D,72.64347233700992,17.88269842119941,867.4793899936523,118.89789911736376,0.0578390167413378,3,stabilize,3.476476417282643,normal
2026-01-01 10:00:43,LOT-D,71.92958610382676,17.931666105319106,837.0792076805551,118.1458821187033,0.0615781484603022,4,stabilize,1.7217396006215195,normal
2026-01-01 10:00:44,LOT-D,71.69680838250582,17.95394009076899,847.8519688925138,119.03049000530288,0.0703505647463723,4,stabilize,1.3272937271226566,normal
2026-01-01 10:00:45,LOT-D,71.7124229548055,18.03834612651466,850.4398635464438,119.65666531404986,0.066640489263461,3,stabilize,1.7378475243018685,normal
