time_s,x_m,y_m,yaw_rad,speed_mps,yaw_rate_rps,nearest_index,cross_track_error_m
0.0,0.027500000000000004,-0.5,0.02967817912758308,0.55,0.5935635825516615,1,-0.5
0.05,0.05498788996706031,-0.4991839698787512,0.055995874354015665,0.55,0.5263539045286518,1,-0.4991839698787512
0.1,0.08244478758451668,-0.4976448879366442,0.08147020336476041,0.55,0.5094865802148947,2,-0.4976448879366442
0.15000000000000002,0.10985357388503753,-0.4954069349585008,0.1061368841067597,0.55,0.49333361483998583,2,-0.4954069349585008
0.2,0.13719882496313246,-0.49249364755833774,0.13003132217263233,0.55,0.4778887613174525,3,-0.49249364755833774
0.25,0.16446666536528082,-0.48892785454654275,0.15183041778559297,0.55,0.4359819122592132,3,-0.48892785454654275
0.30000000000000004,0.19165030227070423,-0.4847685415510947,0.17293706080620772,0.55,0.4221328604122951,4,-0.4847685415510947
0.35000000000000003,0.21874010176000164,-0.48003644226751435,0.19200332926801375,0.55,0.38132536923612004,4,-0.48003644226751435
0.4,0.24573475951233167,-0.47478873297349206,0.2104579624554893,0.55,0.3690926637495113,5,-0.47478873297349206
0.45,0.27262798150970036,-0.4690437690397284,0.22564948196344856,0.55,0.30383039015918495,5,-0.4690437690397284
0.5,0.2994308289526063,-0.4628909348186308,0.24033059224044706,0.55,0.29362220553997004,6,-0.4628909348186308
0.55,0.32614046077868875,-0.45634528223732734,0.2545273606158724,0.55,0.28393536750850656,7,-0.45634528223732734
0.6000000000000001,0.3527544770183938,-0.44942111155827,0.2669240617800916,0.55,0.24793402328438427,7,-0.44942111155827
0.65,0.37928061361104354,-0.442167555363679,0.2789113071276144,0.55,0.2397449069504552,8,-0.442167555363679
0.7000000000000001,0.40571789632711047,-0.43459655261696517,0.289178236121051,0.55,0.20533857986873094,8,-0.43459655261696517
0.75,0.43207605609865013,-0.42675452395991553,0.2991064258654962,0.55,0.19856379488890386,9,-0.42675452395991553
0.8,0.45835506096332757,-0.4186511972774807,0.30739675295447993,0.55,0.16580654177967463,9,-0.4186511972774807
0.8500000000000001,0.4845659843022633,-0.41033029001201765,0.3154143572550493,0.55,0.16035208601138876,10,-0.41033029001201765
0.9,0.5107093521735737,-0.40179950362708605,0.32069233045386536,0.55,0.10555946397632178,10,-0.40179950362708605
0.9500000000000001,0.5368073308549558,-0.3931308527086257,0.32579048505789215,0.55,0.10196309208053575,11,-0.3931308527086257
1.0,0.5628607764472889,-0.38432926349034613,0.33071867510833625,0.55,0.09856380100888082,11,-0.38432926349034613
1.05,0.5888705299306661,-0.37539938534258016,0.33548638300294126,0.55,0.09535415789210018,12,-0.37539938534258016
1.1,0.6148374129110012,-0.3663456022501052,0.3377393028902788,0.55,0.04505839774675127,12,-0.3663456022501052
1.1500000000000001,0.6407838325612555,-0.35723334087693875,0.3399162806564546,0.55,0.04353955532351477,13,-0.35723334087693875
1.2000000000000002,0.6667103535537402,-0.3480646163622503,0.3420215488859219,0.55,0.04210536458934661,13,-0.3480646163622503
1.25,0.6926175144809084,-0.3388413299255287,0.34405918159123017,0.55,0.040752654106165014,14,-0.3388413299255287
1.3,0.7185058279684262,-0.3295652733942217,0.3448738853574948,0.55,0.016294075325292267,14,-0.3295652733942217
1.35,0.7443865756270049,-0.32026812863720244,0.3456626107900431,0.55,0.01577450865096604,15,-0.32026812863720244
1.4000000000000001,0.7702599823417756,-0.31095057397022796,0.3443009649909994,0.55,-0.02723291598087472,15,-0.31095057397022796
1.4500000000000002,0.7961460522761254,-0.3016682583456681,0.3429843246696732,0.55,-0.0263328064265229,16,-0.3016682583456681
1.5,0.8220443212406827,-0.29242003340033684,0.3417101375638137,0.55,-0.025483742117190428,16,-0.29242003340033684
1.55,0.8479543531474284,-0.2832048151939446,0.34047594306064327,0.55,-0.024683890063408733,17,-0.2832048151939446
1.6,0.8738757386893974,-0.2740215820168658,0.3373397510523534,0.55,-0.06272384016579662,17,-0.2740215820168658
1.6500000000000001,0.8998257970892691,-0.2649196883104306,0.3343057865113956,0.55,-0.06067929081915707,18,-0.2649196883104306
1.7000000000000002,0.9258033508352519,-0.25589656793139437,0.33136819972131404,0.55,-0.058751735801630185,19,-0.25589656793139437
1.75,0.951807298656863,-0.24694979769342967,0.3276274850469322,0.55,-0.0748142934876369,19,-0.24694979769342967
1.8,0.9778445317794302,-0.23810036317358116,0.32400472314259493,0.55,-0.07245523808674527,20,-0.23810036317358116
1.85,1.0039136533647302,-0.22934531321536586,0.31888881953573744,0.55,-0.10231807213714963,20,-0.22934531321536586
1.9000000000000001,1.0300272236004089,-0.22072374435892944,0.31394046450456947,0.55,-0.09896710062335888,21,-0.22072374435892944
1.9500000000000002,1.0561831365349794,-0.2122314997463926,0.30843608430291336,0.55,-0.11008760403312264,21,-0.2122314997463926
2.0,1.0823853975390587,-0.20388335514569828,0.30311090109713473,0.55,-0.10650366411557324,22,-0.20388335514569828
2.0500000000000003,1.1086317422170293,-0.1956748600920866,0.29728721689568266,0.55,-0.11647368402904121,22,-0.1956748600920866
2.1,1.1349254452327107,-0.18761935379371197,0.29165202453060035,0.55,-0.11270384730164575,23,-0.18761935379371197
2.15,1.161264124853398,-0.17971214468816812,0.28619456942336446,0.55,-0.10914910214471787,23,-0.17971214468816812
