time_s,x_m,y_m,yaw_rad,speed_mps,yaw_rate_rps,nearest_index,cross_track_error_m
0.0,0.03,-0.8,0.06361790889803347,0.6,1.2723581779606694,0,-0.7166949322728252
0.05,0.059939311897422215,-0.7980927498567643,0.1253655724495687,0.6,1.2349532710307045,0,-0.7293560848534829
0.1,0.08970387259589477,-0.7943416265014288,0.18518568357075516,0.6,1.1964022224237292,0,-0.7403148029199315
0.15000000000000002,0.11919093493098153,-0.7888177551373665,0.24303927763133656,0.6,1.157071881211628,0,-0.7495843307716374
0.2,0.1483092662949793,-0.7815981444431237,0.2989044059419019,0.6,1.1173025662113059,0,-0.7571885912910251
0.25,0.17697905687154675,-0.7727639433872407,0.35277462497297823,0.6,1.0774043806215254,0,-0.7631606116395893
0.30000000000000004,0.20513158743203902,-0.762398856651446,0.40465737691518777,0.6,1.0376550388441903,0,-0.767540973071595
0.35000000000000003,0.23270870772621818,-0.7505877417049064,0.4545723278283066,0.6,0.9982990182623769,0,-0.770376329530314
0.4,0.25966217448104073,-0.7374153983334073,0.5025497186972246,0.6,0.9595478173783608,0,-0.7717180279804154
0.45,0.2859528937914167,-0.7229655513396491,0.5486287733207585,0.6,0.9215810924706778,0,-0.7716208525487028
0.5,0.31155010708211406,-0.7073200193336563,0.5928561959570745,0.6,0.8845484527263191,0,-0.7701419050164755
0.55,0.3364305535564679,-0.6905580569414775,0.6352847816272451,0.6,0.8485717134034151,0,-0.7673396262994501
0.6000000000000001,0.3605776356896301,-0.6727558541436686,0.6759721532881128,0.6,0.8137474332173523,0,-0.7632729573317327
0.65,0.3839806082795579,-0.6539861744992237,0.7149796328824953,0.6,0.7801495918876499,0,-0.7580006331590434
0.7000000000000001,0.4066338061023149,-0.634318113374572,0.7523712475658236,0.6,0.7478322936665661,1,-0.7515809969016398
0.75,0.4285359204742185,-0.6138169576500755,0.7858973116030238,0.6,0.670521280744004,1,-0.7440667928507335
0.8,0.4497385327352018,-0.5925931683251128,0.817980841143552,0.6,0.6416705908105635,2,-0.7355779410894747
0.8500000000000001,0.4702494161898101,-0.5707001635082432,0.8462837742110414,0.6,0.5660586613497892,2,-0.7261664465242433
0.9,0.4901325314834031,-0.5482354862076076,0.8733371227879737,0.6,0.5410669715386472,3,-0.7159416193976328
0.9500000000000001,0.5094007005417468,-0.5252411899335512,0.8967340716443342,0.6,0.46793897712720806,3,-0.7049533370275944
1.0,0.5281256486864307,-0.5018024118728481,0.9190811309970444,0.6,0.446941187054205,4,-0.6932990531273882
1.05,0.5463221773200762,-0.4779510734264439,0.9379221064717443,0.6,0.37681950949399884,4,-0.6810249430812682
1.1,0.5640661204299141,-0.4537611481906183,0.9559101618939716,0.6,0.35976110844454423,5,-0.6682176596122936
1.1500000000000001,0.5813720866617474,-0.429255974598443,0.9705586351487999,0.6,0.29296946509656596,5,-0.6549176377970258
1.2000000000000002,0.598317245646458,-0.4044999331745222,0.9845419697909181,0.6,0.2796666928423634,6,-0.6412035437075713
1.25,0.6149145872534136,-0.3795093699239266,0.9953612357157555,0.6,0.21638531849674772,6,-0.6271074830254069
1.3,0.6312405831818578,-0.35434070176400156,1.0056899261845453,0.6,0.20657380937579523,7,-0.612704158536292
1.35,0.6473057535135434,-0.32900475295181114,1.0130340926304109,0.6,0.14688332891730937,7,-0.5980142681593348
1.4000000000000001,0.6631844208429281,-0.3035515031820326,1.0200468398720057,0.6,0.14025494483189488,8,-0.5831132789443454
1.4500000000000002,0.6788842019843337,-0.2779875271197695,1.0242552930188216,0.6,0.08416906293631789,8,-0.5680070726999814
1.5,0.6944762596179904,-0.2523577058416425,1.0282752079837518,0.6,0.08039829929860699,9,-0.5527768740941552
1.55,0.7099651618455864,-0.22666541307155344,1.0296695493291734,0.6,0.027886826908433818,9,-0.5374102221897108
1.6,0.7254182252020577,-0.20095154846700813,1.0310019885387505,0.6,0.02664878419153959,10,-0.5219989920686313
1.6500000000000001,0.7408370126896003,-0.17521711642715151,1.0298846388250384,0.6,-0.022346994274241,10,-0.5065089634970508
1.7000000000000002,0.7562845449064833,-0.1494999286258315,1.0288163853727974,0.6,-0.021365069044821713,11,-0.4910471578285438
1.75,0.7717595407786978,-0.12379925737477378,1.0254702500989845,0.6,-0.06692270547625606,11,-0.47555450882572997
1.8,0.787320447779312,-0.09815051133684367,1.0222695218634748,0.6,-0.06401456471019427,11,-0.4601479087227297
1.85,0.8029633695973609,-0.07255170282952428,1.0192046192587576,0.6,-0.06129805209434356,12,-0.4447683114992881
1.9000000000000001,0.8186846756756112,-0.04700095851171681,1.013953467440869,0.6,-0.1050230363577733,12,-0.42945857233822127
1.9500000000000002,0.8345399352208883,-0.021533121054408026,1.0089223987669496,0.6,-0.10062137347839,13,-0.4142339385871644
2.0,0.8505231240038751,0.0038546255239593867,1.0018747176841063,0.6,-0.1409536216568639,13,-0.3991195580011691
2.0500000000000003,0.8666848391076477,0.029129098117952053,0.9951187174240889,0.6,-0.13512000520034947,14,-0.3841430850997976
2.1,0.88301693841833,0.05429380618512444,0.9865107968777144,0.6,-0.17215841092749068,14,-0.3693109306867623
2.15,0.8995650457912683,0.07931699827513777,0.9782546984295288,0.6,-0.1651219689637109,15,-0.35466426982124566
2.2,0.9163191807721267,0.1042027162885521,0.9683058836934374,0.6,-0.19897629472182948,15,-0.3401906516001538
2.25,0.9333200659206303,0.12892052169614016,0.9587587388258278,0.6,-0.19094289735219147,16,-0.3259448325669305
2.3000000000000003,0.9505561571610249,0.15347489317563015,0.9476720851848716,0.6,-0.22173307281912613,16,-0.31189633060862915
2.35,0.9680634093700436,0.17783666897481623,0.9370277481094762,0.6,-0.21288674150790682,17,-0.2981124903004887
2.4000000000000004,0.9858289798424303,0.20201071509437724,0.9249906416440693,0.6,-0.2407421293081384,17,-0.2845465994932944
2.45,1.0038842418264238,0.22596916902382272,0.9134283044376519,0.6,-0.23124674412834897,18,-0.2712765709125518
2.5,1.0222153064922201,0.24971726512052891,0.9006130437213931,0.6,-0.2563052143251777,18,-0.2582422190454153
2.5500000000000003,1.040849195627704,0.2732285002154042,0.8882977278984409,0.6,-0.24630631645904372,19,-0.24552903034329235
2.6,1.0597712126744632,0.29650847596457863,0.8748620737571174,0.6,-0.2687130828264693,19,-0.23306701739401242
2.6500000000000004,1.0790042941681868,0.3195321285039953,0.8619450916849732,0.6,-0.2583396414428844,20,-0.22094534147874711
2.7,1.0985331590166774,0.34230543387957457,0.8480327975448883,0.6,-0.2782458828016994,20,-0.20908873862413335
2.75,1.1183769526734784,0.3648048528344345,0.8346522001654335,0.6,-0.26761194758909473,21,-0.19758532447882132
2.8000000000000003,1.1385200166194096,0.38703674377673003,0.8203935363977037,0.6,-0.2851732753545962,21,-0.18635986187821899
2.85,1.1589780192785368,0.4089791713361215,0.806674562724829,0.6,-0.27437947345749436,22,-0.17549396967291117
2.9000000000000004,1.1797351149084274,0.4306388800371077,0.7921868466768458,0.6,-0.2897543209596639,22,-0.16491843317814409
2.95,1.2008038209143896,0.45199560326971844,0.7782423875061472,0.6,-0.27888918341397334,23,-0.15470228707028064
3.0,1.22216827687416,0.47305646796096584,0.7636305279323544,0.6,-0.29223719147585514,23,-0.14478893611379312
3.0500000000000003,1.2438381795968394,0.4938029210551602,0.749561612329508,0.6,-0.28137831205692776,24,-0.13522820162548443
3.1,1.26579780821433,0.5142424589898076,0.7349186735674451,0.6,-0.2928587752412587,24,-0.125983213885851
3.1500000000000004,1.2880543668366338,0.5343582636789559,0.7208149827730779,0.6,-0.28207381588734515,25,-0.1170775010864121
3.2,1.3105924096079853,0.5541581785281852,0.7062227707937215,0.6,-0.2918442395871263,25,-0.10850144423659894
3.25,1.3334169671805072,0.5736271171643471,0.6921631806544366,0.6,-0.28119180278569816,26,-0.10024483367931183
3.3000000000000003,1.3565129851811482,0.5927732382470642,0.6776928503431149,0.6,-0.2894066062264325,26,-0.0923331605865019
3.35,1.379883626208793,0.6115831595110398,0.6637460004819251,0.6,-0.2789369972237956,27,-0.08471474598817265
3.4000000000000004,1.4035143249506419,0.6300653151475444,0.6494586813095579,0.6,-0.2857463834473453,27,-0.0774583070678956
3.45,1.4274066633689146,0.648207976609048,0.6356835670629999,0.6,-0.27550228493115997,28,-0.07046274694636312
3.5,1.4515466443230118,0.6660198074957319,0.6216310027155489,0.6,-0.2810512869490187,29,-0.06384345649032339
3.5500000000000003,1.4759345354619358,0.6834906622486051,0.6067375754695838,0.6,-0.29786854491930104,29,-0.057456381552253216
3.6,1.5005799131457966,0.7005963735410318,0.5924215853493109,0.6,-0.28631980240545934,30,-0.05147122258749499
3.6500000000000004,1.525467642196795,0.717347521044534,0.5780473982964157,0.6,-0.28748374105790275,30,-0.045751031118499874
3.7,1.5505935760109115,0.7337392094861995,0.5642268501544152,0.6,-0.27641096284001115,31,-0.04038450130496627
3.75,1.5759436451491116,0.749782089361349,0.550373187136893,0.6,-0.2770732603504439,31,-0.03529755441749403
3.8000000000000003,1.60151352722557,0.7654722496727038,0.5370493826364044,0.6,-0.26647609000977124,32,-0.030511169282983825
3.85,1.6272901861480416,0.7808203392865473,0.5237128597309472,0.6,-0.26673045810914475,32,-0.026023047086638315
3.9000000000000004,1.6532692368305164,0.7958233031816382,0.5108826168844242,0.6,-0.25660485693046026,33,-0.02177777729335093
3.95,1.679438635658963,0.8104917238518293,0.4980557432873266,0.6,-0.2565374719419525,33,-0.01785367303085992
4.0,1.7057940265270244,0.8248232754842139,0.48571193604023905,0.6,-0.24687614494175208,34,-0.014110318887394953
4.05,1.7323243109591198,0.838828417680997,0.4733836460504232,0.6,-0.24656579979631682,35,-0.010689388831968157
4.1000000000000005,1.759025234371834,0.8525054308384217,0.4611001795148353,0.6,-0.24566933071175895,35,-0.0074349124373217935
4.15,1.785892140353508,0.8658534405391934,0.44928710789404197,0.6,-0.23626143241586678,36,-0.004471396625294226
4.2,1.8129148490638567,0.8788831455993875,0.43752151097962994,0.6,-0.23531193828824193,36,-0.0017022896507792886
4.25,1.8400889861496075,0.8915940178607558,0.4262027136335723,0.6,-0.2263759469211526,37,0.0008447145020211073
4.3,1.8674052512595118,0.9039965039198254,0.41493132433404606,0.6,-0.22542778599052496,37,0.0031644585698240727
4.3500000000000005,1.8948595714897194,0.9160903164161899,0.4040841502377867,0.6,-0.21694348192518528,38,0.005334711291816306
4.4,1.9224434576989384,0.9278856214820566,0.39328191016941927,0.6,-0.216044801367349,38,0.007239902004032559
4.45,1.9501531478031906,0.9393822764010455,0.3828823657132752,0.6,-0.20799088912288083,39,0.009071857935836026
4.5,1.977980897331042,0.9505901466811284,0.3725231672996745,0.6,-0.20718396827201443,40,0.010652613250037826
4.55,2.005923256208167,0.9615091475686625,0.3622145181172377,0.6,-0.20617298364873582,40,0.012126635671024033
4.6000000000000005,2.0339766885616664,0.9721395254164918,0.3522961785567678,0.6,-0.19836679120939793,41,0.013412982926718418
4.65,2.06213417503836,0.9824911414891055,0.3424185540589819,0.6,-0.19755248995571767,41,0.0145473769021149
4.7,2.090392535612741,0.9925641280198365,0.3329111871990975,0.6,-0.19014733719768778,42,0.015575824386252914
