x_m,y_m,curvature,speed_limit_mps
0.0,0.0,0.0,0.9
0.05,0.0272703794746105,0.0019062380667774095,0.893189472903625
0.1,0.0545266736157156,0.005719760680148313,0.8798694297286933
0.15,0.081754804364979,0.00953641875682516,0.8669303563551737
0.2,0.1089407082106444,0.013358289326792217,0.8543494133985859
0.25,0.1360703434514342,0.01718742941541143,0.8421054856221539
0.3,0.1631296974491818,0.021025867869411123,0.8301790591753114
0.35,0.1901047938664527,0.024875597011388105,0.8185521102867428
0.4,0.2169816998854168,0.028738564076489042,0.8072080041936982
0.45,0.2437465334042418,0.03261666238518053,0.7961314032268405
0.5,0.270385470207292,0.03651172220820858,0.7853081830854101
0.55,0.2968847511054275,0.04042550128187357,0.7747253564404643
0.6000000000000001,0.3232306890427184,0.04435967493514106,0.7643710030919701
0.65,0.3494096761658998,0.0483158257922561,0.7542342059877425
0.7000000000000001,0.3754081908529204,0.05229543301922463,0.7443049924796284
0.75,0.4012128046969491,0.05629986108639258,0.734574280255838
0.8,0.4268101894422386,0.06033034802489792,0.7250338274423235
0.8500000000000001,0.4521871238682574,0.06438799316086379,0.7156761864148979
0.9,0.4773305006185396,0.06847374431754157,0.706494660908871
0.95,0.5022273329707221,0.07258838448430989,0.6974832660502802
1.0,0.5268647615442728,0.0767325179588566,0.688636690971582
1.05,0.5512300609424479,0.08090655598110712,0.6799502637017751
1.1,0.5753106463250436,0.0851107018861981,0.6714199180556427
1.15,0.5990940799085506,0.08934493581718256,0.6630421622711814
1.2000000000000002,0.6225680773903529,0.09360899905247674,0.6548140491676631
1.25,0.645720514293651,0.0979023780157892,0.6467331476239251
1.3,0.6685394322298374,0.10222428805465185,0.6387975151931844
1.35,0.6910130450750827,0.10657365708900465,0.6310056716944672
1.4,0.7131297450579474,0.11094910924965512,0.623356573639238
1.4500000000000002,0.7348781087548747,0.11534894864745188,0.615849589366457
1.5,0.7562469029904645,0.11977114343217352,0.6084844747796588
1.55,0.7772250906394836,0.1242133103202972,0.6012613495960838
1.6,0.797801836327615,0.12867269979363713,0.5941806740296219
1.65,0.817966512028001,0.13314618219026025,0.5872432258460322
1.7000000000000002,0.8377087025506904,0.13763023492853255,0.5804500777435054
1.75,0.8570182109221537,0.1421209311260674,0.5738025750215875
1.8,0.8758850636520885,0.14661392989132924,0.5673023135159402
1.85,0.8942995158847935,0.15110446858164375,0.5609511177864175
1.9,0.9122520564324518,0.15558735733384155,0.5547510195560683
1.95,0.9297334126877236,0.16005697618251463,0.5487042364079997
2.0,0.9467345554131088,0.1645072750843779,0.5428131507563976
2.0500000000000003,0.9632467034046102,0.16893177716808655,0.5370802891128597
2.1,0.9792613280272822,0.17332358552007252,0.5315083016779637
2.15,0.99477015762033,0.17767539380468747,0.5260999422911713
2.2,1.0097651817694755,0.1819795009943871,0.5208580487779293
2.25,1.0242386554443923,0.18622783045920907,0.5157855237322814
2.3000000000000003,1.0381831029990636,0.19041195362337765,0.510885315779623
2.35,1.0515913220330035,0.1945231183515084,0.5061604013631533
2.4000000000000004,1.0644563871113475,0.19855228217562162,0.501613767092385
2.45,1.076771653341883,0.20249015040222942,0.4972483926998015
2.5,1.0885307598071816,0.20632721907126106,0.49306723464344454
2.5500000000000003,1.0997276328500571,0.2100538226600685,0.4890732103888014
2.6,1.1103564892106472,0.21366018633362902,0.48526918340601305
2.6500000000000004,1.1204118390135085,0.2171364824555127,0.4816579489088131
2.7,1.1298884886031724,0.22047289097918732,0.4782422203577156
2.75,1.1387815432267034,0.2236596632404872,0.475024616748424
2.8000000000000003,1.1470864095618718,0.22668718858225037,0.472007650696862
2.85,1.154798798089635,0.22954606314945297,0.46919371732987747
2.9000000000000004,1.1619147253097035,0.23222716010981026,0.46658508398565557
2.95,1.168430515798045,0.23472170048204818,0.46418388072215666
3.0,1.1743428041052653,0.23702132369093096,0.46199209162921057
3.0500000000000003,1.179648536494886,0.23911815692340155,0.4600115469343253
3.1,1.1843449725206183,0.24100488232735523,0.4582439158924523
3.1500000000000004,1.1884296864418251,0.24267480108940884,0.45669070044272025
3.2,1.1919005684764292,0.24412189343330032,0.4553532296183754
3.25,1.19475582589063,0.2453408736115297,0.4542326546959981
