timestamp,equipment_id,process_status,temperature_c,pressure_pa,vibration_rms_g,particle_count,cycle_time_min,yield_percent,fault_flag
2026-01-10 08:00:00,EQ-OPS-04,RUNNING,73.46834617706651,17.82435282743628,0.06210202169203285,1,59.34771019869444,95.07315453153835,0
2026-01-10 08:01:00,EQ-OPS-04,RUNNING,72.90221779440803,17.565217863523653,0.07384427519991553,7,61.43171965818351,93.51702909228517,0
2026-01-10 08:02:00,EQ-OPS-03,RUNNING,71.85501808378822,17.795845220320953,0.064139863896458,5,60.22883742910076,94.8263321848215,0
2026-01-10 08:03:00,EQ-OPS-02,IDLE,72.59751766984242,18.044413000482486,0.09814050747440155,4,61.84575152008885,94.42266241641248,0
2026-01-10 08:04:00,EQ-OPS-01,RUNNING,72.62421396290766,18.29670763207582,0.08070194905135611,4,62.08932109031159,95.38307299133427,0
2026-01-10 08:05:00,EQ-OPS-03,MAINTENANCE,72.7268637229207,17.809835573461744,0.07997920168649184,7,59.3733240654417,93.09366913361274,0
2026-01-10 08:06:00,EQ-OPS-02,MAINTENANCE,70.73775398261058,18.05059255577144,0.0808012060708335,8,62.42559003654884,93.2656508746189,0
2026-01-10 08:07:00,EQ-OPS-01,RUNNING,71.32309194821033,17.637253077412993,0.09218056525610129,4,61.216534696639094,94.0058102951304,0
2026-01-10 08:08:00,EQ-OPS-03,RUNNING,72.44258844428818,17.038728501332567,0.06841639580154038,9,59.100249901221915,93.86992664946521,0
2026-01-10 08:09:00,EQ-OPS-02,RUNNING,71.33272809981551,18.00528091295772,0.10041774917108587,5,61.9077951614714,95.30416890518204,0
2026-01-10 08:10:00,EQ-OPS-02,RUNNING,72.40261059591079,18.211257621793834,0.08335416951971025,12,61.13718635888819,93.86729333533715,0
2026-01-10 08:11:00,EQ-OPS-04,RUNNING,72.64519679244161,18.621978530658758,0.07129533309326466,7,63.24518545646643,94.54872083972401,0
2026-01-10 08:12:00,EQ-OPS-03,IDLE,71.86492923868646,18.145271499870248,0.060476525325495016,3,63.5059531628732,95.63411063660793,0
2026-01-10 08:13:00,EQ-OPS-04,IDLE,72.30792799247783,18.35063370194113,0.06394672481061588,5,60.372769380290315,96.15346078476462,0
2026-01-10 08:14:00,EQ-OPS-03,RUNNING,73.50787507402435,18.067012974467225,0.05628852968163488,8,60.483522196549515,93.26053466847175,0
2026-01-10 08:15:00,EQ-OPS-02,MAINTENANCE,70.6915393580203,18.12896290419124,0.08187271625514256,3,58.814178827062314,95.55299834531,0
2026-01-10 08:16:00,EQ-OPS-03,RUNNING,72.33712773833618,18.1813314311901,0.09659124228081259,6,61.982085564769996,94.86296274612855,0
2026-01-10 08:17:00,EQ-OPS-01,IDLE,71.7096982998442,18.364977664003945,0.0725120022735275,3,58.983521215688455,96.16033913521434,0
2026-01-10 08:18:00,EQ-OPS-04,MAINTENANCE,71.72989650788101,18.096130554908942,0.056500673944644794,2,62.52254549700659,96.81292989165728,0
2026-01-10 08:19:00,EQ-OPS-01,RUNNING,71.29863208756925,18.51677995612033,0.06684050443979075,3,57.423476973711146,94.77126679472856,0
2026-01-10 08:20:00,EQ-OPS-02,IDLE,71.8850365995228,17.923294913796205,0.08756856235841899,6,59.17974686350375,94.6787106975578,0
2026-01-10 08:21:00,EQ-OPS-02,RUNNING,73.23305162826622,18.032825668584724,0.08653123561463144,6,59.743570022444494,94.08124624292199,0
2026-01-10 08:22:00,EQ-OPS-02,IDLE,70.41589646896107,18.218665481128856,0.06817845336875943,6,60.11788933724439,93.45740192548234,0
2026-01-10 08:23:00,EQ-OPS-03,RUNNING,72.4988505970145,18.118177632342043,0.07015042841652619,6,63.193054617807626,95.44464936616966,0
2026-01-10 08:24:00,EQ-OPS-04,RUNNING,72.20835764001032,18.244885634716187,0.06377247660605972,0,62.062813410146035,95.89152503193078,0
2026-01-10 08:25:00,EQ-OPS-03,MAINTENANCE,73.25859425534622,17.405356005028526,0.07481275297817964,8,62.240348678796586,93.47066740703559,0
2026-01-10 08:26:00,EQ-OPS-04,RUNNING,70.75283309175883,18.141760003837323,0.0701778347699807,4,64.24787999477437,95.18713164284279,0
2026-01-10 08:27:00,EQ-OPS-01,IDLE,70.76085182729008,17.89545333601897,0.06565420039065661,14,60.807194367056425,92.21419995614703,0
2026-01-10 08:28:00,EQ-OPS-02,RUNNING,72.62173769377884,18.05925500310583,0.07449944448692769,8,59.35008356662287,94.37750614720242,0
2026-01-10 08:29:00,EQ-OPS-02,RUNNING,69.16432439263531,18.712131838311453,0.05663967365485792,3,61.89589368475905,92.72686722881573,0
2026-01-10 08:30:00,EQ-OPS-04,RUNNING,72.48392787730485,17.98112037011957,0.07028528166464205,5,63.35789927224893,96.16837961431031,0
2026-01-10 08:31:00,EQ-OPS-01,RUNNING,71.29516997435651,17.784614314553973,0.1029058750846257,2,60.761604594565135,95.11625067222516,0
2026-01-10 08:32:00,EQ-OPS-02,RUNNING,70.58052812747013,18.50458463299484,0.06317807599392959,5,58.71116273236694,94.11678049856656,0
2026-01-10 08:33:00,EQ-OPS-02,RUNNING,70.24141536409655,18.154364113453408,0.04557138341570761,4,59.45941772719061,94.45131093088952,0
2026-01-10 08:34:00,EQ-OPS-04,RUNNING,73.40292845480353,17.558172372940675,0.06939370391033209,4,66.24843430611192,93.9246588114229,0
2026-01-10 08:35:00,EQ-OPS-03,MAINTENANCE,70.27466295818006,17.949929286619458,0.08576623099937956,7,60.131467937928406,92.82673607964624,0
2026-01-10 08:36:00,EQ-OPS-02,RUNNING,71.37073088928109,17.244285747865305,0.07360066405119953,4,57.9887180171663,95.17187254048561,0
2026-01-10 08:37:00,EQ-OPS-01,IDLE,72.34892375588889,17.86953933555196,0.058483078302241365,1,59.71104206075581,96.02523453803502,0
2026-01-10 08:38:00,EQ-OPS-03,RUNNING,72.54755448416331,17.88652246368493,0.07941225204024352,3,63.01972229447202,96.07157277687142,0
2026-01-10 08:39:00,EQ-OPS-01,MAINTENANCE,70.52624081863911,17.526133824583535,0.07611348350367315,2,60.23521704066221,95.10573718241945,0
2026-01-10 08:40:00,EQ-OPS-01,RUNNING,72.03051823377992,17.954310953637478,0.08136525135314264,5,59.64768766400497,95.31894050239588,0
2026-01-10 08:41:00,EQ-OPS-03,RUNNING,71.14795355462402,18.017042011592853,0.08412414747345605,5,66.1598663019011,94.52958539995488,0
2026-01-10 08:42:00,EQ-OPS-04,RUNNING,72.79246966803491,17.87778136789656,0.06030907239970464,6,66.09626945803319,94.68911450832427,0
2026-01-10 08:43:00,EQ-OPS-01,MAINTENANCE,72.48762036822457,18.36419617878071,0.09591434213784411,4,63.34957577469461,95.27691241715353,0
2026-01-10 08:44:00,EQ-OPS-04,MAINTENANCE,70.73465327192643,18.348070478056986,0.07987980181965933,4,60.91148750092009,94.91777278514925,0
2026-01-10 08:45:00,EQ-OPS-02,RUNNING,73.70972360843314,17.948429856758693,0.07936015735058545,1,59.11060056648353,94.91113300879462,0
2026-01-10 08:46:00,EQ-OPS-04,RUNNING,72.5434286498845,18.323338218847788,0.09603306827693293,8,65.30972488615188,94.81605309590894,0
2026-01-10 08:47:00,EQ-OPS-03,IDLE,71.94864067860246,18.611398693881657,0.1005217111001839,3,62.21566795480429,96.31408085092833,0
2026-01-10 08:48:00,EQ-OPS-04,RUNNING,70.92165715497063,17.517925768945773,0.06813295221214793,4,61.81577858380818,94.65821480145003,0
2026-01-10 08:49:00,EQ-OPS-02,RUNNING,71.58863714471903,17.679475930925246,0.08347498666534503,3,63.01949297174899,95.79761711222125,0
2026-01-10 08:50:00,EQ-OPS-02,RUNNING,71.46831322887675,17.997763035972156,0.06885654883011776,2,63.09381243884805,96.14081936582082,0
2026-01-10 08:51:00,EQ-OPS-04,RUNNING,72.88612122078624,18.464127757254474,0.058399280313237906,2,61.33856062210895,95.1575262811107,0
2026-01-10 08:52:00,EQ-OPS-02,RUNNING,72.27165837675793,17.552881117859158,0.06757931126965944,4,62.01025134149665,94.70876302888509,0
2026-01-10 08:53:00,EQ-OPS-03,RUNNING,69.81012609426277,18.672923902954093,0.058462461283057654,6,64.54738293152528,92.87500225707093,0
2026-01-10 08:54:00,EQ-OPS-02,RUNNING,73.17390718184886,17.203273992589764,0.06323187879601269,4,60.41070241450323,94.57235940547046,0
2026-01-10 08:55:00,EQ-OPS-03,IDLE,71.94357706599283,17.70851285745963,0.09151606696782726,4,59.17407474487912,95.00734145116682,0
2026-01-10 08:56:00,EQ-OPS-02,RUNNING,71.20427812373846,17.899369042983412,0.06151530124951189,2,58.06220449774297,95.58579046819844,0
2026-01-10 08:57:00,EQ-OPS-04,RUNNING,72.72903758118089,17.871817571833024,0.0733974779212601,1,56.72693501627342,96.03309771097965,0
2026-01-10 08:58:00,EQ-OPS-02,IDLE,72.10633884721105,17.97170421995838,0.07594284504951229,5,64.68547888316493,96.14334607933702,0
2026-01-10 08:59:00,EQ-OPS-02,RUNNING,72.29850630727543,18.447558356746868,0.1126420335805714,5,59.07514411908459,94.99037373683916,0
2026-01-10 09:00:00,EQ-OPS-01,RUNNING,72.11517677026099,18.365087823437914,0.061002070429381425,7,57.54101701334728,94.07928214436114,0
2026-01-10 09:01:00,EQ-OPS-02,RUNNING,70.4691904789019,18.349900783204564,0.06799502057351337,7,62.438518168344615,94.1023776468837,0
2026-01-10 09:02:00,EQ-OPS-03,RUNNING,69.88486086292657,18.21537252259286,0.09676908165931991,1,60.311118746489264,93.89456475448696,0
2026-01-10 09:03:00,EQ-OPS-04,RUNNING,70.62912836763931,17.808125383923443,0.07550581363493007,8,60.10935062279531,94.14968730389398,0
2026-01-10 09:04:00,EQ-OPS-01,MAINTENANCE,71.42315534618304,17.81948882153913,0.05986098787861192,6,61.349440311963356,94.4024546047985,0
2026-01-10 09:05:00,EQ-OPS-04,RUNNING,71.9600654819002,18.555412492381915,0.10235851483388779,6,59.620974882645555,94.44847483559245,0
2026-01-10 09:06:00,EQ-OPS-03,IDLE,71.57142716835669,18.085438802110172,0.08639521230899902,7,60.7877439790208,94.50477167057507,0
2026-01-10 09:07:00,EQ-OPS-02,RUNNING,72.55130836371737,17.716359861652418,0.0757482081837358,8,58.465095855011874,94.29878925567122,0
2026-01-10 09:08:00,EQ-OPS-01,RUNNING,72.14663021524277,17.53571908350584,0.08004687907952433,5,63.198204563455064,94.45858542698042,0
2026-01-10 09:09:00,EQ-OPS-02,RUNNING,71.80300735269329,18.282760055325156,0.07110328286492941,5,64.40854180406515,95.9130843731847,0
2026-01-10 09:10:00,EQ-OPS-04,RUNNING,71.73293755097338,17.436737967024026,0.07312658811172294,6,62.932954273445326,94.61462860821034,0
2026-01-10 09:11:00,EQ-OPS-02,RUNNING,69.94607438519978,17.766160856248614,0.06650866992302538,5,60.98801637637072,93.30598987395585,0
2026-01-10 09:12:00,EQ-OPS-01,RUNNING,73.64506068451132,18.08678074721915,0.08208051640429177,2,59.879229738647744,95.20630659079319,0
2026-01-10 09:13:00,EQ-OPS-02,RUNNING,71.04146358854892,17.886433831080303,0.07934228068124756,5,60.1165174257943,94.20157046918798,0
2026-01-10 09:14:00,EQ-OPS-03,RUNNING,72.24030191143297,17.72451313887319,0.0911340446968654,2,58.34334109161717,95.95826922143155,0
2026-01-10 09:15:00,EQ-OPS-04,RUNNING,70.9386482300811,17.818843752733923,0.08403374340662248,6,67.14342554303049,94.1707254092005,0
2026-01-10 09:16:00,EQ-OPS-02,RUNNING,72.34344223093267,17.847367266923655,0.08328966533058804,5,62.631563929898824,95.19447650398094,0
2026-01-10 09:17:00,EQ-OPS-01,RUNNING,72.89478145905875,17.890646316418255,0.07381197595762194,5,59.37919232563708,94.45190487409752,0
2026-01-10 09:18:00,EQ-OPS-04,RUNNING,71.29613711489107,17.703479281739952,0.07738050445013814,2,63.95287301800641,96.03282914669306,0
2026-01-10 09:19:00,EQ-OPS-04,MAINTENANCE,72.84672138900109,17.893832294372764,0.08113279368255827,2,57.849312922265895,95.51629132216716,0
2026-01-10 09:20:00,EQ-OPS-03,RUNNING,72.43633294009517,17.937724162964894,0.0904199514905009,5,62.83964086531042,94.6919704934713,0
2026-01-10 09:21:00,EQ-OPS-02,RUNNING,71.68801732679563,17.93856757851771,0.06076558915370581,5,57.846163933782584,95.47812494093336,0
2026-01-10 09:22:00,EQ-OPS-02,RUNNING,73.39748539255262,17.978650079307485,0.08226741815656216,4,59.40203913336469,94.63961825837143,0
2026-01-10 09:23:00,EQ-OPS-03,IDLE,73.80796344825826,17.479814553372037,0.07268939844679048,5,58.44109692862722,94.0575272816004,0
2026-01-10 09:24:00,EQ-OPS-04,RUNNING,71.87819420373798,18.27550092676199,0.09312196112014814,5,63.72236080856222,95.061441009708,0
2026-01-10 09:25:00,EQ-OPS-03,RUNNING,73.26651285607811,18.412125269061068,0.06995312627801786,3,61.133640240475586,95.09511991913675,0
2026-01-10 09:26:00,EQ-OPS-01,IDLE,70.51617153273614,17.94057307834105,0.11282181484574692,7,65.19929972837325,92.89505458873816,0
