timestamp,lot_id,recipe_id,temperature_c,pressure_kpa,gas_flow_sccm,vibration_rms,motor_current_a
2026-08-03 09:00:00,LOT_A,RCP_01,65.0761792699386,101.358453755798,499.94044057647955,1.8428605176778308,8.077459647389704
2026-08-03 09:00:01,LOT_A,RCP_01,64.75000330678655,101.3219611656107,500.7261717354252,1.7483961208236942,8.19942284301731
2026-08-03 09:00:02,LOT_A,RCP_01,65.20760746604493,101.2910354473468,499.66827849139975,1.8497555230268579,7.900825335917927
2026-08-03 09:00:03,LOT_A,RCP_01,65.26512318233753,101.5579577623061,499.57275206991903,1.8712621757038297,8.134610495691668
2026-08-03 09:00:04,LOT_A,RCP_01,64.55219854982113,101.23293610164728,500.38788052415214,1.8264367765680094,8.029508572461427
2026-08-03 09:00:05,LOT_A,RCP_01,64.72437183160783,101.64184462668314,497.4298560967044,1.810981663792263,8.09428841696327
2026-08-03 09:00:06,LOT_A,RCP_01,65.09181620443628,101.30549515308121,501.08835928436423,1.8436571119483909,7.903833222675713
2026-08-03 09:00:07,LOT_A,RCP_01,64.99071090923621,101.15424015174983,500.4331745165056,1.6843559060914024,8.158899893097841
2026-08-03 09:00:08,LOT_A,RCP_01,65.07545881393105,101.36273159316491,500.5543482084054,1.8462663783089652,8.110106324198965
2026-08-03 09:00:09,LOT_A,RCP_01,64.87625380481951,101.1972217357589,501.9962149646843,1.829129542836908,8.049728332208366
2026-08-03 09:00:10,LOT_A,RCP_01,65.31918415911325,101.25226937852914,497.6856537340884,1.8358226374354867,8.110021766359187
2026-08-03 09:00:11,LOT_A,RCP_01,65.30356279539767,101.4309169566625,497.71328933325606,1.8771416039593443,8.00265129567652
2026-08-03 09:00:12,LOT_A,RCP_01,65.13535898760387,101.46097906412761,501.1432508261574,1.8414329517933665,8.022911669484685
2026-08-03 09:00:13,LOT_A,RCP_01,65.41035057768809,101.29054261953927,500.7796593777891,1.7914045696263252,8.037456451586529
2026-08-03 09:00:14,LOT_A,RCP_01,65.25505515984507,101.53814649325714,501.1026179291958,1.8444672814377465,7.931459700752911
2026-08-03 09:00:15,LOT_A,RCP_01,64.93293698760986,101.56976748411665,500.21035233022474,1.857908875005908,8.153637050545523
2026-08-03 09:00:16,LOT_A,RCP_01,65.2494709763287,101.61762560679175,501.9553815885683,1.8631351828510125,8.184906805338965
2026-08-03 09:00:17,LOT_A,RCP_01,64.92702289586316,101.48756061934284,502.4121811741152,1.8681984007754768,8.038211421621662
2026-08-03 09:00:18,LOT_A,RCP_01,65.39574969196437,101.61855628921761,501.79257878799933,1.9146346050161263,8.126763942071307
2026-08-03 09:00:19,LOT_A,RCP_01,65.17297875695994,101.13773662045493,500.72770357488787,1.8107715127314425,8.082094978796244
2026-08-03 09:00:20,LOT_A,RCP_01,65.14849358026801,101.3779018063566,498.0086604644593,1.8761027015928742,8.133865330601411
2026-08-03 09:00:21,LOT_A,RCP_01,65.0336478404288,101.30118143706844,502.37415446620724,1.9338903429784333,8.061490288698746
2026-08-03 09:00:22,LOT_A,RCP_01,65.5186050672015,101.45466966575415,503.1018071593569,1.784566013958055,8.044936819347834
2026-08-03 09:00:23,LOT_A,RCP_01,65.18334168296555,101.3565272432412,502.2837264177971,1.8820034492598445,8.203506233887355
2026-08-03 09:00:24,LOT_A,RCP_01,65.12380763222997,101.42268128768984,500.0438138789954,1.845294201778726,8.11776908843519
2026-08-03 09:00:25,LOT_A,RCP_01,65.15167938168004,101.7351893202693,502.4190266134107,1.8573832503247918,8.287989363789464
2026-08-03 09:00:26,LOT_A,RCP_01,65.3815173653102,101.43255738827669,502.74281187246356,1.8318442796726544,8.133065431270031
2026-08-03 09:00:27,LOT_A,RCP_01,65.34842901191757,101.52512705221625,503.8325060995698,1.8695803328411107,8.058207427804703
2026-08-03 09:00:28,LOT_A,RCP_01,65.36877625185943,101.43314773736925,500.22092211813015,1.9708987591204221,8.23317033644135
