timestamp_s,imu_ax_mps2,imu_gyroz_rps,wheel_left_mps,wheel_right_mps,wheel_speed_mps,complementary_speed_mps
0.0,0.6503450324356632,-0.004005049829585,8.067566048732765,8.010026163421102,8.038796106076934,8.038796106076934
0.02,0.7248986726428885,-0.0206056343724251,8.067566048732765,8.010026163421102,8.038796106076934,8.051844282184506
0.04,0.9235645313740364,-0.0134684280795291,8.067566048732765,8.010026163421102,8.038796106076934,8.067163626138482
0.06,0.7922578128991015,-0.0064272407429373,8.048313319434905,8.141135145543423,8.094724232489163,8.084180327405733
0.08,0.8793629274024204,0.0100439794083168,8.048313319434905,8.141135145543423,8.094724232489163,8.101063250607318
0.1,0.8381289667230616,-0.0229041795209905,8.048313319434905,8.141135145543423,8.094724232489163,8.115515670196519
0.12,0.6924291235932922,-0.0088863460503553,7.982930261622527,8.114756730318902,8.048843495970715,8.121312176998618
0.14,0.8337542359768444,-0.0249321666849777,7.982930261622527,8.114756730318902,8.048843495970715,8.129072885143412
0.16,0.7306306850167356,0.0259505972910778,8.019699635797158,8.104195752161106,8.061947693979132,8.135511718357286
0.18,0.7298245787306091,0.0128478616800419,8.019699635797158,8.104195752161106,8.061947693979132,8.14129215833662
0.2,0.7800474512819181,0.0199320025900782,8.019699635797158,8.104195752161106,8.061947693979132,8.147398566023945
0.22,0.5851387948137285,-0.0046181583726658,8.023411883550551,8.115250666477714,8.069331275014132,8.150124335229611
0.24,0.9111604204992636,0.0516177209090306,8.023411883550551,8.115250666477714,8.069331275014132,8.15844591677705
0.26,0.6874067492773033,-0.0096636205910278,8.380525410584685,8.322162382739764,8.351343896662225,8.190109036252558
0.28,0.8877938452009295,-0.0143720761300275,8.380525410584685,8.322162382739764,8.351343896662225,8.222212811507141
0.3,0.7839310412221295,0.0264692413222828,8.380525410584685,8.322162382739764,8.351343896662225,8.249236678764648
0.32,0.9512144594783664,-0.0207318580797547,8.215262349118822,8.009393845489015,8.11232809730392,8.252667680889187
0.34,0.6879591412961199,0.0372948035750513,8.215262349118822,8.009393845489015,8.11232809730392,8.25101698707399
0.36,0.7295120724366317,0.0199646270620698,8.27085387959554,8.064379924767039,8.16761690218129,8.25580819588858
0.38,0.8072187440128534,0.0209596455507343,8.27085387959554,8.064379924767039,8.16761690218129,8.261519003910083
0.4,0.501535926471077,0.0389043436848414,8.27085387959554,8.064379924767039,8.16761690218129,8.261156440413682
0.42,0.865516063301839,0.0433767250254781,8.26950566117518,8.503189045439031,8.386347353307105,8.289254820842457
0.44,0.9508811995296956,0.0194295055090282,8.26950566117518,8.503189045439031,8.386347353307105,8.316079935680456
0.46,0.900809466512818,0.0221094080089882,8.377764854260827,8.461535531265442,8.419650192763134,8.342651531785954
0.48,0.8558591529522492,-0.0005018965030635,8.377764854260827,8.461535531265442,8.419650192763134,8.365756862636813
0.5,0.7474506461390952,-0.0394643458491327,8.377764854260827,8.461535531265442,8.419650192763134,8.38460030727995
0.52,0.9184645201544744,0.0058549063105165,8.33279931903503,8.453740075482305,8.393269697258667,8.401999607640603
0.54,0.8931752579535231,-0.0256465989783024,8.33279931903503,8.453740075482305,8.393269697258667,8.417203771245573
0.56,0.8110484951365488,0.0118071633942288,8.353715125973036,8.342040529729948,8.347877827851491,8.424870049818622
0.58,0.7641772114495903,0.0511711621911421,8.353715125973036,8.342040529729948,8.347877827851491,8.430926017428002
0.6,0.7197680689644204,0.0144705708500407,8.353715125973036,8.342040529729948,8.347877827851491,8.435577023711708
0.62,0.6151559397529928,0.0326141038039846,8.38571416508143,8.628281592140072,8.50699787861075,8.453791916117167
0.64,0.9095221484423736,0.0124792724205256,8.38571416508143,8.628281592140072,8.50699787861075,8.475483911038488
0.66,0.5013073284720373,0.0264241436113759,8.534211545729034,8.8579086259858,8.696060085857418,8.506565060432878
0.68,0.7171000177403535,0.0168183644076046,8.534211545729034,8.8579086259858,8.696060085857418,8.538422363294659
0.7000000000000001,0.7807955664340397,0.0488364512105673,8.534211545729034,8.8579086259858,8.696060085857418,8.568240455746746
0.72,0.8637951255272475,0.0249823529554773,8.704485087168253,8.561113575648955,8.632799331408604,8.590244655572421
0.74,0.9715353358783833,-0.0240898385610404,8.704485087168253,8.561113575648955,8.632799331408604,8.61198775920185
0.76,0.8788486362526172,0.0007108381828941,8.650685873951605,8.606329689404838,8.628507781678222,8.629459036902036
0.78,0.7241682122050653,0.016857950678735,8.650685873951605,8.606329689404838,8.628507781678222,8.642398939199346
0.8,0.8460143084208624,-0.0002063874056428,8.650685873951605,8.606329689404838,8.628507781678222,8.65623808099881
0.8200000000000001,0.6067224132439459,0.029587186276129,8.55761729889919,8.638725523563064,8.598171411231128,8.661352417460431
0.84,0.9291697700058876,0.0151450371987208,8.55761729889919,8.638725523563064,8.598171411231128,8.671759372697608
0.86,0.738250063489254,-0.0190057381881455,8.647115558638461,8.63445037494562,8.640782966792042,8.681950233249857
0.88,0.6756132350212176,0.0448487651760629,8.647115558638461,8.63445037494562,8.640782966792042,8.689994544834457
0.9,0.6792016414937062,0.0213276568259391,8.647115558638461,8.63445037494562,8.640782966792042,8.697299016577102
0.92,0.7479373201619469,0.0118127090180774,8.744089854916032,8.767990947302204,8.756040401109118,8.71663602679322
0.94,0.7075656358735479,0.0308594011360766,8.744089854916032,8.767990947302204,8.756040401109118,8.733312645670534
0.96,1.028875504648967,0.0267405394217567,8.890811295798917,8.575898594475785,8.73335494513735,8.751836634700897
0.98,0.6672784113469605,0.0016016415010235,8.890811295798917,8.575898594475785,8.73335494513735,8.761999477148787
1.0,0.7567342869114222,0.024852532066699,8.890811295798917,8.575898594475785,8.73335494513735,8.77275624111205
1.02,0.7555359414860607,0.0011376282290652,8.876834527460993,8.759669019212422,8.818251773336709,8.790905441281266
1.04,0.7548986101331231,0.0824037138548466,8.876834527460993,8.759669019212422,8.818251773336709,8.807228249469206
1.06,0.7574708831315476,0.0310596866201617,8.728648061525162,8.83079573170276,8.77972189661396,8.81811209008005
1.08,0.692352702047174,0.0411383194290593,8.728648061525162,8.83079573170276,8.77972189661396,8.82673541937029
1.1,0.6794296698185918,0.0615603290019839,8.728648061525162,8.83079573170276,8.77972189661396,8.834263801151392
1.12,0.64526511278841,0.0712407476166655,8.948818082216976,8.711433601802435,8.830125842009705,8.845464777267416
1.14,0.5694167200694065,0.0269082213906478,8.948818082216976,8.711433601802435,8.830125842009705,8.854180384702895
1.16,0.7732153111915514,0.0737461607075388,8.943981596004209,8.851761954011197,8.897871775007703,8.872467399334825
1.18,0.8646320076069751,-0.0182055114986078,8.943981596004209,8.851761954011197,8.897871775007703,8.890571213039037
1.2,0.6805726597959891,0.0661426904535544,8.943981596004209,8.851761954011197,8.897871775007703,8.90355157711223
1.22,0.6779324405909202,0.0857632058899213,9.070021303427517,8.919399528009984,8.99471041571875,8.924870244903518
1.24,0.706199392488437,0.0503693625029537,9.070021303427517,8.919399528009984,8.99471041571875,8.944565851049832
1.26,0.6880992691008218,0.052561414165024,9.02171448465062,8.875544382488082,8.948629433569351,8.9573579961456
1.28,0.5702100149900321,0.0533579562082022,9.02171448465062,8.875544382488082,8.948629433569351,8.966748920157796
1.3,0.9055493581220396,0.0167791683772824,9.02171448465062,8.875544382488082,8.948629433569351,8.981236859945149
1.32,0.7935780748997922,0.0278382231874687,8.995214671046748,8.758992022101467,8.877103346574106,8.985107913956242
1.34,0.654644086413531,0.0386131995180284,8.995214671046748,8.758992022101467,8.877103346574106,8.986091050773473
1.36,0.7748452323022097,0.0732600555413085,9.032744469083896,8.859133704441682,8.945939086762788,8.996023068553844
1.38,0.6856946325137311,0.0644464366715898,9.032744469083896,8.859133704441682,8.945939086762788,9.003357173759987
1.4,0.7120256740440818,0.0642352531390993,9.032744469083896,8.859133704441682,8.945939086762788,9.010431827193061
1.42,0.7801982869385934,0.0593617500989005,9.156326707940767,9.298829855377566,9.227578281659166,9.046190041804566
1.44,0.8499666516578432,0.0514074853660244,9.156326707940767,9.298829855377566,9.227578281659166,9.079628265519869
1.46,0.9170299423910544,0.0485529916761983,9.116638468418824,9.069403772827618,9.09302112062322,9.097474089993243
1.48,0.9382201885488244,0.032577040471426,9.116638468418824,9.069403772827618,9.09302112062322,9.11391675645012
1.5,0.702939916173036,0.0320745608725729,9.116638468418824,9.069403772827618,9.09302112062322,9.124480111358546
1.52,0.671872960503597,0.0590101663280489,9.23451965421377,9.514685019355966,9.374602336784868,9.161586047190243
1.54,0.7428222717404962,0.0863979177730776,9.23451965421377,9.514685019355966,9.374602336784868,9.196258477041034
1.56,0.7452875127814126,0.0477774134752809,9.233399813614646,9.063786812834977,9.148593313224811,9.204907135889478
1.58,0.640783458088846,0.0826696353912632,9.233399813614646,9.063786812834977,9.148593313224811,9.21080985586861
1.6,0.6534248372195958,0.0599470515775678,9.233399813614646,9.063786812834977,9.148593313224811,9.21634984867418
