timestamp_s,imu_ax_mps2,imu_gyroz_rps,imu_ax_corrected,speed_est_mps
0.0,0.6503450324356632,-0.004005049829585,-0.10738641670464255,-0.0
0.02,0.7248986726428885,-0.0206056343724251,-0.032832776497417226,-0.0006566555299483446
0.04,0.9235645313740364,-0.0134684280795291,0.1658330822337306,0.0026600061147262675
0.06,0.7922578128991015,-0.0064272407429373,0.0345263637587957,0.0033505333899021814
0.08,0.8793629274024204,0.0100439794083168,0.12163147826211462,0.0057831629551444745
0.1,0.8381289667230616,-0.0229041795209905,0.08039751758275582,0.007391113306799591
0.12,0.6924291235932922,-0.0088863460503553,-0.06530232554701354,0.006085066795859321
0.14,0.8337542359768444,-0.0249321666849777,0.07602278683653863,0.007605522532590095
0.16,0.7306306850167356,0.0259505972910778,-0.02710076412357021,0.0070635072501186915
0.18,0.7298245787306091,0.0128478616800419,-0.027906870409696638,0.0065053698419247595
0.2,0.7800474512819181,0.0199320025900782,0.022316002141612334,0.006951689884757007
0.22,0.5851387948137285,-0.0046181583726658,-0.17259265432657722,0.003499836798225464
0.24,0.9111604204992636,0.0516177209090306,0.15342897135895783,0.006568416225404619
0.26,0.6874067492773033,-0.0096636205910278,-0.0703246998630025,0.005161922228144568
0.28,0.8877938452009295,-0.0143720761300275,0.13006239606062375,0.007763170149357046
0.3,0.7839310412221295,0.0264692413222828,0.026199592081823764,0.00828716199099352
0.32,0.9512144594783664,-0.0207318580797547,0.1934830103380606,0.012156822197754734
0.34,0.6879591412961199,0.0372948035750513,-0.06977230784418587,0.010761376040871014
0.36,0.7295120724366317,0.0199646270620698,-0.028219376703674026,0.010196988506797535
0.38,0.8072187440128534,0.0209596455507343,0.04948729487254766,0.011186734404248489
0.4,0.501535926471077,0.0389043436848414,-0.25619552266922874,0.0060628239508639095
0.42,0.865516063301839,0.0433767250254781,0.10778461416153318,0.008218516234094569
0.44,0.9508811995296956,0.0194295055090282,0.19314975038938986,0.01208151124188237
0.46,0.900809466512818,0.0221094080089882,0.14307801737251225,0.014943071589332616
0.48,0.8558591529522492,-0.0005018965030635,0.09812770381194347,0.01690562566557148
0.5,0.7474506461390952,-0.0394643458491327,-0.010280803001210592,0.016700009605547267
0.52,0.9184645201544744,0.0058549063105165,0.16073307101416867,0.019914671025830645
0.54,0.8931752579535231,-0.0256465989783024,0.13544380881321738,0.022623547202094994
0.56,0.8110484951365488,0.0118071633942288,0.053317045996242984,0.023689888122019855
0.58,0.7641772114495903,0.0511711621911421,0.0064457623092845084,0.023818803368205545
0.6,0.7197680689644204,0.0144705708500407,-0.03796338017588541,0.023059535764687836
0.62,0.6151559397529928,0.0326141038039846,-0.142575509387313,0.020208025576941575
0.64,0.9095221484423736,0.0124792724205256,0.1517906993020678,0.023243839562982933
0.66,0.5013073284720373,0.0264241436113759,-0.2564241206682685,0.01811535714961756
0.68,0.7171000177403535,0.0168183644076046,-0.04063143139995229,0.017302728521618512
0.7000000000000001,0.7807955664340397,0.0488364512105673,0.02306411729373392,0.017764010867493192
0.72,0.8637951255272475,0.0249823529554773,0.1060636763869417,0.019885284395232017
0.74,0.9715353358783833,-0.0240898385610404,0.2138038867380775,0.02416136212999357
0.76,0.8788486362526172,0.0007108381828941,0.12111718711231145,0.0265837058722398
0.78,0.7241682122050653,0.016857950678735,-0.03356323693524044,0.02591244113353499
0.8,0.8460143084208624,-0.0002063874056428,0.08828285928055668,0.027678098319146124
0.8200000000000001,0.6067224132439459,0.029587186276129,-0.15100903589635983,0.024657917601218923
0.84,0.9291697700058876,0.0151450371987208,0.17143832086558186,0.028086684018530546
0.86,0.738250063489254,-0.0190057381881455,-0.01948138565105173,0.02769705630550951
0.88,0.6756132350212176,0.0448487651760629,-0.08211821411908815,0.026054692023127747
0.9,0.6792016414937062,0.0213276568259391,-0.07852980764659956,0.024484095870195753
0.92,0.7479373201619469,0.0118127090180774,-0.009794128978358851,0.024288213290628576
0.94,0.7075656358735479,0.0308594011360766,-0.05016581326675784,0.023284897025293422
0.96,1.028875504648967,0.0267405394217567,0.2711440555086613,0.02870777813546665
0.98,0.6672784113469605,0.0016016415010235,-0.09045303779334524,0.026898717379599747
1.0,0.7567342869114222,0.024852532066699,-0.0009971622288835746,0.026878774135022074
1.02,0.7555359414860607,0.0011376282290652,-0.0021955076542450325,0.026834863981937174
1.04,0.7548986101331231,0.0824037138548466,-0.002832839007182675,0.02677820720179352
1.06,0.7574708831315476,0.0310596866201617,-0.00026056600875812297,0.02677299588161836
1.08,0.692352702047174,0.0411383194290593,-0.06537874709313174,0.025465420939755724
1.1,0.6794296698185918,0.0615603290019839,-0.078301779321714,0.023899385353321444
1.12,0.64526511278841,0.0712407476166655,-0.11246633635189573,0.02165005862628353
1.14,0.5694167200694065,0.0269082213906478,-0.1883147290708993,0.01788376404486558
1.16,0.7732153111915514,0.0737461607075388,0.015483862051245634,0.018193441285890493
1.18,0.8646320076069751,-0.0182055114986078,0.10690055846666935,0.020331452455223883
1.2,0.6805726597959891,0.0661426904535544,-0.07715878934431664,0.018788276668337548
1.22,0.6779324405909202,0.0857632058899213,-0.0797990085493856,0.017192296497349834
1.24,0.706199392488437,0.0503693625029537,-0.051532056651868774,0.01616165536431246
1.26,0.6880992691008218,0.052561414165024,-0.06963218003948402,0.014769011763522778
1.28,0.5702100149900321,0.0533579562082022,-0.18752143415027367,0.011018583080517301
1.3,0.9055493581220396,0.0167791683772824,0.14781790898173386,0.013974941260151981
1.32,0.7935780748997922,0.0278382231874687,0.035846625759486384,0.014691873775341709
1.34,0.654644086413531,0.0386131995180284,-0.10308736272677477,0.01263012652080621
1.36,0.7748452323022097,0.0732600555413085,0.017113783161903928,0.01297240218404429
1.38,0.6856946325137311,0.0644464366715898,-0.07203681662657468,0.01153166585151281
