timestamp_s,imu_ax_mps2,imu_gyroz_rps,wheel_speed_mps,front_distance_m,gps_speed_mps,fused_speed_mps,ttc_s
0.0,0.6503450324356632,-0.004005049829585,8.038796106076934,,7.997545160473317,8.032608464236391,
0.1,0.8381289667230616,-0.0229041795209905,8.094724232489163,25.88716650919801,7.997545160473317,8.080147371686786,3.203798806926202
0.2,0.7800474512819181,0.0199320025900782,8.061947693979132,25.707049199293717,7.997545160473317,8.05228731395326,3.1925151447027633
0.30000000000000004,0.7839310412221295,0.0264692413222828,8.351343896662225,24.8165972069284,7.997545160473317,8.298274086233889,2.9905733347729457
0.4,0.501535926471077,0.0389043436848414,8.16761690218129,24.829913568521437,7.997545160473317,8.142106140925094,3.0495688877988885
0.5,0.7474506461390952,-0.0394643458491327,8.419650192763134,24.448536236173453,8.975629819482474,8.503047136771036,2.87526763558053
0.6000000000000001,0.7197680689644204,0.0144705708500407,8.347877827851491,25.015775014468755,8.975629819482474,8.442040626596139,2.9632379327408196
0.7000000000000001,0.7807955664340397,0.0488364512105673,8.696060085857418,24.785178961422105,8.975629819482474,8.737995545901176,2.836483359510105
0.8,0.8460143084208624,-0.0002063874056428,8.628507781678222,25.2688707349025,8.975629819482474,8.680576087348859,2.9109670234593708
0.9,0.6792016414937062,0.0213276568259391,8.640782966792042,24.7109699678614,8.975629819482474,8.691009994695607,2.843279432763657
1.0,0.7567342869114222,0.024852532066699,8.73335494513735,23.42380220362747,8.382451424391624,8.680719417025491,2.698371077135194
1.1,0.6794296698185918,0.0615603290019839,8.77972189661396,25.09014878352879,8.382451424391624,8.72013132578061,2.877267307815776
1.2000000000000002,0.6805726597959891,0.0661426904535544,8.897871775007703,24.15771531162968,8.382451424391624,8.82055872241529,2.738796494856812
1.3,0.9055493581220396,0.0167791683772824,8.948629433569351,24.25955195956745,8.382451424391624,8.863702732192692,2.7369545992847337
1.4000000000000001,0.7120256740440818,0.0642352531390993,8.945939086762788,25.253973807903147,8.382451424391624,8.861415937407113,2.8498801981856374
