timestamp_s,wheel_left_mps,wheel_right_mps,imu_ax_mps2,imu_gyroz_rps
0.03,8.067566048732765,8.010026163421102,0.7248986726428885,-0.0206056343724251
0.08,8.048313319434905,8.141135145543423,0.8793629274024204,0.0100439794083168
0.13,7.982930261622527,8.114756730318902,0.6924291235932922,-0.0088863460503553
0.18,8.019699635797158,8.104195752161106,0.7298245787306091,0.0128478616800419
0.23,8.023411883550551,8.115250666477714,0.9111604204992636,0.0516177209090306
0.28,8.380525410584685,8.322162382739764,0.8877938452009295,-0.0143720761300275
0.33,8.215262349118822,8.009393845489015,0.9512144594783664,-0.0207318580797547
0.38,8.27085387959554,8.064379924767039,0.8072187440128534,0.0209596455507343
0.43,8.26950566117518,8.503189045439031,0.865516063301839,0.0433767250254781
0.48,8.377764854260827,8.461535531265442,0.8558591529522492,-0.0005018965030635
0.53,8.33279931903503,8.453740075482305,0.9184645201544744,0.0058549063105165
0.5800000000000001,8.353715125973036,8.342040529729948,0.7641772114495903,0.0511711621911421
0.6300000000000001,8.38571416508143,8.628281592140072,0.9095221484423736,0.0124792724205256
0.68,8.534211545729034,8.8579086259858,0.7171000177403535,0.0168183644076046
0.7300000000000001,8.704485087168253,8.561113575648955,0.9715353358783833,-0.0240898385610404
0.78,8.650685873951605,8.606329689404838,0.7241682122050653,0.016857950678735
0.8300000000000001,8.55761729889919,8.638725523563064,0.9291697700058876,0.0151450371987208
0.8800000000000001,8.647115558638461,8.63445037494562,0.6756132350212176,0.0448487651760629
0.93,8.744089854916032,8.767990947302204,0.7075656358735479,0.0308594011360766
0.98,8.890811295798917,8.575898594475785,0.6672784113469605,0.0016016415010235
1.03,8.876834527460993,8.759669019212422,0.7555359414860607,0.0011376282290652
1.08,8.728648061525162,8.83079573170276,0.692352702047174,0.0411383194290593
1.13,8.948818082216976,8.711433601802435,0.64526511278841,0.0712407476166655
1.1800000000000002,8.943981596004209,8.851761954011197,0.8646320076069751,-0.0182055114986078
1.2300000000000002,9.070021303427517,8.919399528009984,0.706199392488437,0.0503693625029537
1.28,9.02171448465062,8.875544382488082,0.5702100149900321,0.0533579562082022
1.33,8.995214671046748,8.758992022101467,0.7935780748997922,0.0278382231874687
1.38,9.032744469083896,8.859133704441682,0.6856946325137311,0.0644464366715898
1.4300000000000002,9.156326707940767,9.298829855377566,0.8499666516578432,0.0514074853660244
1.4800000000000002,9.116638468418824,9.069403772827618,0.9382201885488244,0.032577040471426
1.53,9.23451965421377,9.514685019355966,0.671872960503597,0.0590101663280489
1.58,9.233399813614646,9.063786812834977,0.640783458088846,0.0826696353912632
1.63,9.087750942899577,9.124865122822332,0.8244545606245794,0.0250779927314735
1.6800000000000002,9.030537615975785,9.093425311062028,0.64597402507083,0.0518262552795577
1.7300000000000002,9.266234388899669,9.22190236509467,0.6877468780110231,0.0528914963295295
1.78,9.467896336182555,9.12608171853071,0.7085126478705748,0.0169542122426535
1.83,9.285405927320523,9.416851759133705,0.7341159318203964,0.0462415564482626
1.88,9.472617149721597,9.420366172098523,0.8704054783703803,0.0564194883916539
1.93,9.393030812677866,9.555392949991452,0.6737143979503497,0.0754726256965064
1.98,9.375240590231714,9.51134527388153,0.8085277400856196,0.0129783988738631
2.03,9.581367662235204,9.47267712461808,0.9029682205860906,0.0316733108239439
2.08,9.80777388232428,9.529440905202769,0.666423713308165,0.0820041086729731
2.13,9.545740179742763,9.72212601520178,0.6694342281110889,0.0749389669576435
2.18,9.56800975559807,9.411522297488665,0.9013209157793992,0.06624950170501
2.23,9.703139883187076,9.68446013231999,0.488555438346242,0.0471008365703432
2.28,9.649753753185582,9.76633717643315,0.6091232540704586,0.0506148421174043
2.33,9.72657421455776,9.718636344062368,0.6060319279821411,0.0810922218453689
2.38,9.78055914025691,9.896741433606485,0.7740212633404719,0.0754507573024752
2.43,9.633467958628517,9.836760690273987,0.7722044091317506,0.0778560542342404
2.48,9.703041722130584,9.8426655101391,0.6378950035581521,0.109132278823993
2.53,9.946874624577054,9.624503394148098,0.6782249916953736,0.0896856728068906
2.58,9.872383850774373,9.928931736122127,0.6278292562124772,0.0635502317434143
2.63,9.985275920056631,10.062194922753925,0.8309477837086281,0.0576857714740828
2.68,9.921135766859624,9.9432534051604,0.6332190372431634,0.1127708093348581
2.73,9.792052081168068,9.955902512222876,0.7413150302976158,0.0866815511716091
2.78,10.220766084898711,10.200265820738016,0.6239041603876894,0.0968660791062488
2.83,10.081835991309624,9.94692083084469,0.6594790796035864,0.0521783853755296
2.88,10.095753288962191,9.982775935644666,0.6891999136424872,0.1256574328129691
2.93,10.141342273522412,10.119967144369788,0.8224202893603357,0.0869794884346025
2.98,10.07217674436206,10.11356377399816,0.612547249799166,0.0694932463635351
3.03,10.19046603042652,10.289328993748848,0.5604986532681292,0.0912646828717368
3.08,10.064593635583355,10.331887808837564,0.5199529279974137,0.1300455329219497
3.13,10.269925645682507,10.364292682362576,0.6080139925938725,0.0926683957845009
3.18,10.328854667859153,10.265955043162329,0.6197197580506555,0.0883053985183344
3.23,10.132652248886275,10.366700617930178,0.584707257068033,0.0688739567927609
3.28,10.354654554347205,10.368270651177696,0.7228199174237468,0.1053444803355571
