time_s,mode,linear_mps,angular_rps,x_m,y_m,yaw_rad
0.05,forward,0.2,0.0,0.010000000000000002,0.0,0.0
0.1,forward,0.2,0.0,0.020000000000000004,0.0,0.0
0.15000000000000002,forward,0.2,0.0,0.030000000000000006,0.0,0.0
0.2,forward,0.2,0.0,0.04000000000000001,0.0,0.0
0.25,forward,0.2,0.0,0.05000000000000001,0.0,0.0
0.3,forward,0.2,0.0,0.06000000000000001,0.0,0.0
0.35,forward,0.2,0.0,0.07,0.0,0.0
0.39999999999999997,forward,0.2,0.0,0.08000000000000002,0.0,0.0
0.44999999999999996,forward,0.2,0.0,0.09000000000000002,0.0,0.0
0.49999999999999994,forward,0.2,0.0,0.10000000000000003,0.0,0.0
0.5499999999999999,forward,0.2,0.0,0.11000000000000004,0.0,0.0
0.6,forward,0.2,0.0,0.12000000000000005,0.0,0.0
0.65,forward,0.2,0.0,0.13000000000000006,0.0,0.0
0.7000000000000001,forward,0.2,0.0,0.14000000000000007,0.0,0.0
0.7500000000000001,forward,0.2,0.0,0.15000000000000008,0.0,0.0
0.8000000000000002,forward,0.2,0.0,0.1600000000000001,0.0,0.0
0.8500000000000002,forward,0.2,0.0,0.1700000000000001,0.0,0.0
0.9000000000000002,forward,0.2,0.0,0.1800000000000001,0.0,0.0
0.9500000000000003,forward,0.2,0.0,0.1900000000000001,0.0,0.0
1.0000000000000002,forward,0.2,0.0,0.20000000000000012,0.0,0.0
1.0500000000000003,forward,0.2,0.0,0.21000000000000013,0.0,0.0
1.1000000000000003,forward,0.2,0.0,0.22000000000000014,0.0,0.0
1.1500000000000004,forward,0.2,0.0,0.23000000000000015,0.0,0.0
1.2000000000000004,forward,0.2,0.0,0.24000000000000016,0.0,0.0
1.2500000000000004,forward,0.2,0.0,0.25000000000000017,0.0,0.0
1.3000000000000005,forward,0.2,0.0,0.2600000000000002,0.0,0.0
1.3500000000000005,forward,0.2,0.0,0.2700000000000002,0.0,0.0
1.4000000000000006,forward,0.2,0.0,0.2800000000000002,0.0,0.0
1.4500000000000006,forward,0.2,0.0,0.2900000000000002,0.0,0.0
1.5000000000000007,forward,0.2,0.0,0.3000000000000002,0.0,0.0
1.5500000000000007,forward,0.2,0.0,0.3100000000000002,0.0,0.0
1.6000000000000008,forward,0.2,0.0,0.32000000000000023,0.0,0.0
1.6500000000000008,forward,0.2,0.0,0.33000000000000024,0.0,0.0
1.7000000000000008,forward,0.2,0.0,0.34000000000000025,0.0,0.0
1.7500000000000009,forward,0.2,0.0,0.35000000000000026,0.0,0.0
1.800000000000001,forward,0.2,0.0,0.36000000000000026,0.0,0.0
1.850000000000001,forward,0.2,0.0,0.3700000000000003,0.0,0.0
1.900000000000001,forward,0.2,0.0,0.3800000000000003,0.0,0.0
1.950000000000001,forward,0.2,0.0,0.3900000000000003,0.0,0.0
2.000000000000001,forward,0.2,0.0,0.4000000000000003,0.0,0.0
2.0500000000000007,forward,0.2,0.0,0.4100000000000003,0.0,0.0
2.1000000000000005,forward,0.2,0.0,0.4200000000000003,0.0,0.0
2.1500000000000004,forward,0.2,0.0,0.4300000000000003,0.0,0.0
2.2,forward,0.2,0.0,0.44000000000000034,0.0,0.0
2.25,forward,0.2,0.0,0.45000000000000034,0.0,0.0
2.3,forward,0.2,0.0,0.46000000000000035,0.0,0.0
2.3499999999999996,forward,0.2,0.0,0.47000000000000036,0.0,0.0
2.3999999999999995,forward,0.2,0.0,0.48000000000000037,0.0,0.0
2.4499999999999993,forward,0.2,0.0,0.4900000000000004,0.0,0.0
2.499999999999999,forward,0.2,0.0,0.5000000000000003,0.0,0.0
2.549999999999999,forward,0.2,0.0,0.5100000000000003,0.0,0.0
2.5999999999999988,forward,0.2,0.0,0.5200000000000004,0.0,0.0
2.6499999999999986,forward,0.2,0.0,0.5300000000000004,0.0,0.0
2.6999999999999984,forward,0.2,0.0,0.5400000000000004,0.0,0.0
2.7499999999999982,forward,0.2,0.0,0.5500000000000004,0.0,0.0
2.799999999999998,forward,0.2,0.0,0.5600000000000004,0.0,0.0
2.849999999999998,forward,0.2,0.0,0.5700000000000004,0.0,0.0
2.8999999999999977,forward,0.2,0.0,0.5800000000000004,0.0,0.0
2.9499999999999975,forward,0.2,0.0,0.5900000000000004,0.0,0.0
2.9999999999999973,forward,0.2,0.0,0.6000000000000004,0.0,0.0
3.049999999999997,forward,0.2,0.0,0.6100000000000004,0.0,0.0
3.099999999999997,forward,0.2,0.0,0.6200000000000004,0.0,0.0
3.149999999999997,forward,0.2,0.0,0.6300000000000004,0.0,0.0
