time_s,x_m,y_m,yaw_rad,speed_mps,yaw_rate_rps,nearest_index,cross_track_error_m
0.0,0.03,-0.8,-0.07453823862790997,0.6,-1.4907647725581992,0,-0.7166949322728252
0.05,0.059916699343300295,-0.802234077080715,-0.13538112241739533,0.6,-1.2168576757897074,0,-0.7329809821029033
0.1,0.08964219825894319,-0.8062831157587363,-0.18604545581369544,0.6,-1.0132866679260022,0,-0.750768859478107
0.15000000000000002,0.11912450042480259,-0.8118323372357511,-0.22893860393209434,0.6,-0.8578629623679777,0,-0.769757319132509
0.2,0.14834173505358617,-0.8186406557246741,-0.26578927684683157,0.6,-0.7370134582947444,0,-0.7897242365649371
0.25,0.17728829949485025,-0.8265207830743904,-0.29787768992161134,0.6,-0.6417682614955952,0,-0.8105025064280625
0.30000000000000004,0.20596714517450657,-0.8353255437458941,-0.32617157383403017,0.6,-0.5658776782483769,0,-0.8319643346201708
0.35000000000000003,0.23438542464399495,-0.8449381080236534,-0.35141284476833734,0.6,-0.5048254186861436,0,-0.8540105796139287
0.4,0.26255204406640054,-0.8552648476017277,-0.37417604680453176,0.6,-0.4552640407238889,0,-0.8765633083637828
0.45,0.29047631698956006,-0.8662300189051273,-0.3949094497325155,0.6,-0.41466805855967503,0,-0.8995604841243412
0.5,0.3181672591414654,-0.8777717571944768,-0.41396485453551335,0.6,-0.38110809605995644,0,-0.9229521119568552
0.55,0.34563325485233676,-0.889839030275434,-0.43161970035793934,0.6,-0.35309691644851987,0,-0.9466974046275128
0.6000000000000001,0.3728819354087006,-0.9023893054890394,-0.4480937313697801,0.6,-0.3294806202368148,0,-0.9707626761816217
0.65,0.3999201742173358,-0.9153867530125809,-0.4635617125912401,0.6,-0.3093596244291993,0,-0.9951197622826573
0.7000000000000001,0.42675414226960784,-0.9288008559855583,-0.4781632161906672,0.6,-0.292030071988541,0,-1.019744826581367
0.75,0.4533893907062684,-0.9426053313728149,-0.4920102017193782,0.6,-0.2769397105742196,0,-1.044617452861297
0.8,0.4798309414131894,-0.9567772894666468,-0.5051929156694781,0.6,-0.26365427900199867,0,-1.069719950533934
0.8500000000000001,0.5060833751363419,-0.9712965774523394,-0.5177844993832009,0.6,-0.25183167427445563,0,-1.0950368205376646
0.9,0.5321509117526222,-0.9861452654333999,-0.5298445977136033,0.6,-0.24120196660804671,0,-1.120554342548001
