time_s,battery_voltage_v,voltage_drop
0.0,12.713914719912331,0.0
0.5,12.674156950392904,0.039757769519427555
1.0,12.741938507956943,-0.02802378804461192
1.5,12.70766824296333,0.006246476949002044
2.0,12.718537465528774,-0.004622745616442714
2.5,12.691199972683162,0.022714747229169774
3.0,12.684074826484077,0.029839893428254882
3.5,12.677258853735156,0.036655866177175866
4.0,12.70987994935385,0.004034770558481782
4.5,12.659990050492926,0.053924669419405546
5.0,12.676318429068685,0.037596290843646685
5.5,12.675137975009523,0.03877674490280825
6.0,12.713061524319366,0.0008531955929651502
6.5,12.704200987234271,0.009713732678060083
7.0,12.692939754732302,0.02097496518002906
7.5,12.681628942883856,0.03228577702847524
8.0,12.741332486089126,-0.0274177661767947
8.5,12.718604780642208,-0.004690060729876322
9.0,12.704870551662868,0.009044168249463524
9.5,12.703957794167534,0.009956925744797118
10.0,12.687640811863169,0.026273908049162742
10.5,12.68089306451825,0.03302165539408186
11.0,12.675355211202303,0.03855950871002811
11.5,12.729726721313549,-0.0158120014012173
12.0,12.70515017649464,0.008764543417690618
12.5,12.726485761686812,-0.012571041774480207
13.0,12.70838903195286,0.0055256879594711705
13.5,12.671836199315347,0.04207852059698425
14.0,12.753394621549988,-0.03947990163765702
14.5,12.672129681156328,0.0417850387560037
15.0,12.701235333893882,0.012679386018449534
15.5,12.697312174339494,0.016602545572837357
16.0,12.650505854957622,0.06340886495470954
16.5,12.678959247237604,0.03495547267472787
17.0,12.749152757604683,-0.03523803769235201
17.5,12.668706695732252,0.045208024180078965
18.0,12.699997643863272,0.013917076049059673
18.5,12.697132551351764,0.016782168560567357
19.0,12.698880572689628,0.015034147222703353
19.5,12.729684885797978,-0.015770165885646392
20.0,12.703766115163614,0.010148604748717815
20.5,12.728088394168726,-0.014173674256394264
21.0,12.667382153885256,0.046532566027075006
21.5,12.683284834003128,0.030629885909203125
22.0,12.696031226428143,0.01788349348418805
22.5,12.743313093811544,-0.029398373899212515
23.0,12.6905817064709,0.023333013441432016
23.5,12.663946668662312,0.04996805125001913
24.0,12.649370421716684,0.06454429819564744
24.5,12.743426169807822,-0.029511449895490927
25.0,12.702248703418118,0.011666016494213949
25.5,12.693966060015534,0.01994865989679795
26.0,12.71857513902325,-0.004660419110917857
26.5,12.73880774409386,-0.02489302418152839
27.0,12.703587369583202,0.010327350329129459
27.5,12.733713530897507,-0.019798810985175663
28.0,12.679907027335522,0.034007692576809134
28.5,12.708121673367623,0.005793046544708247
29.0,12.677191104504194,0.03672361540813718
29.5,12.682168787266884,0.031745932645447894
30.0,12.75195306827562,-0.038038348363288677
30.5,12.659300409613024,0.05461431029930708
31.0,12.69463746166965,0.019277258242681228
31.5,12.69793015253378,0.015984567378550807
32.0,12.690895792380978,0.023018927531353484
32.5,12.671094814473296,0.042819905439035466
33.0,12.701845009421314,0.01206971049101746
33.5,12.638429548038424,0.07548517187390757
34.0,12.731189682331111,-0.017274962418779793
34.5,12.663701876220133,0.050212843692198916
35.0,12.720768145580942,-0.006853425668611024
35.5,12.693303748937298,0.020610970975033283
36.0,12.694942364324172,0.018972355588159573
36.5,12.697735104090764,0.01617961582156724
37.0,12.683292841517291,0.03062187839504027
37.5,12.612095167293685,0.10181955261864672
38.0,12.69289611799685,0.021018601915480772
38.5,12.72763897245541,-0.013724252543077853
39.0,12.677929332045096,0.035985387867235374
39.5,12.725071815568182,-0.011157095655850213
40.0,12.673758227856515,0.04015649205581617
40.5,12.711089774536871,0.002824945375460075
41.0,12.700940148199374,0.012974571712957683
41.5,12.708134506834796,0.005780213077535734
42.0,12.737691608388417,-0.02377688847608539
42.5,12.660197866372457,0.053716853539874876
43.0,12.686967441956002,0.026947277956329785
43.5,12.688119788889852,0.025794931022479872
44.0,12.684919111771888,0.028995608140442997
44.5,12.724526384719812,-0.010611664807480992
45.0,12.684741545595044,0.02917317431728783
45.5,12.710237301534969,0.0036774183773626845
46.0,12.684531980144463,0.029382739767868316
46.5,12.659010934304012,0.05490378560831921
47.0,12.658047066302506,0.05586765360982504
47.5,12.70313178822448,0.01078293168785116
48.0,12.632090001554454,0.0818247183578773
48.5,12.726786608479786,-0.012871888567454803
49.0,12.7258511311986,-0.011936411286267656
49.5,12.704005296166846,0.009909423745485313
50.0,12.66848756611165,0.04542715380068074
50.5,12.693440038720768,0.020474681191563704
51.0,12.696770931722568,0.017143788189763143
51.5,12.704847007541035,0.00906771237129611
52.0,12.678557372300803,0.03535734761152831
52.5,12.667042657073884,0.0468720628384478
53.0,12.710595169145511,0.003319550766820001
53.5,12.656067979605616,0.057846740306715105
54.0,12.676070523615236,0.03784419629709568
54.5,12.687185819960796,0.026728899951535823
55.0,12.6823920206059,0.031522699306432145
55.5,12.729532299956222,-0.01561758004389091
56.0,12.65966101454939,0.05425370536294061
56.5,12.696608450001294,0.01730626991103712
57.0,12.660313312433766,0.05360140747856512
57.5,12.638615408345794,0.07529931156653724
58.0,12.705821710531447,0.008093009380884197
58.5,12.684023716256986,0.02989100365534547
59.0,12.667868827184067,0.04604589272826409
59.5,12.685635676946989,0.028279042965342782
60.0,12.72239348020324,-0.008478760290907772
60.5,12.677997943383218,0.03591677652911329
61.0,12.708994987661448,0.004919732250883158
61.5,12.646077809706542,0.06783691020578964
62.0,12.658410835995726,0.055503883916605545
62.5,12.694631246969362,0.019283472942969837
63.0,12.672794002182034,0.041120717730297685
63.5,12.665680498786587,0.04823422112574427
64.0,12.724487965274491,-0.010573245362159867
64.5,12.69645590040322,0.017458819509110768
65.0,12.695102130320384,0.018812589591947315
65.5,12.66573194012897,0.04818277978336205
66.0,12.687806541248792,0.02610817866353976
66.5,12.675778314784615,0.03813640512771599
67.0,12.68175402416834,0.032160695743991496
67.5,12.670065320766176,0.04384939914615593
68.0,12.677764724945764,0.03614999496656779
68.5,12.685787751904682,0.028126968007649467
69.0,12.657143193310944,0.056771526601387734
69.5,12.658733417349826,0.05518130256250586
70.0,12.663737398266877,0.05017732164545485
70.5,12.657133078768886,0.05678164114344497
71.0,12.667307409342476,0.0466073105698559
71.5,12.679816117560945,0.03409860235138673
72.0,12.671361496085735,0.04255322382659621
72.5,12.691388182187277,0.02252653772505475
73.0,12.636707505445106,0.07720721446722578
73.5,12.698367104926056,0.015547614986274993
74.0,12.692328919564575,0.021585800347756035
74.5,12.647005298119678,0.06690942179265313
75.0,12.643383354538546,0.07053136537378535
75.5,12.669873455682568,0.0440412642297634
76.0,12.672452750959623,0.04146196895270826
76.5,12.678396811140844,0.03551790877148697
77.0,12.650501453756762,0.0634132661555693
77.5,12.713064203095826,0.0008505168165058308
78.0,12.69886532303984,0.015049396872491627
78.5,12.691265731056491,0.022648988855840102
79.0,12.703731991125968,0.010182728786363171
79.5,12.71574988990237,-0.0018351699900378549
80.0,12.69122391633658,0.022690803575750707
80.5,12.676102170122087,0.037812549790244177
81.0,12.726792780908648,-0.012878060996316165
81.5,12.710801098780614,0.0031136211317175366
82.0,12.674161287495274,0.039753432417057866
82.5,12.694844321248524,0.019070398663806998
83.0,12.664519228873216,0.04939549103911567
83.5,12.69815378740366,0.015760932508671388
84.0,12.661071230434487,0.05284348947784423
84.5,12.738209238144352,-0.024294518232020224
85.0,12.702974058629248,0.01094066128308313
85.5,12.651260179973956,0.06265453993837511
86.0,12.665669008693005,0.04824571121932664
86.5,12.599426981452728,0.11448773845960325
87.0,12.653164999288151,0.06074972062418027
87.5,12.711047418703664,0.0028673012086670724
88.0,12.68314238467984,0.030772335232491344
88.5,12.697613715200577,0.016301004711754885
89.0,12.676342557375014,0.037572162537317766
89.5,12.680576157300598,0.033338562611733735
90.0,12.655449249547132,0.058465470365199224
90.5,12.713855987484887,5.873242744414142e-05
91.0,12.672136568602207,0.0417781513101243
91.5,12.709986567546132,0.003928152366199811
92.0,12.616930517231175,0.09698420268115626
92.5,12.62285776049462,0.09105695941771152
93.0,12.67942234250811,0.03449237740422184
93.5,12.683301124991576,0.030613594920755105
