timestamp,lot_id,chamber_temp_c,chamber_pressure_pa,rf_power_w,gas_flow_sccm,vibration_g,particle_count,process_state
2026-01-01 10:00:00,LOT-D,71.55489539234347,18.031280478328867,839.7491064085909,120.10031298647856,0.07918642035824858,0,stabilize
2026-01-01 10:00:01,LOT-D,71.83449600683946,18.004043408825105,852.9016595404269,121.37373537474231,0.0707673335001372,3,stabilize
2026-01-01 10:00:02,LOT-D,72.57956636758016,18.11466442439986,843.6304886470953,120.44659446902489,0.09372624881490377,5,stabilize
2026-01-01 10:00:03,LOT-D,72.08728848860967,17.728760807447834,840.4846031909765,119.76635595328567,0.07418547020428902,1,stabilize
2026-01-01 10:00:04,LOT-D,72.41410390483793,18.346520827236052,844.7652048213689,117.96572763880738,0.0732311917276406,2,stabilize
2026-01-01 10:00:05,LOT-D,72.25969670606577,18.061421826710447,833.8897302315695,122.01083232789296,0.07246638158374684,4,stabilize
2026-01-01 10:00:06,LOT-D,71.71359135913306,18.218640735534184,855.4199623474434,118.88412092879508,0.08154910578171631,3,stabilize
2026-01-01 10:00:07,LOT-D,72.24387849918463,18.06904950567197,843.1567944643548,121.26790909696861,0.07228367365855203,3,stabilize
2026-01-01 10:00:08,LOT-D,71.85753204697538,17.82469703391792,861.9909990090554,118.13777915188157,0.08241300741321457,2,stabilize
2026-01-01 10:00:09,LOT-D,71.85492489772847,17.934826942788863,856.7255591085138,119.33295026582333,0.0896116885813747,5,stabilize
2026-01-01 10:00:10,LOT-D,72.0437252934017,17.34034372690004,859.9188619232847,118.95689877383899,0.07734474249972279,1,stabilize
2026-01-01 10:00:11,LOT-D,71.31333131706647,18.04277033980737,846.7915885205265,121.02377698056809,0.08359859293624397,3,stabilize
2026-01-01 10:00:12,LOT-D,72.53647474684574,17.98613878802215,860.685660153729,119.3030155019467,0.08280846191409415,1,stabilize
2026-01-01 10:00:13,LOT-D,71.69800964617166,18.242602902361224,860.6465292508606,120.67844055041725,0.08298216784456078,3,stabilize
2026-01-01 10:00:14,LOT-D,72.45012123884676,17.64880795054337,846.9147487634373,122.08938545252073,0.06057148046952647,5,stabilize
2026-01-01 10:00:15,LOT-D,72.0613445057339,17.984282949383562,850.627126098686,120.1476046507535,0.06820718237019016,2,stabilize
2026-01-01 10:00:16,LOT-D,72.68941488583296,17.9389184888988,861.7601697581447,118.93149970995616,0.0798257955642147,4,stabilize
2026-01-01 10:00:17,LOT-D,71.70301376379368,17.747362514805378,851.4076737810902,119.62016800375217,0.08045281674004139,4,stabilize
2026-01-01 10:00:18,LOT-D,71.85969231458854,17.70636808216561,844.3994935909648,118.7901019081715,0.07715773919076688,5,stabilize
2026-01-01 10:00:19,LOT-D,72.15199610695147,17.76489875533698,858.8368449275499,121.0056323087769,0.05127319376946636,3,stabilize
2026-01-01 10:00:20,LOT-D,71.00663800581009,18.196777542068673,859.8609402053852,120.83558459204667,0.06582016211812276,4,stabilize
2026-01-01 10:00:21,LOT-D,72.37256464870143,18.197059009324356,842.9412502377921,120.36345430819081,0.05569669876502402,5,stabilize
2026-01-01 10:00:22,LOT-D,72.69373367761078,17.712010797798463,853.6828026530546,118.72705825134703,0.09248581597733548,3,stabilize
2026-01-01 10:00:23,LOT-D,72.50706305696926,17.966653658646084,850.3065700443294,117.36199119394053,0.05976055417058253,3,stabilize
2026-01-01 10:00:24,LOT-D,72.33964633994051,18.09467762435335,859.2298350888188,119.57106035945333,0.0766597993555838,3,stabilize
2026-01-01 10:00:25,LOT-D,71.93430994809815,18.065131979004967,844.1697226518348,119.60481732324254,0.08361602106444271,0,stabilize
2026-01-01 10:00:26,LOT-D,72.57685600217687,17.6963045352203,860.7768852586332,118.82454645805994,0.06642904747069514,2,stabilize
2026-01-01 10:00:27,LOT-D,72.48331377988737,17.87966512592542,857.6156939033386,118.92213915556285,0.062408656951730826,1,stabilize
2026-01-01 10:00:28,LOT-D,72.17667938005977,17.71285288057454,847.1174488691832,119.54491503474843,0.07371751358816948,3,stabilize
2026-01-01 10:00:29,LOT-D,72.00230144077304,18.20328221584421,845.71504310007,120.94109623070678,0.053152676178257044,5,stabilize
2026-01-01 10:00:30,LOT-D,71.83720490752758,18.519061157854193,840.6648563360601,117.48933124986924,0.07401455960973148,4,stabilize
2026-01-01 10:00:31,LOT-D,71.4463955120293,17.990025802268427,861.5963534226946,119.40106610133192,0.06847063919944325,3,stabilize
2026-01-01 10:00:32,LOT-D,72.55180318176951,17.57086351210564,842.3358159825152,121.07762789477522,0.07897495568501219,2,stabilize
2026-01-01 10:00:33,LOT-D,71.02258025099167,18.163712584235743,848.597043741218,117.38351229515828,0.05480206757347212,7,stabilize
2026-01-01 10:00:34,LOT-D,71.83343369436646,18.311367206762846,865.4974694112441,119.80631741549828,0.0815104479696748,4,stabilize
2026-01-01 10:00:35,LOT-D,72.0739710313536,18.295734448512796,856.6068393146227,120.03753535880988,0.08492922869655832,5,stabilize
2026-01-01 10:00:36,LOT-D,72.38694653307573,18.032928067106756,852.6745477663582,120.12386241047086,0.06634362227130858,3,stabilize
2026-01-01 10:00:37,LOT-D,72.79274755643031,18.105963034330216,852.2241718806542,122.18054107451138,0.07879719128118653,3,stabilize
2026-01-01 10:00:38,LOT-D,72.44699569917832,18.018970685216708,848.5528097702884,119.96638992038991,0.07450838585415201,2,stabilize
2026-01-01 10:00:39,LOT-D,71.8688153582557,18.144111167642095,839.0245745468497,119.17153575317668,0.09093443160503267,4,stabilize
2026-01-01 10:00:40,LOT-D,72.32765740105012,18.18828285931334,854.8305759797164,119.45997628002445,0.08265597815214991,1,stabilize
2026-01-01 10:00:41,LOT-D,71.43227985738613,17.84928448720436,841.0423191474634,120.04803045282334,0.07428623385945789,2,stabilize
2026-01-01 10:00:42,LOT-D,72.64347233700992,17.88269842119941,867.4793899936523,118.89789911736375,0.057839016741337845,3,stabilize
2026-01-01 10:00:43,LOT-D,71.92958610382676,17.931666105319106,837.0792076805551,118.1458821187033,0.06157814846030222,4,stabilize
2026-01-01 10:00:44,LOT-D,71.69680838250582,17.95394009076899,847.8519688925138,119.03049000530287,0.07035056474637232,4,stabilize
2026-01-01 10:00:45,LOT-D,71.7124229548055,18.03834612651466,850.4398635464438,119.65666531404986,0.066640489263461,3,stabilize
2026-01-01 10:00:46,LOT-D,71.97238740257083,18.223731822894326,845.298523379097,121.98402213435729,0.06838324604377415,3,stabilize
2026-01-01 10:00:47,LOT-D,71.82324678484352,17.738685990103708,850.4566333888832,119.23308408341502,0.08641141827025059,1,stabilize
2026-01-01 10:00:48,LOT-D,73.03045947629155,18.183701207543297,855.7780906439742,119.2728367665223,0.07690687368752651,3,stabilize
2026-01-01 10:00:49,LOT-D,71.67681848345373,17.960597774804736,861.9606813170052,118.34234498884192,0.08521295080463907,2,stabilize
2026-01-01 10:00:50,LOT-D,72.01467348442064,17.426775915595123,851.4464274461385,121.60808263634887,0.07523056554147488,5,stabilize
2026-01-01 10:00:51,LOT-D,72.01262245301353,17.920258109309728,850.2003055151245,120.44159712290299,0.07376997569006048,2,stabilize
2026-01-01 10:00:52,LOT-D,72.01272245523288,17.94542271510445,853.221894244761,120.96660427530976,0.0681840938991122,2,stabilize
2026-01-01 10:00:53,LOT-D,72.02490563787872,18.1096420246745,850.6737684757761,120.5638988561649,0.06311092441396143,2,stabilize
2026-01-01 10:00:54,LOT-D,71.78329671381452,18.11791188201737,844.2652326073623,119.1454025857915,0.07652694917473268,2,stabilize
2026-01-01 10:00:55,LOT-D,71.73746662479115,17.998726886877986,850.32602685525,120.24923087477153,0.08910733030672803,5,stabilize
2026-01-01 10:00:56,LOT-D,71.61202777406793,17.837111180311986,860.3347135312212,118.8138936852739,0.07438002640150397,4,stabilize
2026-01-01 10:00:57,LOT-D,71.33032142403678,18.190553430332113,851.1448820681862,120.56822025452847,0.08251236435674564,4,stabilize
2026-01-01 10:00:58,LOT-D,72.09733807489914,17.86457392796389,850.3074794697122,121.43761614458003,0.06515389132496291,5,stabilize
2026-01-01 10:00:59,LOT-D,72.44296935781314,17.76231052835875,849.2160636342933,123.10108041527995,0.07176229839799331,5,stabilize
2026-01-01 10:01:00,LOT-D,71.75561213654431,17.871701501297032,854.9351306408724,118.93750444623585,0.07481202104831101,2,stabilize
2026-01-01 10:01:01,LOT-D,71.74862323243029,17.89227913085603,853.6503743778381,121.48183387193728,0.07729521777550628,5,stabilize
2026-01-01 10:01:02,LOT-D,71.85758272680481,17.977177490721584,853.9310461164017,121.05432090410683,0.07461280749230678,1,stabilize
2026-01-01 10:01:03,LOT-D,71.79271211644249,17.91040931435633,847.6537045724982,118.60363109714181,0.07480914220053206,4,stabilize
2026-01-01 10:01:04,LOT-D,71.35367861293878,17.927125793684827,831.329212398016,120.2932444501557,0.07278248662017736,2,stabilize
2026-01-01 10:01:05,LOT-D,72.61429861441661,18.148324773457354,845.219469789313,121.63565226764115,0.08006256905279938,3,stabilize
2026-01-01 10:01:06,LOT-D,72.19754994940087,18.159300149981565,849.9142962827285,119.24595227249539,0.07908272617463066,4,stabilize
2026-01-01 10:01:07,LOT-D,71.67973723776089,18.106570502668966,842.850381003322,120.52985140532441,0.0710937049955774,1,stabilize
2026-01-01 10:01:08,LOT-D,72.13372729269294,17.938111082517604,855.6886914272341,119.80998491853653,0.06672016243660507,3,stabilize
2026-01-01 10:01:09,LOT-D,71.80269422732292,17.866548517848038,842.9646382830722,120.42385279069337,0.06738510347728728,1,stabilize
2026-01-01 10:01:10,LOT-D,71.9047631549814,17.95364521005342,832.3347260279078,119.12636354257147,0.09202894180979826,1,stabilize
2026-01-01 10:01:11,LOT-D,72.1637837242106,17.970661027673057,856.8361106005849,120.11021129626116,0.07831505083214368,5,stabilize
2026-01-01 10:01:12,LOT-D,72.42883402138854,18.168289416297934,848.2857890103237,120.57725024413492,0.08421978179776482,1,stabilize
2026-01-01 10:01:13,LOT-D,72.68378585815857,17.94395643785429,850.2089692912842,119.35281315233844,0.08324473325768948,3,stabilize
2026-01-01 10:01:14,LOT-D,72.76675925202707,17.75905536772678,835.8301643959328,119.00967777826625,0.07595561291116068,2,stabilize
2026-01-01 10:01:15,LOT-D,71.88801358165608,17.832545080271867,847.2532357059509,119.92232818994039,0.07844838888446125,3,stabilize
2026-01-01 10:01:16,LOT-D,71.77511313398992,18.35283708628332,848.9572103072678,119.3986725659364,0.07918426077395764,4,stabilize
2026-01-01 10:01:17,LOT-D,72.0448188758649,17.81346784184516,850.701231720131,120.04377771746088,0.05995048469131123,3,stabilize
2026-01-01 10:01:18,LOT-D,72.05775444552974,17.747240638085923,857.4035801816524,119.09318778904145,0.07930874107643568,5,stabilize
2026-01-01 10:01:19,LOT-D,71.66960014839981,17.941666099290636,844.9900733206006,121.07569905378837,0.06825142067533174,5,stabilize
2026-01-01 10:01:20,LOT-D,71.72078612029436,18.35221301569141,848.2763874480208,120.32560257395912,0.06765892707778792,2,stabilize
