timestamp,wafer_id,lot_id,recipe_id,tool_id,temperature_c,pressure_kpa,gas_flow_sccm,vibration_rms,motor_current_a,defect_flag
2026-08-03 09:00:00,WAFER_00001,LOT_001,RCP_03,TOOL_B,65.89537351371389,101.43228691911192,499.92966908068473,1.935501198725587,7.917806778832077,0
2026-08-03 09:00:01,WAFER_00002,LOT_001,RCP_02,TOOL_C,64.66015126126234,101.7877819726714,494.45524281394853,1.923488254061864,8.72343771205975,0
2026-08-03 09:00:02,WAFER_00003,LOT_001,RCP_03,TOOL_A,64.18721009496973,101.59675565132407,495.9354142834709,1.4064672157871523,8.263570137273213,0
2026-08-03 09:00:03,WAFER_00004,LOT_001,RCP_02,TOOL_A,64.20486714584148,100.97198001046212,496.0745187855282,1.9941902845667894,7.5897897991881935,0
2026-08-03 09:00:04,WAFER_00005,LOT_001,RCP_01,TOOL_C,65.639732140137,101.58632453264607,502.6743787828932,2.1200493110395944,8.657836772188121,0
2026-08-03 09:00:05,WAFER_00006,LOT_001,RCP_03,TOOL_B,65.23943527730609,100.81081764166919,500.85874232000344,1.6658644552521369,8.33735505424592,0
2026-08-03 09:00:06,WAFER_00007,LOT_001,RCP_03,TOOL_B,65.08217392178071,100.96313458871161,502.1387142002588,2.0112412218760083,7.706497918494339,0
2026-08-03 09:00:07,WAFER_00008,LOT_001,RCP_03,TOOL_B,66.1591971320463,101.41659988622628,493.5612075356914,1.6449194014419943,7.369635432350889,0
2026-08-03 09:00:08,WAFER_00009,LOT_001,RCP_01,TOOL_A,65.56932197546975,100.54461261803823,494.8075165988194,1.7236520535184303,7.981944594413189,0
2026-08-03 09:00:09,WAFER_00010,LOT_001,RCP_02,TOOL_B,65.0110019248639,101.10699372527313,502.3212540408977,1.894480265577059,8.280606102324956,0
2026-08-03 09:00:10,WAFER_00011,LOT_001,RCP_01,TOOL_A,64.86796860902122,100.94290784775855,490.2746562541688,1.5995514903093222,8.39781549245005,1
2026-08-03 09:00:11,WAFER_00012,LOT_001,RCP_03,TOOL_A,65.36055445423409,101.33545746930363,504.2862027515993,1.780293436270728,7.782293183909688,0
2026-08-03 09:00:12,WAFER_00013,LOT_001,RCP_02,TOOL_B,65.10222325927435,100.74279227468345,493.61838999767025,1.9960446931044051,8.437994776165741,0
2026-08-03 09:00:13,WAFER_00014,LOT_001,RCP_03,TOOL_B,66.14002127659383,101.44848684810931,502.9517071217374,1.8379999338518034,7.443016901045825,0
2026-08-03 09:00:14,WAFER_00015,LOT_001,RCP_02,TOOL_C,65.19011034090676,101.12676459828357,496.88995381335064,2.3245367406282624,8.227987346542678,0
2026-08-03 09:00:15,WAFER_00016,LOT_001,RCP_01,TOOL_A,65.32671306486762,101.79012807090847,503.67116300310056,2.0040484244410797,7.895697332696063,0
2026-08-03 09:00:16,WAFER_00017,LOT_001,RCP_02,TOOL_A,65.52617154908158,101.12235708693555,511.2285631987077,1.8013929001958915,8.288084256231075,0
2026-08-03 09:00:17,WAFER_00018,LOT_001,RCP_01,TOOL_C,64.47364579953901,101.03097501826349,492.0438782945761,1.6793865522556701,8.644575616484945,0
