time_s,x_m,y_m,z_m,yaw_rad,virtual_distance_m,left_ctrl,right_ctrl
0.002,0.0,0.0,0.0,0.0,2.0,4.5,4.5
0.004,-1.1802321641426896e-06,-9.503101802674434e-11,-1.9481445259866035e-05,-1.3543025472935006e-09,2.000001180232164,4.5,4.5
0.006,-3.224022156153569e-07,-5.3386157545067534e-08,-3.761399853780907e-05,-1.5312004202881088e-06,2.0000003224022156,4.5,4.5
0.008,2.454270999371808e-06,-4.697610540572192e-08,-5.43834306116653e-05,-1.2712061839139196e-06,1.9999975457290007,4.5,4.5
0.01,7.0361600107927916e-06,1.5698681635952027e-08,-6.97843181278835e-05,5.716232903170152e-07,1.9999929638399891,4.5,4.5
0.012,1.3324138742559869e-05,6.426993708721872e-09,-8.382486228223333e-05,3.0288330118015526e-07,1.9999866758612574,4.5,4.5
0.014,2.122932158074159e-05,-6.90154111882026e-08,-9.652875955665849e-05,-1.8080842775403485e-06,1.9999787706784193,4.5,4.5
0.016,3.179755699531007e-05,-7.440597683319046e-08,-0.0001082164506500358,-1.8675518839139619e-06,1.9999682024430048,4.5,4.5
0.018000000000000002,4.4834823929186106e-05,-1.676525349020037e-08,-0.00011890101691598598,-1.7020451681988787e-07,1.9999551651760707,4.5,4.5
0.020000000000000004,6.017519249057075e-05,-3.345299033849503e-08,-0.00012860303293082007,-6.356543360394031e-07,1.9999398248075095,4.5,4.5
0.022000000000000006,7.767328421175644e-05,-1.1666098004084195e-07,-0.00013735346834335747,-2.9488860221917553e-06,1.9999223267157882,4.5,4.5
0.024000000000000007,9.720168854944076e-05,-1.1380614540551785e-07,-0.0001451894711442404,-2.8154352693345125e-06,1.9999027983114506,4.5,4.5
0.02600000000000001,0.00011866242007926349,-3.6459500137894485e-08,-0.00015195711436164465,-6.250196527091731e-07,1.9998813375799207,4.5,4.5
0.02800000000000001,0.00014195729509332617,-4.443867469055319e-08,-0.00015772225178330526,-1.203355263773084e-06,1.9998580427049066,4.5,4.5
0.030000000000000013,0.00016702526891557642,-9.820871640969489e-08,-0.0001625530101628065,-5.1483666420307876e-06,1.9998329747310843,4.5,4.5
0.032000000000000015,0.00019382283051632944,-1.4241773236447283e-07,-0.0001665042796156224,-8.493274986053295e-06,1.9998061771694837,4.5,4.5
0.034000000000000016,0.00022231330400196317,-1.6398020950716308e-07,-0.00016966808928560952,-6.418664693261356e-06,1.999777686695998,4.5,4.5
0.03600000000000002,0.00025248475794440334,-1.6710525574116641e-07,-0.0001721195012781468,3.971122985428542e-07,1.9997475152420556,4.5,4.5
0.03800000000000002,0.00028433450621222786,-1.889661336980783e-07,-0.00017393417164016445,1.1395398377421174e-06,1.9997156654937878,4.5,4.5
0.04000000000000002,0.0003178587193094516,-2.2545476686411578e-07,-0.00017519113290365393,-3.404502364915727e-06,1.9996821412806904,4.5,4.5
0.04200000000000002,0.00035305633282245284,-2.3584490215321552e-07,-0.00017596953832272366,-2.00250988558666e-06,1.9996469436671775,4.5,4.5
0.044000000000000025,0.0003899285684384246,-2.255352060928633e-07,-0.0001763477405104063,4.56437603360845e-06,1.9996100714315617,4.5,4.5
0.04600000000000003,0.00042848257093837367,-2.3966774717409027e-07,-0.00017640088829594822,4.803342580120741e-06,1.9995715174290616,4.5,4.5
