time_s,ego_speed_mps,lead_speed_mps,distance_m,relative_speed_mps,closing_speed_mps,ttc_s,reaction_time_s,friction_coeff,braking_distance_m,safe_distance_m,obstacle_angle_deg,obstacle_width_m,risk_label,warning,emergency_stop,target_speed_mps,decel_cmd_mps2,avoidance_yaw_rate_rps
0.0,7.988702700155028,7.767673040718304,32.9978179646593,0.2210296594367236,0.2210296594367236,149.29135776959345,1.2,0.7274953082795397,4.471191988793358,16.057635228979393,0.3458918905899988,1.4500846270323218,0,False,False,7.988702700155028,0.0,0.0
0.1,7.932185413246101,7.746592536219104,32.15019338341274,0.1855928770269965,0.1855928770269965,173.2296729186225,1.2,0.7160034570107734,4.478902331563329,15.99752482745865,2.855241399666747,1.586865248770531,0,False,False,7.932185413246101,0.0,0.0
0.2,8.116913063993982,8.043738200578423,32.03329096926535,0.0731748634155593,0.0731748634155593,437.7635908569942,1.2,0.7187747482843514,4.671861664709888,16.412157341502667,1.8202880000060595,1.438373194259743,0,False,False,8.116913063993982,0.0,0.0
0.3,8.102541560352506,7.769072965921233,31.9181589552364,0.3334685944312729,0.3334685944312729,95.71563705923332,1.2,0.7326516841420033,4.5671574023187365,16.290207274741743,-0.2469375514996505,1.3877748475184024,0,False,False,8.102541560352506,0.0,0.0
0.4,8.11458440599913,7.878424897174979,31.796336867867367,0.2361595088241515,0.2361595088241515,134.6392403430322,1.2,0.7278172454266078,4.611170908158166,16.34867219535712,-1.2713600359080537,1.3460088430076071,0,False,False,8.11458440599913,0.0,0.0
0.5,8.138858979254039,7.977047468102587,30.909815813157724,0.1618115111514519,0.1618115111514519,191.02359030703832,1.2,0.7421907289577263,4.548964200913371,16.315594976018218,3.3177906007945053,1.19263372846596,0,False,False,8.138858979254039,0.0,0.0
0.6000000000000001,7.9618984105101935,8.004787009098107,32.290511422727555,-0.0428885985879139,0.0,645.8102284545511,1.2,0.7177430486518421,4.501583038349824,16.055861130962057,0.163303238466582,1.270734337713206,0,False,False,7.9618984105101935,0.0,0.0
0.7000000000000001,7.983674979124395,7.830699379922984,32.18693221925492,0.1529755992014108,0.1529755992014108,210.40566199630928,1.2,0.7064670602819273,4.598485020674897,16.17889499562417,2.7636198912143097,1.0973694742412656,0,False,False,7.983674979124395,0.0,0.0
0.8,7.980177698226569,7.9771056889474465,31.13632125825401,0.0030720092791227,0.0030720092791227,622.7264251650803,1.2,0.7043668078878301,4.608156699440233,16.184369937312116,2.3488953608170395,1.4417090709442866,0,False,False,7.980177698226569,0.0,0.0
0.9,7.934328097542575,7.906511713218436,31.560324340585872,0.0278163843241383,0.0278163843241383,631.2064868117174,1.2,0.6994850400550772,4.587149314644081,16.10834303169517,0.5662228001511567,1.4251715550889374,0,False,False,7.934328097542575,0.0,0.0
1.0,8.300254987907456,8.065637417673392,31.47534640439134,0.2346175702340645,0.2346175702340645,134.15596441899126,1.2,0.7315641370696714,4.799891919652775,16.760197905141723,2.179060012976181,1.5854768234414678,0,False,False,8.300254987907456,0.0,0.0
1.1,8.22675253041007,8.047532850197006,32.10019770554358,0.1792196802130643,0.1792196802130643,179.11089712570313,1.2,0.7350037907018203,4.693191602848381,16.565294639340465,2.911614641166387,1.3700289967803516,0,False,False,8.22675253041007,0.0,0.0
1.2000000000000002,8.104070789505712,7.8977656793733955,32.28802163794547,0.206305110132317,0.206305110132317,156.5061651513966,1.2,0.7445323524259413,4.495974867040939,16.220859814447792,1.7280414911895745,1.2342288704384392,0,False,False,8.104070789505712,0.0,0.0
1.3,8.205638604380301,8.177804266316853,32.66539763051083,0.0278343380634478,0.0278343380634478,653.3079526102166,1.2,0.7240328152341156,4.7398818718888736,16.586648197145234,-0.0488457422693624,1.3992007980309016,0,False,False,8.205638604380301,0.0,0.0
1.4,8.230244484624796,8.081338976525368,32.1869816357923,0.1489055080994283,0.1489055080994283,216.15709214933912,1.2,0.7151180544191414,4.8277939598226505,16.704087341372407,3.46519392306803,1.0820799913181158,0,False,False,8.230244484624796,0.0,0.0
1.5,8.147881935785131,8.036812449647446,32.42576520894963,0.1110694861376853,0.1110694861376853,291.9412553034918,1.2,0.7079510301424848,4.779552470026637,16.557010792968796,3.247090531537035,1.2930588524100457,0,False,False,8.147881935785131,0.0,0.0
1.6,8.14369510257466,7.952978705662115,31.324347169253176,0.1907163969125438,0.1907163969125438,164.2456950548278,1.2,0.7537632370720201,4.484448654550611,16.2568827776402,-0.463384431167684,1.5407421262633598,0,False,False,8.14369510257466,0.0,0.0
1.7000000000000002,8.097269635751939,8.023124638277517,33.01183165958203,0.0741449974744217,0.0741449974744217,445.2334315739957,1.2,0.7241950792423786,4.614478534584694,16.33120209748702,2.5419461446344696,1.468752508112883,0,False,False,8.097269635751939,0.0,0.0
1.8,8.31782933998564,8.021680188572056,32.258054053786566,0.2961491514135836,0.2961491514135836,108.92502612218178,1.2,0.7314667292543514,4.820881217886467,16.802276425869234,1.6029763482539572,1.5606674639229032,0,False,False,8.31782933998564,0.0,0.0
1.9,8.199966031260391,8.160048319277477,31.63003178501465,0.0399177119829143,0.0399177119829143,632.6006357002931,1.2,0.7235400952959453,4.736554086046201,16.57651332355867,2.8275298904618404,1.460752591819437,0,False,False,8.199966031260391,0.0,0.0
2.0,8.056085438591587,8.113646670301979,32.021062793391145,-0.057561231710391,0.0,640.4212558678229,1.2,0.7268355897317151,4.551063963238606,16.21836648954851,3.0330132092076525,1.7071156107953254,0,False,False,8.056085438591587,0.0,0.0
2.1,8.356308470587875,7.899311440393087,32.63970697126825,0.4569970301947874,0.4569970301947874,71.42214240945091,1.2,0.7430846723896165,4.78951591445917,16.81708607916462,2.131070754830668,1.4341028358808556,0,False,False,8.356308470587875,0.0,0.0
2.2,8.469197794682016,8.21453168441184,32.04557310954684,0.2546661102701755,0.2546661102701755,125.83367718441085,1.2,0.7272630772324754,5.0268278120022565,17.189865165620674,-0.1883347490625757,1.6418925989561397,0,False,False,8.469197794682016,0.0,0.0
2.3000000000000003,8.197783014798572,8.112086695782798,32.08391783709352,0.0856963190157742,0.0856963190157742,374.39085138753495,1.2,0.714878913526447,4.791388075387677,16.628727693145965,4.399507144750944,1.222911076193119,0,False,False,8.197783014798572,0.0,0.0
2.4000000000000004,8.128523763743601,8.05426185492471,32.87823788384045,0.074261908818892,0.074261908818892,442.7335414178891,1.2,0.7236857352210762,4.653442417101265,16.407670933593586,-0.0903518458150767,1.6400095207365215,0,False,False,8.128523763743601,0.0,0.0
2.5,8.501084804916944,8.202241165485319,32.25442759506019,0.2988436394316256,0.2988436394316256,107.93078165024788,1.2,0.7367036718301114,4.999848669775126,17.20115043567546,2.232378565112638,1.5836164255553231,0,False,False,8.501084804916944,0.0,0.0
2.6,8.413317847197122,8.154977375599788,32.098719529810225,0.2583404715973341,0.2583404715973341,124.2496745916038,1.2,0.7644511296326061,4.719389947379268,16.815371364015814,2.4940958585898505,1.4833501223032328,0,False,False,8.413317847197122,0.0,0.0
